Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,48,,COMPOST,,2026,,0.0140439,0.0140439,0.0140439,0.0140439,,,0.516115,0.351259,,,0.884768,0.579427,0.884768,,0.393198,,,,-0.820727,-0.537487,,,,,,,,0.4914,,0.8423,0.8423,,nan,,nan,nan,
LTS,48,,COMPOST,,2027,,0.0275565,0.0275565,0.0275565,0.0275565,,,1.0127,0.638174,,,1.73606,1.05271,1.73606,,0.71437,,,,-1.6104,-0.976518,,,,,,,,0.9178,,1.5735,1.5735,,nan,,nan,nan,
LTS,48,,COMPOST,,2028,,0.040642,0.040642,0.040642,0.040642,,,1.49359,0.871498,,,2.56045,1.4376,2.56045,,0.975553,,,,-2.37512,-1.33354,,,,,,,,1.2887,,2.2093,2.2093,,nan,,nan,nan,
LTS,48,,COMPOST,,2029,,0.0531217,0.0531217,0.0531217,0.0531217,,,1.95222,1.05473,,,3.34667,1.73985,3.34667,,1.18066,,,,-3.10443,-1.61391,,,,,,,,1.6037,,2.7491,2.7491,,nan,,nan,nan,
LTS,48,,COMPOST,,2030,,0.0651099,0.0651099,0.0651099,0.0651099,,,2.39279,1.19699,,,4.10193,1.97452,4.10193,,1.33991,,,,-3.80502,-1.8316,,,,,,,,1.8712,,3.2079,3.2079,,nan,,nan,nan,
LTS,48,,COMPOST,,2031,,0.0767708,0.0767708,0.0767708,0.0767708,,,2.82133,1.30682,,,4.83656,2.15569,4.83656,,1.46285,,,,-4.48648,-1.99966,,,,,,,,2.1005,,3.6009,3.6009,,nan,,nan,nan,
LTS,48,,COMPOST,,2032,,0.088002,0.088002,0.088002,0.088002,,,3.23407,1.38704,,,5.54413,2.28802,5.54413,,1.55265,,,,-5.14284,-2.12241,,,,,,,,2.2923,,3.9296,3.9296,,nan,,nan,nan,
LTS,48,,COMPOST,,2033,,0.0988109,0.0988109,0.0988109,0.0988109,,,3.6313,1.44204,,,6.22509,2.37875,6.22509,,1.61422,,,,-5.77451,-2.20657,,,,,,,,2.4503,,4.2006,4.2006,,nan,,nan,nan,
LTS,48,,COMPOST,,2034,,0.10929,0.10929,0.10929,0.10929,,,4.0164,1.47682,,,6.88526,2.43612,6.88526,,1.65315,,,,-6.38689,-2.25979,,,,,,,,2.5801,,4.4231,4.4231,,nan,,nan,nan,
LTS,48,,COMPOST,,2035,,0.119273,0.119273,0.119273,0.119273,,,4.38329,1.49234,,,7.51421,2.46172,7.51421,,1.67052,,,,-6.97033,-2.28354,,,,,,,,2.6807,,4.5955,4.5955,,nan,,nan,nan,
