Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,88,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,88,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,88,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,88,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,88,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,88,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,141.526,121.779,,,121.779,,,,,,134.7867,,Energy
LTS,88,,DIST_DSL,,2027,,7.32798,7.32798,7.32798,7.32798,,,,149.363,125.058,,,125.058,,,,,,135.4766,,Energy
LTS,88,,DIST_DSL,,2028,,7.52751,7.52751,7.52751,7.52751,,,,155.308,126.531,,,126.531,,,,,,134.1609,,Energy
LTS,88,,DIST_DSL,,2029,,7.78293,7.78293,7.78293,7.78293,,,,162.52,128.838,,,128.838,,,,,,133.7056,,Energy
LTS,88,,DIST_DSL,,2030,,8.00051,8.00051,8.00051,8.00051,,,,169.06,130.41,,,130.41,,,,,,132.4629,,Energy
LTS,88,,DIST_DSL,,2031,,7.92137,7.92137,7.92137,7.92137,,,,169.364,127.123,,,127.123,,,,,,126.382,,Energy
LTS,88,,DIST_DSL,,2032,,7.82286,7.82286,7.82286,7.82286,,,,169.21,123.584,,,123.584,,,,,,120.2544,,Energy
LTS,88,,DIST_DSL,,2033,,7.68218,7.68218,7.68218,7.68218,,,,168.085,119.453,,,119.453,,,,,,113.7665,,Energy
LTS,88,,DIST_DSL,,2034,,7.54805,7.54805,7.54805,7.54805,,,,167.033,115.507,,,115.507,,,,,,107.671,,Energy
LTS,88,,DIST_DSL,,2035,,7.43507,7.43507,7.43507,7.43507,,,,166.389,111.96,,,111.96,,,,,,102.1484,,Energy
LTS,88,,DIST_DSL,,2036,,7.31358,7.31358,7.31358,7.31358,,,,165.495,108.357,,,108.357,,,,,,96.7615,,Energy
LTS,88,,DIST_DSL,,2037,,7.19111,7.19111,7.19111,7.19111,,,,164.517,104.813,,,104.813,,,,,,91.6092,,Energy
LTS,88,,DIST_DSL,,2038,,7.06783,7.06783,7.06783,7.06783,,,,163.461,101.334,,,101.334,,,,,,86.6869,,Energy
LTS,88,,DIST_DSL,,2039,,6.94726,6.94726,6.94726,6.94726,,,,162.406,97.9659,,,97.9659,,,,,,82.0261,,Energy
LTS,88,,DIST_DSL,,2040,,6.85955,6.85955,6.85955,6.85955,,,,162.068,95.1268,,,95.1268,,,,,,77.9575,,Energy
LTS,88,,DIST_DSL,,2041,,6.91325,6.91325,6.91325,6.91325,,,,165.061,94.2725,,,94.2725,,,,,,75.6163,,Energy
