Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
LTS,42,2021,DIST_DSL,,,9.3252953,,,,,,,,,,,,,9.3252953,,,,,9.3252953,,,9.3252953,,,,,,
LTS,42,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
LTS,42,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
LTS,42,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
LTS,42,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
LTS,42,2026,DIST_DSL,,,11.116983,,,,,,,,,,,,,11.116983,,,,,11.116983,,,11.116983,,,,,,
LTS,42,2027,DIST_DSL,,,11.378185,,,,,,,,,,,,,11.378185,,,,,11.378185,,,11.378185,,,,,,
LTS,42,2028,DIST_DSL,,,11.699189,,,,,,,,,,,,,11.699189,,,,,11.699189,,,11.699189,,,,,,
LTS,42,2029,DIST_DSL,,,12.00168,,,,,,,,,,,,,12.00168,,,,,12.00168,,,12.00168,,,,,,
LTS,42,2030,DIST_DSL,,,12.268108,,,,,,,,,,,,,12.268108,,,,,12.268108,,,12.268108,,,,,,
LTS,42,2031,DIST_DSL,,,12.234724,,,,,,,,,,,,,12.234724,,,,,12.234724,,,12.234724,,,,,,
LTS,42,2032,DIST_DSL,,,12.184473,,,,,,,,,,,,,12.184473,,,,,12.184473,,,12.184473,,,,,,
LTS,42,2033,DIST_DSL,,,12.090423,,,,,,,,,,,,,12.090423,,,,,12.090423,,,12.090423,,,,,,
LTS,42,2034,DIST_DSL,,,12.0069,,,,,,,,,,,,,12.0069,,,,,12.0069,,,12.0069,,,,,,
LTS,42,2035,DIST_DSL,,,11.945392,,,,,,,,,,,,,11.945392,,,,,11.945392,,,11.945392,,,,,,
LTS,42,2036,DIST_DSL,,,11.868263,,,,,,,,,,,,,11.868263,,,,,11.868263,,,11.868263,,,,,,
