Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,6,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2026,,0.765679,0.765679,0.765679,0.765679,,,,,,,33.8469,22.166,33.8469,,79.8828,,,,88.1319,57.7168,,,,,,,,,,32.2229,32.2229,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2027,,0.775204,0.775204,0.775204,0.775204,,,,,,,34.2679,20.7794,34.2679,,74.3636,,,,88.3671,53.5842,,,,,,,,,,31.0583,31.0583,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2028,,0.784627,0.784627,0.784627,0.784627,,,,,,,34.6844,19.4741,34.6844,,69.1966,,,,88.5588,49.7226,,,,,,,,,,29.9275,29.9275,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2029,,0.794152,0.794152,0.794152,0.794152,,,,,,,35.1055,18.2504,35.1055,,64.3784,,,,88.7291,46.128,,,,,,,,,,28.8374,28.8374,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2030,,0.803575,0.803575,0.803575,0.803575,,,,,,,35.522,17.0991,35.522,,59.8682,,,,88.8498,42.7692,,,,,,,,,,27.7795,27.7795,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2031,,0.81304,0.81304,0.81304,0.81304,,,,,,,35.9404,16.0189,35.9404,,55.7428,,,,89.1253,39.7239,,,,,,,,,,26.7581,26.7581,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2032,,0.822608,0.822608,0.822608,0.822608,,,,,,,36.3634,15.0069,36.3634,,51.8878,,,,89.3665,36.8809,,,,,,,,,,25.774,25.774,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2033,,0.832073,0.832073,0.832073,0.832073,,,,,,,36.7818,14.0552,36.7818,,48.2737,,,,89.5486,34.2186,,,,,,,,,,24.8196,24.8196,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2034,,0.841538,0.841538,0.841538,0.841538,,,,,,,37.2002,13.1621,37.2002,,44.8945,,,,89.6857,31.7324,,,,,,,,,,23.8975,23.8975,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2035,,0.851003,0.851003,0.851003,0.851003,,,,,,,37.6186,12.3242,37.6186,,41.7365,,,,89.7789,29.4124,,,,,,,,,,23.0068,23.0068,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2036,,0.8605,0.8605,0.8605,0.8605,,,,,,,38.0384,11.5386,38.0384,,38.8397,,,,90.0011,27.3011,,,,,,,,,,22.1473,22.1473,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2037,,0.869998,0.869998,0.869998,0.869998,,,,,,,38.4583,10.8018,38.4583,,36.1275,,,,90.168,25.3256,,,,,,,,,,21.3174,21.3174,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2038,,0.879496,0.879496,0.879496,0.879496,,,,,,,38.8781,10.1109,38.8781,,33.593,,,,90.2928,23.4821,,,,,,,,,,20.5161,20.5161,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2039,,0.888885,0.888885,0.888885,0.888885,,,,,,,39.2932,9.46188,39.2932,,31.2222,,,,90.3661,21.7604,,,,,,,,,,19.7402,19.7402,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2040,,0.898383,0.898383,0.898383,0.898383,,,,,,,39.713,8.85461,39.713,,29.0124,,,,90.4079,20.1578,,,,,,,,,,18.9938,18.9938,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2041,,0.907855,0.907855,0.907855,0.907855,,,,,,,40.1317,8.28516,40.1317,,26.9815,,,,90.5613,18.6963,,,,,,,,,,18.2731,18.2731,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2042,,0.917327,0.917327,0.917327,0.917327,,,,,,,40.5504,7.75148,40.5504,,25.0834,,,,90.6686,17.3319,,,,,,,,,,17.5778,17.5778,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2043,,0.926798,0.926798,0.926798,0.926798,,,,,,,40.9691,7.25141,40.9691,,23.3096,,,,90.7261,16.0582,,,,,,,,,,16.9072,16.9072,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2044,,0.93627,0.93627,0.93627,0.93627,,,,,,,41.3878,6.78288,41.3878,,21.6534,,,,90.737,14.8705,,,,,,,,,,16.2605,16.2605,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2045,,0.945856,0.945856,0.945856,0.945856,,,,,,,41.8116,6.34475,41.8116,,20.1112,,,,90.7201,13.7664,,,,,,,,,,15.6388,15.6388,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2046,,0.955224,0.955224,0.955224,0.955224,,,,,,,42.2257,5.93295,42.2257,,18.6876,,,,90.7769,12.7547,,,,,,,,,,15.0358,15.0358,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2047,,0.964706,0.964706,0.964706,0.964706,,,,,,,42.6448,5.54801,42.6448,,17.3618,,,,90.8069,11.8138,,,,,,,,,,14.4565,14.4565,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2048,,0.974189,0.974189,0.974189,0.974189,,,,,,,43.064,5.18754,43.064,,16.1257,,,,90.8028,10.9382,,,,,,,,,,13.8981,13.8981,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2049,,0.983672,0.983672,0.983672,0.983672,,,,,,,43.4832,4.85003,43.4832,,14.9731,,,,90.7587,10.123,,,,,,,,,,13.3601,13.3601,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2050,,0.993154,0.993154,0.993154,0.993154,,,,,,,43.9024,4.53406,43.9024,,13.8996,,,,90.6844,9.36552,,,,,,,,,,12.8416,12.8416,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2051,,1.00264,1.00264,1.00264,1.00264,,,,,,,44.3216,4.23829,44.3216,,12.9005,,,,90.5846,8.66223,,,,,,,,,,12.3422,12.3422,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2052,,1.01212,1.01212,1.01212,1.01212,,,,,,,44.7408,3.96146,44.7408,,11.9699,,,,90.4471,8.00842,,,,,,,,,,11.8611,11.8611,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2053,,1.0216,1.0216,1.0216,1.0216,,,,,,,45.1599,3.70238,45.1599,,11.1027,,,,90.2653,7.40029,,,,,,,,,,11.3978,11.3978,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2054,,1.03109,1.03109,1.03109,1.03109,,,,,,,45.5791,3.45995,45.5791,,10.2946,,,,90.0351,6.83465,,,,,,,,,,10.9516,10.9516,,,,nan,nan,
BAU,6,,NO_CONTR_OD,,2055,,1.04057,1.04057,1.04057,1.04057,,,,,,,45.9983,3.23313,45.9983,,9.5423,,,,89.7619,6.30917,,,,,,,,,,10.5221,10.5221,,,,nan,nan,
BAU,6,,OPEN_BURN,,2021,,0.3884,0.3884,0.3884,0.3884,,,,,,,,,,,32.1078,,,,33.3674,32.1078,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2022,,0.3926,0.3926,0.3926,0.3926,,,,,,,,,,,29.7416,,,,33.381,29.7416,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2023,,0.3968,0.3968,0.3968,0.3968,,,,,,,,,,,27.5418,,,,33.385,27.5418,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2024,,0.4011,0.4011,0.4011,0.4011,,,,,,,,,,,25.4999,,,,33.3827,25.4999,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2025,,0.4054,0.4054,0.4054,0.4054,,,,,,,,,,,23.5969,,,,33.3628,23.5969,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2026,,0.413722,0.413722,0.413722,0.413722,,,,,,,,,,,22.0903,,,,33.7312,22.0903,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2027,,0.418873,0.418873,0.418873,0.418873,,,,,,,,,,,20.5088,,,,33.8216,20.5088,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2028,,0.424023,0.424023,0.424023,0.424023,,,,,,,,,,,19.0335,,,,33.8997,19.0335,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2029,,0.429072,0.429072,0.429072,0.429072,,,,,,,,,,,17.6534,,,,33.9571,17.6534,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2030,,0.434223,0.434223,0.434223,0.434223,,,,,,,,,,,16.3702,,,,34.008,16.3702,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2031,,0.439361,0.439361,0.439361,0.439361,,,,,,,,,,,15.2054,,,,34.1152,15.2054,,,,,,,,,,,,,,,,,
BAU,6,,OPEN_BURN,,2032,,0.444498,0.444498,0.444498,0.444498,,,,,,,,,,,14.1161,,,,34.205,14.1161,,,,,,,,,,,,,,,,,
