Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,47,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,47,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,47,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,47,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,47,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,47,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,143.254,123.266,,123.266,,,,,,,,,,,,,,,136.4324,,,,0.0018574619060684,0.0018574619060684,,,
LTS,47,,DIST_DSL,,2027,,7.42329,7.42329,7.42329,7.42329,,,,,,,154.955,129.74,,129.74,,,,,,,,,,,,,,,140.5488,,,,0.001941236405905,0.001941236405905,,,
LTS,47,,DIST_DSL,,2028,,7.71404,7.71404,7.71404,7.71404,,,,,,,164.846,134.301,,134.301,,,,,,,,,,,,,,,142.4002,,,,0.0019953124905891,0.0019953124905891,,,
LTS,47,,DIST_DSL,,2029,,8.05695,8.05695,8.05695,8.05695,,,,,,,176.166,139.655,,139.655,,,,,,,,,,,,,,,144.9322,,,,0.0020602232119922,0.0020602232119922,,,
LTS,47,,DIST_DSL,,2030,,8.35738,8.35738,8.35738,8.35738,,,,,,,186.875,144.152,,144.152,,,,,,,,,,,,,,,146.4215,,,,0.0021115582325662,0.0021115582325662,,,
LTS,47,,DIST_DSL,,2031,,8.36469,8.36469,8.36469,8.36469,,,,,,,191.183,143.5,,143.5,,,,,,,,,,,,,,,142.6637,,,,0.0020871843231611,0.0020871843231611,,,
LTS,47,,DIST_DSL,,2032,,8.3529,8.3529,8.3529,8.3529,,,,,,,195.051,142.457,,142.457,,,,,,,,,,,,,,,138.6191,,,,0.0020574030905471,0.0020574030905471,,,
LTS,47,,DIST_DSL,,2033,,8.29912,8.29912,8.29912,8.29912,,,,,,,197.907,140.647,,140.647,,,,,,,,,,,,,,,133.9512,,,,0.0020169356247642,0.0020169356247642,,,
LTS,47,,DIST_DSL,,2034,,8.26526,8.26526,8.26526,8.26526,,,,,,,201.194,139.129,,139.129,,,,,,,,,,,,,,,129.6914,,,,0.0019810962738833,0.0019810962738833,,,
LTS,47,,DIST_DSL,,2035,,8.23528,8.23528,8.23528,8.23528,,,,,,,204.545,137.634,,137.634,,,,,,,,,,,,,,,125.5729,,,,0.0019459832539134,0.0019459832539134,,,
LTS,47,,DIST_DSL,,2036,,8.20126,8.20126,8.20126,8.20126,,,,,,,207.763,136.031,,136.031,,,,,,,,,,,,,,,121.4747,,,,0.0019097570115024,0.0019097570115024,,,
LTS,47,,DIST_DSL,,2037,,8.16442,8.16442,8.16442,8.16442,,,,,,,210.874,134.347,,134.347,,,,,,,,,,,,,,,117.4225,,,,0.0018728052421408,0.0018728052421408,,,
LTS,47,,DIST_DSL,,2038,,8.12538,8.12538,8.12538,8.12538,,,,,,,213.891,132.596,,132.596,,,,,,,,,,,,,,,113.431,,,,0.0018353621275433,0.0018353621275433,,,
LTS,47,,DIST_DSL,,2039,,8.1199,8.1199,8.1199,8.1199,,,,,,,217.769,131.362,,131.362,,,,,,,,,,,,,,,109.9881,,,,0.0018054480081336,0.0018054480081336,,,
LTS,47,,DIST_DSL,,2040,,8.10667,8.10667,8.10667,8.10667,,,,,,,221.43,129.97,,129.97,,,,,,,,,,,,,,,106.5116,,,,0.0017737200055197,0.0017737200055197,,,
LTS,47,,DIST_DSL,,2041,,8.25132,8.25132,8.25132,8.25132,,,,,,,229.47,131.059,,131.059,,,,,,,,,,,,,,,105.1229,,,,0.0017759641497229,0.0017759641497229,,,
