Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,62,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,62,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,62,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,62,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,62,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,62,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,140.991,121.318,,121.318,,,,,,,,,,,,,,,134.2771,,,,0.0018281191320356,0.0018281191320356,,,
LTS,62,,DIST_DSL,,2027,,7.30655,7.30655,7.30655,7.30655,,,,,,,147.813,123.76,,123.76,,,,,,,,,,,,,,,134.0707,,,,0.0018517627927364,0.0018517627927364,,,
LTS,62,,DIST_DSL,,2028,,7.48021,7.48021,7.48021,7.48021,,,,,,,152.623,124.343,,124.343,,,,,,,,,,,,,,,131.8415,,,,0.001847363366614,0.001847363366614,,,
LTS,62,,DIST_DSL,,2029,,7.70723,7.70723,7.70723,7.70723,,,,,,,158.592,125.723,,125.723,,,,,,,,,,,,,,,130.474,,,,0.0018546981407578,0.0018546981407578,,,
LTS,62,,DIST_DSL,,2030,,7.89304,7.89304,7.89304,7.89304,,,,,,,163.784,126.34,,126.34,,,,,,,,,,,,,,,128.329,,,,0.0018506447231812,0.0018506447231812,,,
LTS,62,,DIST_DSL,,2031,,7.78776,7.78776,7.78776,7.78776,,,,,,,162.95,122.308,,122.308,,,,,,,,,,,,,,,121.5958,,,,0.001778957463539,0.001778957463539,,,
LTS,62,,DIST_DSL,,2032,,7.66485,7.66485,7.66485,7.66485,,,,,,,161.707,118.104,,118.104,,,,,,,,,,,,,,,114.9221,,,,0.001705688174024,0.001705688174024,,,
LTS,62,,DIST_DSL,,2033,,7.50027,7.50027,7.50027,7.50027,,,,,,,159.535,113.378,,113.378,,,,,,,,,,,,,,,107.9796,,,,0.0016258722330507,0.0016258722330507,,,
LTS,62,,DIST_DSL,,2034,,7.3501,7.3501,7.3501,7.3501,,,,,,,157.615,108.994,,108.994,,,,,,,,,,,,,,,101.6,,,,0.0015519852986509,0.0015519852986509,,,
LTS,62,,DIST_DSL,,2035,,7.21481,7.21481,7.21481,7.21481,,,,,,,155.965,104.946,,104.946,,,,,,,,,,,,,,,95.749,,,,0.0014838049839673,0.0014838049839673,,,
LTS,62,,DIST_DSL,,2036,,7.07487,7.07487,7.07487,7.07487,,,,,,,154.166,100.939,,100.939,,,,,,,,,,,,,,,90.1377,,,,0.0014170915210003,0.0014170915210003,,,
LTS,62,,DIST_DSL,,2037,,6.93233,6.93233,6.93233,6.93233,,,,,,,152.262,97.0058,,97.0058,,,,,,,,,,,,,,,84.7852,,,,0.0013522607557458,0.0013522607557458,,,
LTS,62,,DIST_DSL,,2038,,6.79036,6.79036,6.79036,6.79036,,,,,,,150.322,93.188,,93.188,,,,,,,,,,,,,,,79.719,,,,0.0012898852570529,0.0012898852570529,,,
LTS,62,,DIST_DSL,,2039,,6.66668,6.66668,6.66668,6.66668,,,,,,,148.74,89.722,,89.722,,,,,,,,,,,,,,,75.1238,,,,0.0012331500645795,0.0012331500645795,,,
LTS,62,,DIST_DSL,,2040,,6.55688,6.55688,6.55688,6.55688,,,,,,,147.427,86.5332,,86.5332,,,,,,,,,,,,,,,70.9149,,,,0.0011809317533119,0.0011809317533119,,,
LTS,62,,DIST_DSL,,2041,,6.5608,6.5608,6.5608,6.5608,,,,,,,148.653,84.9009,,84.9009,,,,,,,,,,,,,,,68.0997,,,,0.0011504852882556,0.0011504852882556,,,
