Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,96,,COMPOST,,2026,,0.0139459,0.0139459,0.0139459,0.0139459,,,0.512512,0.348807,,,0.878592,0.575382,0.878592,,0.390454,,,,-0.814999,-0.533736,,,,,,,,0.4879,,0.8364,0.8364,,nan,,nan,nan,
LTS,96,,COMPOST,,2027,,0.0271675,0.0271675,0.0271675,0.0271675,,,0.998405,0.629165,,,1.71155,1.03785,1.71155,,0.704286,,,,-1.58767,-0.962732,,,,,,,,0.9049,,1.5512,1.5512,,nan,,nan,nan,
LTS,96,,COMPOST,,2028,,0.0397716,0.0397716,0.0397716,0.0397716,,,1.46161,0.852834,,,2.50561,1.40681,2.50561,,0.95466,,,,-2.32425,-1.30498,,,,,,,,1.2612,,2.162,2.162,,nan,,nan,nan,
LTS,96,,COMPOST,,2029,,0.0515874,0.0515874,0.0515874,0.0515874,,,1.89584,1.02426,,,3.25001,1.68959,3.25001,,1.14656,,,,-3.01477,-1.5673,,,,,,,,1.5573,,2.6697,2.6697,,nan,,nan,nan,
LTS,96,,COMPOST,,2030,,0.0627319,0.0627319,0.0627319,0.0627319,,,2.3054,1.15327,,,3.95211,1.9024,3.95211,,1.29097,,,,-3.66605,-1.76471,,,,,,,,1.8029,,3.0907,3.0907,,nan,,nan,nan,
LTS,96,,COMPOST,,2031,,0.0733664,0.0733664,0.0733664,0.0733664,,,2.69621,1.24887,,,4.62208,2.0601,4.62208,,1.39798,,,,-4.28753,-1.91099,,,,,,,,2.0074,,3.4412,3.4412,,nan,,nan,nan,
LTS,96,,COMPOST,,2032,,0.083395,0.083395,0.083395,0.083395,,,3.06477,1.31443,,,5.25388,2.16824,5.25388,,1.47136,,,,-4.8736,-2.0113,,,,,,,,2.1723,,3.7239,3.7239,,nan,,nan,nan,
LTS,96,,COMPOST,,2033,,0.0928278,0.0928278,0.0928278,0.0928278,,,3.41142,1.35472,,,5.84815,2.23471,5.84815,,1.51647,,,,-5.42486,-2.07296,,,,,,,,2.302,,3.9462,3.9462,,nan,,nan,nan,
LTS,96,,COMPOST,,2034,,0.101754,0.101754,0.101754,0.101754,,,3.73946,1.37499,,,6.41051,2.26815,6.41051,,1.53916,,,,-5.94651,-2.10398,,,,,,,,2.4022,,4.1181,4.1181,,nan,,nan,nan,
LTS,96,,COMPOST,,2035,,0.110023,0.110023,0.110023,0.110023,,,4.04333,1.3766,,,6.93142,2.2708,6.93142,,1.54096,,,,-6.42972,-2.10643,,,,,,,,2.4728,,4.2391,4.2391,,nan,,nan,nan,
LTS,96,,COMPOST,,2036,,0.117949,0.117949,0.117949,0.117949,,,4.33462,1.36645,,,7.43078,2.25406,7.43078,,1.5296,,,,-6.89293,-2.09091,,,,,,,,2.5238,,4.3265,4.3265,,nan,,nan,nan,
LTS,96,,COMPOST,,2037,,0.125343,0.125343,0.125343,0.125343,,,4.60636,1.34455,,,7.89662,2.21794,7.89662,,1.50509,,,,-7.32505,-2.0574,,,,,,,,2.5533,,4.3771,4.3771,,nan,,nan,nan,
