Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,30,,COMPOST,,2026,,0.0144491,0.0144491,0.0144491,0.0144491,,,0.531004,0.361392,,,0.910292,0.596143,0.910292,,0.404542,,,,-0.844405,-0.552993,,,,,,,,0.5055,,0.8666,0.8666,,nan,,nan,nan,
LTS,30,,COMPOST,,2027,,0.0291643,0.0291643,0.0291643,0.0291643,,,1.07179,0.675409,,,1.83735,1.11414,1.83735,,0.756051,,,,-1.70436,-1.03349,,,,,,,,0.9714,,1.6653,1.6653,,nan,,nan,nan,
LTS,30,,COMPOST,,2028,,0.0442394,0.0442394,0.0442394,0.0442394,,,1.6258,0.948638,,,2.78708,1.56485,2.78708,,1.0619,,,,-2.58535,-1.45158,,,,,,,,1.4028,,2.4048,2.4048,,nan,,nan,nan,
LTS,30,,COMPOST,,2029,,0.0594632,0.0594632,0.0594632,0.0594632,,,2.18527,1.18063,,,3.74618,1.94754,3.74618,,1.3216,,,,-3.47503,-1.80658,,,,,,,,1.7951,,3.0773,3.0773,,nan,,nan,nan,
LTS,30,,COMPOST,,2030,,0.0749386,0.0749386,0.0749386,0.0749386,,,2.75399,1.37768,,,4.72113,2.27259,4.72113,,1.54217,,,,-4.37941,-2.1081,,,,,,,,2.1537,,3.6921,3.6921,,nan,,nan,nan,
LTS,30,,COMPOST,,2031,,0.0908411,0.0908411,0.0908411,0.0908411,,,3.33841,1.54633,,,5.72299,2.55078,5.72299,,1.73096,,,,-5.30876,-2.36616,,,,,,,,2.4855,,4.2608,4.2608,,nan,,nan,nan,
LTS,30,,COMPOST,,2032,,0.107043,0.107043,0.107043,0.107043,,,3.93383,1.68715,,,6.74371,2.78308,6.74371,,1.88859,,,,-6.25559,-2.58164,,,,,,,,2.7883,,4.7799,4.7799,,nan,,nan,nan,
LTS,30,,COMPOST,,2033,,0.123539,0.123539,0.123539,0.123539,,,4.54007,1.80292,,,7.78298,2.97405,7.78298,,2.01819,,,,-7.21964,-2.75879,,,,,,,,3.0635,,5.2518,5.2518,,nan,,nan,nan,
LTS,30,,COMPOST,,2034,,0.140435,0.140435,0.140435,0.140435,,,5.16098,1.89768,,,8.84739,3.13036,8.84739,,2.12426,,,,-8.20701,-2.90378,,,,,,,,3.3154,,5.6836,5.6836,,nan,,nan,nan,
LTS,30,,COMPOST,,2035,,0.157506,0.157506,0.157506,0.157506,,,5.78836,1.97071,,,9.9229,3.25083,9.9229,,2.20601,,,,-9.20467,-3.01553,,,,,,,,3.54,,6.0686,6.0686,,nan,,nan,nan,
