Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
LTS,25,2021,DIST_DSL,,,9.3252953,,,,,,,,,,,,,9.3252953,,,,,9.3252953,,,9.3252953,,,,,,
LTS,25,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
LTS,25,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
LTS,25,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
LTS,25,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
LTS,25,2026,DIST_DSL,,,11.116983,,,,,,,,,,,,,11.116983,,,,,11.116983,,,11.116983,,,,,,
LTS,25,2027,DIST_DSL,,,11.352797,,,,,,,,,,,,,11.352797,,,,,11.352797,,,11.352797,,,,,,
LTS,25,2028,DIST_DSL,,,11.640228,,,,,,,,,,,,,11.640228,,,,,11.640228,,,11.640228,,,,,,
LTS,25,2029,DIST_DSL,,,11.900859,,,,,,,,,,,,,11.900859,,,,,11.900859,,,11.900859,,,,,,
LTS,25,2030,DIST_DSL,,,12.118548,,,,,,,,,,,,,12.118548,,,,,12.118548,,,12.118548,,,,,,
LTS,25,2031,DIST_DSL,,,12.043765,,,,,,,,,,,,,12.043765,,,,,12.043765,,,12.043765,,,,,,
LTS,25,2032,DIST_DSL,,,11.951215,,,,,,,,,,,,,11.951215,,,,,11.951215,,,11.951215,,,,,,
LTS,25,2033,DIST_DSL,,,11.814888,,,,,,,,,,,,,11.814888,,,,,11.814888,,,11.814888,,,,,,
LTS,25,2034,DIST_DSL,,,11.694348,,,,,,,,,,,,,11.694348,,,,,11.694348,,,11.694348,,,,,,
LTS,25,2035,DIST_DSL,,,11.584689,,,,,,,,,,,,,11.584689,,,,,11.584689,,,11.584689,,,,,,
LTS,25,2036,DIST_DSL,,,11.462872,,,,,,,,,,,,,11.462872,,,,,11.462872,,,11.462872,,,,,,
LTS,25,2037,DIST_DSL,,,11.341375,,,,,,,,,,,,,11.341375,,,,,11.341375,,,11.341375,,,,,,
LTS,25,2038,DIST_DSL,,,11.215637,,,,,,,,,,,,,11.215637,,,,,11.215637,,,11.215637,,,,,,
LTS,25,2039,DIST_DSL,,,11.110899,,,,,,,,,,,,,11.110899,,,,,11.110899,,,11.110899,,,,,,
LTS,25,2040,DIST_DSL,,,11.014293,,,,,,,,,,,,,11.014293,,,,,11.014293,,,11.014293,,,,,,
LTS,25,2041,DIST_DSL,,,11.041007,,,,,,,,,,,,,11.041007,,,,,11.041007,,,11.041007,,,,,,
LTS,25,2042,DIST_DSL,,,11.025864,,,,,,,,,,,,,11.025864,,,,,11.025864,,,11.025864,,,,,,
LTS,25,2043,DIST_DSL,,,11.046602,,,,,,,,,,,,,11.046602,,,,,11.046602,,,11.046602,,,,,,
LTS,25,2044,DIST_DSL,,,11.028792,,,,,,,,,,,,,11.028792,,,,,11.028792,,,11.028792,,,,,,
LTS,25,2045,DIST_DSL,,,10.995487,,,,,,,,,,,,,10.995487,,,,,10.995487,,,10.995487,,,,,,
LTS,25,2046,DIST_DSL,,,10.963283,,,,,,,,,,,,,10.963283,,,,,10.963283,,,10.963283,,,,,,
LTS,25,2047,DIST_DSL,,,10.92837,,,,,,,,,,,,,10.92837,,,,,10.92837,,,10.92837,,,,,,
LTS,25,2048,DIST_DSL,,,10.893964,,,,,,,,,,,,,10.893964,,,,,10.893964,,,10.893964,,,,,,
LTS,25,2049,DIST_DSL,,,10.838216,,,,,,,,,,,,,10.838216,,,,,10.838216,,,10.838216,,,,,,
LTS,25,2050,DIST_DSL,,,10.763031,,,,,,,,,,,,,10.763031,,,,,10.763031,,,10.763031,,,,,,
LTS,25,2051,DIST_DSL,,,10.750979,,,,,,,,,,,,,10.750979,,,,,10.750979,,,10.750979,,,,,,
LTS,25,2052,DIST_DSL,,,10.739401,,,,,,,,,,,,,10.739401,,,,,10.739401,,,10.739401,,,,,,
LTS,25,2053,DIST_DSL,,,10.728309,,,,,,,,,,,,,10.728309,,,,,10.728309,,,10.728309,,,,,,
