Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,36,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,36,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,36,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,36,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,36,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,36,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,141.387,121.659,,121.659,,,,,,,,,,,,,,,134.6543,,,,0.0018332538006448,0.0018332538006448,,,
LTS,36,,DIST_DSL,,2027,,7.417,7.417,7.417,7.417,,,,,,,150.884,126.332,,126.332,,,,,,,,,,,,,,,136.8562,,,,0.001890235582158,0.001890235582158,,,
LTS,36,,DIST_DSL,,2028,,7.70905,7.70905,7.70905,7.70905,,,,,,,158.597,129.21,,129.21,,,,,,,,,,,,,,,137.0021,,,,0.0019196733865143,0.0019196733865143,,,
LTS,36,,DIST_DSL,,2029,,8.06049,8.06049,8.06049,8.06049,,,,,,,167.679,132.928,,132.928,,,,,,,,,,,,,,,137.9499,,,,0.0019609687921403,0.0019609687921403,,,
LTS,36,,DIST_DSL,,2030,,8.37764,8.37764,8.37764,8.37764,,,,,,,176.202,135.919,,135.919,,,,,,,,,,,,,,,138.0589,,,,0.0019909597088123,0.0019909597088123,,,
LTS,36,,DIST_DSL,,2031,,8.39298,8.39298,8.39298,8.39298,,,,,,,178.453,133.945,,133.945,,,,,,,,,,,,,,,133.1644,,,,0.001948207100233,0.001948207100233,,,
LTS,36,,DIST_DSL,,2032,,8.38837,8.38837,8.38837,8.38837,,,,,,,180.283,131.671,,131.671,,,,,,,,,,,,,,,128.1238,,,,0.0019016284911629,0.0019016284911629,,,
LTS,36,,DIST_DSL,,2033,,8.33823,8.33823,8.33823,8.33823,,,,,,,181.121,128.718,,128.718,,,,,,,,,,,,,,,122.5898,,,,0.0018458624595285,0.0018458624595285,,,
LTS,36,,DIST_DSL,,2034,,8.31935,8.31935,8.31935,8.31935,,,,,,,182.623,126.287,,126.287,,,,,,,,,,,,,,,117.7204,,,,0.0017982316349915,0.0017982316349915,,,
LTS,36,,DIST_DSL,,2035,,8.30012,8.30012,8.30012,8.30012,,,,,,,184.108,123.883,,123.883,,,,,,,,,,,,,,,113.0263,,,,0.0017515496474359,0.0017515496474359,,,
LTS,36,,DIST_DSL,,2036,,8.27218,8.27218,8.27218,8.27218,,,,,,,185.389,121.382,,121.382,,,,,,,,,,,,,,,108.3931,,,,0.0017040933602155,0.0017040933602155,,,
LTS,36,,DIST_DSL,,2037,,8.24403,8.24403,8.24403,8.24403,,,,,,,186.652,118.915,,118.915,,,,,,,,,,,,,,,103.9348,,,,0.0016576838296365,0.0016576838296365,,,
LTS,36,,DIST_DSL,,2038,,8.22798,8.22798,8.22798,8.22798,,,,,,,188.18,116.657,,116.657,,,,,,,,,,,,,,,99.7959,,,,0.0016147383066575,0.0016147383066575,,,
LTS,36,,DIST_DSL,,2039,,8.23868,8.23868,8.23868,8.23868,,,,,,,190.318,114.802,,114.802,,,,,,,,,,,,,,,96.1235,,,,0.0015778589587165,0.0015778589587165,,,
LTS,36,,DIST_DSL,,2040,,8.24346,8.24346,8.24346,8.24346,,,,,,,192.322,112.885,,112.885,,,,,,,,,,,,,,,92.5102,,,,0.0015405539515546,0.0015405539515546,,,
LTS,36,,DIST_DSL,,2041,,8.40863,8.40863,8.40863,8.40863,,,,,,,198.108,113.147,,113.147,,,,,,,,,,,,,,,90.7556,,,,0.0015332380552897,0.0015332380552897,,,
LTS,36,,DIST_DSL,,2042,,8.52789,8.52789,8.52789,8.52789,,,,,,,202.878,112.748,,112.748,,,,,,,,,,,,,,,88.515,,,,0.0015170579199919,0.0015170579199919,,,
LTS,36,,DIST_DSL,,2043,,8.6954,8.6954,8.6954,8.6954,,,,,,,208.861,112.944,,112.944,,,,,,,,,,,,,,,86.7861,,,,0.0015089824577263,0.0015089824577263,,,
LTS,36,,DIST_DSL,,2044,,8.8217,8.8217,8.8217,8.8217,,,,,,,213.922,112.563,,112.563,,,,,,,,,,,,,,,84.6562,,,,0.0014932823056788,0.0014932823056788,,,
LTS,36,,DIST_DSL,,2045,,8.9323,8.9323,8.9323,8.9323,,,,,,,218.656,111.953,,111.953,,,,,,,,,,,,,,,82.4091,,,,0.0014747129658886,0.0014747129658886,,,
LTS,36,,DIST_DSL,,2046,,9.05256,9.05256,9.05256,9.05256,,,,,,,223.681,111.439,,111.439,,,,,,,,,,,,,,,80.2886,,,,0.0014575881404767,0.0014575881404767,,,
LTS,36,,DIST_DSL,,2047,,9.1736,9.1736,9.1736,9.1736,,,,,,,228.78,110.907,,110.907,,,,,,,,,,,,,,,78.2084,,,,0.0014404010087691,0.0014404010087691,,,
LTS,36,,DIST_DSL,,2048,,9.30192,9.30192,9.30192,9.30192,,,,,,,234.117,110.435,,110.435,,,,,,,,,,,,,,,76.2218,,,,0.0014241572411099,0.0014241572411099,,,
LTS,36,,DIST_DSL,,2049,,9.41159,9.41159,9.41159,9.41159,,,,,,,239.04,109.719,,109.719,,,,,,,,,,,,,,,74.1186,,,,0.0014049316714094,0.0014049316714094,,,
LTS,36,,DIST_DSL,,2050,,9.49788,9.49788,9.49788,9.49788,,,,,,,243.415,108.715,,108.715,,,,,,,,,,,,,,,71.8811,,,,0.001382265889287,0.001382265889287,,,
LTS,36,,DIST_DSL,,2051,,9.74416,9.74416,9.74416,9.74416,,,,,,,251.966,109.501,,109.501,,,,,,,,,,,,,,,70.8631,,,,0.0013824385184744,0.0013824385184744,,,
LTS,36,,DIST_DSL,,2052,,10.0035,10.0035,10.0035,10.0035,,,,,,,260.969,110.357,,110.357,,,,,,,,,,,,,,,69.9001,,,,0.001383414860716,0.001383414860716,,,
LTS,36,,DIST_DSL,,2053,,10.2172,10.2172,10.2172,10.2172,,,,,,,268.893,110.643,,110.643,,,,,,,,,,,,,,,68.5929,,,,0.0013772178486722,0.0013772178486722,,,
LTS,36,,DIST_DSL,,2054,,10.4862,10.4862,10.4862,10.4862,,,,,,,278.382,111.46,,111.46,,,,,,,,,,,,,,,67.6319,,,,0.0013776025164019,0.0013776025164019,,,
LTS,36,,DIST_DSL,,2055,,10.7408,10.7408,10.7408,10.7408,,,,,,,287.609,112.05,,112.05,,,,,,,,,,,,,,,66.5462,,,,0.0013751335553382,0.0013751335553382,,,
LTS,36,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,,,,388.333,383.064,,383.064,,,,,,,,,,,,,,,472.0212,,,,0.0057104435033233,0.0057104435033233,,,
LTS,36,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,,,,473.922,454.891,,454.891,,,,,,,,,,,,,,,548.624,,,,0.006709544978339,0.006709544978339,,,
LTS,36,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,,,,433.542,404.916,,404.916,,,,,,,,,,,,,,,477.9801,,,,0.0062325440979859,0.0062325440979859,,,
LTS,36,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,,,,402.721,365.993,,365.993,,,,,,,,,,,,,,,422.8571,,,,0.0055936863394565,0.0055936863394565,,,
LTS,36,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,,,,384.913,340.38,,340.38,,,,,,,,,,,,,,,384.913,,,,0.0051655439716239,0.0051655439716239,,,
LTS,36,,DIST_GSL,,2026,,19.1405,19.1405,19.1405,19.1405,,,,,,,344.645,296.556,,296.556,,,,,,,,,,,,,,,328.2333,,,,0.0044687400972029,0.0044687400972029,,,
LTS,36,,DIST_GSL,,2027,,17.6654,17.6654,17.6654,17.6654,,,,,,,321.088,268.839,,268.839,,,,,,,,,,,,,,,291.2363,,,,0.0040225071087984,0.0040225071087984,,,
LTS,36,,DIST_GSL,,2028,,16.1896,16.1896,16.1896,16.1896,,,,,,,297.016,241.981,,241.981,,,,,,,,,,,,,,,256.5736,,,,0.0035951103146273,0.0035951103146273,,,
LTS,36,,DIST_GSL,,2029,,14.7104,14.7104,14.7104,14.7104,,,,,,,272.379,215.929,,215.929,,,,,,,,,,,,,,,224.0869,,,,0.003185412118598,0.003185412118598,,,
LTS,36,,DIST_GSL,,2030,,13.238,13.238,13.238,13.238,,,,,,,247.366,190.814,,190.814,,,,,,,,,,,,,,,193.8177,,,,0.0027950632758428,0.0027950632758428,,,
LTS,36,,DIST_GSL,,2031,,12.9904,12.9904,12.9904,12.9904,,,,,,,244.948,183.856,,183.856,,,,,,,,,,,,,,,182.784,,,,0.0026741463174498,0.0026741463174498,,,
LTS,36,,DIST_GSL,,2032,,12.7262,12.7262,12.7262,12.7262,,,,,,,242.131,176.842,,176.842,,,,,,,,,,,,,,,172.078,,,,0.0025540023640264,0.0025540023640264,,,
LTS,36,,DIST_GSL,,2033,,12.4717,12.4717,12.4717,12.4717,,,,,,,239.408,170.141,,170.141,,,,,,,,,,,,,,,162.0408,,,,0.0024398840538138,0.0024398840538138,,,
LTS,36,,DIST_GSL,,2034,,12.1651,12.1651,12.1651,12.1651,,,,,,,235.59,162.915,,162.915,,,,,,,,,,,,,,,151.8634,,,,0.0023197811386718,0.0023197811386718,,,
LTS,36,,DIST_GSL,,2035,,11.8357,11.8357,11.8357,11.8357,,,,,,,231.223,155.586,,155.586,,,,,,,,,,,,,,,141.9509,,,,0.0021997879729782,0.0021997879729782,,,
LTS,36,,DIST_GSL,,2036,,11.5943,11.5943,11.5943,11.5943,,,,,,,228.479,149.595,,149.595,,,,,,,,,,,,,,,133.5869,,,,0.0021001760991681,0.0021001760991681,,,
LTS,36,,DIST_GSL,,2037,,11.3204,11.3204,11.3204,11.3204,,,,,,,225.005,143.35,,143.35,,,,,,,,,,,,,,,125.2912,,,,0.0019983024563753,0.0019983024563753,,,
LTS,36,,DIST_GSL,,2038,,10.9343,10.9343,10.9343,10.9343,,,,,,,219.19,135.881,,135.881,,,,,,,,,,,,,,,116.2411,,,,0.0018808294687865,0.0018808294687865,,,
LTS,36,,DIST_GSL,,2039,,10.5493,10.5493,10.5493,10.5493,,,,,,,213.266,128.645,,128.645,,,,,,,,,,,,,,,107.7138,,,,0.0017681126781998,0.0017681126781998,,,
LTS,36,,DIST_GSL,,2040,,10.1352,10.1352,10.1352,10.1352,,,,,,,206.617,121.275,,121.275,,,,,,,,,,,,,,,99.3863,,,,0.0016550609696673,0.0016550609696673,,,
LTS,36,,DIST_GSL,,2041,,9.78941,9.78941,9.78941,9.78941,,,,,,,201.232,114.931,,114.931,,,,,,,,,,,,,,,92.1867,,,,0.0015574159566603,0.0015574159566603,,,
