Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,39,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,39,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,39,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,39,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,39,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,39,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,137.663,118.455,,118.455,,,,,,,,,,,,,,,131.1076,,,,0.0017849676560233,0.0017849676560233,,,
LTS,39,,DIST_DSL,,2027,,7.33906,7.33906,7.33906,7.33906,,,,,,,141.522,118.493,,118.493,,,,,,,,,,,,,,,128.3646,,,,0.0017729509330938,0.0017729509330938,,,
LTS,39,,DIST_DSL,,2028,,7.54756,7.54756,7.54756,7.54756,,,,,,,143.278,116.73,,116.73,,,,,,,,,,,,,,,123.7689,,,,0.0017342508157763,0.0017342508157763,,,
LTS,39,,DIST_DSL,,2029,,7.81347,7.81347,7.81347,7.81347,,,,,,,145.982,115.727,,115.727,,,,,,,,,,,,,,,120.0998,,,,0.0017072272882831,0.0017072272882831,,,
LTS,39,,DIST_DSL,,2030,,8.03981,8.03981,8.03981,8.03981,,,,,,,147.798,114.009,,114.009,,,,,,,,,,,,,,,115.8036,,,,0.0016700144521774,0.0016700144521774,,,
LTS,39,,DIST_DSL,,2031,,7.96936,7.96936,7.96936,7.96936,,,,,,,144.112,108.169,,108.169,,,,,,,,,,,,,,,107.5386,,,,0.0015732996838871,0.0015732996838871,,,
LTS,39,,DIST_DSL,,2032,,7.88136,7.88136,7.88136,7.88136,,,,,,,140.157,102.365,,102.365,,,,,,,,,,,,,,,99.607,,,,0.0014783788498297,0.0014783788498297,,,
LTS,39,,DIST_DSL,,2033,,7.74842,7.74842,7.74842,7.74842,,,,,,,135.468,96.2735,,96.2735,,,,,,,,,,,,,,,91.6901,,,,0.0013805982054207,0.0013805982054207,,,
LTS,39,,DIST_DSL,,2034,,7.62987,7.62987,7.62987,7.62987,,,,,,,131.106,90.6626,,90.6626,,,,,,,,,,,,,,,84.5121,,,,0.0012909600136308,0.0012909600136308,,,
LTS,39,,DIST_DSL,,2035,,7.52685,7.52685,7.52685,7.52685,,,,,,,127.078,85.5084,,85.5084,,,,,,,,,,,,,,,78.0149,,,,0.0012089831054994,0.0012089831054994,,,
LTS,39,,DIST_DSL,,2036,,7.41335,7.41335,7.41335,7.41335,,,,,,,122.938,80.4928,,80.4928,,,,,,,,,,,,,,,71.8793,,,,0.0011300447505651,0.0011300447505651,,,
LTS,39,,DIST_DSL,,2037,,7.3009,7.3009,7.3009,7.3009,,,,,,,118.883,75.7398,,75.7398,,,,,,,,,,,,,,,66.1985,,,,0.0010558175879476,0.0010558175879476,,,
LTS,39,,DIST_DSL,,2038,,7.18512,7.18512,7.18512,7.18512,,,,,,,114.842,71.1933,,71.1933,,,,,,,,,,,,,,,60.9032,,,,0.0009854384900175,0.0009854384900175,,,
LTS,39,,DIST_DSL,,2039,,7.0907,7.0907,7.0907,7.0907,,,,,,,111.206,67.0809,,67.0809,,,,,,,,,,,,,,,56.1666,,,,0.0009219696640993,0.0009219696640993,,,
LTS,39,,DIST_DSL,,2040,,7.00861,7.00861,7.00861,7.00861,,,,,,,107.815,63.2826,,63.2826,,,,,,,,,,,,,,,51.8609,,,,0.000863629038862,0.000863629038862,,,
LTS,39,,DIST_DSL,,2041,,7.07083,7.07083,7.07083,7.07083,,,,,,,106.651,60.9121,,60.9121,,,,,,,,,,,,,,,48.8581,,,,0.000825415498373,0.000825415498373,,,
LTS,39,,DIST_DSL,,2042,,7.08929,7.08929,7.08929,7.08929,,,,,,,104.802,58.2431,,58.2431,,,,,,,,,,,,,,,45.7248,,,,0.0007836766294383,0.0007836766294383,,,
LTS,39,,DIST_DSL,,2043,,7.15067,7.15067,7.15067,7.15067,,,,,,,103.565,56.0039,,56.0039,,,,,,,,,,,,,,,43.0334,,,,0.0007482383646878,0.0007482383646878,,,
LTS,39,,DIST_DSL,,2044,,7.17215,7.17215,7.17215,7.17215,,,,,,,101.724,53.526,,53.526,,,,,,,,,,,,,,,40.2556,,,,0.0007100844947312,0.0007100844947312,,,
LTS,39,,DIST_DSL,,2045,,7.17768,7.17768,7.17768,7.17768,,,,,,,99.6492,51.0209,,51.0209,,,,,,,,,,,,,,,37.5567,,,,0.0006720785807084,0.0006720785807084,,,
LTS,39,,DIST_DSL,,2046,,7.19058,7.19058,7.19058,7.19058,,,,,,,97.6711,48.6602,,48.6602,,,,,,,,,,,,,,,35.0583,,,,0.0006364612313812,0.0006364612313812,,,
LTS,39,,DIST_DSL,,2047,,7.20256,7.20256,7.20256,7.20256,,,,,,,95.6731,46.3801,,46.3801,,,,,,,,,,,,,,,32.7058,,,,0.0006023589391246,0.0006023589391246,,,
LTS,39,,DIST_DSL,,2048,,7.21908,7.21908,7.21908,7.21908,,,,,,,93.7267,44.2118,,44.2118,,,,,,,,,,,,,,,30.5147,,,,0.000570149145265,0.000570149145265,,,
LTS,39,,DIST_DSL,,2049,,7.21773,7.21773,7.21773,7.21773,,,,,,,91.544,42.0183,,42.0183,,,,,,,,,,,,,,,28.3849,,,,0.0005380401361465,0.0005380401361465,,,
LTS,39,,DIST_DSL,,2050,,7.19543,7.19543,7.19543,7.19543,,,,,,,89.1017,39.795,,39.795,,,,,,,,,,,,,,,26.312,,,,0.0005059765818965,0.0005059765818965,,,
LTS,39,,DIST_DSL,,2051,,7.30188,7.30188,7.30188,7.30188,,,,,,,88.2294,38.3433,,38.3433,,,,,,,,,,,,,,,24.8137,,,,0.0004840802790336,0.0004840802790336,,,
LTS,39,,DIST_DSL,,2052,,7.4182,7.4182,7.4182,7.4182,,,,,,,87.4094,36.9631,,36.9631,,,,,,,,,,,,,,,23.4125,,,,0.0004633635220462,0.0004633635220462,,,
