Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,63,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,63,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,63,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,63,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,63,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,63,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,143.515,123.49,,123.49,,,,,,,,,,,,,,,136.681,,,,0.0018608459478255,0.0018608459478255,,,
LTS,63,,DIST_DSL,,2027,,7.34873,7.34873,7.34873,7.34873,,,,,,,153.944,128.893,,128.893,,,,,,,,,,,,,,,139.6317,,,,0.0019285705678417,0.0019285705678417,,,
LTS,63,,DIST_DSL,,2028,,7.56808,7.56808,7.56808,7.56808,,,,,,,162.568,132.446,,132.446,,,,,,,,,,,,,,,140.4324,,,,0.0019677389067121,0.0019677389067121,,,
LTS,63,,DIST_DSL,,2029,,7.8405,7.8405,7.8405,7.8405,,,,,,,172.594,136.824,,136.824,,,,,,,,,,,,,,,141.9935,,,,0.0020184488387506,0.0020184488387506,,,
LTS,63,,DIST_DSL,,2030,,8.07223,8.07223,8.07223,8.07223,,,,,,,181.994,140.387,,140.387,,,,,,,,,,,,,,,142.5971,,,,0.0020564055359611,0.0020564055359611,,,
LTS,63,,DIST_DSL,,2031,,8.01176,8.01176,8.01176,8.01176,,,,,,,184.896,138.781,,138.781,,,,,,,,,,,,,,,137.9722,,,,0.0020185469343514,0.0020185469343514,,,
LTS,63,,DIST_DSL,,2032,,7.93142,7.93142,7.93142,7.93142,,,,,,,187.266,136.771,,136.771,,,,,,,,,,,,,,,133.0864,,,,0.0019752856658525,0.0019752856658525,,,
LTS,63,,DIST_DSL,,2033,,7.80772,7.80772,7.80772,7.80772,,,,,,,188.503,133.964,,133.964,,,,,,,,,,,,,,,127.5863,,,,0.0019210951983725,0.0019210951983725,,,
LTS,63,,DIST_DSL,,2034,,7.71212,7.71212,7.71212,7.71212,,,,,,,190.3,131.596,,131.596,,,,,,,,,,,,,,,122.6691,,,,0.0018738250934434,0.0018738250934434,,,
