Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,23,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2026,,0.745659,0.745659,0.745659,0.745659,,,,,,,32.9619,21.5864,32.9619,,77.7942,,,,85.8275,56.2077,,,,,,,,,,31.3803,31.3803,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2027,,0.735162,0.735162,0.735162,0.735162,,,,,,,32.4978,19.7061,32.4978,,70.5224,,,,83.8026,50.8163,,,,,,,,,,29.454,29.454,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2028,,0.724568,0.724568,0.724568,0.724568,,,,,,,32.0295,17.9834,32.0295,,63.9,,,,81.7801,45.9166,,,,,,,,,,27.6367,27.6367,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2029,,0.714069,0.714069,0.714069,0.714069,,,,,,,31.5654,16.41,31.5654,,57.8864,,,,79.7815,41.4763,,,,,,,,,,25.9294,25.9294,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2030,,0.703478,0.703478,0.703478,0.703478,,,,,,,31.0972,14.9691,31.0972,,52.4108,,,,77.7823,37.4416,,,,,,,,,,24.3191,24.3191,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2031,,0.692925,0.692925,0.692925,0.692925,,,,,,,30.6308,13.6524,30.6308,,47.5076,,,,75.9584,33.8553,,,,,,,,,,22.805,22.805,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2032,,0.68246,0.68246,0.68246,0.68246,,,,,,,30.1681,12.4502,30.1681,,43.0476,,,,74.141,30.5975,,,,,,,,,,21.3828,21.3828,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2033,,0.671906,0.671906,0.671906,0.671906,,,,,,,29.7016,11.3497,29.7016,,38.9814,,,,72.3112,27.6318,,,,,,,,,,20.042,20.042,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2034,,0.661353,0.661353,0.661353,0.661353,,,,,,,29.2351,10.3439,29.2351,,35.2819,,,,70.4828,24.938,,,,,,,,,,18.7807,18.7807,,,,nan,nan,
BAU,23,,NO_CONTR_OD,,2035,,0.650801,0.650801,0.650801,0.650801,,,,,,,28.7687,9.42486,28.7687,,31.9178,,,,68.658,22.493,,,,,,,,,,17.5943,17.5943,,,,nan,nan,
