Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,83,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2026,,0.747072,0.747072,0.747072,0.747072,,,,,,,33.0243,21.6274,33.0243,,77.9416,,,,85.9902,56.3142,,,,,,,,,,31.4397,31.4397,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2027,,0.737988,0.737988,0.737988,0.737988,,,,,,,32.6228,19.7818,32.6228,,70.7935,,,,84.1248,51.0117,,,,,,,,,,29.5673,29.5673,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2028,,0.728807,0.728807,0.728807,0.728807,,,,,,,32.2169,18.0886,32.2169,,64.2738,,,,82.2585,46.1852,,,,,,,,,,27.7984,27.7984,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2029,,0.719721,0.719721,0.719721,0.719721,,,,,,,31.8153,16.5399,31.8153,,58.3446,,,,80.4131,41.8047,,,,,,,,,,26.1347,26.1347,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2030,,0.710543,0.710543,0.710543,0.710543,,,,,,,31.4095,15.1195,31.4095,,52.9371,,,,78.5634,37.8177,,,,,,,,,,24.5633,24.5633,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2031,,0.701403,0.701403,0.701403,0.701403,,,,,,,31.0055,13.8194,31.0055,,48.0889,,,,76.8877,34.2695,,,,,,,,,,23.084,23.084,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2032,,0.692352,0.692352,0.692352,0.692352,,,,,,,30.6054,12.6306,30.6054,,43.6716,,,,75.2157,31.041,,,,,,,,,,21.6928,21.6928,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2033,,0.683211,0.683211,0.683211,0.683211,,,,,,,30.2013,11.5406,30.2013,,39.6373,,,,73.5279,28.0967,,,,,,,,,,20.3792,20.3792,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2034,,0.674071,0.674071,0.674071,0.674071,,,,,,,29.7973,10.5428,29.7973,,35.9604,,,,71.8381,25.4176,,,,,,,,,,19.1419,19.1419,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2035,,0.664931,0.664931,0.664931,0.664931,,,,,,,29.3933,9.6295,29.3933,,32.6109,,,,70.1488,22.9814,,,,,,,,,,17.9763,17.9763,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2036,,0.655817,0.655817,0.655817,0.655817,,,,,,,28.9904,8.79399,28.9904,,29.6011,,,,68.593,20.8071,,,,,,,,,,16.8792,16.8792,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2037,,0.646703,0.646703,0.646703,0.646703,,,,,,,28.5875,8.02942,28.5875,,26.8549,,,,67.0253,18.8255,,,,,,,,,,15.846,15.846,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2038,,0.637588,0.637588,0.637588,0.637588,,,,,,,28.1846,7.32986,28.1846,,24.3532,,,,65.4575,17.0233,,,,,,,,,,14.8731,14.8731,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2039,,0.628395,0.628395,0.628395,0.628395,,,,,,,27.7782,6.68906,27.7782,,22.0725,,,,63.8841,15.3834,,,,,,,,,,13.9553,13.9553,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2040,,0.619281,0.619281,0.619281,0.619281,,,,,,,27.3753,6.10374,27.3753,,19.9991,,,,62.3207,13.8953,,,,,,,,,,13.093,13.093,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2041,,0.610149,0.610149,0.610149,0.610149,,,,,,,26.9716,5.56827,26.9716,,18.1336,,,,60.8642,12.5654,,,,,,,,,,12.2809,12.2809,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2042,,0.601016,0.601016,0.601016,0.601016,,,,,,,26.5679,5.07863,26.5679,,16.4342,,,,59.4045,11.3556,,,,,,,,,,11.5167,11.5167,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2043,,0.591884,0.591884,0.591884,0.591884,,,,,,,26.1642,4.63099,26.1642,,14.8863,,,,57.9407,10.2553,,,,,,,,,,10.7975,10.7975,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2044,,0.582752,0.582752,0.582752,0.582752,,,,,,,25.7606,4.22179,25.7606,,13.4775,,,,56.4764,9.25569,,,,,,,,,,10.1208,10.1208,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2045,,0.57369,0.57369,0.57369,0.57369,,,,,,,25.36,3.84828,25.36,,12.198,,,,55.0244,8.34975,,,,,,,,,,9.4854,9.4854,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2046,,0.564495,0.564495,0.564495,0.564495,,,,,,,24.9535,3.50611,24.9535,,11.0436,,,,53.6452,7.53746,,,,,,,,,,8.8855,8.8855,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2047,,0.55537,0.55537,0.55537,0.55537,,,,,,,24.5501,3.19392,24.5501,,9.99499,,,,52.2765,6.80106,,,,,,,,,,8.3224,8.3224,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2048,,0.546245,0.546245,0.546245,0.546245,,,,,,,24.1468,2.90874,24.1468,,9.04199,,,,50.9147,6.13324,,,,,,,,,,7.7929,7.7929,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2049,,0.537119,0.537119,0.537119,0.537119,,,,,,,23.7434,2.64829,23.7434,,8.17583,,,,49.5575,5.52754,,,,,,,,,,7.2951,7.2951,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2050,,0.527994,0.527994,0.527994,0.527994,,,,,,,23.34,2.41046,23.34,,7.38948,,,,48.2109,4.97902,,,,,,,,,,6.827,6.827,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2051,,0.518869,0.518869,0.518869,0.518869,,,,,,,22.9366,2.19333,22.9366,,6.67607,,,,46.8779,4.48274,,,,,,,,,,6.3871,6.3871,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2052,,0.509743,0.509743,0.509743,0.509743,,,,,,,22.5332,1.99515,22.5332,,6.0285,,,,45.5527,4.03335,,,,,,,,,,5.9737,5.9737,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2053,,0.500618,0.500618,0.500618,0.500618,,,,,,,22.1298,1.81428,22.1298,,5.44066,,,,44.2328,3.62637,,,,,,,,,,5.5853,5.5853,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2054,,0.491492,0.491492,0.491492,0.491492,,,,,,,21.7264,1.64927,21.7264,,4.90717,,,,42.9174,3.2579,,,,,,,,,,5.2204,5.2204,,,,nan,nan,
BAU,83,,NO_CONTR_OD,,2055,,0.482366,0.482366,0.482366,0.482366,,,,,,,21.323,1.49875,21.323,,4.42343,,,,41.61,2.92468,,,,,,,,,,4.8776,4.8776,,,,nan,nan,
