Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
BAU,25,2021,DIST_DSL,,,9.3252953,,,,,,,,,,,,,9.3252953,,,,,9.3252953,,,9.3252953,,,,,,
BAU,25,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
BAU,25,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
BAU,25,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
BAU,25,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
BAU,25,2026,DIST_DSL,,,11.139703,,,,,,,,,,,,,11.139703,,,,,11.139703,,,11.139703,,,,,,
BAU,25,2027,DIST_DSL,,,11.193741,,,,,,,,,,,,,11.193741,,,,,11.193741,,,11.193741,,,,,,
BAU,25,2028,DIST_DSL,,,11.320464,,,,,,,,,,,,,11.320464,,,,,11.320464,,,11.320464,,,,,,
BAU,25,2029,DIST_DSL,,,11.445459,,,,,,,,,,,,,11.445459,,,,,11.445459,,,11.445459,,,,,,
BAU,25,2030,DIST_DSL,,,11.5724,,,,,,,,,,,,,11.5724,,,,,11.5724,,,11.5724,,,,,,
BAU,25,2031,DIST_DSL,,,11.720038,,,,,,,,,,,,,11.720038,,,,,11.720038,,,11.720038,,,,,,
BAU,25,2032,DIST_DSL,,,11.863221,,,,,,,,,,,,,11.863221,,,,,11.863221,,,11.863221,,,,,,
BAU,25,2033,DIST_DSL,,,12.001968,,,,,,,,,,,,,12.001968,,,,,12.001968,,,12.001968,,,,,,
BAU,25,2034,DIST_DSL,,,12.137264,,,,,,,,,,,,,12.137264,,,,,12.137264,,,12.137264,,,,,,
BAU,25,2035,DIST_DSL,,,12.268366,,,,,,,,,,,,,12.268366,,,,,12.268366,,,12.268366,,,,,,
BAU,25,2036,DIST_DSL,,,12.444998,,,,,,,,,,,,,12.444998,,,,,12.444998,,,12.444998,,,,,,
BAU,25,2037,DIST_DSL,,,12.659963,,,,,,,,,,,,,12.659963,,,,,12.659963,,,12.659963,,,,,,
BAU,25,2038,DIST_DSL,,,12.826266,,,,,,,,,,,,,12.826266,,,,,12.826266,,,12.826266,,,,,,
BAU,25,2039,DIST_DSL,,,12.989706,,,,,,,,,,,,,12.989706,,,,,12.989706,,,12.989706,,,,,,
BAU,25,2040,DIST_DSL,,,13.14718,,,,,,,,,,,,,13.14718,,,,,13.14718,,,13.14718,,,,,,
BAU,25,2041,DIST_DSL,,,13.433495,,,,,,,,,,,,,13.433495,,,,,13.433495,,,13.433495,,,,,,
BAU,25,2042,DIST_DSL,,,13.716831,,,,,,,,,,,,,13.716831,,,,,13.716831,,,13.716831,,,,,,
BAU,25,2043,DIST_DSL,,,14.000257,,,,,,,,,,,,,14.000257,,,,,14.000257,,,14.000257,,,,,,
BAU,25,2044,DIST_DSL,,,14.281603,,,,,,,,,,,,,14.281603,,,,,14.281603,,,14.281603,,,,,,
BAU,25,2045,DIST_DSL,,,14.561601,,,,,,,,,,,,,14.561601,,,,,14.561601,,,14.561601,,,,,,
BAU,25,2046,DIST_DSL,,,14.877356,,,,,,,,,,,,,14.877356,,,,,14.877356,,,14.877356,,,,,,
BAU,25,2047,DIST_DSL,,,15.197939,,,,,,,,,,,,,15.197939,,,,,15.197939,,,15.197939,,,,,,
BAU,25,2048,DIST_DSL,,,15.519213,,,,,,,,,,,,,15.519213,,,,,15.519213,,,15.519213,,,,,,
BAU,25,2049,DIST_DSL,,,15.839076,,,,,,,,,,,,,15.839076,,,,,15.839076,,,15.839076,,,,,,
BAU,25,2050,DIST_DSL,,,16.154819,,,,,,,,,,,,,16.154819,,,,,16.154819,,,16.154819,,,,,,
BAU,25,2051,DIST_DSL,,,16.420688,,,,,,,,,,,,,16.420688,,,,,16.420688,,,16.420688,,,,,,
BAU,25,2052,DIST_DSL,,,16.688335,,,,,,,,,,,,,16.688335,,,,,16.688335,,,16.688335,,,,,,
BAU,25,2053,DIST_DSL,,,16.95912,,,,,,,,,,,,,16.95912,,,,,16.95912,,,16.95912,,,,,,
BAU,25,2054,DIST_DSL,,,17.233009,,,,,,,,,,,,,17.233009,,,,,17.233009,,,17.233009,,,,,,
BAU,25,2055,DIST_DSL,,,17.509118,,,,,,,,,,,,,17.509118,,,,,17.509118,,,17.509118,,,,,,
BAU,25,2021,DIST_GSL,,,20.866539,,,,,,,,,,,,,20.866539,,,,,20.866539,,,20.866539,,,,,,
BAU,25,2022,DIST_GSL,,,22.576075,,,,,,,,,,,,,22.576075,,,,,22.576075,,,22.576075,,,,,,
BAU,25,2023,DIST_GSL,,,23.629716,,,,,,,,,,,,,23.629716,,,,,23.629716,,,23.629716,,,,,,
BAU,25,2024,DIST_GSL,,,24.082654,,,,,,,,,,,,,24.082654,,,,,24.082654,,,24.082654,,,,,,
BAU,25,2025,DIST_GSL,,,24.54924,,,,,,,,,,,,,24.54924,,,,,24.54924,,,24.54924,,,,,,
BAU,25,2026,DIST_GSL,,,24.925077,,,,,,,,,,,,,24.925077,,,,,24.925077,,,24.925077,,,,,,
BAU,25,2027,DIST_GSL,,,25.095968,,,,,,,,,,,,,25.095968,,,,,25.095968,,,25.095968,,,,,,
BAU,25,2028,DIST_GSL,,,25.271539,,,,,,,,,,,,,25.271539,,,,,25.271539,,,25.271539,,,,,,
BAU,25,2029,DIST_GSL,,,25.436185,,,,,,,,,,,,,25.436185,,,,,25.436185,,,25.436185,,,,,,
BAU,25,2030,DIST_GSL,,,25.585795,,,,,,,,,,,,,25.585795,,,,,25.585795,,,25.585795,,,,,,
BAU,25,2031,DIST_GSL,,,25.765111,,,,,,,,,,,,,25.765111,,,,,25.765111,,,25.765111,,,,,,
BAU,25,2032,DIST_GSL,,,25.934367,,,,,,,,,,,,,25.934367,,,,,25.934367,,,25.934367,,,,,,
BAU,25,2033,DIST_GSL,,,26.092437,,,,,,,,,,,,,26.092437,,,,,26.092437,,,26.092437,,,,,,
BAU,25,2034,DIST_GSL,,,26.241402,,,,,,,,,,,,,26.241402,,,,,26.241402,,,26.241402,,,,,,
BAU,25,2035,DIST_GSL,,,26.381246,,,,,,,,,,,,,26.381246,,,,,26.381246,,,26.381246,,,,,,
BAU,25,2036,DIST_GSL,,,26.613771,,,,,,,,,,,,,26.613771,,,,,26.613771,,,26.613771,,,,,,
BAU,25,2037,DIST_GSL,,,26.791163,,,,,,,,,,,,,26.791163,,,,,26.791163,,,26.791163,,,,,,
BAU,25,2038,DIST_GSL,,,26.997235,,,,,,,,,,,,,26.997235,,,,,26.997235,,,26.997235,,,,,,
BAU,25,2039,DIST_GSL,,,27.193965,,,,,,,,,,,,,27.193965,,,,,27.193965,,,27.193965,,,,,,
BAU,25,2040,DIST_GSL,,,27.377675,,,,,,,,,,,,,27.377675,,,,,27.377675,,,27.377675,,,,,,
BAU,25,2041,DIST_GSL,,,27.731557,,,,,,,,,,,,,27.731557,,,,,27.731557,,,27.731557,,,,,,
BAU,25,2042,DIST_GSL,,,28.07151,,,,,,,,,,,,,28.07151,,,,,28.07151,,,28.07151,,,,,,
BAU,25,2043,DIST_GSL,,,28.402469,,,,,,,,,,,,,28.402469,,,,,28.402469,,,28.402469,,,,,,
BAU,25,2044,DIST_GSL,,,28.722306,,,,,,,,,,,,,28.722306,,,,,28.722306,,,28.722306,,,,,,
BAU,25,2045,DIST_GSL,,,29.029988,,,,,,,,,,,,,29.029988,,,,,29.029988,,,29.029988,,,,,,
BAU,25,2046,DIST_GSL,,,29.393499,,,,,,,,,,,,,29.393499,,,,,29.393499,,,29.393499,,,,,,
BAU,25,2047,DIST_GSL,,,29.743179,,,,,,,,,,,,,29.743179,,,,,29.743179,,,29.743179,,,,,,
BAU,25,2048,DIST_GSL,,,30.081663,,,,,,,,,,,,,30.081663,,,,,30.081663,,,30.081663,,,,,,
BAU,25,2049,DIST_GSL,,,30.408347,,,,,,,,,,,,,30.408347,,,,,30.408347,,,30.408347,,,,,,
BAU,25,2050,DIST_GSL,,,30.724227,,,,,,,,,,,,,30.724227,,,,,30.724227,,,30.724227,,,,,,
BAU,25,2051,DIST_GSL,,,31.094139,,,,,,,,,,,,,31.094139,,,,,31.094139,,,31.094139,,,,,,
BAU,25,2052,DIST_GSL,,,31.468461,,,,,,,,,,,,,31.468461,,,,,31.468461,,,31.468461,,,,,,
BAU,25,2053,DIST_GSL,,,31.845397,,,,,,,,,,,,,31.845397,,,,,31.845397,,,31.845397,,,,,,
BAU,25,2054,DIST_GSL,,,32.224105,,,,,,,,,,,,,32.224105,,,,,32.224105,,,32.224105,,,,,,
BAU,25,2055,DIST_GSL,,,32.606199,,,,,,,,,,,,,32.606199,,,,,32.606199,,,32.606199,,,,,,
BAU,25,2021,DIST_FOI,,,1.3621228,,,,,,,,,,,,,1.3621228,,,,,1.3621228,,,1.3621228,,,,,,
BAU,25,2022,DIST_FOI,,,1.4736918,,,,,,,,,,,,,1.4736918,,,,,1.4736918,,,1.4736918,,,,,,
BAU,25,2023,DIST_FOI,,,1.5424107,,,,,,,,,,,,,1.5424107,,,,,1.5424107,,,1.5424107,,,,,,
BAU,25,2024,DIST_FOI,,,1.5719061,,,,,,,,,,,,,1.5719061,,,,,1.5719061,,,1.5719061,,,,,,
BAU,25,2025,DIST_FOI,,,1.602427,,,,,,,,,,,,,1.602427,,,,,1.602427,,,1.602427,,,,,,
BAU,25,2026,DIST_FOI,,,1.6465606,,,,,,,,,,,,,1.6465606,,,,,1.6465606,,,1.6465606,,,,,,
BAU,25,2027,DIST_FOI,,,1.7035374,,,,,,,,,,,,,1.7035374,,,,,1.7035374,,,1.7035374,,,,,,
BAU,25,2028,DIST_FOI,,,1.7469777,,,,,,,,,,,,,1.7469777,,,,,1.7469777,,,1.7469777,,,,,,
BAU,25,2029,DIST_FOI,,,1.7909368,,,,,,,,,,,,,1.7909368,,,,,1.7909368,,,1.7909368,,,,,,
BAU,25,2030,DIST_FOI,,,1.8355505,,,,,,,,,,,,,1.8355505,,,,,1.8355505,,,1.8355505,,,,,,
BAU,25,2031,DIST_FOI,,,1.8842563,,,,,,,,,,,,,1.8842563,,,,,1.8842563,,,1.8842563,,,,,,
BAU,25,2032,DIST_FOI,,,1.9337493,,,,,,,,,,,,,1.9337493,,,,,1.9337493,,,1.9337493,,,,,,
BAU,25,2033,DIST_FOI,,,1.983891,,,,,,,,,,,,,1.983891,,,,,1.983891,,,1.983891,,,,,,
BAU,25,2034,DIST_FOI,,,2.0345213,,,,,,,,,,,,,2.0345213,,,,,2.0345213,,,2.0345213,,,,,,
BAU,25,2035,DIST_FOI,,,2.0858381,,,,,,,,,,,,,2.0858381,,,,,2.0858381,,,2.0858381,,,,,,
BAU,25,2036,DIST_FOI,,,2.1461609,,,,,,,,,,,,,2.1461609,,,,,2.1461609,,,2.1461609,,,,,,
BAU,25,2037,DIST_FOI,,,2.2072635,,,,,,,,,,,,,2.2072635,,,,,2.2072635,,,2.2072635,,,,,,
BAU,25,2038,DIST_FOI,,,2.2692176,,,,,,,,,,,,,2.2692176,,,,,2.2692176,,,2.2692176,,,,,,
BAU,25,2039,DIST_FOI,,,2.3317709,,,,,,,,,,,,,2.3317709,,,,,2.3317709,,,2.3317709,,,,,,
BAU,25,2040,DIST_FOI,,,2.3952744,,,,,,,,,,,,,2.3952744,,,,,2.3952744,,,2.3952744,,,,,,
BAU,25,2041,DIST_FOI,,,2.4391811,,,,,,,,,,,,,2.4391811,,,,,2.4391811,,,2.4391811,,,,,,
BAU,25,2042,DIST_FOI,,,2.4826495,,,,,,,,,,,,,2.4826495,,,,,2.4826495,,,2.4826495,,,,,,
BAU,25,2043,DIST_FOI,,,2.5251772,,,,,,,,,,,,,2.5251772,,,,,2.5251772,,,2.5251772,,,,,,
BAU,25,2044,DIST_FOI,,,2.5671532,,,,,,,,,,,,,2.5671532,,,,,2.5671532,,,2.5671532,,,,,,
BAU,25,2045,DIST_FOI,,,2.6085736,,,,,,,,,,,,,2.6085736,,,,,2.6085736,,,2.6085736,,,,,,
BAU,25,2046,DIST_FOI,,,2.6553712,,,,,,,,,,,,,2.6553712,,,,,2.6553712,,,2.6553712,,,,,,
BAU,25,2047,DIST_FOI,,,2.7014367,,,,,,,,,,,,,2.7014367,,,,,2.7014367,,,2.7014367,,,,,,
BAU,25,2048,DIST_FOI,,,2.7467983,,,,,,,,,,,,,2.7467983,,,,,2.7467983,,,2.7467983,,,,,,
BAU,25,2049,DIST_FOI,,,2.7913483,,,,,,,,,,,,,2.7913483,,,,,2.7913483,,,2.7913483,,,,,,
BAU,25,2050,DIST_FOI,,,2.8353137,,,,,,,,,,,,,2.8353137,,,,,2.8353137,,,2.8353137,,,,,,
BAU,25,2051,DIST_FOI,,,2.8926857,,,,,,,,,,,,,2.8926857,,,,,2.8926857,,,2.8926857,,,,,,
BAU,25,2052,DIST_FOI,,,2.9514384,,,,,,,,,,,,,2.9514384,,,,,2.9514384,,,2.9514384,,,,,,
BAU,25,2053,DIST_FOI,,,3.0112275,,,,,,,,,,,,,3.0112275,,,,,3.0112275,,,3.0112275,,,,,,
BAU,25,2054,DIST_FOI,,,3.0721798,,,,,,,,,,,,,3.0721798,,,,,3.0721798,,,3.0721798,,,,,,
BAU,25,2055,DIST_FOI,,,3.1345223,,,,,,,,,,,,,3.1345223,,,,,3.1345223,,,3.1345223,,,,,,
BAU,25,2021,DIST_KER,,,1.0819,,,,,,,,,,,,,1.0819,,,,,1.0819,,,1.0819,,,,,,
BAU,25,2022,DIST_KER,,,1.1705,,,,,,,,,,,,,1.1705,,,,,1.1705,,,1.1705,,,,,,
BAU,25,2023,DIST_KER,,,1.2251,,,,,,,,,,,,,1.2251,,,,,1.2251,,,1.2251,,,,,,
BAU,25,2024,DIST_KER,,,1.2486,,,,,,,,,,,,,1.2486,,,,,1.2486,,,1.2486,,,,,,
BAU,25,2025,DIST_KER,,,1.2728,,,,,,,,,,,,,1.2728,,,,,1.2728,,,1.2728,,,,,,
BAU,25,2026,DIST_KER,,,1.2973,,,,,,,,,,,,,1.2973,,,,,1.2973,,,1.2973,,,,,,
BAU,25,2027,DIST_KER,,,1.3218,,,,,,,,,,,,,1.3218,,,,,1.3218,,,1.3218,,,,,,
BAU,25,2028,DIST_KER,,,1.3463,,,,,,,,,,,,,1.3463,,,,,1.3463,,,1.3463,,,,,,
BAU,25,2029,DIST_KER,,,1.3708,,,,,,,,,,,,,1.3708,,,,,1.3708,,,1.3708,,,,,,
BAU,25,2030,DIST_KER,,,1.3953,,,,,,,,,,,,,1.3953,,,,,1.3953,,,1.3953,,,,,,
BAU,25,2031,DIST_KER,,,1.4226,,,,,,,,,,,,,1.4226,,,,,1.4226,,,1.4226,,,,,,
BAU,25,2032,DIST_KER,,,1.45,,,,,,,,,,,,,1.45,,,,,1.45,,,1.45,,,,,,
BAU,25,2033,DIST_KER,,,1.4773,,,,,,,,,,,,,1.4773,,,,,1.4773,,,1.4773,,,,,,
BAU,25,2034,DIST_KER,,,1.5046,,,,,,,,,,,,,1.5046,,,,,1.5046,,,1.5046,,,,,,
BAU,25,2035,DIST_KER,,,1.5319,,,,,,,,,,,,,1.5319,,,,,1.5319,,,1.5319,,,,,,
BAU,25,2036,DIST_KER,,,1.5653,,,,,,,,,,,,,1.5653,,,,,1.5653,,,1.5653,,,,,,
BAU,25,2037,DIST_KER,,,1.5987,,,,,,,,,,,,,1.5987,,,,,1.5987,,,1.5987,,,,,,
BAU,25,2038,DIST_KER,,,1.6321,,,,,,,,,,,,,1.6321,,,,,1.6321,,,1.6321,,,,,,
BAU,25,2039,DIST_KER,,,1.6655,,,,,,,,,,,,,1.6655,,,,,1.6655,,,1.6655,,,,,,
BAU,25,2040,DIST_KER,,,1.6989,,,,,,,,,,,,,1.6989,,,,,1.6989,,,1.6989,,,,,,
BAU,25,2041,DIST_KER,,,1.7383,,,,,,,,,,,,,1.7383,,,,,1.7383,,,1.7383,,,,,,
BAU,25,2042,DIST_KER,,,1.7777,,,,,,,,,,,,,1.7777,,,,,1.7777,,,1.7777,,,,,,
BAU,25,2043,DIST_KER,,,1.817,,,,,,,,,,,,,1.817,,,,,1.817,,,1.817,,,,,,
BAU,25,2044,DIST_KER,,,1.8564,,,,,,,,,,,,,1.8564,,,,,1.8564,,,1.8564,,,,,,
BAU,25,2045,DIST_KER,,,1.8958,,,,,,,,,,,,,1.8958,,,,,1.8958,,,1.8958,,,,,,
BAU,25,2046,DIST_KER,,,1.9395,,,,,,,,,,,,,1.9395,,,,,1.9395,,,1.9395,,,,,,
BAU,25,2047,DIST_KER,,,1.9832,,,,,,,,,,,,,1.9832,,,,,1.9832,,,1.9832,,,,,,
BAU,25,2048,DIST_KER,,,2.0269,,,,,,,,,,,,,2.0269,,,,,2.0269,,,2.0269,,,,,,
BAU,25,2049,DIST_KER,,,2.0706,,,,,,,,,,,,,2.0706,,,,,2.0706,,,2.0706,,,,,,
BAU,25,2050,DIST_KER,,,2.1143,,,,,,,,,,,,,2.1143,,,,,2.1143,,,2.1143,,,,,,
BAU,25,2051,DIST_KER,,,2.1589,,,,,,,,,,,,,2.1589,,,,,2.1589,,,2.1589,,,,,,
BAU,25,2052,DIST_KER,,,2.2045,,,,,,,,,,,,,2.2045,,,,,2.2045,,,2.2045,,,,,,
BAU,25,2053,DIST_KER,,,2.251,,,,,,,,,,,,,2.251,,,,,2.251,,,2.251,,,,,,
BAU,25,2054,DIST_KER,,,2.2985,,,,,,,,,,,,,2.2985,,,,,2.2985,,,2.2985,,,,,,
BAU,25,2055,DIST_KER,,,2.347,,,,,,,,,,,,,2.347,,,,,2.347,,,2.347,,,,,,
BAU,25,2026,IMP_ELE,,,0.0082476,,,,,,,,,,,,,0.0082476,,,,,0.0082476,,,0.0082476,,,,,,
BAU,25,2027,IMP_ELE,,,0.01605671,,,,,,,,,,,,,0.01605671,,,,,0.01605671,,,0.01605671,,,,,,
BAU,25,2028,IMP_ELE,,,0.0246423,,,,,,,,,,,,,0.0246423,,,,,0.0246423,,,0.0246423,,,,,,
BAU,25,2029,IMP_ELE,,,0.03372797,,,,,,,,,,,,,0.03372797,,,,,0.03372797,,,0.03372797,,,,,,
BAU,25,2030,IMP_ELE,,,0.04276365,,,,,,,,,,,,,0.04276365,,,,,0.04276365,,,0.04276365,,,,,,
BAU,25,2031,IMP_ELE,,,0.05430307,,,,,,,,,,,,,0.05430307,,,,,0.05430307,,,0.05430307,,,,,,
BAU,25,2032,IMP_ELE,,,0.06619202,,,,,,,,,,,,,0.06619202,,,,,0.06619202,,,0.06619202,,,,,,
BAU,25,2033,IMP_ELE,,,0.07838957,,,,,,,,,,,,,0.07838957,,,,,0.07838957,,,0.07838957,,,,,,
BAU,25,2034,IMP_ELE,,,0.09129131,,,,,,,,,,,,,0.09129131,,,,,0.09129131,,,0.09129131,,,,,,
BAU,25,2035,IMP_ELE,,,0.10449093,,,,,,,,,,,,,0.10449093,,,,,0.10449093,,,0.10449093,,,,,,
BAU,25,2036,IMP_ELE,,,0.11775108,,,,,,,,,,,,,0.11775108,,,,,0.11775108,,,0.11775108,,,,,,
BAU,25,2037,IMP_ELE,,,0.13141043,,,,,,,,,,,,,0.13141043,,,,,0.13141043,,,0.13141043,,,,,,
BAU,25,2038,IMP_ELE,,,0.14637291,,,,,,,,,,,,,0.14637291,,,,,0.14637291,,,0.14637291,,,,,,
BAU,25,2039,IMP_ELE,,,0.16113131,,,,,,,,,,,,,0.16113131,,,,,0.16113131,,,0.16113131,,,,,,
BAU,25,2040,IMP_ELE,,,0.17697868,,,,,,,,,,,,,0.17697868,,,,,0.17697868,,,0.17697868,,,,,,
BAU,25,2041,IMP_ELE,,,0.19329988,,,,,,,,,,,,,0.19329988,,,,,0.19329988,,,0.19329988,,,,,,
BAU,25,2042,IMP_ELE,,,0.21023459,,,,,,,,,,,,,0.21023459,,,,,0.21023459,,,0.21023459,,,,,,
BAU,25,2043,IMP_ELE,,,0.22760795,,,,,,,,,,,,,0.22760795,,,,,0.22760795,,,0.22760795,,,,,,
BAU,25,2044,IMP_ELE,,,0.24534583,,,,,,,,,,,,,0.24534583,,,,,0.24534583,,,0.24534583,,,,,,
BAU,25,2045,IMP_ELE,,,0.26379879,,,,,,,,,,,,,0.26379879,,,,,0.26379879,,,0.26379879,,,,,,
BAU,25,2046,IMP_ELE,,,0.28255196,,,,,,,,,,,,,0.28255196,,,,,0.28255196,,,0.28255196,,,,,,
BAU,25,2047,IMP_ELE,,,0.30225129,,,,,,,,,,,,,0.30225129,,,,,0.30225129,,,0.30225129,,,,,,
BAU,25,2048,IMP_ELE,,,0.32301356,,,,,,,,,,,,,0.32301356,,,,,0.32301356,,,0.32301356,,,,,,
BAU,25,2049,IMP_ELE,,,0.34318042,,,,,,,,,,,,,0.34318042,,,,,0.34318042,,,0.34318042,,,,,,
BAU,25,2050,IMP_ELE,,,0.36519494,,,,,,,,,,,,,0.36519494,,,,,0.36519494,,,0.36519494,,,,,,
BAU,25,2051,IMP_ELE,,,0.37153695,,,,,,,,,,,,,0.37153695,,,,,0.37153695,,,0.37153695,,,,,,
BAU,25,2052,IMP_ELE,,,0.37841326,,,,,,,,,,,,,0.37841326,,,,,0.37841326,,,0.37841326,,,,,,
BAU,25,2053,IMP_ELE,,,0.38500982,,,,,,,,,,,,,0.38500982,,,,,0.38500982,,,0.38500982,,,,,,
BAU,25,2054,IMP_ELE,,,0.39213394,,,,,,,,,,,,,0.39213394,,,,,0.39213394,,,0.39213394,,,,,,
BAU,25,2055,IMP_ELE,,,0.39914015,,,,,,,,,,,,,0.39914015,,,,,0.39914015,,,0.39914015,,,,,,
BAU,25,2021,T4DSL_PRI,,,0.41189148,,,,,3.985655,,,,,,,3.8888603,0.41189148,,,,,0.41189148,,,0.41189148,,,,,,
BAU,25,2022,T4DSL_PRI,,,0.44540496,,,,,4.3099471,,,,,,,4.0035003,0.44540496,,,,,0.44540496,,,0.44540496,,,,,,
BAU,25,2023,T4DSL_PRI,,,0.46594548,,,,,4.5087068,,,,,,,3.9871742,0.46594548,,,,,0.46594548,,,0.46594548,,,,,,
BAU,25,2024,T4DSL_PRI,,,0.47531484,,,,,4.5993691,,,,,,,3.872191,0.47531484,,,,,0.47531484,,,0.47531484,,,,,,
