Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
BAU,42,,DIST_DSL,,2021,,6.05431,6.05431,6.05431,6.05431,,,,,,,114.533,112.979,,112.979,,,,,,,,,,,,,,,139.2156,,,,0.0016842097523675,0.0016842097523675,,,
BAU,42,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
BAU,42,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
BAU,42,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
BAU,42,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,,,,138.179,122.192,,122.192,,,,,,,,,,,,,,,138.179,,,,0.0018543663125304,0.0018543663125304,,,
BAU,42,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,,,,144.43,124.277,,124.277,,,,,,,,,,,,,,,137.5524,,,,0.0018727099779266,0.0018727099779266,,,
BAU,42,,DIST_DSL,,2027,,7.23439,7.23439,7.23439,7.23439,,,,,,,151.87,127.157,,127.157,,,,,,,,,,,,,,,137.7506,,,,0.001902587923009,0.001902587923009,,,
BAU,42,,DIST_DSL,,2028,,7.47733,7.47733,7.47733,7.47733,,,,,,,161.118,131.264,,131.264,,,,,,,,,,,,,,,139.1798,,,,0.0019501877965028,0.0019501877965028,,,
BAU,42,,DIST_DSL,,2029,,7.72326,7.72326,7.72326,7.72326,,,,,,,170.702,135.324,,135.324,,,,,,,,,,,,,,,140.437,,,,0.0019963220845876,0.0019963220845876,,,
BAU,42,,DIST_DSL,,2030,,7.97334,7.97334,7.97334,7.97334,,,,,,,180.652,139.352,,139.352,,,,,,,,,,,,,,,141.5456,,,,0.0020412415751929,0.0020412415751929,,,
BAU,42,,DIST_DSL,,2031,,8.25106,8.25106,8.25106,8.25106,,,,,,,191.521,143.754,,143.754,,,,,,,,,,,,,,,142.9159,,,,0.0020908730336027,0.0020908730336027,,,
BAU,42,,DIST_DSL,,2032,,8.52631,8.52631,8.52631,8.52631,,,,,,,202.64,148.0,,148.0,,,,,,,,,,,,,,,144.0125,,,,0.0021374505057229,0.0021374505057229,,,
BAU,42,,DIST_DSL,,2033,,8.80229,8.80229,8.80229,8.80229,,,,,,,214.081,152.142,,152.142,,,,,,,,,,,,,,,144.8984,,,,0.0021817683863784,0.0021817683863784,,,
BAU,42,,DIST_DSL,,2034,,9.0762,9.0762,9.0762,9.0762,,,,,,,225.778,156.13,,156.13,,,,,,,,,,,,,,,145.5385,,,,0.0022231653808573,0.0022231653808573,,,
BAU,42,,DIST_DSL,,2035,,9.35068,9.35068,9.35068,9.35068,,,,,,,237.792,160.006,,160.006,,,,,,,,,,,,,,,145.9837,,,,0.0022622834506087,0.0022622834506087,,,
BAU,42,,DIST_DSL,,2036,,9.68257,9.68257,9.68257,9.68257,,,,,,,251.604,164.736,,164.736,,,,,,,,,,,,,,,147.1076,,,,0.0023127407340532,0.0023127407340532,,,
BAU,42,,DIST_DSL,,2037,,10.0649,10.0649,10.0649,10.0649,,,,,,,267.123,170.183,,170.183,,,,,,,,,,,,,,,148.7441,,,,0.0023723585175113,0.0023723585175113,,,
BAU,42,,DIST_DSL,,2038,,10.3951,10.3951,10.3951,10.3951,,,,,,,281.652,174.603,,174.603,,,,,,,,,,,,,,,149.3661,,,,0.0024168044222241,0.0024168044222241,,,
BAU,42,,DIST_DSL,,2039,,10.7287,10.7287,10.7287,10.7287,,,,,,,296.641,178.938,,178.938,,,,,,,,,,,,,,,149.8239,,,,0.0024593450967228,0.0024593450967228,,,
BAU,42,,DIST_DSL,,2040,,11.0594,11.0594,11.0594,11.0594,,,,,,,311.921,183.084,,183.084,,,,,,,,,,,,,,,150.0393,,,,0.0024985758672603,0.0024985758672603,,,
BAU,42,,DIST_DSL,,2041,,11.538,11.538,11.538,11.538,,,,,,,331.82,189.514,,189.514,,,,,,,,,,,,,,,152.0106,,,,0.0025680892623596,0.0025680892623596,,,
BAU,42,,DIST_DSL,,2042,,12.0172,12.0172,12.0172,12.0172,,,,,,,352.267,195.77,,195.77,,,,,,,,,,,,,,,153.6929,,,,0.0026341417778512,0.0026341417778512,,,
BAU,42,,DIST_DSL,,2043,,12.5038,12.5038,12.5038,12.5038,,,,,,,373.466,201.957,,201.957,,,,,,,,,,,,,,,155.1828,,,,0.0026982232812759,0.0026982232812759,,,
BAU,42,,DIST_DSL,,2044,,12.9916,12.9916,12.9916,12.9916,,,,,,,395.244,207.973,,207.973,,,,,,,,,,,,,,,156.4115,,,,0.0027590001901389,0.0027590001901389,,,
