Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,95,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,95,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,95,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,95,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,95,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,95,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,138.951,119.563,,,119.563,,,,,,132.3343,,Energy
LTS,95,,DIST_DSL,,2027,,7.46129,7.46129,7.46129,7.46129,,,,146.614,122.756,,,122.756,,,,,,132.9832,,Energy
LTS,95,,DIST_DSL,,2028,,7.79405,7.79405,7.79405,7.79405,,,,152.242,124.033,,,124.033,,,,,,131.5124,,Energy
LTS,95,,DIST_DSL,,2029,,8.18353,8.18353,8.18353,8.18353,,,,158.895,125.964,,,125.964,,,,,,130.7233,,Energy
LTS,95,,DIST_DSL,,2030,,8.53538,8.53538,8.53538,8.53538,,,,164.729,127.069,,,127.069,,,,,,129.0695,,Energy
LTS,95,,DIST_DSL,,2031,,8.58988,8.58988,8.58988,8.58988,,,,164.779,123.681,,,123.681,,,,,,122.9606,,Energy
LTS,95,,DIST_DSL,,2032,,8.62532,8.62532,8.62532,8.62532,,,,164.451,120.109,,,120.109,,,,,,116.8723,,Energy
LTS,95,,DIST_DSL,,2033,,8.61658,8.61658,8.61658,8.61658,,,,163.279,116.038,,,116.038,,,,,,110.5137,,Energy
LTS,95,,DIST_DSL,,2034,,8.63262,8.63262,8.63262,8.63262,,,,162.575,112.424,,,112.424,,,,,,104.7973,,Energy
LTS,95,,DIST_DSL,,2035,,8.65118,8.65118,8.65118,8.65118,,,,161.915,108.949,,,108.949,,,,,,99.4018,,Energy
LTS,95,,DIST_DSL,,2036,,8.66471,8.66471,8.66471,8.66471,,,,161.156,105.516,,,105.516,,,,,,94.2246,,Energy
LTS,95,,DIST_DSL,,2037,,8.67676,8.67676,8.67676,8.67676,,,,160.366,102.169,,,102.169,,,,,,89.2978,,Energy
LTS,95,,DIST_DSL,,2038,,8.68989,8.68989,8.68989,8.68989,,,,159.595,98.9369,,,98.9369,,,,,,84.6366,,Energy
LTS,95,,DIST_DSL,,2039,,8.7389,8.7389,8.7389,8.7389,,,,159.474,96.1974,,,96.1974,,,,,,80.5452,,Energy
LTS,95,,DIST_DSL,,2040,,8.78154,8.78154,8.78154,8.78154,,,,159.228,93.4598,,,93.4598,,,,,,76.5914,,Energy
LTS,95,,DIST_DSL,,2041,,8.99177,8.99177,8.99177,8.99177,,,,161.989,92.518,,,92.518,,,,,,74.209,,Energy
LTS,95,,DIST_DSL,,2042,,9.15874,9.15874,9.15874,9.15874,,,,163.929,91.1021,,,91.1021,,,,,,71.5217,,Energy
LTS,95,,DIST_DSL,,2043,,9.3729,9.3729,9.3729,9.3729,,,,166.667,90.1274,,,90.1274,,,,,,69.2536,,Energy
LTS,95,,DIST_DSL,,2044,,9.54519,9.54519,9.54519,9.54519,,,,168.617,88.7241,,,88.7241,,,,,,66.7275,,Energy
LTS,95,,DIST_DSL,,2045,,9.70576,9.70576,9.70576,9.70576,,,,170.32,87.2045,,,87.2045,,,,,,64.1918,,Energy
LTS,95,,DIST_DSL,,2046,,9.87903,9.87903,9.87903,9.87903,,,,172.207,85.7945,,,85.7945,,,,,,61.8124,,Energy
LTS,95,,DIST_DSL,,2047,,10.0521,10.0521,10.0521,10.0521,,,,174.05,84.3753,,,84.3753,,,,,,59.499,,Energy
LTS,95,,DIST_DSL,,2048,,10.2303,10.2303,10.2303,10.2303,,,,175.941,82.9933,,,82.9933,,,,,,57.2813,,Energy
LTS,95,,DIST_DSL,,2049,,10.3908,10.3908,10.3908,10.3908,,,,177.488,81.4665,,,81.4665,,,,,,55.0333,,Energy
LTS,95,,DIST_DSL,,2050,,10.5323,10.5323,10.5323,10.5323,,,,178.675,79.8007,,,79.8007,,,,,,52.7632,,Energy
LTS,95,,DIST_DSL,,2051,,10.763,10.763,10.763,10.763,,,,181.333,78.8047,,,78.8047,,,,,,50.9982,,Energy
LTS,95,,DIST_DSL,,2052,,11.0037,11.0037,11.0037,11.0037,,,,184.102,77.8518,,,77.8518,,,,,,49.3114,,Energy
LTS,95,,DIST_DSL,,2053,,11.2544,11.2544,11.2544,11.2544,,,,186.984,76.9392,,,76.9392,,,,,,47.6984,,Energy
LTS,95,,DIST_DSL,,2054,,11.5002,11.5002,11.5002,11.5002,,,,189.725,75.963,,,75.963,,,,,,46.093,,Energy
LTS,95,,DIST_DSL,,2055,,11.729,11.729,11.729,11.729,,,,192.13,74.8524,,,74.8524,,,,,,44.4545,,Energy
LTS,95,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,388.333,383.064,,,383.064,,,,,,472.0212,,Energy
LTS,95,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,473.922,454.891,,,454.891,,,,,,548.624,,Energy
LTS,95,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,433.542,404.916,,,404.916,,,,,,477.9801,,Energy
LTS,95,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,402.721,365.993,,,365.993,,,,,,422.8571,,Energy
LTS,95,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,384.913,340.38,,,340.38,,,,,,384.913,,Energy
LTS,95,,DIST_GSL,,2026,,19.1405,19.1405,19.1405,19.1405,,,,338.922,291.632,,,291.632,,,,,,322.7829,,Energy
LTS,95,,DIST_GSL,,2027,,17.6049,17.6049,17.6049,17.6049,,,,309.459,259.102,,,259.102,,,,,,280.6884,,Energy
LTS,95,,DIST_GSL,,2028,,16.0804,16.0804,16.0804,16.0804,,,,280.587,228.597,,,228.597,,,,,,242.3816,,Energy
LTS,95,,DIST_GSL,,2029,,14.5664,14.5664,14.5664,14.5664,,,,252.29,200.003,,,200.003,,,,,,207.5596,,Energy
LTS,95,,DIST_GSL,,2030,,13.0743,13.0743,13.0743,13.0743,,,,224.759,173.375,,,173.375,,,,,,176.1046,,Energy
LTS,95,,DIST_GSL,,2031,,12.7932,12.7932,12.7932,12.7932,,,,218.277,163.837,,,163.837,,,,,,162.8817,,Energy
LTS,95,,DIST_GSL,,2032,,12.4979,12.4979,12.4979,12.4979,,,,211.625,154.563,,,154.563,,,,,,150.3979,,Energy
LTS,95,,DIST_GSL,,2033,,12.2172,12.2172,12.2172,12.2172,,,,205.295,145.898,,,145.898,,,,,,138.9517,,Energy
LTS,95,,DIST_GSL,,2034,,11.8897,11.8897,11.8897,11.8897,,,,198.258,137.099,,,137.099,,,,,,127.7989,,Energy
LTS,95,,DIST_GSL,,2035,,11.5394,11.5394,11.5394,11.5394,,,,190.928,128.472,,,128.472,,,,,,117.2132,,Energy
LTS,95,,DIST_GSL,,2036,,11.2781,11.2781,11.2781,11.2781,,,,185.149,121.225,,,121.225,,,,,,108.2528,,Energy
LTS,95,,DIST_GSL,,2037,,10.9877,10.9877,10.9877,10.9877,,,,178.964,114.017,,,114.017,,,,,,99.6539,,Energy
LTS,95,,DIST_GSL,,2038,,10.5986,10.5986,10.5986,10.5986,,,,171.26,106.168,,,106.168,,,,,,90.8228,,Energy
LTS,95,,DIST_GSL,,2039,,10.207,10.207,10.207,10.207,,,,163.613,98.6941,,,98.6941,,,,,,82.6357,,Energy
LTS,95,,DIST_GSL,,2040,,9.79198,9.79198,9.79198,9.79198,,,,155.698,91.3882,,,91.3882,,,,,,74.8934,,Energy
LTS,95,,DIST_GSL,,2041,,9.44722,9.44722,9.44722,9.44722,,,,148.998,85.098,,,85.098,,,,,,68.2577,,Energy
