Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
LTS,58,2021,DIST_DSL,,,9.3252953,,,,,,,,,,,,,9.3252953,,,,,9.3252953,,,9.3252953,,,,,,
LTS,58,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
LTS,58,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
LTS,58,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
LTS,58,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
LTS,58,2026,DIST_DSL,,,11.116983,,,,,,,,,,,,,11.116983,,,,,11.116983,,,11.116983,,,,,,
LTS,58,2027,DIST_DSL,,,11.395518,,,,,,,,,,,,,11.395518,,,,,11.395518,,,11.395518,,,,,,
LTS,58,2028,DIST_DSL,,,11.733434,,,,,,,,,,,,,11.733434,,,,,11.733434,,,11.733434,,,,,,
LTS,58,2029,DIST_DSL,,,12.054751,,,,,,,,,,,,,12.054751,,,,,12.054751,,,12.054751,,,,,,
LTS,58,2030,DIST_DSL,,,12.340797,,,,,,,,,,,,,12.340797,,,,,12.340797,,,12.340797,,,,,,
LTS,58,2031,DIST_DSL,,,12.32521,,,,,,,,,,,,,12.32521,,,,,12.32521,,,12.32521,,,,,,
LTS,58,2032,DIST_DSL,,,12.292017,,,,,,,,,,,,,12.292017,,,,,12.292017,,,12.292017,,,,,,
LTS,58,2033,DIST_DSL,,,12.214867,,,,,,,,,,,,,12.214867,,,,,12.214867,,,12.214867,,,,,,
LTS,58,2034,DIST_DSL,,,12.171394,,,,,,,,,,,,,12.171394,,,,,12.171394,,,12.171394,,,,,,
LTS,58,2035,DIST_DSL,,,12.12663,,,,,,,,,,,,,12.12663,,,,,12.12663,,,12.12663,,,,,,
LTS,58,2036,DIST_DSL,,,12.068686,,,,,,,,,,,,,12.068686,,,,,12.068686,,,12.068686,,,,,,
LTS,58,2037,DIST_DSL,,,12.011462,,,,,,,,,,,,,12.011462,,,,,12.011462,,,12.011462,,,,,,
LTS,58,2038,DIST_DSL,,,11.969835,,,,,,,,,,,,,11.969835,,,,,11.969835,,,11.969835,,,,,,
LTS,58,2039,DIST_DSL,,,11.953945,,,,,,,,,,,,,11.953945,,,,,11.953945,,,11.953945,,,,,,
LTS,58,2040,DIST_DSL,,,11.934383,,,,,,,,,,,,,11.934383,,,,,11.934383,,,11.934383,,,,,,
