Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,7,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2026,,0.742223,0.742223,0.742223,0.742223,,,,,,,32.81,21.487,32.81,,77.4357,,,,85.432,55.9487,,,,,,,,,,31.2357,31.2357,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2027,,0.72829,0.72829,0.72829,0.72829,,,,,,,32.194,19.5219,32.194,,69.8632,,,,83.0193,50.3413,,,,,,,,,,29.1787,29.1787,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2028,,0.714261,0.714261,0.714261,0.714261,,,,,,,31.5739,17.7276,31.5739,,62.991,,,,80.6167,45.2634,,,,,,,,,,27.2436,27.2436,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2029,,0.700325,0.700325,0.700325,0.700325,,,,,,,30.9579,16.0942,30.9579,,56.7722,,,,78.2459,40.678,,,,,,,,,,25.4304,25.4304,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2030,,0.686299,0.686299,0.686299,0.686299,,,,,,,30.3378,14.6036,30.3378,,51.1309,,,,75.8828,36.5273,,,,,,,,,,23.7252,23.7252,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2031,,0.672311,0.672311,0.672311,0.672311,,,,,,,29.7195,13.2462,29.7195,,46.0943,,,,73.6986,32.8481,,,,,,,,,,22.1265,22.1265,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2032,,0.658407,0.658407,0.658407,0.658407,,,,,,,29.1049,12.0114,29.1049,,41.5304,,,,71.528,29.5191,,,,,,,,,,20.6292,20.6292,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2033,,0.644418,0.644418,0.644418,0.644418,,,,,,,28.4865,10.8853,28.4865,,37.3867,,,,69.3529,26.5013,,,,,,,,,,19.2221,19.2221,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2034,,0.630429,0.630429,0.630429,0.630429,,,,,,,27.8681,9.86023,27.8681,,33.6322,,,,67.1871,23.772,,,,,,,,,,17.9026,17.9026,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2035,,0.616442,0.616442,0.616442,0.616442,,,,,,,27.2498,8.92727,27.2498,,30.2327,,,,65.0332,21.3055,,,,,,,,,,16.6654,16.6654,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2036,,0.602477,0.602477,0.602477,0.602477,,,,,,,26.6325,8.07875,26.6325,,27.1935,,,,63.0141,19.1148,,,,,,,,,,15.5064,15.5064,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2037,,0.588513,0.588513,0.588513,0.588513,,,,,,,26.0152,7.30694,26.0152,,24.4385,,,,60.9944,17.1316,,,,,,,,,,14.4202,14.4202,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2038,,0.574547,0.574547,0.574547,0.574547,,,,,,,25.3979,6.60513,25.3979,,21.9453,,,,58.9855,15.3401,,,,,,,,,,13.4025,13.4025,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2039,,0.560512,0.560512,0.560512,0.560512,,,,,,,24.7774,5.96646,24.7774,,19.6881,,,,56.983,13.7216,,,,,,,,,,12.4477,12.4477,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2040,,0.546548,0.546548,0.546548,0.546548,,,,,,,24.1601,5.38686,24.1601,,17.6502,,,,55.0013,12.2634,,,,,,,,,,11.5552,11.5552,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2041,,0.532567,0.532567,0.532567,0.532567,,,,,,,23.5421,4.86025,23.5421,,15.8279,,,,53.1252,10.9676,,,,,,,,,,10.7194,10.7194,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2042,,0.518586,0.518586,0.518586,0.518586,,,,,,,22.9241,4.38209,22.9241,,14.1802,,,,51.2571,9.79813,,,,,,,,,,9.9372,9.9372,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2043,,0.504606,0.504606,0.504606,0.504606,,,,,,,22.3061,3.94811,22.3061,,12.6912,,,,49.3969,8.74309,,,,,,,,,,9.2053,9.2053,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2044,,0.490626,0.490626,0.490626,0.490626,,,,,,,21.6881,3.55438,21.6881,,11.3469,,,,47.5482,7.79248,,,,,,,,,,8.5208,8.5208,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2045,,0.476704,0.476704,0.476704,0.476704,,,,,,,21.0727,3.1977,21.0727,,10.1359,,,,45.7222,6.93817,,,,,,,,,,7.8818,7.8818,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2046,,0.462672,0.462672,0.462672,0.462672,,,,,,,20.4524,2.87368,20.4524,,9.05154,,,,43.9687,6.17786,,,,,,,,,,7.2827,7.2827,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2047,,0.448698,0.448698,0.448698,0.448698,,,,,,,19.8347,2.58045,19.8347,,8.07521,,,,42.2355,5.49475,,,,,,,,,,6.7239,6.7239,,,,nan,nan,
BAU,7,,NO_CONTR_OD,,2048,,0.434723,0.434723,0.434723,0.434723,,,,,,,19.2169,2.31489,19.2169,,7.19597,,,,40.52,4.88108,,,,,,,,,,6.2019,6.2019,,,,nan,nan,
