Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
BAU,11,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
BAU,11,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
BAU,11,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
BAU,11,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
BAU,11,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,,,,138.179,122.192,,122.192,,,,,,,,,,,,,,,138.179,,,,0.0018543663125304,0.0018543663125304,,,
BAU,11,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,,,,141.542,121.792,,121.792,,,,,,,,,,,,,,,134.8019,,,,0.0018352635073683,0.0018352635073683,,,
BAU,11,,DIST_DSL,,2027,,7.15886,7.15886,7.15886,7.15886,,,,,,,144.433,120.93,,120.93,,,,,,,,,,,,,,,131.005,,,,0.0018094190181942,0.0018094190181942,,,
BAU,11,,DIST_DSL,,2028,,7.32463,7.32463,7.32463,7.32463,,,,,,,148.847,121.267,,121.267,,,,,,,,,,,,,,,128.5796,,,,0.0018016582807382,0.0018016582807382,,,
BAU,11,,DIST_DSL,,2029,,7.48675,7.48675,7.48675,7.48675,,,,,,,153.235,121.477,,121.477,,,,,,,,,,,,,,,126.0668,,,,0.0017920491898785,0.0017920491898785,,,
BAU,11,,DIST_DSL,,2030,,7.65165,7.65165,7.65165,7.65165,,,,,,,157.727,121.668,,121.668,,,,,,,,,,,,,,,123.5832,,,,0.0017822048216214,0.0017822048216214,,,
BAU,11,,DIST_DSL,,2031,,7.84115,7.84115,7.84115,7.84115,,,,,,,162.778,122.18,,122.18,,,,,,,,,,,,,,,121.4674,,,,0.0017770796634324,0.0017770796634324,,,
BAU,11,,DIST_DSL,,2032,,8.02461,8.02461,8.02461,8.02461,,,,,,,167.758,122.524,,122.524,,,,,,,,,,,,,,,119.2225,,,,0.00176951417569,0.00176951417569,,,
BAU,11,,DIST_DSL,,2033,,8.20575,8.20575,8.20575,8.20575,,,,,,,172.743,122.764,,122.764,,,,,,,,,,,,,,,116.9193,,,,0.0017604791318753,0.0017604791318753,,,
BAU,11,,DIST_DSL,,2034,,8.39008,8.39008,8.39008,8.39008,,,,,,,177.849,122.986,,122.986,,,,,,,,,,,,,,,114.6431,,,,0.0017512230663,0.0017512230663,,,
BAU,11,,DIST_DSL,,2035,,8.57353,8.57353,8.57353,8.57353,,,,,,,182.989,123.13,,123.13,,,,,,,,,,,,,,,112.3394,,,,0.0017409032764806,0.0017409032764806,,,
BAU,11,,DIST_DSL,,2036,,8.84799,8.84799,8.84799,8.84799,,,,,,,190.139,124.492,,124.492,,,,,,,,,,,,,,,111.1703,,,,0.0017477547126931,0.0017477547126931,,,
BAU,11,,DIST_DSL,,2037,,9.09454,9.09454,9.09454,9.09454,,,,,,,196.766,125.359,,125.359,,,,,,,,,,,,,,,109.5667,,,,0.0017475071080663,0.0017475071080663,,,
BAU,11,,DIST_DSL,,2038,,9.3286,9.3286,9.3286,9.3286,,,,,,,203.192,125.964,,125.964,,,,,,,,,,,,,,,107.7571,,,,0.0017435528514149,0.0017435528514149,,,
BAU,11,,DIST_DSL,,2039,,9.56159,9.56159,9.56159,9.56159,,,,,,,209.663,126.472,,126.472,,,,,,,,,,,,,,,105.8941,,,,0.0017382407404366,0.0017382407404366,,,
BAU,11,,DIST_DSL,,2040,,9.79188,9.79188,9.79188,9.79188,,,,,,,216.142,126.866,,126.866,,,,,,,,,,,,,,,103.968,,,,0.0017313581361851,0.0017313581361851,,,
BAU,11,,DIST_DSL,,2041,,10.1459,10.1459,10.1459,10.1459,,,,,,,225.438,128.756,,128.756,,,,,,,,,,,,,,,103.2757,,,,0.0017447551416258,0.0017447551416258,,,
BAU,11,,DIST_DSL,,2042,,10.4952,10.4952,10.4952,10.4952,,,,,,,234.73,130.45,,130.45,,,,,,,,,,,,,,,102.4119,,,,0.0017552362525626,0.0017552362525626,,,
BAU,11,,DIST_DSL,,2043,,10.8463,10.8463,10.8463,10.8463,,,,,,,244.169,132.037,,132.037,,,,,,,,,,,,,,,101.4573,,,,0.0017640753176657,0.0017640753176657,,,
BAU,11,,DIST_DSL,,2044,,11.1943,11.1943,11.1943,11.1943,,,,,,,253.637,133.461,,133.461,,,,,,,,,,,,,,,100.3728,,,,0.0017705117945525,0.0017705117945525,,,
BAU,11,,DIST_DSL,,2045,,11.543,11.543,11.543,11.543,,,,,,,263.223,134.772,,134.772,,,,,,,,,,,,,,,99.206,,,,0.001775291478954,0.001775291478954,,,
