Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,34,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,34,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,34,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,34,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,34,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,34,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,143.064,123.102,,123.102,,,,,,,,,,,,,,,136.2514,,,,0.0018549983623988,0.0018549983623988,,,
LTS,34,,DIST_DSL,,2027,,7.26095,7.26095,7.26095,7.26095,,,,,,,151.172,126.573,,126.573,,,,,,,,,,,,,,,137.1175,,,,0.0018938440296167,0.0018938440296167,,,
LTS,34,,DIST_DSL,,2028,,7.38869,7.38869,7.38869,7.38869,,,,,,,157.292,128.147,,128.147,,,,,,,,,,,,,,,135.8747,,,,0.0019038782316099,0.0019038782316099,,,
LTS,34,,DIST_DSL,,2029,,7.5729,7.5729,7.5729,7.5729,,,,,,,164.759,130.613,,130.613,,,,,,,,,,,,,,,135.5476,,,,0.0019268209708382,0.0019268209708382,,,
LTS,34,,DIST_DSL,,2030,,7.71624,7.71624,7.71624,7.71624,,,,,,,171.491,132.285,,132.285,,,,,,,,,,,,,,,134.3677,,,,0.0019377298665814,0.0019377298665814,,,
LTS,34,,DIST_DSL,,2031,,7.56195,7.56195,7.56195,7.56195,,,,,,,171.603,128.804,,128.804,,,,,,,,,,,,,,,128.0528,,,,0.0018734256397529,0.0018734256397529,,,
