Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
BAU,27,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
BAU,27,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
BAU,27,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
BAU,27,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
BAU,27,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,,,,138.179,122.192,,122.192,,,,,,,,,,,,,,,138.179,,,,0.0018543663125304,0.0018543663125304,,,
BAU,27,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,,,,139.647,120.161,,120.161,,,,,,,,,,,,,,,132.9971,,,,0.001810692573128,0.001810692573128,,,
BAU,27,,DIST_DSL,,2027,,7.22047,7.22047,7.22047,7.22047,,,,,,,141.803,118.728,,118.728,,,,,,,,,,,,,,,128.6195,,,,0.0017764711346661,0.0017764711346661,,,
BAU,27,,DIST_DSL,,2028,,7.44854,7.44854,7.44854,7.44854,,,,,,,145.372,118.436,,118.436,,,,,,,,,,,,,,,125.5778,,,,0.0017595966559252,0.0017595966559252,,,
BAU,27,,DIST_DSL,,2029,,7.67437,7.67437,7.67437,7.67437,,,,,,,148.841,117.994,,117.994,,,,,,,,,,,,,,,122.4519,,,,0.0017406624792149,0.0017406624792149,,,
BAU,27,,DIST_DSL,,2030,,7.90512,7.90512,7.90512,7.90512,,,,,,,152.351,117.521,,117.521,,,,,,,,,,,,,,,119.371,,,,0.0017214599540785,0.0017214599540785,,,
BAU,27,,DIST_DSL,,2031,,8.16247,8.16247,8.16247,8.16247,,,,,,,156.313,117.327,,117.327,,,,,,,,,,,,,,,116.6432,,,,0.0017065001847045,0.0017065001847045,,,
BAU,27,,DIST_DSL,,2032,,8.41472,8.41472,8.41472,8.41472,,,,,,,160.115,116.942,,116.942,,,,,,,,,,,,,,,113.7907,,,,0.0016888959230894,0.0016888959230894,,,
BAU,27,,DIST_DSL,,2033,,8.66947,8.66947,8.66947,8.66947,,,,,,,163.903,116.482,,116.482,,,,,,,,,,,,,,,110.936,,,,0.0016703881357724,0.0016703881357724,,,
BAU,27,,DIST_DSL,,2034,,8.92501,8.92501,8.92501,8.92501,,,,,,,167.644,115.929,,115.929,,,,,,,,,,,,,,,108.0648,,,,0.0016507379465186,0.0016507379465186,,,
BAU,27,,DIST_DSL,,2035,,9.18213,9.18213,9.18213,9.18213,,,,,,,171.351,115.299,,115.299,,,,,,,,,,,,,,,105.1946,,,,0.0016301831122632,0.0016301831122632,,,
BAU,27,,DIST_DSL,,2036,,9.53101,9.53101,9.53101,9.53101,,,,,,,176.697,115.691,,115.691,,,,,,,,,,,,,,,103.3111,,,,0.0016241964195952,0.0016241964195952,,,
BAU,27,,DIST_DSL,,2037,,9.86173,9.86173,9.86173,9.86173,,,,,,,181.623,115.712,,115.712,,,,,,,,,,,,,,,101.1345,,,,0.0016130203406662,0.0016130203406662,,,
BAU,27,,DIST_DSL,,2038,,10.1755,10.1755,10.1755,10.1755,,,,,,,186.158,115.404,,115.404,,,,,,,,,,,,,,,98.7236,,,,0.0015973876770159,0.0015973876770159,,,
BAU,27,,DIST_DSL,,2039,,10.4914,10.4914,10.4914,10.4914,,,,,,,190.656,115.006,,115.006,,,,,,,,,,,,,,,96.2942,,,,0.001580660966614,0.001580660966614,,,
BAU,27,,DIST_DSL,,2040,,10.806,10.806,10.806,10.806,,,,,,,195.052,114.487,,114.487,,,,,,,,,,,,,,,93.8233,,,,0.0015624217847926,0.0015624217847926,,,
BAU,27,,DIST_DSL,,2041,,11.2627,11.2627,11.2627,11.2627,,,,,,,201.919,115.323,,115.323,,,,,,,,,,,,,,,92.5014,,,,0.0015627326679584,0.0015627326679584,,,
BAU,27,,DIST_DSL,,2042,,11.7215,11.7215,11.7215,11.7215,,,,,,,208.713,115.991,,115.991,,,,,,,,,,,,,,,91.0608,,,,0.0015606899402101,0.0015606899402101,,,
BAU,27,,DIST_DSL,,2043,,12.1833,12.1833,12.1833,12.1833,,,,,,,215.448,116.506,,116.506,,,,,,,,,,,,,,,89.5231,,,,0.0015565720345505,0.0015565720345505,,,
BAU,27,,DIST_DSL,,2044,,12.6486,12.6486,12.6486,12.6486,,,,,,,222.13,116.882,,116.882,,,,,,,,,,,,,,,87.9044,,,,0.0015505779351039,0.0015505779351039,,,
BAU,27,,DIST_DSL,,2045,,13.1189,13.1189,13.1189,13.1189,,,,,,,228.786,117.139,,117.139,,,,,,,,,,,,,,,86.227,,,,0.0015430338543396,0.0015430338543396,,,
BAU,27,,DIST_DSL,,2046,,13.6398,13.6398,13.6398,13.6398,,,,,,,236.203,117.678,,117.678,,,,,,,,,,,,,,,84.7833,,,,0.0015391857885681,0.0015391857885681,,,
BAU,27,,DIST_DSL,,2047,,14.1739,14.1739,14.1739,14.1739,,,,,,,243.72,118.15,,118.15,,,,,,,,,,,,,,,83.3157,,,,0.0015344630367916,0.0015344630367916,,,
