Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,82,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
BAU,82,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,82,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,82,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,82,,DIST_DSL,,2025,,6.92341,6.92341,6.92341,6.92341,,,,137.806,121.863,,,121.863,,,,,,137.806,,Energy
BAU,82,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,140.74,121.102,,,121.102,,,,,,134.0381,,Energy
BAU,82,,DIST_DSL,,2027,,7.29067,7.29067,7.29067,7.29067,,,,145.436,121.77,,,121.77,,,,,,131.9147,,Energy
BAU,82,,DIST_DSL,,2028,,7.43318,7.43318,7.43318,7.43318,,,,148.521,121.001,,,121.001,,,,,,128.298,,Energy
BAU,82,,DIST_DSL,,2029,,7.64989,7.64989,7.64989,7.64989,,,,153.099,121.369,,,121.369,,,,,,125.9549,,Energy
BAU,82,,DIST_DSL,,2030,,7.87247,7.87247,7.87247,7.87247,,,,157.809,121.731,,,121.731,,,,,,123.6475,,Energy
BAU,82,,DIST_DSL,,2031,,8.1232,8.1232,8.1232,8.1232,,,,163.098,122.42,,,122.42,,,,,,121.7062,,Energy
BAU,82,,DIST_DSL,,2032,,8.36978,8.36978,8.36978,8.36978,,,,168.321,122.935,,,122.935,,,,,,119.6226,,Energy
BAU,82,,DIST_DSL,,2033,,8.61723,8.61723,8.61723,8.61723,,,,173.578,123.357,,,123.357,,,,,,117.4844,,Energy
BAU,82,,DIST_DSL,,2034,,8.86338,8.86338,8.86338,8.86338,,,,178.823,123.66,,,123.66,,,,,,115.2709,,Energy
BAU,82,,DIST_DSL,,2035,,9.10858,9.10858,9.10858,9.10858,,,,184.066,123.854,,,123.854,,,,,,113.0006,,Energy
BAU,82,,DIST_DSL,,2036,,9.42499,9.42499,9.42499,9.42499,,,,190.766,124.903,,,124.903,,,,,,111.5369,,Energy
BAU,82,,DIST_DSL,,2037,,9.75719,9.75719,9.75719,9.75719,,,,197.807,126.022,,,126.022,,,,,,110.1463,,Energy
BAU,82,,DIST_DSL,,2038,,10.0567,10.0567,10.0567,10.0567,,,,204.204,126.591,,,126.591,,,,,,108.2937,,Energy
BAU,82,,DIST_DSL,,2039,,10.3543,10.3543,10.3543,10.3543,,,,210.584,127.028,,,127.028,,,,,,106.3592,,Energy
BAU,82,,DIST_DSL,,2040,,10.6514,10.6514,10.6514,10.6514,,,,216.972,127.353,,,127.353,,,,,,104.3672,,Energy
BAU,82,,DIST_DSL,,2041,,11.0961,11.0961,11.0961,11.0961,,,,226.39,129.3,,,129.3,,,,,,103.7119,,Energy
BAU,82,,DIST_DSL,,2042,,11.5409,11.5409,11.5409,11.5409,,,,235.841,131.067,,,131.067,,,,,,102.8966,,Energy
BAU,82,,DIST_DSL,,2043,,11.9928,11.9928,11.9928,11.9928,,,,245.465,132.738,,,132.738,,,,,,101.9958,,Energy
BAU,82,,DIST_DSL,,2044,,12.4462,12.4462,12.4462,12.4462,,,,255.148,134.255,,,134.255,,,,,,100.9707,,Energy
BAU,82,,DIST_DSL,,2045,,12.9038,12.9038,12.9038,12.9038,,,,264.949,135.655,,,135.655,,,,,,99.8565,,Energy
BAU,82,,DIST_DSL,,2046,,13.4115,13.4115,13.4115,13.4115,,,,275.808,137.409,,,137.409,,,,,,98.9992,,Energy
BAU,82,,DIST_DSL,,2047,,13.9323,13.9323,13.9323,13.9323,,,,286.971,139.117,,,139.117,,,,,,98.101,,Energy
BAU,82,,DIST_DSL,,2048,,14.4591,14.4591,14.4591,14.4591,,,,298.289,140.706,,,140.706,,,,,,97.1143,,Energy
