Strategy,Future.ID,Year,Fuel,SpecifiedAnnualDemand
BAU,13,2049,E5TRODSL,18.24762578
BAU,13,2049,E5TROELE,0.4451971
BAU,13,2049,E5TROFOI,0.3111
BAU,13,2049,E5TROGSL,33.8202341
BAU,13,2050,E5TRODSL,18.729579610000002
BAU,13,2050,E5TROELE,0.47840970000000005
BAU,13,2050,E5TROFOI,0.30604158
BAU,13,2050,E5TROGSL,34.3461136
BAU,13,2051,E5TRODSL,19.15687338
BAU,13,2051,E5TROELE,0.4923556
BAU,13,2051,E5TROFOI,0.31452079
BAU,13,2051,E5TROGSL,34.9385078
BAU,13,2052,E5TRODSL,19.591333979999998
BAU,13,2052,E5TROELE,0.5066513500000001
BAU,13,2052,E5TROFOI,0.3233
BAU,13,2052,E5TROGSL,35.540551699999995
BAU,13,2053,E5TRODSL,20.03628315
BAU,13,2053,E5TROELE,0.52062365
BAU,13,2053,E5TROFOI,0.3323
BAU,13,2053,E5TROGSL,36.155281
BAU,13,2054,E5TRODSL,20.48842264
BAU,13,2054,E5TROELE,0.53574769
BAU,13,2054,E5TROFOI,0.34158674
BAU,13,2054,E5TROGSL,36.776395300000004
BAU,13,2055,E5TRODSL,20.95034974
BAU,13,2055,E5TROELE,0.55141762
BAU,13,2055,E5TROFOI,0.35103369
BAU,13,2055,E5TROGSL,37.4100549
BAU,14,2021,E5TRODSL,9.31412417
BAU,14,2021,E5TROFOI,0.0144
BAU,14,2021,E5TROGSL,20.878044759999998
BAU,14,2022,E5TRODSL,10.088475489999999
BAU,14,2022,E5TROFOI,0.0156
BAU,14,2022,E5TROGSL,22.576075359999997
BAU,14,2023,E5TRODSL,10.558755300000001
BAU,14,2023,E5TROFOI,0.016303584
BAU,14,2023,E5TROGSL,23.62971588
BAU,14,2024,E5TRODSL,10.76274034
BAU,14,2024,E5TROFOI,0.01652509
BAU,14,2024,E5TROGSL,24.082653999999998
BAU,14,2025,E5TRODSL,10.97084808
BAU,14,2025,E5TROFOI,0.0169
BAU,14,2025,E5TROGSL,24.5492405
BAU,14,2026,E5TRODSL,11.1397026
BAU,14,2026,E5TROELE,0.0082476
BAU,14,2026,E5TROFOI,0.030513978
BAU,14,2026,E5TROGSL,24.9250765
BAU,14,2027,E5TRODSL,11.22835687
BAU,14,2027,E5TROELE,0.01625562
BAU,14,2027,E5TROFOI,0.058983871
BAU,14,2027,E5TROGSL,25.1976448
BAU,14,2028,E5TRODSL,11.3913692
BAU,14,2028,E5TROELE,0.02521338
BAU,14,2028,E5TROFOI,0.0739
BAU,14,2028,E5TROGSL,25.477884200000002
BAU,14,2029,E5TRODSL,11.558019060000001
BAU,14,2029,E5TROELE,0.0348564
BAU,14,2029,E5TROFOI,0.0893
BAU,14,2029,E5TROGSL,25.7464914
BAU,14,2030,E5TRODSL,11.72670237
BAU,14,2030,E5TROELE,0.04468651
BAU,14,2030,E5TROFOI,0.10523118
BAU,14,2030,E5TROGSL,26.0052966
BAU,14,2031,E5TRODSL,11.91699479
BAU,14,2031,E5TROELE,0.05735428
BAU,14,2031,E5TROFOI,0.12200466
BAU,14,2031,E5TROGSL,26.295858700000004
BAU,14,2032,E5TRODSL,12.10511607
BAU,14,2032,E5TROELE,0.07061053
BAU,14,2032,E5TROFOI,0.1394
BAU,14,2032,E5TROGSL,26.5801456
BAU,14,2033,E5TRODSL,12.290590640000001
BAU,14,2033,E5TROELE,0.08440080999999999
BAU,14,2033,E5TROFOI,0.15754731
BAU,14,2033,E5TROGSL,26.856573100000002
BAU,14,2034,E5TRODSL,12.47464263
BAU,14,2034,E5TROELE,0.09873211
BAU,14,2034,E5TROFOI,0.17612545
BAU,14,2034,E5TROGSL,27.1251611
BAU,14,2035,E5TRODSL,12.65744694
BAU,14,2035,E5TROELE,0.11417904
BAU,14,2035,E5TROFOI,0.19540215
BAU,14,2035,E5TROGSL,27.3870395
BAU,14,2036,E5TRODSL,12.88704196
BAU,14,2036,E5TROELE,0.13025462
BAU,14,2036,E5TROFOI,0.21611434
BAU,14,2036,E5TROGSL,27.7494006
BAU,14,2037,E5TRODSL,13.159956020000001
BAU,14,2037,E5TROELE,0.14753716
BAU,14,2037,E5TROFOI,0.2376
BAU,14,2037,E5TROGSL,28.0555677
BAU,14,2038,E5TRODSL,13.38616404
BAU,14,2038,E5TROELE,0.16526016999999998
BAU,14,2038,E5TROFOI,0.25992401
BAU,14,2038,E5TROGSL,28.398305099999998
BAU,14,2039,E5TRODSL,13.610088
BAU,14,2039,E5TROELE,0.1838395
BAU,14,2039,E5TROFOI,0.28281254
BAU,14,2039,E5TROGSL,28.7345719
BAU,14,2040,E5TRODSL,13.83034899
BAU,14,2040,E5TROELE,0.20382018
BAU,14,2040,E5TROFOI,0.3067
BAU,14,2040,E5TROGSL,29.0590134
BAU,14,2041,E5TRODSL,14.18999877
BAU,14,2041,E5TROELE,0.22430697
BAU,14,2041,E5TROFOI,0.3045
BAU,14,2041,E5TROGSL,29.567996
BAU,14,2042,E5TRODSL,14.54788958
BAU,14,2042,E5TROELE,0.2464838
BAU,14,2042,E5TROFOI,0.302
BAU,14,2042,E5TROGSL,30.0712878
BAU,14,2043,E5TRODSL,14.9108726
BAU,14,2043,E5TROELE,0.26932307
BAU,14,2043,E5TROFOI,0.2989
BAU,14,2043,E5TROGSL,30.5655703
BAU,14,2044,E5TRODSL,15.27339695
BAU,14,2044,E5TROELE,0.29314044
BAU,14,2044,E5TROFOI,0.29545018
BAU,14,2044,E5TROGSL,31.054893800000002
BAU,14,2045,E5TRODSL,15.64026654
BAU,14,2045,E5TROELE,0.31755465
BAU,14,2045,E5TROFOI,0.2914
BAU,14,2045,E5TROGSL,31.5388329
BAU,14,2046,E5TRODSL,16.04859562
BAU,14,2046,E5TROELE,0.34337089
BAU,14,2046,E5TROFOI,0.2877
BAU,14,2046,E5TROGSL,32.0841576
BAU,14,2047,E5TRODSL,16.468045099999998
BAU,14,2047,E5TROELE,0.37076878
BAU,14,2047,E5TROFOI,0.2834
BAU,14,2047,E5TROGSL,32.6241535
BAU,14,2048,E5TRODSL,16.89093148
BAU,14,2048,E5TROELE,0.39941296000000004
BAU,14,2048,E5TROFOI,0.2786
BAU,14,2048,E5TROGSL,33.1562691
BAU,14,2049,E5TRODSL,17.31732891
BAU,14,2049,E5TROELE,0.42840606
BAU,14,2049,E5TROFOI,0.2733
BAU,14,2049,E5TROGSL,33.6813819
BAU,14,2050,E5TRODSL,17.74532276
BAU,14,2050,E5TROELE,0.45863211000000004
BAU,14,2050,E5TROFOI,0.2674
BAU,14,2050,E5TROGSL,34.2024816
BAU,14,2051,E5TRODSL,18.12129301
BAU,14,2051,E5TROELE,0.47073036
BAU,14,2051,E5TROFOI,0.27355484
BAU,14,2051,E5TROGSL,34.7906585
BAU,14,2052,E5TRODSL,18.50368028
BAU,14,2052,E5TROELE,0.48373798
BAU,14,2052,E5TROFOI,0.2798
BAU,14,2052,E5TROGSL,35.3888886
BAU,14,2053,E5TRODSL,18.8959483
BAU,14,2053,E5TROELE,0.49572972000000004
BAU,14,2053,E5TROFOI,0.2861
BAU,14,2053,E5TROGSL,35.9976325
BAU,14,2054,E5TRODSL,19.29402684
BAU,14,2054,E5TROELE,0.50931246
BAU,14,2054,E5TROFOI,0.29265556
BAU,14,2054,E5TROGSL,36.6148209
BAU,14,2055,E5TRODSL,19.70106613
BAU,14,2055,E5TROELE,0.52296823
BAU,14,2055,E5TROFOI,0.29930215
BAU,14,2055,E5TROGSL,37.2439707
BAU,15,2021,E5TRODSL,9.31880885
BAU,15,2021,E5TROFOI,0.0144
BAU,15,2021,E5TROGSL,20.87321976
BAU,15,2022,E5TRODSL,10.088475489999999
BAU,15,2022,E5TROFOI,0.0156
BAU,15,2022,E5TROGSL,22.576075359999997
BAU,15,2023,E5TRODSL,10.558755300000001
BAU,15,2023,E5TROFOI,0.016303584
BAU,15,2023,E5TROGSL,23.62971588
BAU,15,2024,E5TRODSL,10.76274034
BAU,15,2024,E5TROFOI,0.01652509
BAU,15,2024,E5TROGSL,24.082653999999998
BAU,15,2025,E5TRODSL,10.97084808
BAU,15,2025,E5TROFOI,0.0169
BAU,15,2025,E5TROGSL,24.5492405
BAU,15,2026,E5TRODSL,11.1397026
BAU,15,2026,E5TROELE,0.0082476
BAU,15,2026,E5TROFOI,0.030513978
BAU,15,2026,E5TROGSL,24.9250765
BAU,15,2027,E5TRODSL,11.11140295
BAU,15,2027,E5TROELE,0.016016449999999998
BAU,15,2027,E5TROFOI,0.058363082
BAU,15,2027,E5TROGSL,25.1642418
BAU,15,2028,E5TRODSL,11.15506663
BAU,15,2028,E5TROELE,0.02452343
BAU,15,2028,E5TROFOI,0.0724
BAU,15,2028,E5TROGSL,25.4117806
BAU,15,2029,E5TRODSL,11.19958258
BAU,15,2029,E5TROELE,0.03340235
BAU,15,2029,E5TROFOI,0.0866
BAU,15,2029,E5TROGSL,25.6468755
BAU,15,2030,E5TRODSL,11.244296949999999
BAU,15,2030,E5TROELE,0.042233400000000004
BAU,15,2030,E5TROFOI,0.101
BAU,15,2030,E5TROGSL,25.87181137
BAU,15,2031,E5TRODSL,11.30719985
BAU,15,2031,E5TROELE,0.05344625
BAU,15,2031,E5TROFOI,0.1159
BAU,15,2031,E5TROGSL,26.1289263
BAU,15,2032,E5TRODSL,11.3661109
BAU,15,2032,E5TROELE,0.06488804000000001
BAU,15,2032,E5TROFOI,0.131
BAU,15,2032,E5TROGSL,26.3777146
BAU,15,2033,E5TRODSL,11.421175250000001
BAU,15,2033,E5TROELE,0.07670249999999999
BAU,15,2033,E5TROFOI,0.14643333
BAU,15,2033,E5TROGSL,26.61589058
BAU,15,2034,E5TRODSL,11.47100587
BAU,15,2034,E5TROELE,0.0883678
BAU,15,2034,E5TROFOI,0.162
BAU,15,2034,E5TROGSL,26.850238419999997
BAU,15,2035,E5TRODSL,11.517501939999999
BAU,15,2035,E5TROELE,0.10095059
BAU,15,2035,E5TROFOI,0.17785914
BAU,15,2035,E5TROGSL,27.074957100000002
BAU,15,2036,E5TRODSL,11.60511874
BAU,15,2036,E5TROELE,0.11345234000000001
BAU,15,2036,E5TROFOI,0.1946
BAU,15,2036,E5TROGSL,27.399566800000002
BAU,15,2037,E5TRODSL,11.7335428
BAU,15,2037,E5TROELE,0.12677280999999999
BAU,15,2037,E5TROFOI,0.2116
BAU,15,2037,E5TROGSL,27.66816037
BAU,15,2038,E5TRODSL,11.811867580000001
BAU,15,2038,E5TROELE,0.14069966
BAU,15,2038,E5TROFOI,0.2289
BAU,15,2038,E5TROGSL,27.97078794
BAU,15,2039,E5TRODSL,11.88651716
BAU,15,2039,E5TROELE,0.15386550999999998
BAU,15,2039,E5TROFOI,0.24640645
BAU,15,2039,E5TROGSL,28.26711024
BAU,15,2040,E5TRODSL,11.954802079999999
BAU,15,2040,E5TROELE,0.16838779
BAU,15,2040,E5TROFOI,0.26420466
BAU,15,2040,E5TROGSL,28.552257899999997
BAU,15,2041,E5TRODSL,12.12872012
BAU,15,2041,E5TROELE,0.18338896000000002
BAU,15,2041,E5TROFOI,0.2594
BAU,15,2041,E5TROGSL,29.01251856
BAU,15,2042,E5TRODSL,12.2972052
BAU,15,2042,E5TROELE,0.19839525
BAU,15,2042,E5TROFOI,0.25436201
BAU,15,2042,E5TROGSL,29.46352328
BAU,15,2043,E5TRODSL,12.46077419
BAU,15,2043,E5TROELE,0.21446221
BAU,15,2043,E5TROFOI,0.24894301
BAU,15,2043,E5TROGSL,29.906291420000002
BAU,15,2044,E5TRODSL,12.6193585
BAU,15,2044,E5TROELE,0.23042324
BAU,15,2044,E5TROFOI,0.2431
BAU,15,2044,E5TROGSL,30.342461999999998
BAU,15,2045,E5TRODSL,12.773111010000001
BAU,15,2045,E5TROELE,0.24640182
BAU,15,2045,E5TROFOI,0.2371
BAU,15,2045,E5TROGSL,30.7675318
BAU,15,2046,E5TRODSL,12.95579972
BAU,15,2046,E5TROELE,0.26305066
BAU,15,2046,E5TROFOI,0.2313
BAU,15,2046,E5TROGSL,31.255820899999996
BAU,15,2047,E5TRODSL,13.139970680000001
BAU,15,2047,E5TROELE,0.28048246
BAU,15,2047,E5TROFOI,0.22524194
BAU,15,2047,E5TROGSL,31.7344266
BAU,15,2048,E5TRODSL,13.322202059999999
BAU,15,2048,E5TROELE,0.29831319
BAU,15,2048,E5TROFOI,0.21873943
BAU,15,2048,E5TROGSL,32.204042199999996
BAU,15,2049,E5TRODSL,13.49868812
BAU,15,2049,E5TROELE,0.31636755
BAU,15,2049,E5TROFOI,0.212
BAU,15,2049,E5TROGSL,32.6643846
BAU,15,2050,E5TRODSL,13.66973831
BAU,15,2050,E5TROELE,0.33504038999999997
BAU,15,2050,E5TROFOI,0.2049
BAU,15,2050,E5TROGSL,33.1152976
BAU,15,2051,E5TRODSL,13.79298455
BAU,15,2051,E5TROELE,0.33957419
BAU,15,2051,E5TROFOI,0.20714588
BAU,15,2051,E5TROGSL,33.6393528
BAU,15,2052,E5TRODSL,13.91803409
BAU,15,2052,E5TROELE,0.34468428
BAU,15,2052,E5TROFOI,0.2092
BAU,15,2052,E5TROGSL,34.1688355
BAU,15,2053,E5TRODSL,14.04246245
BAU,15,2053,E5TROELE,0.34862553
BAU,15,2053,E5TROFOI,0.2113
BAU,15,2053,E5TROGSL,34.7082313
BAU,15,2054,E5TRODSL,14.1658427
BAU,15,2054,E5TROELE,0.35379578
BAU,15,2054,E5TROFOI,0.21343082
BAU,15,2054,E5TROGSL,35.2535711
BAU,15,2055,E5TRODSL,14.28892776
BAU,15,2055,E5TROELE,0.35881615
BAU,15,2055,E5TROFOI,0.21544516
BAU,15,2055,E5TROGSL,35.8089036
BAU,16,2021,E5TRODSL,9.31171426
BAU,16,2021,E5TROFOI,0.0144
BAU,16,2021,E5TROGSL,20.88052676
BAU,16,2022,E5TRODSL,10.088475489999999
BAU,16,2022,E5TROFOI,0.0156
BAU,16,2022,E5TROGSL,22.576075359999997
BAU,16,2023,E5TRODSL,10.558755300000001
BAU,16,2023,E5TROFOI,0.016303584
BAU,16,2023,E5TROGSL,23.62971588
BAU,16,2024,E5TRODSL,10.762740440000002
BAU,16,2024,E5TROFOI,0.01652509
BAU,16,2024,E5TROGSL,24.082653999999998
BAU,16,2025,E5TRODSL,10.97084808
BAU,16,2025,E5TROFOI,0.0169
BAU,16,2025,E5TROGSL,24.5492405
BAU,16,2026,E5TRODSL,11.1397026
BAU,16,2026,E5TROELE,0.0082476
BAU,16,2026,E5TROFOI,0.030513978
BAU,16,2026,E5TROGSL,24.9250765
BAU,16,2027,E5TRODSL,11.27530742
BAU,16,2027,E5TROELE,0.01617118
BAU,16,2027,E5TROFOI,0.058978136
BAU,16,2027,E5TROGSL,25.2908937
BAU,16,2028,E5TRODSL,11.487200790000001
BAU,16,2028,E5TROELE,0.025076679999999997
BAU,16,2028,E5TROFOI,0.0739
BAU,16,2028,E5TROGSL,25.6662551
BAU,16,2029,E5TRODSL,11.70451244
BAU,16,2029,E5TROELE,0.03458261
BAU,16,2029,E5TROFOI,0.089337993
BAU,16,2029,E5TROGSL,26.0303249
BAU,16,2030,E5TRODSL,11.92459191
BAU,16,2030,E5TROELE,0.04413916
BAU,16,2030,E5TROFOI,0.10542473
BAU,16,2030,E5TROGSL,26.3876779
BAU,16,2031,E5TRODSL,12.169085930000001
BAU,16,2031,E5TROELE,0.05649633
BAU,16,2031,E5TROFOI,0.1222
BAU,16,2031,E5TROGSL,26.780784999999998
BAU,16,2032,E5TRODSL,12.41141898
BAU,16,2032,E5TROELE,0.06943998
BAU,16,2032,E5TROFOI,0.13961111
BAU,16,2032,E5TROGSL,27.1682131
BAU,16,2033,E5TRODSL,12.654547630000001
BAU,16,2033,E5TROELE,0.08221498
BAU,16,2033,E5TROFOI,0.15788351
BAU,16,2033,E5TROGSL,27.549376600000002
BAU,16,2034,E5TRODSL,12.89657631
BAU,16,2034,E5TROELE,0.09642658
BAU,16,2034,E5TROFOI,0.1765
BAU,16,2034,E5TROGSL,27.926564
BAU,16,2035,E5TRODSL,13.13957978
BAU,16,2035,E5TROELE,0.11137332999999999
BAU,16,2035,E5TROFOI,0.1959
BAU,16,2035,E5TROGSL,28.2959812
BAU,16,2036,E5TRODSL,13.43196202
BAU,16,2036,E5TROELE,0.12670539
BAU,16,2036,E5TROFOI,0.2167
BAU,16,2036,E5TROGSL,28.7736097
BAU,16,2037,E5TRODSL,13.773408270000001
BAU,16,2037,E5TROELE,0.14252206
BAU,16,2037,E5TROFOI,0.2383
BAU,16,2037,E5TROGSL,29.1944315
BAU,16,2038,E5TRODSL,14.06555826
BAU,16,2038,E5TROELE,0.15993231
BAU,16,2038,E5TROFOI,0.26076487
BAU,16,2038,E5TROGSL,29.6571869
BAU,16,2039,E5TRODSL,14.35957822
BAU,16,2039,E5TROELE,0.17748846
BAU,16,2039,E5TROFOI,0.2838
BAU,16,2039,E5TROGSL,30.1142919
BAU,16,2040,E5TRODSL,14.651537639999999
BAU,16,2040,E5TROELE,0.1956803
BAU,16,2040,E5TROFOI,0.3078
BAU,16,2040,E5TROGSL,30.5628385
BAU,16,2041,E5TRODSL,15.092418890000001
BAU,16,2041,E5TROELE,0.2154412
BAU,16,2041,E5TROFOI,0.3057
BAU,16,2041,E5TROGSL,31.2088755
BAU,16,2042,E5TRODSL,15.53681446
BAU,16,2042,E5TROELE,0.23554774
BAU,16,2042,E5TROFOI,0.3033172
BAU,16,2042,E5TROGSL,31.8503644
BAU,16,2043,E5TRODSL,15.98817822
BAU,16,2043,E5TROELE,0.25751072
BAU,16,2043,E5TROFOI,0.30036129
BAU,16,2043,E5TROGSL,32.4892794
BAU,16,2044,E5TRODSL,16.44609105
BAU,16,2044,E5TROELE,0.27896783
BAU,16,2044,E5TROFOI,0.2968
BAU,16,2044,E5TROGSL,33.1250283
BAU,16,2045,E5TRODSL,16.90716713
BAU,16,2045,E5TROELE,0.30219253
BAU,16,2045,E5TROFOI,0.2929
BAU,16,2045,E5TROGSL,33.7573295
BAU,16,2046,E5TRODSL,17.41850224
BAU,16,2046,E5TROELE,0.32542645
BAU,16,2046,E5TROFOI,0.2892
BAU,16,2046,E5TROGSL,34.4620858
BAU,16,2047,E5TRODSL,17.94583882
BAU,16,2047,E5TROELE,0.35071092000000004
BAU,16,2047,E5TROFOI,0.28501326
BAU,16,2047,E5TROGSL,35.1663474
BAU,16,2048,E5TRODSL,18.48059858
BAU,16,2048,E5TROELE,0.37694844000000005
BAU,16,2048,E5TROFOI,0.28021756
BAU,16,2048,E5TROGSL,35.8646791
BAU,16,2049,E5TRODSL,19.02317964
BAU,16,2049,E5TROELE,0.40342730000000004
BAU,16,2049,E5TROFOI,0.27501004
BAU,16,2049,E5TROGSL,36.5586278
BAU,16,2050,E5TRODSL,19.57212876
BAU,16,2050,E5TROELE,0.43117244
BAU,16,2050,E5TROFOI,0.2691
BAU,16,2050,E5TROGSL,37.2503251
BAU,16,2051,E5TRODSL,20.06618873
BAU,16,2051,E5TROELE,0.44161027999999997
BAU,16,2051,E5TROFOI,0.27532581
BAU,16,2051,E5TROGSL,38.0215436
BAU,16,2052,E5TRODSL,20.57198537
BAU,16,2052,E5TROELE,0.45294629
BAU,16,2052,E5TROFOI,0.2817
BAU,16,2052,E5TROGSL,38.807553899999995
BAU,16,2053,E5TRODSL,21.088899989999998
BAU,16,2053,E5TROELE,0.46327154000000004
BAU,16,2053,E5TROFOI,0.2882
BAU,16,2053,E5TROGSL,39.610278300000004
BAU,16,2054,E5TRODSL,21.62110657
BAU,16,2054,E5TROELE,0.47430718
BAU,16,2054,E5TROFOI,0.29487168
BAU,16,2054,E5TROGSL,40.4269569
BAU,16,2055,E5TRODSL,22.164543899999998
BAU,16,2055,E5TROELE,0.48662797999999996
BAU,16,2055,E5TROFOI,0.30154731
BAU,16,2055,E5TROGSL,41.2634367
BAU,17,2021,E5TRODSL,9.32529533
BAU,17,2021,E5TROFOI,0.0144
BAU,17,2021,E5TROGSL,20.86653876
BAU,17,2022,E5TRODSL,10.088475489999999
BAU,17,2022,E5TROFOI,0.0156
BAU,17,2022,E5TROGSL,22.576075359999997
BAU,17,2023,E5TRODSL,10.558755300000001
BAU,17,2023,E5TROFOI,0.016303584
BAU,17,2023,E5TROGSL,23.62971588
BAU,17,2024,E5TRODSL,10.762740440000002
BAU,17,2024,E5TROFOI,0.01652509
BAU,17,2024,E5TROGSL,24.082653999999998
BAU,17,2025,E5TRODSL,10.97084808
BAU,17,2025,E5TROFOI,0.0169
BAU,17,2025,E5TROGSL,24.5492405
BAU,17,2026,E5TRODSL,11.1397026
BAU,17,2026,E5TROELE,0.0082476
BAU,17,2026,E5TROFOI,0.030513978
BAU,17,2026,E5TROGSL,24.9250765
BAU,17,2027,E5TRODSL,11.376674379999999
BAU,17,2027,E5TROELE,0.0161735
BAU,17,2027,E5TROFOI,0.059241935
BAU,17,2027,E5TROGSL,25.524259899999997
BAU,17,2028,E5TRODSL,11.69296988
BAU,17,2028,E5TROELE,0.02499895
BAU,17,2028,E5TROFOI,0.0746
BAU,17,2028,E5TROGSL,26.1416255
BAU,17,2029,E5TRODSL,12.0096326
BAU,17,2029,E5TROELE,0.03460188
BAU,17,2029,E5TROFOI,0.0906
BAU,17,2029,E5TROGSL,26.7662299
BAU,17,2030,E5TRODSL,12.33584099
BAU,17,2030,E5TROELE,0.044216450000000004
BAU,17,2030,E5TROFOI,0.1073
BAU,17,2030,E5TROGSL,27.388632299999998
BAU,17,2031,E5TRODSL,12.689767929999999
BAU,17,2031,E5TROELE,0.05660654
BAU,17,2031,E5TROFOI,0.125
BAU,17,2031,E5TROGSL,28.057842800000003
BAU,17,2032,E5TRODSL,13.04315973
BAU,17,2032,E5TROELE,0.06954604
BAU,17,2032,E5TROFOI,0.1435
BAU,17,2032,E5TROGSL,28.7334613
BAU,17,2033,E5TRODSL,13.404323790000001
BAU,17,2033,E5TROELE,0.08352371
BAU,17,2033,E5TROFOI,0.16296631
BAU,17,2033,E5TROGSL,29.4071384
BAU,17,2034,E5TRODSL,13.77161713
BAU,17,2034,E5TROELE,0.09778965
BAU,17,2034,E5TROFOI,0.183
BAU,17,2034,E5TROGSL,30.0837552
BAU,17,2035,E5TRODSL,14.141196019999999
BAU,17,2035,E5TROELE,0.11279107999999999
BAU,17,2035,E5TROFOI,0.20405484
BAU,17,2035,E5TROGSL,30.7640001
BAU,17,2036,E5TRODSL,14.60515815
BAU,17,2036,E5TROELE,0.12821143000000002
BAU,17,2036,E5TROFOI,0.22660896
BAU,17,2036,E5TROGSL,31.5366454
BAU,17,2037,E5TRODSL,15.06057372
BAU,17,2037,E5TROELE,0.14458128
BAU,17,2037,E5TROFOI,0.2503
BAU,17,2037,E5TROGSL,32.3272216
BAU,17,2038,E5TRODSL,15.50045712
BAU,17,2038,E5TROELE,0.16267499000000002
BAU,17,2038,E5TROFOI,0.27512258
BAU,17,2038,E5TROGSL,33.1398845
BAU,17,2039,E5TRODSL,15.9474582
BAU,17,2039,E5TROELE,0.18036085
BAU,17,2039,E5TROFOI,0.3007
BAU,17,2039,E5TROGSL,33.9566567
BAU,17,2040,E5TRODSL,16.39724697
BAU,17,2040,E5TROELE,0.19944333
BAU,17,2040,E5TROFOI,0.3275
BAU,17,2040,E5TROGSL,34.7755035
BAU,17,2041,E5TRODSL,17.01904952
BAU,17,2041,E5TROELE,0.22004575
BAU,17,2041,E5TROFOI,0.3266
BAU,17,2041,E5TROGSL,35.831116
BAU,17,2042,E5TRODSL,17.65267866
BAU,17,2042,E5TROELE,0.24101674
BAU,17,2042,E5TROFOI,0.32536057
BAU,17,2042,E5TROGSL,36.898038299999996
BAU,17,2043,E5TRODSL,18.29996117
BAU,17,2043,E5TROELE,0.26391252
BAU,17,2043,E5TROFOI,0.32351075
BAU,17,2043,E5TROGSL,37.9757987
BAU,17,2044,E5TRODSL,18.96226164
BAU,17,2044,E5TROELE,0.28643037
BAU,17,2044,E5TROFOI,0.32103441
BAU,17,2044,E5TROGSL,39.066603400000005
BAU,17,2045,E5TRODSL,19.63963774
BAU,17,2045,E5TROELE,0.31068680000000004
BAU,17,2045,E5TROFOI,0.318
BAU,17,2045,E5TROGSL,40.1664915
BAU,17,2046,E5TRODSL,20.3810708
BAU,17,2046,E5TROELE,0.33505332
BAU,17,2046,E5TROFOI,0.3153
BAU,17,2046,E5TROGSL,41.3714863
BAU,17,2047,E5TRODSL,21.14829612
BAU,17,2047,E5TROELE,0.36210453
BAU,17,2047,E5TROFOI,0.312
BAU,17,2047,E5TROGSL,42.5895348
BAU,17,2048,E5TRODSL,21.935770289999997
BAU,17,2048,E5TROELE,0.38969782
BAU,17,2048,E5TROFOI,0.308
BAU,17,2048,E5TROGSL,43.819786
BAU,17,2049,E5TRODSL,22.7416053
BAU,17,2049,E5TROELE,0.41824987
BAU,17,2049,E5TROFOI,0.30330538
BAU,17,2049,E5TROGSL,45.0620202
BAU,17,2050,E5TRODSL,23.5612313
BAU,17,2050,E5TROELE,0.4485416
BAU,17,2050,E5TROFOI,0.29817778
BAU,17,2050,E5TROGSL,46.31760860000001
BAU,17,2051,E5TRODSL,24.3275026
BAU,17,2051,E5TROELE,0.46026372000000004
BAU,17,2051,E5TROFOI,0.3061
BAU,17,2051,E5TROGSL,47.6935879
BAU,17,2052,E5TRODSL,25.1132551
BAU,17,2052,E5TROELE,0.47296956
BAU,17,2052,E5TROFOI,0.3144
BAU,17,2052,E5TROGSL,49.107995900000006
BAU,17,2053,E5TRODSL,25.9257553
BAU,17,2053,E5TROELE,0.48478784999999996
BAU,17,2053,E5TROFOI,0.3228
BAU,17,2053,E5TROGSL,50.56237470000001
BAU,17,2054,E5TRODSL,26.7611074
BAU,17,2054,E5TROELE,0.49805921
BAU,17,2054,E5TROFOI,0.33153978
BAU,17,2054,E5TROGSL,52.055888800000005
BAU,17,2055,E5TRODSL,27.6207062
BAU,17,2055,E5TROELE,0.5116758
BAU,17,2055,E5TROFOI,0.3404448
BAU,17,2055,E5TROGSL,53.5946405
BAU,18,2021,E5TRODSL,9.31124129
BAU,18,2021,E5TROFOI,0.0144
BAU,18,2021,E5TROGSL,20.88101376
BAU,18,2022,E5TRODSL,10.088475489999999
BAU,18,2022,E5TROFOI,0.0156
BAU,18,2022,E5TROGSL,22.576075359999997
BAU,18,2023,E5TRODSL,10.558755300000001
BAU,18,2023,E5TROFOI,0.016303584
BAU,18,2023,E5TROGSL,23.62971588
BAU,18,2024,E5TRODSL,10.76274034
BAU,18,2024,E5TROFOI,0.01652509
BAU,18,2024,E5TROGSL,24.082653999999998
BAU,18,2025,E5TRODSL,10.97084808
BAU,18,2025,E5TROFOI,0.0169
BAU,18,2025,E5TROGSL,24.5492405
BAU,18,2026,E5TRODSL,11.1397026
BAU,18,2026,E5TROELE,0.0082476
BAU,18,2026,E5TROFOI,0.030513978
BAU,18,2026,E5TROGSL,24.9250765
BAU,18,2027,E5TRODSL,11.36813969
BAU,18,2027,E5TROELE,0.016008920000000003
BAU,18,2027,E5TROFOI,0.059303226
BAU,18,2027,E5TROGSL,25.3547299
BAU,18,2028,E5TRODSL,11.67364565
BAU,18,2028,E5TROELE,0.02457277
BAU,18,2028,E5TROFOI,0.0749
BAU,18,2028,E5TROGSL,25.7960175
BAU,18,2029,E5TRODSL,11.9896007
BAU,18,2029,E5TROELE,0.03355163
BAU,18,2029,E5TROFOI,0.0911
BAU,18,2029,E5TROGSL,26.2274129
BAU,18,2030,E5TRODSL,12.31106632
BAU,18,2030,E5TROELE,0.04240074
BAU,18,2030,E5TROFOI,0.1081129
BAU,18,2030,E5TROGSL,26.6528186
BAU,18,2031,E5TRODSL,12.6603581
BAU,18,2031,E5TROELE,0.05369981
BAU,18,2031,E5TROFOI,0.1261
