Strategy,Future.ID,Technology,Year,TotalCapacityAnnual
BAU,54,PPWNDON,2021,0.102457
BAU,54,PPWNDON,2022,0.102457
BAU,54,PPWNDON,2023,0.102457
BAU,54,PPWNDON,2024,0.102457
BAU,54,PPWNDON,2025,0.162457
BAU,54,PPWNDON,2026,0.222457
BAU,54,PPWNDON,2027,0.282457
BAU,54,PPWNDON,2028,0.303457
BAU,54,PPWNDON,2029,0.303457
BAU,54,PPWNDON,2030,0.303457
BAU,54,PPWNDON,2031,0.303457
BAU,54,PPWNDON,2032,0.360457
BAU,54,PPWNDON,2033,0.360457
BAU,54,PPWNDON,2034,0.360457
BAU,54,PPWNDON,2035,0.385457
BAU,54,PPWNDON,2036,0.385457
BAU,54,PPWNDON,2037,0.385457
BAU,54,PPWNDON,2038,0.385457
BAU,54,PPWNDON,2039,0.445457
BAU,54,PPWNDON,2040,0.445457
BAU,54,PPWNDON,2041,0.445
BAU,54,PPWNDON,2042,0.445
BAU,54,PPWNDON,2043,0.445
BAU,54,PPWNDON,2044,0.445
BAU,54,PPWNDON,2045,0.445399
BAU,54,PPWNDON,2046,0.450529
BAU,54,PPWNDON,2047,0.455669
BAU,54,PPWNDON,2048,0.485481
BAU,54,PPWNDON,2049,0.523061
BAU,54,PPWNDON,2050,0.557807
BAU,54,PPWNDON,2051,0.557807
BAU,54,PPWNDON,2052,0.544206
BAU,54,PPWNDON,2053,0.544206
BAU,54,PPWNDON,2054,0.544206
BAU,54,PPWNDON,2055,0.523948
BAU,55,PPPVT,2021,0.0573256
BAU,55,PPPVT,2022,0.0573256
BAU,55,PPPVT,2023,0.0573256
BAU,55,PPPVT,2024,0.0573256
BAU,55,PPPVT,2025,0.147854
BAU,55,PPPVT,2026,0.237854
BAU,55,PPPVT,2027,0.329192
BAU,55,PPPVT,2028,0.419192
BAU,55,PPPVT,2029,0.509192
BAU,55,PPPVT,2030,0.599192
BAU,55,PPPVT,2031,0.689192
BAU,55,PPPVT,2032,0.779192
BAU,55,PPPVT,2033,0.813192
BAU,55,PPPVT,2034,0.8265
BAU,55,PPPVT,2035,0.973938
BAU,55,PPPVT,2036,1.08492
BAU,55,PPPVT,2037,1.17492
BAU,55,PPPVT,2038,1.24492
BAU,55,PPPVT,2039,1.33492
BAU,55,PPPVT,2040,1.35792
BAU,55,PPPVT,2041,1.3906
BAU,55,PPPVT,2042,1.3906
BAU,55,PPPVT,2043,1.3906
BAU,55,PPPVT,2044,1.42156
BAU,55,PPPVT,2045,1.4525
BAU,55,PPPVT,2046,1.48346
BAU,55,PPPVT,2047,1.51442
BAU,55,PPPVT,2048,1.54537
BAU,55,PPPVT,2049,1.57633
BAU,55,PPPVT,2050,1.60729
BAU,55,PPPVT,2051,1.63322
BAU,55,PPPVT,2052,1.66919
BAU,55,PPPVT,2053,1.694
BAU,55,PPPVT,2054,1.71922
BAU,55,PPPVT,2055,1.76206
BAU,55,PPWNDON,2021,0.102457
BAU,55,PPWNDON,2022,0.102457
BAU,55,PPWNDON,2023,0.102457
BAU,55,PPWNDON,2024,0.102457
BAU,55,PPWNDON,2025,0.162457
BAU,55,PPWNDON,2026,0.222457
BAU,55,PPWNDON,2027,0.282457
BAU,55,PPWNDON,2028,0.303457
BAU,55,PPWNDON,2029,0.303457
BAU,55,PPWNDON,2030,0.303457
BAU,55,PPWNDON,2031,0.303457
BAU,55,PPWNDON,2032,0.360457
BAU,55,PPWNDON,2033,0.360457
BAU,55,PPWNDON,2034,0.360457
BAU,55,PPWNDON,2035,0.385457
BAU,55,PPWNDON,2036,0.385457
BAU,55,PPWNDON,2037,0.385457
BAU,55,PPWNDON,2038,0.385457
BAU,55,PPWNDON,2039,0.445457
BAU,55,PPWNDON,2040,0.447283
BAU,55,PPWNDON,2041,0.539003
BAU,55,PPWNDON,2042,0.570529
BAU,55,PPWNDON,2043,0.570529
BAU,55,PPWNDON,2044,0.570529
BAU,55,PPWNDON,2045,0.510529
BAU,55,PPWNDON,2046,0.450529
BAU,55,PPWNDON,2047,0.455669
BAU,55,PPWNDON,2048,0.46081
BAU,55,PPWNDON,2049,0.46595
BAU,55,PPWNDON,2050,0.50276
BAU,55,PPWNDON,2051,0.50276
BAU,55,PPWNDON,2052,0.491641
BAU,55,PPWNDON,2053,0.491641
BAU,55,PPWNDON,2054,0.491641
BAU,55,PPWNDON,2055,0.474309
BAU,56,PPPVT,2021,0.0573256
BAU,56,PPPVT,2022,0.0573256
BAU,56,PPPVT,2023,0.0573256
BAU,56,PPPVT,2024,0.0594499
BAU,56,PPPVT,2025,0.149628
BAU,56,PPPVT,2026,0.239628
BAU,56,PPPVT,2027,0.329628
BAU,56,PPPVT,2028,0.419628
BAU,56,PPPVT,2029,0.509628
BAU,56,PPPVT,2030,0.599628
BAU,56,PPPVT,2031,0.689628
BAU,56,PPPVT,2032,0.779628
BAU,56,PPPVT,2033,0.813628
BAU,56,PPPVT,2034,0.813628
BAU,56,PPPVT,2035,0.815642
BAU,56,PPPVT,2036,0.900132
BAU,56,PPPVT,2037,0.990649
BAU,56,PPPVT,2038,1.06105
BAU,56,PPPVT,2039,1.15158
BAU,56,PPPVT,2040,1.1747
BAU,56,PPPVT,2041,1.20789
BAU,56,PPPVT,2042,1.20789
BAU,56,PPPVT,2043,1.20789
BAU,56,PPPVT,2044,1.20789
BAU,56,PPPVT,2045,1.20789
BAU,56,PPPVT,2046,1.20789
BAU,56,PPPVT,2047,1.20789
BAU,56,PPPVT,2048,1.20789
BAU,56,PPPVT,2049,1.22007
BAU,56,PPPVT,2050,1.23697
BAU,56,PPPVT,2051,1.24538
BAU,56,PPPVT,2052,1.25258
BAU,56,PPPVT,2053,1.25976
BAU,56,PPPVT,2054,1.26713
BAU,56,PPPVT,2055,1.30474
BAU,56,PPWNDON,2021,0.102457
BAU,56,PPWNDON,2022,0.102457
BAU,56,PPWNDON,2023,0.102457
BAU,56,PPWNDON,2024,0.102457
BAU,56,PPWNDON,2025,0.162457
BAU,56,PPWNDON,2026,0.222457
BAU,56,PPWNDON,2027,0.282457
BAU,56,PPWNDON,2028,0.303457
BAU,56,PPWNDON,2029,0.303457
BAU,56,PPWNDON,2030,0.303457
BAU,56,PPWNDON,2031,0.303457
BAU,56,PPWNDON,2032,0.360457
BAU,56,PPWNDON,2033,0.360457
BAU,56,PPWNDON,2034,0.360457
BAU,56,PPWNDON,2035,0.385457
BAU,56,PPWNDON,2036,0.385457
BAU,56,PPWNDON,2037,0.385457
BAU,56,PPWNDON,2038,0.385457
BAU,56,PPWNDON,2039,0.445457
BAU,56,PPWNDON,2040,0.445457
BAU,56,PPWNDON,2041,0.445
BAU,56,PPWNDON,2042,0.445
BAU,56,PPWNDON,2043,0.445
BAU,56,PPWNDON,2044,0.445
BAU,56,PPWNDON,2045,0.445399
BAU,56,PPWNDON,2046,0.450529
BAU,56,PPWNDON,2047,0.455669
BAU,56,PPWNDON,2048,0.46081
BAU,56,PPWNDON,2049,0.46595
BAU,56,PPWNDON,2050,0.47108
BAU,56,PPWNDON,2051,0.47622
BAU,56,PPWNDON,2052,0.481361
BAU,56,PPWNDON,2053,0.486501
BAU,56,PPWNDON,2054,0.491641
BAU,56,PPWNDON,2055,0.466641
BAU,57,PPPVT,2021,0.0573256
BAU,57,PPPVT,2022,0.0573256
BAU,57,PPPVT,2023,0.0573256
BAU,57,PPPVT,2024,0.0594499
BAU,57,PPPVT,2025,0.149912
BAU,57,PPPVT,2026,0.239912
BAU,57,PPPVT,2027,0.329912
BAU,57,PPPVT,2028,0.419912
BAU,57,PPPVT,2029,0.509912
BAU,57,PPPVT,2030,0.599912
BAU,57,PPPVT,2031,0.689912
BAU,57,PPPVT,2032,0.779912
BAU,57,PPPVT,2033,0.813912
BAU,57,PPPVT,2034,0.813912
BAU,57,PPPVT,2035,0.815642
BAU,57,PPPVT,2036,0.900132
BAU,57,PPPVT,2037,0.990649
BAU,57,PPPVT,2038,1.06105
BAU,57,PPPVT,2039,1.15158
BAU,57,PPPVT,2040,1.1747
BAU,57,PPPVT,2041,1.20789
BAU,57,PPPVT,2042,1.20789
BAU,57,PPPVT,2043,1.20789
BAU,57,PPPVT,2044,1.20789
BAU,57,PPPVT,2045,1.20789
BAU,57,PPPVT,2046,1.20789
BAU,57,PPPVT,2047,1.20789
BAU,57,PPPVT,2048,1.20789
BAU,57,PPPVT,2049,1.20789
BAU,57,PPPVT,2050,1.20789
BAU,57,PPPVT,2051,1.20789
BAU,57,PPPVT,2052,1.20789
BAU,57,PPPVT,2053,1.20789
BAU,57,PPPVT,2054,1.20789
BAU,57,PPPVT,2055,1.20789
BAU,57,PPWNDON,2021,0.102457
BAU,57,PPWNDON,2022,0.102457
BAU,57,PPWNDON,2023,0.102457
BAU,57,PPWNDON,2024,0.102457
BAU,57,PPWNDON,2025,0.162457
BAU,57,PPWNDON,2026,0.222457
BAU,57,PPWNDON,2027,0.282457
BAU,57,PPWNDON,2028,0.303457
BAU,57,PPWNDON,2029,0.303457
BAU,57,PPWNDON,2030,0.303457
BAU,57,PPWNDON,2031,0.303457
BAU,57,PPWNDON,2032,0.360457
BAU,57,PPWNDON,2033,0.360457
BAU,57,PPWNDON,2034,0.360457
BAU,57,PPWNDON,2035,0.385457
BAU,57,PPWNDON,2036,0.385457
BAU,57,PPWNDON,2037,0.385457
BAU,57,PPWNDON,2038,0.385457
BAU,57,PPWNDON,2039,0.445457
BAU,57,PPWNDON,2040,0.445457
BAU,57,PPWNDON,2041,0.445
BAU,57,PPWNDON,2042,0.445
BAU,57,PPWNDON,2043,0.445
BAU,57,PPWNDON,2044,0.445
BAU,57,PPWNDON,2045,0.445399
BAU,57,PPWNDON,2046,0.450529
BAU,57,PPWNDON,2047,0.455669
BAU,57,PPWNDON,2048,0.46081
BAU,57,PPWNDON,2049,0.46595
BAU,57,PPWNDON,2050,0.47108
BAU,57,PPWNDON,2051,0.47622
BAU,57,PPWNDON,2052,0.481361
BAU,57,PPWNDON,2053,0.486501
BAU,57,PPWNDON,2054,0.491641
BAU,57,PPWNDON,2055,0.466641
BAU,58,PPPVT,2021,0.0573256
BAU,58,PPPVT,2022,0.0573256
BAU,58,PPPVT,2023,0.0573256
BAU,58,PPPVT,2024,0.0594499
BAU,58,PPPVT,2025,0.149901
BAU,58,PPPVT,2026,0.239901
BAU,58,PPPVT,2027,0.329901
BAU,58,PPPVT,2028,0.419901
BAU,58,PPPVT,2029,0.509901
BAU,58,PPPVT,2030,0.599901
BAU,58,PPPVT,2031,0.689901
BAU,58,PPPVT,2032,0.779901
BAU,58,PPPVT,2033,0.813901
BAU,58,PPPVT,2034,0.813901
BAU,58,PPPVT,2035,0.815642
BAU,58,PPPVT,2036,0.900132
BAU,58,PPPVT,2037,0.990649
BAU,58,PPPVT,2038,1.06105
BAU,58,PPPVT,2039,1.15158
BAU,58,PPPVT,2040,1.1747
BAU,58,PPPVT,2041,1.20789
BAU,58,PPPVT,2042,1.20847
BAU,58,PPPVT,2043,1.24186
BAU,58,PPPVT,2044,1.27442
BAU,58,PPPVT,2045,1.3018
BAU,58,PPPVT,2046,1.33285
BAU,58,PPPVT,2047,1.36472
BAU,58,PPPVT,2048,1.39707
BAU,58,PPPVT,2049,1.42995
BAU,58,PPPVT,2050,1.45943
BAU,58,PPPVT,2051,1.47125
BAU,58,PPPVT,2052,1.48253
BAU,58,PPPVT,2053,1.49392
BAU,58,PPPVT,2054,1.5056
BAU,58,PPPVT,2055,1.54092
BAU,58,PPWNDON,2021,0.102457
BAU,58,PPWNDON,2022,0.102457
BAU,58,PPWNDON,2023,0.102457
BAU,58,PPWNDON,2024,0.102457
BAU,58,PPWNDON,2025,0.162457
BAU,58,PPWNDON,2026,0.222457
BAU,58,PPWNDON,2027,0.282457
BAU,58,PPWNDON,2028,0.303457
BAU,58,PPWNDON,2029,0.303457
BAU,58,PPWNDON,2030,0.303457
BAU,58,PPWNDON,2031,0.303457
BAU,58,PPWNDON,2032,0.360457
BAU,58,PPWNDON,2033,0.360457
BAU,58,PPWNDON,2034,0.360457
BAU,58,PPWNDON,2035,0.385457
BAU,58,PPWNDON,2036,0.385457
BAU,58,PPWNDON,2037,0.385457
BAU,58,PPWNDON,2038,0.385457
BAU,58,PPWNDON,2039,0.445457
BAU,58,PPWNDON,2040,0.445457
BAU,58,PPWNDON,2041,0.445
BAU,58,PPWNDON,2042,0.445
BAU,58,PPWNDON,2043,0.445
BAU,58,PPWNDON,2044,0.445
BAU,58,PPWNDON,2045,0.445399
BAU,58,PPWNDON,2046,0.450529
BAU,58,PPWNDON,2047,0.455669
BAU,58,PPWNDON,2048,0.46081
BAU,58,PPWNDON,2049,0.46595
BAU,58,PPWNDON,2050,0.47108
BAU,58,PPWNDON,2051,0.47622
BAU,58,PPWNDON,2052,0.481361
BAU,58,PPWNDON,2053,0.486501
BAU,58,PPWNDON,2054,0.491641
BAU,58,PPWNDON,2055,0.466641
BAU,59,PPPVT,2021,0.0573256
BAU,59,PPPVT,2022,0.0573256
BAU,59,PPPVT,2023,0.0573256
BAU,59,PPPVT,2024,0.0594499
BAU,59,PPPVT,2025,0.150054
BAU,59,PPPVT,2026,0.240054
BAU,59,PPPVT,2027,0.330054
BAU,59,PPPVT,2028,0.420054
BAU,59,PPPVT,2029,0.510054
BAU,59,PPPVT,2030,0.600054
BAU,59,PPPVT,2031,0.690054
BAU,59,PPPVT,2032,0.780054
BAU,59,PPPVT,2033,0.814054
BAU,59,PPPVT,2034,0.814054
BAU,59,PPPVT,2035,0.910759
BAU,59,PPPVT,2036,1.01803
BAU,59,PPPVT,2037,1.12604
BAU,59,PPPVT,2038,1.21396
BAU,59,PPPVT,2039,1.30396
BAU,59,PPPVT,2040,1.32696
BAU,59,PPPVT,2041,1.35964
BAU,59,PPPVT,2042,1.35964
BAU,59,PPPVT,2043,1.3906
BAU,59,PPPVT,2044,1.42156
BAU,59,PPPVT,2045,1.4525
BAU,59,PPPVT,2046,1.48346
BAU,59,PPPVT,2047,1.51442
BAU,59,PPPVT,2048,1.54537
BAU,59,PPPVT,2049,1.57633
BAU,59,PPPVT,2050,1.60729
BAU,59,PPPVT,2051,1.6283
BAU,59,PPPVT,2052,1.66919
BAU,59,PPPVT,2053,1.69018
BAU,59,PPPVT,2054,1.71145
BAU,59,PPPVT,2055,1.75786
BAU,59,PPWNDON,2021,0.102457
BAU,59,PPWNDON,2022,0.102457
BAU,59,PPWNDON,2023,0.102457
BAU,59,PPWNDON,2024,0.102457
BAU,59,PPWNDON,2025,0.162457
BAU,59,PPWNDON,2026,0.222457
BAU,59,PPWNDON,2027,0.282457
BAU,59,PPWNDON,2028,0.303457
BAU,59,PPWNDON,2029,0.303457
BAU,59,PPWNDON,2030,0.303457
BAU,59,PPWNDON,2031,0.303457
BAU,59,PPWNDON,2032,0.360457
BAU,59,PPWNDON,2033,0.360457
BAU,59,PPWNDON,2034,0.360457
BAU,59,PPWNDON,2035,0.385457
BAU,59,PPWNDON,2036,0.385457
BAU,59,PPWNDON,2037,0.385457
BAU,59,PPWNDON,2038,0.385457
BAU,59,PPWNDON,2039,0.445457
BAU,59,PPWNDON,2040,0.445457
BAU,59,PPWNDON,2041,0.445
BAU,59,PPWNDON,2042,0.445
BAU,59,PPWNDON,2043,0.445
BAU,59,PPWNDON,2044,0.445
BAU,59,PPWNDON,2045,0.469197
BAU,59,PPWNDON,2046,0.495756
BAU,59,PPWNDON,2047,0.523365
BAU,59,PPWNDON,2048,0.545279
BAU,59,PPWNDON,2049,0.574575
BAU,59,PPWNDON,2050,0.600974
BAU,59,PPWNDON,2051,0.600974
BAU,59,PPWNDON,2052,0.58103
BAU,59,PPWNDON,2053,0.58103
BAU,59,PPWNDON,2054,0.58103
BAU,59,PPWNDON,2055,0.55603
BAU,60,PPPVT,2021,0.0573256
BAU,60,PPPVT,2022,0.0573256
BAU,60,PPPVT,2023,0.0573256
BAU,60,PPPVT,2024,0.0594499
BAU,60,PPPVT,2025,0.149729
BAU,60,PPPVT,2026,0.239729
BAU,60,PPPVT,2027,0.329729
BAU,60,PPPVT,2028,0.419729
BAU,60,PPPVT,2029,0.509729
BAU,60,PPPVT,2030,0.599729
BAU,60,PPPVT,2031,0.689729
BAU,60,PPPVT,2032,0.779729
BAU,60,PPPVT,2033,0.813729
BAU,60,PPPVT,2034,0.813729
BAU,60,PPPVT,2035,0.815642
BAU,60,PPPVT,2036,0.900132
BAU,60,PPPVT,2037,0.990649
BAU,60,PPPVT,2038,1.06105
BAU,60,PPPVT,2039,1.15158
BAU,60,PPPVT,2040,1.1747
BAU,60,PPPVT,2041,1.20789
BAU,60,PPPVT,2042,1.20789
BAU,60,PPPVT,2043,1.20789
BAU,60,PPPVT,2044,1.20789
BAU,60,PPPVT,2045,1.20789
BAU,60,PPPVT,2046,1.20789
BAU,60,PPPVT,2047,1.20789
BAU,60,PPPVT,2048,1.20789
BAU,60,PPPVT,2049,1.20789
BAU,60,PPPVT,2050,1.20789
BAU,60,PPPVT,2051,1.20789
BAU,60,PPPVT,2052,1.20789
BAU,60,PPPVT,2053,1.20789
BAU,60,PPPVT,2054,1.20789
BAU,60,PPPVT,2055,1.20789
BAU,60,PPWNDON,2021,0.102457
BAU,60,PPWNDON,2022,0.102457
BAU,60,PPWNDON,2023,0.102457
BAU,60,PPWNDON,2024,0.102457
BAU,60,PPWNDON,2025,0.162457
BAU,60,PPWNDON,2026,0.222457
BAU,60,PPWNDON,2027,0.282457
BAU,60,PPWNDON,2028,0.303457
BAU,60,PPWNDON,2029,0.303457
BAU,60,PPWNDON,2030,0.303457
BAU,60,PPWNDON,2031,0.303457
BAU,60,PPWNDON,2032,0.360457
BAU,60,PPWNDON,2033,0.360457
BAU,60,PPWNDON,2034,0.360457
BAU,60,PPWNDON,2035,0.385457
BAU,60,PPWNDON,2036,0.385457
BAU,60,PPWNDON,2037,0.385457
BAU,60,PPWNDON,2038,0.385457
BAU,60,PPWNDON,2039,0.445457
BAU,60,PPWNDON,2040,0.445457
BAU,60,PPWNDON,2041,0.445
BAU,60,PPWNDON,2042,0.445
BAU,60,PPWNDON,2043,0.445
BAU,60,PPWNDON,2044,0.445
BAU,60,PPWNDON,2045,0.445399
BAU,60,PPWNDON,2046,0.450529
BAU,60,PPWNDON,2047,0.455669
BAU,60,PPWNDON,2048,0.46081
BAU,60,PPWNDON,2049,0.46595
BAU,60,PPWNDON,2050,0.47108
BAU,60,PPWNDON,2051,0.47622
BAU,60,PPWNDON,2052,0.481361
BAU,60,PPWNDON,2053,0.486501
BAU,60,PPWNDON,2054,0.491641
BAU,60,PPWNDON,2055,0.466641
BAU,61,PPPVT,2021,0.0573256
BAU,61,PPPVT,2022,0.0573256
BAU,61,PPPVT,2023,0.0573256
BAU,61,PPPVT,2024,0.0594499
BAU,61,PPPVT,2025,0.150218
BAU,61,PPPVT,2026,0.240218
BAU,61,PPPVT,2027,0.330218
BAU,61,PPPVT,2028,0.420218
BAU,61,PPPVT,2029,0.510218
BAU,61,PPPVT,2030,0.600218
BAU,61,PPPVT,2031,0.690218
BAU,61,PPPVT,2032,0.780218
BAU,61,PPPVT,2033,0.814218
BAU,61,PPPVT,2034,0.814218
BAU,61,PPPVT,2035,0.815642
BAU,61,PPPVT,2036,0.900132
BAU,61,PPPVT,2037,0.990649
BAU,61,PPPVT,2038,1.06105
BAU,61,PPPVT,2039,1.15158
BAU,61,PPPVT,2040,1.1747
BAU,61,PPPVT,2041,1.20789
BAU,61,PPPVT,2042,1.20789
BAU,61,PPPVT,2043,1.20789
BAU,61,PPPVT,2044,1.20789
BAU,61,PPPVT,2045,1.20789
BAU,61,PPPVT,2046,1.20789
BAU,61,PPPVT,2047,1.20789
BAU,61,PPPVT,2048,1.20789
BAU,61,PPPVT,2049,1.20789
BAU,61,PPPVT,2050,1.20789
BAU,61,PPPVT,2051,1.20789
BAU,61,PPPVT,2052,1.20789
BAU,61,PPPVT,2053,1.20789
BAU,61,PPPVT,2054,1.20789
BAU,61,PPPVT,2055,1.20789
BAU,61,PPWNDON,2021,0.102457
BAU,61,PPWNDON,2022,0.102457
BAU,61,PPWNDON,2023,0.102457
BAU,61,PPWNDON,2024,0.102457
BAU,61,PPWNDON,2025,0.162457
BAU,61,PPWNDON,2026,0.222457
BAU,61,PPWNDON,2027,0.282457
BAU,61,PPWNDON,2028,0.303457
BAU,61,PPWNDON,2029,0.303457
BAU,61,PPWNDON,2030,0.303457
BAU,61,PPWNDON,2031,0.303457
BAU,61,PPWNDON,2032,0.360457
BAU,61,PPWNDON,2033,0.360457
BAU,61,PPWNDON,2034,0.360457
BAU,61,PPWNDON,2035,0.385457
BAU,61,PPWNDON,2036,0.385457
BAU,61,PPWNDON,2037,0.385457
BAU,61,PPWNDON,2038,0.385457
BAU,61,PPWNDON,2039,0.445457
BAU,61,PPWNDON,2040,0.445457
BAU,61,PPWNDON,2041,0.445
BAU,61,PPWNDON,2042,0.445
BAU,61,PPWNDON,2043,0.445
BAU,61,PPWNDON,2044,0.445
BAU,61,PPWNDON,2045,0.445399
BAU,61,PPWNDON,2046,0.450529
BAU,61,PPWNDON,2047,0.455669
BAU,61,PPWNDON,2048,0.46081
BAU,61,PPWNDON,2049,0.46595
BAU,61,PPWNDON,2050,0.47108
BAU,61,PPWNDON,2051,0.47622
BAU,61,PPWNDON,2052,0.481361
BAU,61,PPWNDON,2053,0.486501
BAU,61,PPWNDON,2054,0.491641
BAU,61,PPWNDON,2055,0.466641
BAU,62,PPPVT,2021,0.0573256
BAU,62,PPPVT,2022,0.0573256
BAU,62,PPPVT,2023,0.0573256
BAU,62,PPPVT,2024,0.0594499
BAU,62,PPPVT,2025,0.150085
BAU,62,PPPVT,2026,0.240085
BAU,62,PPPVT,2027,0.330085
BAU,62,PPPVT,2028,0.420085
BAU,62,PPPVT,2029,0.510085
BAU,62,PPPVT,2030,0.600085
BAU,62,PPPVT,2031,0.690085
BAU,62,PPPVT,2032,0.780085
BAU,62,PPPVT,2033,0.814085
BAU,62,PPPVT,2034,0.814085
BAU,62,PPPVT,2035,0.815642
BAU,62,PPPVT,2036,0.900132
BAU,62,PPPVT,2037,0.990649
BAU,62,PPPVT,2038,1.06105
BAU,62,PPPVT,2039,1.15158
BAU,62,PPPVT,2040,1.1747
BAU,62,PPPVT,2041,1.20789
BAU,62,PPPVT,2042,1.20789
BAU,62,PPPVT,2043,1.20789
BAU,62,PPPVT,2044,1.20789
BAU,62,PPPVT,2045,1.20789
BAU,62,PPPVT,2046,1.20789
BAU,62,PPPVT,2047,1.20789
BAU,62,PPPVT,2048,1.20789
BAU,62,PPPVT,2049,1.20789
BAU,62,PPPVT,2050,1.20789
BAU,62,PPPVT,2051,1.20789
BAU,62,PPPVT,2052,1.20789
BAU,62,PPPVT,2053,1.20789
BAU,62,PPPVT,2054,1.20789
BAU,62,PPPVT,2055,1.20789
BAU,62,PPWNDON,2021,0.102457
BAU,62,PPWNDON,2022,0.102457
BAU,62,PPWNDON,2023,0.102457
BAU,62,PPWNDON,2024,0.102457
BAU,62,PPWNDON,2025,0.162457
BAU,62,PPWNDON,2026,0.222457
BAU,62,PPWNDON,2027,0.282457
BAU,62,PPWNDON,2028,0.303457
BAU,62,PPWNDON,2029,0.303457
BAU,62,PPWNDON,2030,0.303457
BAU,62,PPWNDON,2031,0.303457
BAU,62,PPWNDON,2032,0.360457
BAU,62,PPWNDON,2033,0.360457
BAU,62,PPWNDON,2034,0.360457
BAU,62,PPWNDON,2035,0.385457
BAU,62,PPWNDON,2036,0.385457
BAU,62,PPWNDON,2037,0.385457
BAU,62,PPWNDON,2038,0.385457
BAU,62,PPWNDON,2039,0.445457
BAU,62,PPWNDON,2040,0.445457
BAU,62,PPWNDON,2041,0.445
BAU,62,PPWNDON,2042,0.445
BAU,62,PPWNDON,2043,0.445
BAU,62,PPWNDON,2044,0.445
BAU,62,PPWNDON,2045,0.445399
BAU,62,PPWNDON,2046,0.450529
BAU,62,PPWNDON,2047,0.455669
BAU,62,PPWNDON,2048,0.46081
BAU,62,PPWNDON,2049,0.46595
BAU,62,PPWNDON,2050,0.47108
BAU,62,PPWNDON,2051,0.47622
BAU,62,PPWNDON,2052,0.481361
BAU,62,PPWNDON,2053,0.486501
BAU,62,PPWNDON,2054,0.491641
BAU,62,PPWNDON,2055,0.466641
BAU,63,PPPVT,2021,0.0573256
BAU,63,PPPVT,2022,0.0573256
BAU,63,PPPVT,2023,0.0573256
BAU,63,PPPVT,2024,0.0594499
BAU,63,PPPVT,2025,0.149537
BAU,63,PPPVT,2026,0.239537
BAU,63,PPPVT,2027,0.329537
BAU,63,PPPVT,2028,0.419537
BAU,63,PPPVT,2029,0.509537
BAU,63,PPPVT,2030,0.599537
BAU,63,PPPVT,2031,0.689537
BAU,63,PPPVT,2032,0.779537
BAU,63,PPPVT,2033,0.813537
BAU,63,PPPVT,2034,0.813537
BAU,63,PPPVT,2035,0.815642
BAU,63,PPPVT,2036,0.900132
BAU,63,PPPVT,2037,0.990649
BAU,63,PPPVT,2038,1.06105
BAU,63,PPPVT,2039,1.15158
BAU,63,PPPVT,2040,1.1747
BAU,63,PPPVT,2041,1.20789
BAU,63,PPPVT,2042,1.20789
BAU,63,PPPVT,2043,1.20789
BAU,63,PPPVT,2044,1.20789
BAU,63,PPPVT,2045,1.20789
BAU,63,PPPVT,2046,1.20789
BAU,63,PPPVT,2047,1.20789
BAU,63,PPPVT,2048,1.20789
BAU,63,PPPVT,2049,1.20789
BAU,63,PPPVT,2050,1.20789
BAU,63,PPPVT,2051,1.20789
BAU,63,PPPVT,2052,1.20789
BAU,63,PPPVT,2053,1.20789
BAU,63,PPPVT,2054,1.20789
BAU,63,PPPVT,2055,1.20789
BAU,63,PPWNDON,2021,0.102457
BAU,63,PPWNDON,2022,0.102457
BAU,63,PPWNDON,2023,0.102457
BAU,63,PPWNDON,2024,0.102457
BAU,63,PPWNDON,2025,0.162457
BAU,63,PPWNDON,2026,0.222457
BAU,63,PPWNDON,2027,0.282457
BAU,63,PPWNDON,2028,0.303457
BAU,63,PPWNDON,2029,0.303457
BAU,63,PPWNDON,2030,0.303457
BAU,63,PPWNDON,2031,0.303457
BAU,63,PPWNDON,2032,0.360457
BAU,63,PPWNDON,2033,0.360457
BAU,63,PPWNDON,2034,0.360457
BAU,63,PPWNDON,2035,0.385457
BAU,63,PPWNDON,2036,0.385457
BAU,63,PPWNDON,2037,0.385457
BAU,63,PPWNDON,2038,0.385457
BAU,63,PPWNDON,2039,0.445457
BAU,63,PPWNDON,2040,0.445457
BAU,63,PPWNDON,2041,0.445
BAU,63,PPWNDON,2042,0.445
BAU,63,PPWNDON,2043,0.445
BAU,63,PPWNDON,2044,0.445
BAU,63,PPWNDON,2045,0.445399
BAU,63,PPWNDON,2046,0.450529
BAU,63,PPWNDON,2047,0.455669
BAU,63,PPWNDON,2048,0.46081
BAU,63,PPWNDON,2049,0.46595
BAU,63,PPWNDON,2050,0.47108
BAU,63,PPWNDON,2051,0.47622
BAU,63,PPWNDON,2052,0.481361
BAU,63,PPWNDON,2053,0.486501
BAU,63,PPWNDON,2054,0.491641
BAU,63,PPWNDON,2055,0.466641
BAU,64,PPPVT,2021,0.0573256
BAU,64,PPPVT,2022,0.0573256
BAU,64,PPPVT,2023,0.0573256
BAU,64,PPPVT,2024,0.0594499
BAU,64,PPPVT,2025,0.150229
BAU,64,PPPVT,2026,0.240229
BAU,64,PPPVT,2027,0.330229
BAU,64,PPPVT,2028,0.420229
BAU,64,PPPVT,2029,0.510229
BAU,64,PPPVT,2030,0.600229
BAU,64,PPPVT,2031,0.690229
BAU,64,PPPVT,2032,0.780229
BAU,64,PPPVT,2033,0.814229
BAU,64,PPPVT,2034,0.814229
BAU,64,PPPVT,2035,0.815642
