Strategy,Future.ID,Technology,Year,TotalCapacityAnnual
LTS,3,PPWNDON,2039,0.677679
LTS,3,PPWNDON,2040,0.677679
LTS,3,PPWNDON,2041,0.67719
LTS,3,PPWNDON,2042,0.67719
LTS,3,PPWNDON,2043,0.67719
LTS,3,PPWNDON,2044,0.67719
LTS,3,PPWNDON,2045,0.652165
LTS,3,PPWNDON,2046,0.657096
LTS,3,PPWNDON,2047,0.662016
LTS,3,PPWNDON,2048,0.666947
LTS,3,PPWNDON,2049,0.671868
LTS,3,PPWNDON,2050,0.676799
LTS,3,PPWNDON,2051,0.68173
LTS,3,PPWNDON,2052,0.68665
LTS,3,PPWNDON,2053,0.691581
LTS,3,PPWNDON,2054,0.696502
LTS,3,PPWNDON,2055,0.701433
LTS,4,PPPVT,2021,0.0573256
LTS,4,PPPVT,2022,0.0573256
LTS,4,PPPVT,2023,0.0573256
LTS,4,PPPVT,2024,0.0594175
LTS,4,PPPVT,2025,0.155533
LTS,4,PPPVT,2026,0.2513
LTS,4,PPPVT,2027,0.488359
LTS,4,PPPVT,2028,0.578359
LTS,4,PPPVT,2029,0.668359
LTS,4,PPPVT,2030,0.758359
LTS,4,PPPVT,2031,0.848359
LTS,4,PPPVT,2032,0.938359
LTS,4,PPPVT,2033,0.972359
LTS,4,PPPVT,2034,0.972359
LTS,4,PPPVT,2035,1.03103
LTS,4,PPPVT,2036,1.19608
LTS,4,PPPVT,2037,1.361
LTS,4,PPPVT,2038,1.52503
LTS,4,PPPVT,2039,1.67256
LTS,4,PPPVT,2040,1.87863
LTS,4,PPPVT,2041,1.95085
LTS,4,PPPVT,2042,2.02369
LTS,4,PPPVT,2043,2.09436
LTS,4,PPPVT,2044,2.16485
LTS,4,PPPVT,2045,2.26096
LTS,4,PPPVT,2046,2.32955
LTS,4,PPPVT,2047,2.39698
LTS,4,PPPVT,2048,2.46371
LTS,4,PPPVT,2049,2.52975
LTS,4,PPPVT,2050,2.5911
LTS,4,PPPVT,2051,2.60343
LTS,4,PPPVT,2052,2.61283
LTS,4,PPPVT,2053,2.62004
LTS,4,PPPVT,2054,2.62908
LTS,4,PPPVT,2055,2.63792
LTS,4,PPWNDON,2021,0.102489
LTS,4,PPWNDON,2022,0.102489
LTS,4,PPWNDON,2023,0.102489
LTS,4,PPWNDON,2024,0.102489
LTS,4,PPWNDON,2025,0.162489
LTS,4,PPWNDON,2026,0.222489
LTS,4,PPWNDON,2027,0.282489
LTS,4,PPWNDON,2028,0.303489
LTS,4,PPWNDON,2029,0.303489
LTS,4,PPWNDON,2030,0.303489
LTS,4,PPWNDON,2031,0.316168
LTS,4,PPWNDON,2032,0.373168
LTS,4,PPWNDON,2033,0.402015
LTS,4,PPWNDON,2034,0.445986
LTS,4,PPWNDON,2035,0.488909
LTS,4,PPWNDON,2036,0.531832
LTS,4,PPWNDON,2037,0.574756
LTS,4,PPWNDON,2038,0.617679
LTS,4,PPWNDON,2039,0.677679
LTS,4,PPWNDON,2040,0.677679
LTS,4,PPWNDON,2041,0.67719
LTS,4,PPWNDON,2042,0.67719
LTS,4,PPWNDON,2043,0.67719
LTS,4,PPWNDON,2044,0.67719
LTS,4,PPWNDON,2045,0.652165
LTS,4,PPWNDON,2046,0.657096
LTS,4,PPWNDON,2047,0.662016
LTS,4,PPWNDON,2048,0.666947
LTS,4,PPWNDON,2049,0.671868
LTS,4,PPWNDON,2050,0.676799
LTS,4,PPWNDON,2051,0.68173
LTS,4,PPWNDON,2052,0.68665
LTS,4,PPWNDON,2053,0.691581
LTS,4,PPWNDON,2054,0.696502
LTS,4,PPWNDON,2055,0.701433
LTS,5,PPPVT,2021,0.0573256
LTS,5,PPPVT,2022,0.0573256
LTS,5,PPPVT,2023,0.0573256
LTS,5,PPPVT,2024,0.0594175
LTS,5,PPPVT,2025,0.155533
LTS,5,PPPVT,2026,0.251022
LTS,5,PPPVT,2027,0.435401
LTS,5,PPPVT,2028,0.525401
LTS,5,PPPVT,2029,0.615401
LTS,5,PPPVT,2030,0.705401
LTS,5,PPPVT,2031,0.795401
LTS,5,PPPVT,2032,0.885401
LTS,5,PPPVT,2033,0.919401
LTS,5,PPPVT,2034,0.919401
LTS,5,PPPVT,2035,0.919401
LTS,5,PPPVT,2036,1.0034
LTS,5,PPPVT,2037,1.0934
LTS,5,PPPVT,2038,1.1634
LTS,5,PPPVT,2039,1.2534
LTS,5,PPPVT,2040,1.2764
LTS,5,PPPVT,2041,1.30908
LTS,5,PPPVT,2042,1.30908
LTS,5,PPPVT,2043,1.30908
LTS,5,PPPVT,2044,1.30698
LTS,5,PPPVT,2045,1.21087
LTS,5,PPPVT,2046,1.20789
LTS,5,PPPVT,2047,1.20789
LTS,5,PPPVT,2048,1.20789
LTS,5,PPPVT,2049,1.20789
LTS,5,PPPVT,2050,1.20789
LTS,5,PPPVT,2051,1.20789
LTS,5,PPPVT,2052,1.20789
LTS,5,PPPVT,2053,1.20789
LTS,5,PPPVT,2054,1.20789
LTS,5,PPPVT,2055,1.20789
LTS,5,PPWNDON,2021,0.102489
LTS,5,PPWNDON,2022,0.102489
LTS,5,PPWNDON,2023,0.102489
LTS,5,PPWNDON,2024,0.102489
LTS,5,PPWNDON,2025,0.162489
LTS,5,PPWNDON,2026,0.222489
LTS,5,PPWNDON,2027,0.282489
LTS,5,PPWNDON,2028,0.303489
LTS,5,PPWNDON,2029,0.303489
LTS,5,PPWNDON,2030,0.303489
LTS,5,PPWNDON,2031,0.316168
LTS,5,PPWNDON,2032,0.373168
LTS,5,PPWNDON,2033,0.402015
LTS,5,PPWNDON,2034,0.445986
LTS,5,PPWNDON,2035,0.488909
LTS,5,PPWNDON,2036,0.531832
LTS,5,PPWNDON,2037,0.574756
LTS,5,PPWNDON,2038,0.617679
LTS,5,PPWNDON,2039,0.677679
LTS,5,PPWNDON,2040,0.677679
LTS,5,PPWNDON,2041,0.67719
LTS,5,PPWNDON,2042,0.67719
LTS,5,PPWNDON,2043,0.67719
LTS,5,PPWNDON,2044,0.67719
LTS,5,PPWNDON,2045,0.652165
LTS,5,PPWNDON,2046,0.657096
LTS,5,PPWNDON,2047,0.662016
LTS,5,PPWNDON,2048,0.666947
LTS,5,PPWNDON,2049,0.671868
LTS,5,PPWNDON,2050,0.676799
LTS,5,PPWNDON,2051,0.68173
LTS,5,PPWNDON,2052,0.68665
LTS,5,PPWNDON,2053,0.691581
LTS,5,PPWNDON,2054,0.696502
LTS,5,PPWNDON,2055,0.701433
LTS,6,PPPVT,2021,0.0573256
LTS,6,PPPVT,2022,0.0573256
LTS,6,PPPVT,2023,0.0573256
LTS,6,PPPVT,2024,0.0594175
LTS,6,PPPVT,2025,0.155533
LTS,6,PPPVT,2026,0.251321
LTS,6,PPPVT,2027,0.472909
LTS,6,PPPVT,2028,0.562909
LTS,6,PPPVT,2029,0.652909
LTS,6,PPPVT,2030,0.742909
LTS,6,PPPVT,2031,0.832909
LTS,6,PPPVT,2032,0.922909
LTS,6,PPPVT,2033,0.956909
LTS,6,PPPVT,2034,0.956909
LTS,6,PPPVT,2035,0.956909
LTS,6,PPPVT,2036,1.04091
LTS,6,PPPVT,2037,1.16874
LTS,6,PPPVT,2038,1.31348
LTS,6,PPPVT,2039,1.44119
LTS,6,PPPVT,2040,1.62572
LTS,6,PPPVT,2041,1.67867
LTS,6,PPPVT,2042,1.73072
LTS,6,PPPVT,2043,1.78009
LTS,6,PPPVT,2044,1.82891
LTS,6,PPPVT,2045,1.90331
LTS,6,PPPVT,2046,1.94972
LTS,6,PPPVT,2047,1.99449
LTS,6,PPPVT,2048,2.03846
LTS,6,PPPVT,2049,2.08142
LTS,6,PPPVT,2050,2.1195
LTS,6,PPPVT,2051,2.13078
LTS,6,PPPVT,2052,2.13869
LTS,6,PPPVT,2053,2.14414
LTS,6,PPPVT,2054,2.15175
LTS,6,PPPVT,2055,2.15903
LTS,6,PPWNDON,2021,0.102489
LTS,6,PPWNDON,2022,0.102489
LTS,6,PPWNDON,2023,0.102489
LTS,6,PPWNDON,2024,0.102489
LTS,6,PPWNDON,2025,0.162489
LTS,6,PPWNDON,2026,0.222489
LTS,6,PPWNDON,2027,0.282489
LTS,6,PPWNDON,2028,0.303489
LTS,6,PPWNDON,2029,0.303489
LTS,6,PPWNDON,2030,0.303489
LTS,6,PPWNDON,2031,0.316168
LTS,6,PPWNDON,2032,0.373168
LTS,6,PPWNDON,2033,0.402015
LTS,6,PPWNDON,2034,0.445986
LTS,6,PPWNDON,2035,0.488909
LTS,6,PPWNDON,2036,0.531832
LTS,6,PPWNDON,2037,0.574756
LTS,6,PPWNDON,2038,0.617679
LTS,6,PPWNDON,2039,0.677679
LTS,6,PPWNDON,2040,0.677679
LTS,6,PPWNDON,2041,0.67719
LTS,6,PPWNDON,2042,0.67719
LTS,6,PPWNDON,2043,0.67719
LTS,6,PPWNDON,2044,0.67719
LTS,6,PPWNDON,2045,0.652165
LTS,6,PPWNDON,2046,0.657096
LTS,6,PPWNDON,2047,0.662016
LTS,6,PPWNDON,2048,0.666947
LTS,6,PPWNDON,2049,0.671868
LTS,6,PPWNDON,2050,0.676799
LTS,6,PPWNDON,2051,0.68173
LTS,6,PPWNDON,2052,0.68665
LTS,6,PPWNDON,2053,0.691581
LTS,6,PPWNDON,2054,0.696502
LTS,6,PPWNDON,2055,0.701433
LTS,7,PPPVT,2021,0.0573256
LTS,7,PPPVT,2022,0.0573256
LTS,7,PPPVT,2023,0.0573256
LTS,7,PPPVT,2024,0.0594175
LTS,7,PPPVT,2025,0.155533
LTS,7,PPPVT,2026,0.250787
LTS,7,PPPVT,2027,0.493337
LTS,7,PPPVT,2028,0.583337
LTS,7,PPPVT,2029,0.673337
LTS,7,PPPVT,2030,0.763337
LTS,7,PPPVT,2031,0.853337
LTS,7,PPPVT,2032,0.943337
LTS,7,PPPVT,2033,0.977337
LTS,7,PPPVT,2034,0.977337
LTS,7,PPPVT,2035,1.11158
LTS,7,PPPVT,2036,1.29022
LTS,7,PPPVT,2037,1.46964
LTS,7,PPPVT,2038,1.64798
LTS,7,PPPVT,2039,1.81194
LTS,7,PPPVT,2040,2.03531
LTS,7,PPPVT,2041,2.12749
LTS,7,PPPVT,2042,2.22076
LTS,7,PPPVT,2043,2.3115
LTS,7,PPPVT,2044,2.40367
LTS,7,PPPVT,2045,2.52255
LTS,7,PPPVT,2046,2.6157
LTS,7,PPPVT,2047,2.70831
LTS,7,PPPVT,2048,2.80151
LTS,7,PPPVT,2049,2.89497
LTS,7,PPPVT,2050,2.98488
LTS,7,PPPVT,2051,3.00998
LTS,7,PPPVT,2052,3.03378
LTS,7,PPPVT,2053,3.05766
LTS,7,PPPVT,2054,3.08189
LTS,7,PPPVT,2055,3.10632
LTS,7,PPWNDON,2021,0.102489
LTS,7,PPWNDON,2022,0.102489
LTS,7,PPWNDON,2023,0.102489
LTS,7,PPWNDON,2024,0.102489
LTS,7,PPWNDON,2025,0.162489
LTS,7,PPWNDON,2026,0.222489
LTS,7,PPWNDON,2027,0.282489
LTS,7,PPWNDON,2028,0.303489
LTS,7,PPWNDON,2029,0.303489
LTS,7,PPWNDON,2030,0.303489
LTS,7,PPWNDON,2031,0.316168
LTS,7,PPWNDON,2032,0.373168
LTS,7,PPWNDON,2033,0.402015
LTS,7,PPWNDON,2034,0.445986
LTS,7,PPWNDON,2035,0.488909
LTS,7,PPWNDON,2036,0.531832
LTS,7,PPWNDON,2037,0.574756
LTS,7,PPWNDON,2038,0.617679
LTS,7,PPWNDON,2039,0.677679
LTS,7,PPWNDON,2040,0.677679
LTS,7,PPWNDON,2041,0.67719
LTS,7,PPWNDON,2042,0.67719
LTS,7,PPWNDON,2043,0.67719
LTS,7,PPWNDON,2044,0.67719
LTS,7,PPWNDON,2045,0.652165
LTS,7,PPWNDON,2046,0.657096
LTS,7,PPWNDON,2047,0.662016
LTS,7,PPWNDON,2048,0.666947
LTS,7,PPWNDON,2049,0.671868
LTS,7,PPWNDON,2050,0.676799
LTS,7,PPWNDON,2051,0.68173
LTS,7,PPWNDON,2052,0.68665
LTS,7,PPWNDON,2053,0.691581
LTS,7,PPWNDON,2054,0.696502
LTS,7,PPWNDON,2055,0.701433
LTS,8,PPPVT,2021,0.0573256
LTS,8,PPPVT,2022,0.0573256
LTS,8,PPPVT,2023,0.0573256
LTS,8,PPPVT,2024,0.0594175
LTS,8,PPPVT,2025,0.155533
LTS,8,PPPVT,2026,0.251813
LTS,8,PPPVT,2027,0.50344
LTS,8,PPPVT,2028,0.59344
LTS,8,PPPVT,2029,0.68344
LTS,8,PPPVT,2030,0.77344
LTS,8,PPPVT,2031,0.86344
LTS,8,PPPVT,2032,0.95344
LTS,8,PPPVT,2033,0.98744
LTS,8,PPPVT,2034,1.02879
LTS,8,PPPVT,2035,1.1861
LTS,8,PPPVT,2036,1.37154
LTS,8,PPPVT,2037,1.55666
LTS,8,PPPVT,2038,1.74054
LTS,8,PPPVT,2039,1.909
LTS,8,PPPVT,2040,2.13646
LTS,8,PPPVT,2041,2.23226
LTS,8,PPPVT,2042,2.32619
LTS,8,PPPVT,2043,2.41968
LTS,8,PPPVT,2044,2.51346
LTS,8,PPPVT,2045,2.63316
LTS,8,PPPVT,2046,2.726
LTS,8,PPPVT,2047,2.81786
LTS,8,PPPVT,2048,2.90932
LTS,8,PPPVT,2049,3.00044
LTS,8,PPPVT,2050,3.08698
LTS,8,PPPVT,2051,3.1024
LTS,8,PPPVT,2052,3.11542
LTS,8,PPPVT,2053,3.1281
LTS,8,PPPVT,2054,3.14061
LTS,8,PPPVT,2055,3.15271
LTS,8,PPWNDON,2021,0.102489
LTS,8,PPWNDON,2022,0.102489
LTS,8,PPWNDON,2023,0.102489
LTS,8,PPWNDON,2024,0.102489
LTS,8,PPWNDON,2025,0.162489
LTS,8,PPWNDON,2026,0.222489
LTS,8,PPWNDON,2027,0.282489
LTS,8,PPWNDON,2028,0.303489
LTS,8,PPWNDON,2029,0.303489
LTS,8,PPWNDON,2030,0.303489
LTS,8,PPWNDON,2031,0.316168
LTS,8,PPWNDON,2032,0.373168
LTS,8,PPWNDON,2033,0.402015
LTS,8,PPWNDON,2034,0.445986
LTS,8,PPWNDON,2035,0.488909
LTS,8,PPWNDON,2036,0.531832
LTS,8,PPWNDON,2037,0.574756
LTS,8,PPWNDON,2038,0.617679
LTS,8,PPWNDON,2039,0.677679
LTS,8,PPWNDON,2040,0.677679
LTS,8,PPWNDON,2041,0.67719
LTS,8,PPWNDON,2042,0.67719
LTS,8,PPWNDON,2043,0.67719
LTS,8,PPWNDON,2044,0.67719
LTS,8,PPWNDON,2045,0.652165
LTS,8,PPWNDON,2046,0.657096
LTS,8,PPWNDON,2047,0.662016
LTS,8,PPWNDON,2048,0.666947
LTS,8,PPWNDON,2049,0.671868
LTS,8,PPWNDON,2050,0.676799
LTS,8,PPWNDON,2051,0.68173
LTS,8,PPWNDON,2052,0.68665
LTS,8,PPWNDON,2053,0.691581
LTS,8,PPWNDON,2054,0.696502
LTS,8,PPWNDON,2055,0.701433
LTS,9,PPPVT,2021,0.0573256
LTS,9,PPPVT,2022,0.0573256
LTS,9,PPPVT,2023,0.0573256
LTS,9,PPPVT,2024,0.0594175
LTS,9,PPPVT,2025,0.155533
LTS,9,PPPVT,2026,0.25161
LTS,9,PPPVT,2027,0.465137
LTS,9,PPPVT,2028,0.555137
LTS,9,PPPVT,2029,0.645137
LTS,9,PPPVT,2030,0.735137
LTS,9,PPPVT,2031,0.825137
LTS,9,PPPVT,2032,0.915137
LTS,9,PPPVT,2033,0.949137
LTS,9,PPPVT,2034,0.949137
LTS,9,PPPVT,2035,0.949137
LTS,9,PPPVT,2036,1.03314
LTS,9,PPPVT,2037,1.12314
LTS,9,PPPVT,2038,1.23844
LTS,9,PPPVT,2039,1.35908
LTS,9,PPPVT,2040,1.54181
LTS,9,PPPVT,2041,1.59212
LTS,9,PPPVT,2042,1.64268
LTS,9,PPPVT,2043,1.68995
LTS,9,PPPVT,2044,1.73818
LTS,9,PPPVT,2045,1.8125
LTS,9,PPPVT,2046,1.8602
LTS,9,PPPVT,2047,1.90666
LTS,9,PPPVT,2048,1.95302
LTS,9,PPPVT,2049,1.99938
LTS,9,PPPVT,2050,2.04164
LTS,9,PPPVT,2051,2.06182
LTS,9,PPPVT,2052,2.08191
LTS,9,PPPVT,2053,2.10225
LTS,9,PPPVT,2054,2.12293
LTS,9,PPPVT,2055,2.13829
LTS,9,PPWNDON,2021,0.102489
LTS,9,PPWNDON,2022,0.102489
LTS,9,PPWNDON,2023,0.102489
LTS,9,PPWNDON,2024,0.102489
LTS,9,PPWNDON,2025,0.162489
LTS,9,PPWNDON,2026,0.222489
LTS,9,PPWNDON,2027,0.282489
LTS,9,PPWNDON,2028,0.303489
LTS,9,PPWNDON,2029,0.303489
LTS,9,PPWNDON,2030,0.303489
LTS,9,PPWNDON,2031,0.316168
LTS,9,PPWNDON,2032,0.373168
LTS,9,PPWNDON,2033,0.402015
LTS,9,PPWNDON,2034,0.445986
LTS,9,PPWNDON,2035,0.488909
LTS,9,PPWNDON,2036,0.531832
LTS,9,PPWNDON,2037,0.574756
LTS,9,PPWNDON,2038,0.617679
LTS,9,PPWNDON,2039,0.677679
LTS,9,PPWNDON,2040,0.677679
LTS,9,PPWNDON,2041,0.67719
LTS,9,PPWNDON,2042,0.67719
LTS,9,PPWNDON,2043,0.67719
LTS,9,PPWNDON,2044,0.67719
LTS,9,PPWNDON,2045,0.652165
LTS,9,PPWNDON,2046,0.657096
LTS,9,PPWNDON,2047,0.662016
LTS,9,PPWNDON,2048,0.666947
LTS,9,PPWNDON,2049,0.671868
LTS,9,PPWNDON,2050,0.676799
LTS,9,PPWNDON,2051,0.68173
LTS,9,PPWNDON,2052,0.68665
LTS,9,PPWNDON,2053,0.691581
LTS,9,PPWNDON,2054,0.696502
LTS,9,PPWNDON,2055,0.701433
LTS,10,PPPVT,2021,0.0573256
LTS,10,PPPVT,2022,0.0573256
LTS,10,PPPVT,2023,0.0573256
LTS,10,PPPVT,2024,0.0594175
LTS,10,PPPVT,2025,0.155533
LTS,10,PPPVT,2026,0.25161
LTS,10,PPPVT,2027,0.478701
LTS,10,PPPVT,2028,0.568701
LTS,10,PPPVT,2029,0.658701
LTS,10,PPPVT,2030,0.748701
LTS,10,PPPVT,2031,0.838701
LTS,10,PPPVT,2032,0.928701
LTS,10,PPPVT,2033,0.962701
LTS,10,PPPVT,2034,0.962701
LTS,10,PPPVT,2035,0.962701
LTS,10,PPPVT,2036,1.09749
LTS,10,PPPVT,2037,1.25281
LTS,10,PPPVT,2038,1.40766
LTS,10,PPPVT,2039,1.54449
LTS,10,PPPVT,2040,1.74131
LTS,10,PPPVT,2041,1.8058
LTS,10,PPPVT,2042,1.8701
LTS,10,PPPVT,2043,1.93167
LTS,10,PPPVT,2044,1.99356
LTS,10,PPPVT,2045,2.0813
LTS,10,PPPVT,2046,2.14202
LTS,10,PPPVT,2047,2.2014
LTS,10,PPPVT,2048,2.26051
LTS,10,PPPVT,2049,2.31908
LTS,10,PPPVT,2050,2.37327
LTS,10,PPPVT,2051,2.38823
LTS,10,PPPVT,2052,2.40289
LTS,10,PPPVT,2053,2.41739
LTS,10,PPPVT,2054,2.43195
LTS,10,PPPVT,2055,2.44647
LTS,10,PPWNDON,2021,0.102489
LTS,10,PPWNDON,2022,0.102489
LTS,10,PPWNDON,2023,0.102489
LTS,10,PPWNDON,2024,0.102489
LTS,10,PPWNDON,2025,0.162489
LTS,10,PPWNDON,2026,0.222489
LTS,10,PPWNDON,2027,0.282489
LTS,10,PPWNDON,2028,0.303489
LTS,10,PPWNDON,2029,0.303489
LTS,10,PPWNDON,2030,0.303489
LTS,10,PPWNDON,2031,0.316168
LTS,10,PPWNDON,2032,0.373168
LTS,10,PPWNDON,2033,0.402015
LTS,10,PPWNDON,2034,0.445986
LTS,10,PPWNDON,2035,0.488909
LTS,10,PPWNDON,2036,0.531832
LTS,10,PPWNDON,2037,0.574756
LTS,10,PPWNDON,2038,0.617679
LTS,10,PPWNDON,2039,0.677679
LTS,10,PPWNDON,2040,0.677679
LTS,10,PPWNDON,2041,0.67719
LTS,10,PPWNDON,2042,0.67719
LTS,10,PPWNDON,2043,0.67719
LTS,10,PPWNDON,2044,0.67719
LTS,10,PPWNDON,2045,0.652165
LTS,10,PPWNDON,2046,0.657096
LTS,10,PPWNDON,2047,0.662016
LTS,10,PPWNDON,2048,0.666947
LTS,10,PPWNDON,2049,0.671868
LTS,10,PPWNDON,2050,0.676799
LTS,10,PPWNDON,2051,0.68173
LTS,10,PPWNDON,2052,0.68665
LTS,10,PPWNDON,2053,0.691581
LTS,10,PPWNDON,2054,0.696502
LTS,10,PPWNDON,2055,0.701433
LTS,11,PPPVT,2021,0.0573256
LTS,11,PPPVT,2022,0.0573256
LTS,11,PPPVT,2023,0.0573256
LTS,11,PPPVT,2024,0.0594175
LTS,11,PPPVT,2025,0.155533
LTS,11,PPPVT,2026,0.252026
LTS,11,PPPVT,2027,0.485943
LTS,11,PPPVT,2028,0.575943
LTS,11,PPPVT,2029,0.665943
LTS,11,PPPVT,2030,0.755943
LTS,11,PPPVT,2031,0.845943
LTS,11,PPPVT,2032,0.935943
LTS,11,PPPVT,2033,0.969943
LTS,11,PPPVT,2034,0.969943
LTS,11,PPPVT,2035,1.03436
LTS,11,PPPVT,2036,1.2042
LTS,11,PPPVT,2037,1.37484
LTS,11,PPPVT,2038,1.54622
LTS,11,PPPVT,2039,1.7
LTS,11,PPPVT,2040,1.91493
LTS,11,PPPVT,2041,1.99879
LTS,11,PPPVT,2042,2.08407
LTS,11,PPPVT,2043,2.16663
LTS,11,PPPVT,2044,2.2509
LTS,11,PPPVT,2045,2.36221
LTS,11,PPPVT,2046,2.44823
LTS,11,PPPVT,2047,2.53376
LTS,11,PPPVT,2048,2.62013
LTS,11,PPPVT,2049,2.70703
LTS,11,PPPVT,2050,2.79073
LTS,11,PPPVT,2051,2.82014
LTS,11,PPPVT,2052,2.85004
LTS,11,PPPVT,2053,2.88042
LTS,11,PPPVT,2054,2.91115
LTS,11,PPPVT,2055,2.94262
LTS,11,PPWNDON,2021,0.102489
LTS,11,PPWNDON,2022,0.102489
LTS,11,PPWNDON,2023,0.102489
LTS,11,PPWNDON,2024,0.102489
LTS,11,PPWNDON,2025,0.162489
LTS,11,PPWNDON,2026,0.222489
LTS,11,PPWNDON,2027,0.282489
LTS,11,PPWNDON,2028,0.303489
LTS,11,PPWNDON,2029,0.303489
LTS,11,PPWNDON,2030,0.303489
LTS,11,PPWNDON,2031,0.316168
LTS,11,PPWNDON,2032,0.373168
LTS,11,PPWNDON,2033,0.402015
LTS,11,PPWNDON,2034,0.445986
LTS,11,PPWNDON,2035,0.488909
LTS,11,PPWNDON,2036,0.531832
LTS,11,PPWNDON,2037,0.574756
LTS,11,PPWNDON,2038,0.617679
LTS,11,PPWNDON,2039,0.677679
LTS,11,PPWNDON,2040,0.677679
LTS,11,PPWNDON,2041,0.67719
LTS,11,PPWNDON,2042,0.67719
LTS,11,PPWNDON,2043,0.67719
LTS,11,PPWNDON,2044,0.67719
LTS,11,PPWNDON,2045,0.652165
LTS,11,PPWNDON,2046,0.657096
LTS,11,PPWNDON,2047,0.662016
LTS,11,PPWNDON,2048,0.666947
LTS,11,PPWNDON,2049,0.671868
LTS,11,PPWNDON,2050,0.676799
LTS,11,PPWNDON,2051,0.68173
LTS,11,PPWNDON,2052,0.68665
LTS,11,PPWNDON,2053,0.691581
LTS,11,PPWNDON,2054,0.696502
LTS,11,PPWNDON,2055,0.701433
LTS,12,PPPVT,2021,0.0573256
LTS,12,PPPVT,2022,0.0573256
LTS,12,PPPVT,2023,0.0573256
LTS,12,PPPVT,2024,0.0594175
LTS,12,PPPVT,2025,0.155533
LTS,12,PPPVT,2026,0.252058
LTS,12,PPPVT,2027,0.461057
LTS,12,PPPVT,2028,0.551057
LTS,12,PPPVT,2029,0.641057
LTS,12,PPPVT,2030,0.731057
LTS,12,PPPVT,2031,0.821057
LTS,12,PPPVT,2032,0.911057
LTS,12,PPPVT,2033,0.945057
LTS,12,PPPVT,2034,0.945057
LTS,12,PPPVT,2035,0.945057
LTS,12,PPPVT,2036,1.02906
LTS,12,PPPVT,2037,1.11906
LTS,12,PPPVT,2038,1.18906
LTS,12,PPPVT,2039,1.28799
LTS,12,PPPVT,2040,1.45697
LTS,12,PPPVT,2041,1.49932
LTS,12,PPPVT,2042,1.54161
LTS,12,PPPVT,2043,1.58051
LTS,12,PPPVT,2044,1.62011
LTS,12,PPPVT,2045,1.68541
LTS,12,PPPVT,2046,1.72382
LTS,12,PPPVT,2047,1.76078
LTS,12,PPPVT,2048,1.79739
LTS,12,PPPVT,2049,1.83379
LTS,12,PPPVT,2050,1.86568
LTS,12,PPPVT,2051,1.88318
LTS,12,PPPVT,2052,1.90109
LTS,12,PPPVT,2053,1.91918
LTS,12,PPPVT,2054,1.9374
LTS,12,PPPVT,2055,1.95031
LTS,12,PPWNDON,2021,0.102489
LTS,12,PPWNDON,2022,0.102489
LTS,12,PPWNDON,2023,0.102489
LTS,12,PPWNDON,2024,0.102489
LTS,12,PPWNDON,2025,0.162489
LTS,12,PPWNDON,2026,0.222489
LTS,12,PPWNDON,2027,0.282489
LTS,12,PPWNDON,2028,0.303489
LTS,12,PPWNDON,2029,0.303489
LTS,12,PPWNDON,2030,0.303489
LTS,12,PPWNDON,2031,0.316168
LTS,12,PPWNDON,2032,0.373168
LTS,12,PPWNDON,2033,0.402015
LTS,12,PPWNDON,2034,0.445986
LTS,12,PPWNDON,2035,0.488909
LTS,12,PPWNDON,2036,0.531832
LTS,12,PPWNDON,2037,0.574756
LTS,12,PPWNDON,2038,0.617679
LTS,12,PPWNDON,2039,0.677679
LTS,12,PPWNDON,2040,0.677679
LTS,12,PPWNDON,2041,0.67719
LTS,12,PPWNDON,2042,0.67719
LTS,12,PPWNDON,2043,0.67719
LTS,12,PPWNDON,2044,0.67719
LTS,12,PPWNDON,2045,0.652165
LTS,12,PPWNDON,2046,0.657096
LTS,12,PPWNDON,2047,0.662016
LTS,12,PPWNDON,2048,0.666947
LTS,12,PPWNDON,2049,0.671868
LTS,12,PPWNDON,2050,0.676799
LTS,12,PPWNDON,2051,0.68173
LTS,12,PPWNDON,2052,0.68665
LTS,12,PPWNDON,2053,0.691581
LTS,12,PPWNDON,2054,0.696502
LTS,12,PPWNDON,2055,0.701433
LTS,13,PPPVT,2021,0.0573256
LTS,13,PPPVT,2022,0.0573256
LTS,13,PPPVT,2023,0.0573256
LTS,13,PPPVT,2024,0.0594175
LTS,13,PPPVT,2025,0.155533
LTS,13,PPPVT,2026,0.251973
LTS,13,PPPVT,2027,0.484052
LTS,13,PPPVT,2028,0.574052
LTS,13,PPPVT,2029,0.664052
LTS,13,PPPVT,2030,0.754052
LTS,13,PPPVT,2031,0.844052
LTS,13,PPPVT,2032,0.934052
LTS,13,PPPVT,2033,0.968052
LTS,13,PPPVT,2034,0.968052
LTS,13,PPPVT,2035,1.01121
LTS,13,PPPVT,2036,1.17762
LTS,13,PPPVT,2037,1.34454
LTS,13,PPPVT,2038,1.51161
LTS,13,PPPVT,2039,1.66194
LTS,13,PPPVT,2040,1.87249
LTS,13,PPPVT,2041,1.95184
LTS,13,PPPVT,2042,2.03233
LTS,13,PPPVT,2043,2.1098
LTS,13,PPPVT,2044,2.18883
LTS,13,PPPVT,2045,2.29469
LTS,13,PPPVT,2046,2.37478
LTS,13,PPPVT,2047,2.45433
LTS,13,PPPVT,2048,2.5344
LTS,13,PPPVT,2049,2.61486
LTS,13,PPPVT,2050,2.69184
LTS,13,PPPVT,2051,2.71806
LTS,13,PPPVT,2052,2.74465
LTS,13,PPPVT,2053,2.7716
