Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,65,,COMPOST,,2026,,0.0140116,0.0140116,0.0140116,0.0140116,,,0.514927,0.35045,,,0.882731,0.578093,0.882731,,0.392293,,,,-0.818838,-0.53625,,,,,,,,0.4902,,0.8404,0.8404,,nan,,nan,nan,
LTS,65,,COMPOST,,2027,,0.0274282,0.0274282,0.0274282,0.0274282,,,1.00799,0.635203,,,1.72798,1.04781,1.72798,,0.711045,,,,-1.60291,-0.971972,,,,,,,,0.9136,,1.5661,1.5661,,nan,,nan,nan,
LTS,65,,COMPOST,,2028,,0.040355,0.040355,0.040355,0.040355,,,1.48305,0.865343,,,2.54237,1.42745,2.54237,,0.968663,,,,-2.35835,-1.32413,,,,,,,,1.2797,,2.1937,2.1937,,nan,,nan,nan,
LTS,65,,COMPOST,,2029,,0.0526158,0.0526158,0.0526158,0.0526158,,,1.93363,1.04468,,,3.3148,1.72328,3.3148,,1.16941,,,,-3.07487,-1.59854,,,,,,,,1.5884,,2.7229,2.7229,,nan,,nan,nan,
LTS,65,,COMPOST,,2030,,0.0643258,0.0643258,0.0643258,0.0643258,,,2.36397,1.18257,,,4.05252,1.95074,4.05252,,1.32377,,,,-3.7592,-1.80955,,,,,,,,1.8487,,3.1692,3.1692,,nan,,nan,nan,
LTS,65,,COMPOST,,2031,,0.0756482,0.0756482,0.0756482,0.0756482,,,2.78007,1.28771,,,4.76583,2.12417,4.76583,,1.44146,,,,-4.42088,-1.97042,,,,,,,,2.0698,,3.5482,3.5482,,nan,,nan,nan,
LTS,65,,COMPOST,,2032,,0.0864828,0.0864828,0.0864828,0.0864828,,,3.17824,1.36309,,,5.44842,2.24852,5.44842,,1.52584,,,,-5.05406,-2.08577,,,,,,,,2.2527,,3.8618,3.8618,,nan,,nan,nan,
LTS,65,,COMPOST,,2033,,0.096838,0.096838,0.096838,0.096838,,,3.55879,1.41325,,,6.10079,2.33125,6.10079,,1.58198,,,,-5.65921,-2.16251,,,,,,,,2.4014,,4.1167,4.1167,,nan,,nan,nan,
LTS,65,,COMPOST,,2034,,0.106805,0.106805,0.106805,0.106805,,,3.92508,1.44324,,,6.72871,2.38073,6.72871,,1.61556,,,,-6.24168,-2.20841,,,,,,,,2.5215,,4.3225,4.3225,,nan,,nan,nan,
LTS,65,,COMPOST,,2035,,0.116223,0.116223,0.116223,0.116223,,,4.27119,1.45417,,,7.32204,2.39876,7.32204,,1.6278,,,,-6.79206,-2.22514,,,,,,,,2.6122,,4.478,4.478,,nan,,nan,nan,
LTS,65,,COMPOST,,2036,,0.125423,0.125423,0.125423,0.125423,,,4.60931,1.45305,,,7.90167,2.3969,7.90167,,1.62654,,,,-7.32974,-2.22341,,,,,,,,2.6837,,4.6006,4.6006,,nan,,nan,nan,
LTS,65,,COMPOST,,2037,,0.134206,0.134206,0.134206,0.134206,,,4.93206,1.43962,,,8.45496,2.37476,8.45496,,1.61151,,,,-7.84298,-2.20287,,,,,,,,2.7338,,4.6866,4.6866,,nan,,nan,nan,
LTS,65,,COMPOST,,2038,,0.142574,0.142574,0.142574,0.142574,,,5.23961,1.4161,,,8.98219,2.33597,8.98219,,1.58518,,,,-8.33205,-2.16689,,,,,,,,2.765,,4.7399,4.7399,,nan,,nan,nan,
LTS,65,,COMPOST,,2039,,0.15061,0.15061,0.15061,0.15061,,,5.5349,1.3851,,,9.48841,2.28483,9.48841,,1.55048,,,,-8.80163,-2.11945,,,,,,,,2.7806,,4.7668,4.7668,,nan,,nan,nan,
LTS,65,,COMPOST,,2040,,0.158163,0.158163,0.158163,0.158163,,,5.81248,1.34682,,,9.96425,2.22168,9.96425,,1.50763,,,,-9.24303,-2.06087,,,,,,,,2.78,,4.7657,4.7657,,nan,,nan,nan,
