Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,49,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,49,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,49,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,49,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,49,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,49,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,139.142,119.727,,,119.727,,,,,,132.5162,,Energy
LTS,49,,DIST_DSL,,2027,,7.43372,7.43372,7.43372,7.43372,,,,146.476,122.641,,,122.641,,,,,,132.858,,Energy
LTS,49,,DIST_DSL,,2028,,7.73708,7.73708,7.73708,7.73708,,,,151.76,123.64,,,123.64,,,,,,131.096,,Energy
LTS,49,,DIST_DSL,,2029,,8.09436,8.09436,8.09436,8.09436,,,,158.042,125.288,,,125.288,,,,,,130.0215,,Energy
LTS,49,,DIST_DSL,,2030,,8.41235,8.41235,8.41235,8.41235,,,,163.497,126.119,,,126.119,,,,,,128.1042,,Energy
LTS,49,,DIST_DSL,,2031,,8.43637,8.43637,8.43637,8.43637,,,,163.208,122.503,,,122.503,,,,,,121.7883,,Energy
LTS,49,,DIST_DSL,,2032,,8.44058,8.44058,8.44058,8.44058,,,,162.534,118.708,,,118.708,,,,,,115.5099,,Energy
LTS,49,,DIST_DSL,,2033,,8.40021,8.40021,8.40021,8.40021,,,,161.003,114.421,,,114.421,,,,,,108.9732,,Energy
LTS,49,,DIST_DSL,,2034,,8.38078,8.38078,8.38078,8.38078,,,,159.88,110.56,,,110.56,,,,,,103.0601,,Energy
LTS,49,,DIST_DSL,,2035,,8.36789,8.36789,8.36789,8.36789,,,,158.884,106.91,,,106.91,,,,,,97.541,,Energy
LTS,49,,DIST_DSL,,2036,,8.35064,8.35064,8.35064,8.35064,,,,157.809,103.324,,,103.324,,,,,,92.2677,,Energy
LTS,49,,DIST_DSL,,2037,,8.33132,8.33132,8.33132,8.33132,,,,156.697,99.8312,,,99.8312,,,,,,87.2548,,Energy
LTS,49,,DIST_DSL,,2038,,8.30928,8.30928,8.30928,8.30928,,,,155.538,96.4218,,,96.4218,,,,,,82.4851,,Energy
