Strategy,Future.ID,Technology,Year,UseByTechnology
LTS,28,T4DSL_LIG,2049,1.0377812
LTS,28,T4DSL_LIG,2050,1.016201
LTS,28,T4DSL_LIG,2051,1.0024245
LTS,28,T4DSL_LIG,2052,0.98763891
LTS,28,T4DSL_LIG,2053,0.97189196
LTS,28,T4DSL_LIG,2054,0.95543913
LTS,28,T4DSL_LIG,2055,0.93766926
LTS,28,T4DSL_PRI,2021,0.41189148
LTS,28,T4DSL_PRI,2022,0.44540496
LTS,28,T4DSL_PRI,2023,0.46594548
LTS,28,T4DSL_PRI,2024,0.47531484
LTS,28,T4DSL_PRI,2025,0.48432384
LTS,28,T4DSL_PRI,2026,0.46315375
LTS,28,T4DSL_PRI,2027,0.45136666
LTS,28,T4DSL_PRI,2028,0.43972929
LTS,28,T4DSL_PRI,2029,0.42857937
LTS,28,T4DSL_PRI,2030,0.41456718
LTS,28,T4DSL_PRI,2031,0.4010976
LTS,28,T4DSL_PRI,2032,0.38815881
LTS,28,T4DSL_PRI,2033,0.37573899
LTS,28,T4DSL_PRI,2034,0.36349686
LTS,28,T4DSL_PRI,2035,0.35051328
LTS,28,T4DSL_PRI,2036,0.2992851
LTS,28,T4DSL_PRI,2037,0.2562894
LTS,28,T4DSL_PRI,2038,0.22639274
LTS,28,T4DSL_PRI,2039,0.24402576
LTS,28,T4DSL_PRI,2040,0.2664139
LTS,28,T4DSL_PRI,2041,0.27214228
LTS,28,T4DSL_PRI,2042,0.274467
LTS,28,T4DSL_PRI,2043,0.2740832
LTS,28,T4DSL_PRI,2044,0.27109726
LTS,28,T4DSL_PRI,2045,0.26534088
LTS,28,T4DSL_PRI,2046,0.25828596
LTS,28,T4DSL_PRI,2047,0.2526596
LTS,28,T4DSL_PRI,2048,0.2562885
LTS,28,T4DSL_PRI,2049,0.25399071
LTS,28,T4DSL_PRI,2050,0.24783084
LTS,28,T4DSL_PRI,2051,0.27061034
LTS,28,T4DSL_PRI,2052,0.30021435
LTS,28,T4DSL_PRI,2053,0.33676275
LTS,28,T4DSL_PRI,2054,0.37053629
LTS,28,T4DSL_PRI,2055,0.3952536
LTS,28,T4DSL_PUB,2021,0.46112729
LTS,28,T4DSL_PUB,2022,0.49866753
LTS,28,T4DSL_PUB,2023,0.52223002
LTS,28,T4DSL_PUB,2024,0.5318943
LTS,28,T4DSL_PUB,2025,0.54257904
LTS,28,T4DSL_PUB,2026,0.8934649
LTS,28,T4DSL_PUB,2027,1.2354383
LTS,28,T4DSL_PUB,2028,1.5578644
LTS,28,T4DSL_PUB,2029,1.8591164
LTS,28,T4DSL_PUB,2030,2.1281381
LTS,28,T4DSL_PUB,2031,2.0904017
LTS,28,T4DSL_PUB,2032,2.042625
LTS,28,T4DSL_PUB,2033,1.9589877
LTS,28,T4DSL_PUB,2034,1.9032455
LTS,28,T4DSL_PUB,2035,1.8613677
LTS,28,T4DSL_PUB,2036,1.8171883
LTS,28,T4DSL_PUB,2037,1.7726433
LTS,28,T4DSL_PUB,2038,1.7220135
LTS,28,T4DSL_PUB,2039,1.665024
LTS,28,T4DSL_PUB,2040,1.6065479
LTS,28,T4DSL_PUB,2041,1.5533207
LTS,28,T4DSL_PUB,2042,1.4736674
LTS,28,T4DSL_PUB,2043,1.4406764
LTS,28,T4DSL_PUB,2044,1.3814396
LTS,28,T4DSL_PUB,2045,1.319553
LTS,28,T4DSL_PUB,2046,1.2498592
LTS,28,T4DSL_PUB,2047,1.1883358
LTS,28,T4DSL_PUB,2048,1.1262484
LTS,28,T4DSL_PUB,2049,1.0629831
LTS,28,T4DSL_PUB,2050,0.99535383
LTS,28,T4DSL_PUB,2051,1.0061219
LTS,28,T4DSL_PUB,2052,1.0191075
LTS,28,T4DSL_PUB,2053,1.0329342
LTS,28,T4DSL_PUB,2054,1.0462644
LTS,28,T4DSL_PUB,2055,1.0570569
LTS,28,T4ELE_PRI,2026,0.064332
LTS,28,T4ELE_PRI,2027,0.12074782
LTS,28,T4ELE_PRI,2028,0.17110275
LTS,28,T4ELE_PRI,2029,0.21387712
LTS,28,T4ELE_PRI,2030,0.24870539
LTS,28,T4ELE_PRI,2031,0.31140337
LTS,28,T4ELE_PRI,2032,0.37605614
LTS,28,T4ELE_PRI,2033,0.4429109
LTS,28,T4ELE_PRI,2034,0.51172646
LTS,28,T4ELE_PRI,2035,0.58284698
LTS,28,T4ELE_PRI,2036,0.6583003
LTS,28,T4ELE_PRI,2037,0.73631787
LTS,28,T4ELE_PRI,2038,0.82775213
LTS,28,T4ELE_PRI,2039,0.91205812
LTS,28,T4ELE_PRI,2040,0.99887218
LTS,28,T4ELE_PRI,2041,1.0918048
LTS,28,T4ELE_PRI,2042,1.1878551
LTS,28,T4ELE_PRI,2043,1.2871098
LTS,28,T4ELE_PRI,2044,1.3891601
LTS,28,T4ELE_PRI,2045,1.4926971
LTS,28,T4ELE_PRI,2046,1.6042746
LTS,28,T4ELE_PRI,2047,1.7191153
LTS,28,T4ELE_PRI,2048,1.8371793
LTS,28,T4ELE_PRI,2049,1.9581979
LTS,28,T4ELE_PRI,2050,2.0827988
LTS,28,T4ELE_PRI,2051,2.1278616
LTS,28,T4ELE_PRI,2052,2.1741176
LTS,28,T4ELE_PRI,2053,2.2207343
LTS,28,T4ELE_PRI,2054,2.2689214
LTS,28,T4ELE_PRI,2055,2.3182263
LTS,28,T4ELE_PUB,2026,0.0432072
LTS,28,T4ELE_PUB,2027,0.10015122
LTS,28,T4ELE_PUB,2028,0.17260699
LTS,28,T4ELE_PUB,2029,0.2612875
LTS,28,T4ELE_PUB,2030,0.37238528
LTS,28,T4ELE_PUB,2031,0.43211739
LTS,28,T4ELE_PUB,2032,0.49731327
LTS,28,T4ELE_PUB,2033,0.56504345
LTS,28,T4ELE_PUB,2034,0.63764328
LTS,28,T4ELE_PUB,2035,0.70836917
LTS,28,T4ELE_PUB,2036,0.78174613
LTS,28,T4ELE_PUB,2037,0.85794952
LTS,28,T4ELE_PUB,2038,0.93037455
LTS,28,T4ELE_PUB,2039,1.0084677
LTS,28,T4ELE_PUB,2040,1.0893959
LTS,28,T4ELE_PUB,2041,1.1752811
LTS,28,T4ELE_PUB,2042,1.2804991
LTS,28,T4ELE_PUB,2043,1.3529475
LTS,28,T4ELE_PUB,2044,1.4453111
LTS,28,T4ELE_PUB,2045,1.539168
LTS,28,T4ELE_PUB,2046,1.6475325
LTS,28,T4ELE_PUB,2047,1.7488151
LTS,28,T4ELE_PUB,2048,1.8532115
LTS,28,T4ELE_PUB,2049,1.9598711
LTS,28,T4ELE_PUB,2050,2.0697003
LTS,28,T4ELE_PUB,2051,2.1016745
LTS,28,T4ELE_PUB,2052,2.1339848
LTS,28,T4ELE_PUB,2053,2.1678727
LTS,28,T4ELE_PUB,2054,2.2023816
LTS,28,T4ELE_PUB,2055,2.2371534
LTS,28,T4FOI_HEA,2021,0.0144
LTS,28,T4FOI_HEA,2022,0.0156
LTS,28,T4FOI_HEA,2023,0.016303584
LTS,28,T4FOI_HEA,2024,0.01652509
LTS,28,T4FOI_HEA,2025,0.0169
LTS,28,T4FOI_HEA,2026,0.029598559
LTS,28,T4FOI_HEA,2027,0.055913049
LTS,28,T4FOI_HEA,2028,0.068538893
LTS,28,T4FOI_HEA,2029,0.08099759
LTS,28,T4FOI_HEA,2030,0.093364087
LTS,28,T4FOI_HEA,2031,0.10568756
LTS,28,T4FOI_HEA,2032,0.11798413
LTS,28,T4FOI_HEA,2033,0.13007145
LTS,28,T4FOI_HEA,2034,0.1418445
LTS,28,T4FOI_HEA,2035,0.15347411
LTS,28,T4FOI_HEA,2036,0.16550456
LTS,28,T4FOI_HEA,2037,0.17728858
LTS,28,T4FOI_HEA,2038,0.18889942
LTS,28,T4FOI_HEA,2039,0.19998928
LTS,28,T4FOI_HEA,2040,0.21097581
LTS,28,T4FOI_HEA,2041,0.20357146
LTS,28,T4FOI_HEA,2042,0.19624012
LTS,28,T4FOI_HEA,2043,0.1885844
LTS,28,T4FOI_HEA,2044,0.1807874
LTS,28,T4FOI_HEA,2045,0.17290988
LTS,28,T4FOI_HEA,2046,0.16537008
LTS,28,T4FOI_HEA,2047,0.15774448
LTS,28,T4FOI_HEA,2048,0.14995253
LTS,28,T4FOI_HEA,2049,0.14217282
LTS,28,T4FOI_HEA,2050,0.13430397
LTS,28,T4FOI_HEA,2051,0.13253724
LTS,28,T4FOI_HEA,2052,0.1305317
LTS,28,T4FOI_HEA,2053,0.128464
LTS,28,T4FOI_HEA,2054,0.12628165
LTS,28,T4FOI_HEA,2055,0.12394067
LTS,28,T4GSL_LIG,2021,0.87163296
LTS,28,T4GSL_LIG,2022,0.94326176
LTS,28,T4GSL_LIG,2023,0.98758208
LTS,28,T4GSL_LIG,2024,1.005937
LTS,28,T4GSL_LIG,2025,1.0256349
LTS,28,T4GSL_LIG,2026,1.000512
LTS,28,T4GSL_LIG,2027,0.97515393
LTS,28,T4GSL_LIG,2028,0.95968929
LTS,28,T4GSL_LIG,2029,0.94289832
LTS,28,T4GSL_LIG,2030,0.92606019
LTS,28,T4GSL_LIG,2031,0.91035975
LTS,28,T4GSL_LIG,2032,0.8941779
LTS,28,T4GSL_LIG,2033,0.87715899
LTS,28,T4GSL_LIG,2034,0.85972155
LTS,28,T4GSL_LIG,2035,0.84225267
LTS,28,T4GSL_LIG,2036,0.8272419
LTS,28,T4GSL_LIG,2037,0.81139407
LTS,28,T4GSL_LIG,2038,0.79441641
LTS,28,T4GSL_LIG,2039,0.77737587
LTS,28,T4GSL_LIG,2040,0.75962403
LTS,28,T4GSL_LIG,2041,0.76778145
LTS,28,T4GSL_LIG,2042,0.77492688
LTS,28,T4GSL_LIG,2043,0.78103674
LTS,28,T4GSL_LIG,2044,0.78608745
LTS,28,T4GSL_LIG,2045,0.79005543
LTS,28,T4GSL_LIG,2046,0.7945794
LTS,28,T4GSL_LIG,2047,0.79841754
LTS,28,T4GSL_LIG,2048,0.80045379
LTS,28,T4GSL_LIG,2049,0.80172561
LTS,28,T4GSL_LIG,2050,0.80191665
LTS,28,T4GSL_LIG,2051,0.79099425
LTS,28,T4GSL_LIG,2052,0.77909721
LTS,28,T4GSL_LIG,2053,0.76689162
LTS,28,T4GSL_LIG,2054,0.75366423
LTS,28,T4GSL_LIG,2055,0.73982766
LTS,28,T4GSL_PRI,2021,17.131592
LTS,28,T4GSL_PRI,2022,18.534601
LTS,28,T4GSL_PRI,2023,19.399787
LTS,28,T4GSL_PRI,2024,19.771476
LTS,28,T4GSL_PRI,2025,20.154526
LTS,28,T4GSL_PRI,2026,18.172048
LTS,28,T4GSL_PRI,2027,16.61709
LTS,28,T4GSL_PRI,2028,15.087082
LTS,28,T4GSL_PRI,2029,13.590673
LTS,28,T4GSL_PRI,2030,12.134584
LTS,28,T4GSL_PRI,2031,11.836571
LTS,28,T4GSL_PRI,2032,11.528197
LTS,28,T4GSL_PRI,2033,11.208893
LTS,28,T4GSL_PRI,2034,10.880266
LTS,28,T4GSL_PRI,2035,10.542542
LTS,28,T4GSL_PRI,2036,10.278844
LTS,28,T4GSL_PRI,2037,9.9934625
LTS,28,T4GSL_PRI,2038,9.6182674
LTS,28,T4GSL_PRI,2039,9.2435341
LTS,28,T4GSL_PRI,2040,8.8536581
LTS,28,T4GSL_PRI,2041,8.502528
LTS,28,T4GSL_PRI,2042,8.1429424
LTS,28,T4GSL_PRI,2043,7.7748435
LTS,28,T4GSL_PRI,2044,7.3988367
LTS,28,T4GSL_PRI,2045,7.0226289
LTS,28,T4GSL_PRI,2046,6.6476909
LTS,28,T4GSL_PRI,2047,6.260971
LTS,28,T4GSL_PRI,2048,5.8557628
LTS,28,T4GSL_PRI,2049,5.4467622
LTS,28,T4GSL_PRI,2050,5.0350655
LTS,28,T4GSL_PRI,2051,5.0419289
LTS,28,T4GSL_PRI,2052,5.0396021
LTS,28,T4GSL_PRI,2053,5.029643
LTS,28,T4GSL_PRI,2054,5.0210506
LTS,28,T4GSL_PRI,2055,5.0202514
LTS,28,T4GSL_PUB,2021,2.8633138
LTS,28,T4GSL_PUB,2022,3.0982126
LTS,28,T4GSL_PUB,2023,3.2423468
LTS,28,T4GSL_PUB,2024,3.305241
LTS,28,T4GSL_PUB,2025,3.3690796
LTS,28,T4GSL_PUB,2026,3.1545909
LTS,28,T4GSL_PUB,2027,3.008237
LTS,28,T4GSL_PUB,2028,2.8650332
LTS,28,T4GSL_PUB,2029,2.7237264
LTS,28,T4GSL_PUB,2030,2.5873602
LTS,28,T4GSL_PUB,2031,2.4755042
LTS,28,T4GSL_PUB,2032,2.3660615
LTS,28,T4GSL_PUB,2033,2.2885604
LTS,28,T4GSL_PUB,2034,2.1826175
LTS,28,T4GSL_PUB,2035,2.0687996
LTS,28,T4GSL_PUB,2036,1.9635227
LTS,28,T4GSL_PUB,2037,1.8587605
LTS,28,T4GSL_PUB,2038,1.7638887
LTS,28,T4GSL_PUB,2039,1.6713014
LTS,28,T4GSL_PUB,2040,1.5800592
LTS,28,T4GSL_PUB,2041,1.4873126
LTS,28,T4GSL_PUB,2042,1.3978258
LTS,28,T4GSL_PUB,2043,1.3105037
LTS,28,T4GSL_PUB,2044,1.2247946
LTS,28,T4GSL_PUB,2045,1.1414252
LTS,28,T4GSL_PUB,2046,1.0606454
LTS,28,T4GSL_PUB,2047,0.98041745
LTS,28,T4GSL_PUB,2048,0.90033941
LTS,28,T4GSL_PUB,2049,0.82172912
LTS,28,T4GSL_PUB,2050,0.74733457
LTS,28,T4GSL_PUB,2051,0.73070927
LTS,28,T4GSL_PUB,2052,0.7121019
LTS,28,T4GSL_PUB,2053,0.69220393
LTS,28,T4GSL_PUB,2054,0.67261556
LTS,28,T4GSL_PUB,2055,0.65547418
LTS,29,T4DSL_HEA,2021,7.5281836
LTS,29,T4DSL_HEA,2022,8.144768
LTS,29,T4DSL_HEA,2023,8.5246451
LTS,29,T4DSL_HEA,2024,8.6888131
LTS,29,T4DSL_HEA,2025,8.8567989
LTS,29,T4DSL_HEA,2026,8.6744099
LTS,29,T4DSL_HEA,2027,8.5875709
LTS,29,T4DSL_HEA,2028,8.5835148
LTS,29,T4DSL_HEA,2029,8.5738145
LTS,29,T4DSL_HEA,2030,8.5593198
LTS,29,T4DSL_HEA,2031,8.5589759
LTS,29,T4DSL_HEA,2032,8.551736
LTS,29,T4DSL_HEA,2033,8.5396162
LTS,29,T4DSL_HEA,2034,8.5239955
LTS,29,T4DSL_HEA,2035,8.501842
LTS,29,T4DSL_HEA,2036,8.5093134
LTS,29,T4DSL_HEA,2037,8.5100189
LTS,29,T4DSL_HEA,2038,8.5048823
LTS,29,T4DSL_HEA,2039,8.4941764
LTS,29,T4DSL_HEA,2040,8.4776553
LTS,29,T4DSL_HEA,2041,8.6289072
LTS,29,T4DSL_HEA,2042,8.7758616
LTS,29,T4DSL_HEA,2043,8.9196188
LTS,29,T4DSL_HEA,2044,9.0602071
LTS,29,T4DSL_HEA,2045,9.1966905
LTS,29,T4DSL_HEA,2046,9.3499813
LTS,29,T4DSL_HEA,2047,9.4982051
LTS,29,T4DSL_HEA,2048,9.6428857
LTS,29,T4DSL_HEA,2049,9.7829971
LTS,29,T4DSL_HEA,2050,9.9172207
LTS,29,T4DSL_HEA,2051,9.9967689
LTS,29,T4DSL_HEA,2052,10.074154
LTS,29,T4DSL_HEA,2053,10.150274
LTS,29,T4DSL_HEA,2054,10.224262
LTS,29,T4DSL_HEA,2055,10.296736
LTS,29,T4DSL_LIG,2021,0.92409296
LTS,29,T4DSL_LIG,2022,0.999635
LTS,29,T4DSL_LIG,2023,1.0459347
LTS,29,T4DSL_LIG,2024,1.0667182
LTS,29,T4DSL_LIG,2025,1.0871463
LTS,29,T4DSL_LIG,2026,1.0859545
LTS,29,T4DSL_LIG,2027,1.1163701
LTS,29,T4DSL_LIG,2028,1.1378478
LTS,29,T4DSL_LIG,2029,1.159529
LTS,29,T4DSL_LIG,2030,1.1808335
LTS,29,T4DSL_LIG,2031,1.2041183
LTS,29,T4DSL_LIG,2032,1.2270934
LTS,29,T4DSL_LIG,2033,1.2498514
LTS,29,T4DSL_LIG,2034,1.2726242
LTS,29,T4DSL_LIG,2035,1.2944523
LTS,29,T4DSL_LIG,2036,1.3212418
LTS,29,T4DSL_LIG,2037,1.3481502
LTS,29,T4DSL_LIG,2038,1.3743464
LTS,29,T4DSL_LIG,2039,1.4000844
LTS,29,T4DSL_LIG,2040,1.4257365
LTS,29,T4DSL_LIG,2041,1.4315504
LTS,29,T4DSL_LIG,2042,1.4364067
LTS,29,T4DSL_LIG,2043,1.4404827
LTS,29,T4DSL_LIG,2044,1.4433081
LTS,29,T4DSL_LIG,2045,1.4454346
LTS,29,T4DSL_LIG,2046,1.4498143
LTS,29,T4DSL_LIG,2047,1.4527531
LTS,29,T4DSL_LIG,2048,1.4548796
LTS,29,T4DSL_LIG,2049,1.4558178
LTS,29,T4DSL_LIG,2050,1.4559556
LTS,29,T4DSL_LIG,2051,1.4674331
LTS,29,T4DSL_LIG,2052,1.478746
LTS,29,T4DSL_LIG,2053,1.4898376
LTS,29,T4DSL_LIG,2054,1.5010053
LTS,29,T4DSL_LIG,2055,1.511411
LTS,29,T4DSL_PRI,2021,0.41189148
LTS,29,T4DSL_PRI,2022,0.44540496
LTS,29,T4DSL_PRI,2023,0.46594548
LTS,29,T4DSL_PRI,2024,0.47531484
LTS,29,T4DSL_PRI,2025,0.48432384
LTS,29,T4DSL_PRI,2026,0.46315375
LTS,29,T4DSL_PRI,2027,0.4561858
LTS,29,T4DSL_PRI,2028,0.44924022
LTS,29,T4DSL_PRI,2029,0.44263989
LTS,29,T4DSL_PRI,2030,0.43292394
LTS,29,T4DSL_PRI,2031,0.42355712
LTS,29,T4DSL_PRI,2032,0.41455137
LTS,29,T4DSL_PRI,2033,0.40591761
LTS,29,T4DSL_PRI,2034,0.39728394
LTS,29,T4DSL_PRI,2035,0.38763144
LTS,29,T4DSL_PRI,2036,0.33494185
LTS,29,T4DSL_PRI,2037,0.29030508
LTS,29,T4DSL_PRI,2038,0.2585636
LTS,29,T4DSL_PRI,2039,0.2791581
LTS,29,T4DSL_PRI,2040,0.3090673
LTS,29,T4DSL_PRI,2041,0.3199205
LTS,29,T4DSL_PRI,2042,0.32660145
LTS,29,T4DSL_PRI,2043,0.33051909
LTS,29,T4DSL_PRI,2044,0.33097008
LTS,29,T4DSL_PRI,2045,0.32797137
LTS,29,T4DSL_PRI,2046,0.32360757
LTS,29,T4DSL_PRI,2047,0.32096216
LTS,29,T4DSL_PRI,2048,0.3303744
LTS,29,T4DSL_PRI,2049,0.33254163
LTS,29,T4DSL_PRI,2050,0.32920712
LTS,29,T4DSL_PRI,2051,0.3650342
LTS,29,T4DSL_PRI,2052,0.41178
LTS,29,T4DSL_PRI,2053,0.46910088
LTS,29,T4DSL_PRI,2054,0.52495512
LTS,29,T4DSL_PRI,2055,0.56908542
LTS,29,T4DSL_PUB,2021,0.46112729
LTS,29,T4DSL_PUB,2022,0.49866753
LTS,29,T4DSL_PUB,2023,0.52223002
LTS,29,T4DSL_PUB,2024,0.5318943
LTS,29,T4DSL_PUB,2025,0.54257904
LTS,29,T4DSL_PUB,2026,0.8934649
LTS,29,T4DSL_PUB,2027,1.2486479
LTS,29,T4DSL_PUB,2028,1.5908587
LTS,29,T4DSL_PUB,2029,1.9187319
LTS,29,T4DSL_PUB,2030,2.2195947
LTS,29,T4DSL_PUB,2031,2.2040176
LTS,29,T4DSL_PUB,2032,2.1774079
LTS,29,T4DSL_PUB,2033,2.1115307
LTS,29,T4DSL_PUB,2034,2.072786
LTS,29,T4DSL_PUB,2035,2.0503967
LTS,29,T4DSL_PUB,2036,2.02563
LTS,29,T4DSL_PUB,2037,1.9985923
LTS,29,T4DSL_PUB,2038,1.9646058
LTS,29,T4DSL_PUB,2039,1.922417
LTS,29,T4DSL_PUB,2040,1.8774648
LTS,29,T4DSL_PUB,2041,1.8383546
LTS,29,T4DSL_PUB,2042,1.7657691
LTS,29,T4DSL_PUB,2043,1.748882
LTS,29,T4DSL_PUB,2044,1.6985315
LTS,29,T4DSL_PUB,2045,1.643485
LTS,29,T4DSL_PUB,2046,1.5782933
LTS,29,T4DSL_PUB,2047,1.5199699
LTS,29,T4DSL_PUB,2048,1.4612539
LTS,29,T4DSL_PUB,2049,1.3986013
LTS,29,T4DSL_PUB,2050,1.3288548
LTS,29,T4DSL_PUB,2051,1.3623126
LTS,29,T4DSL_PUB,2052,1.4000325
LTS,29,T4DSL_PUB,2053,1.4414477
LTS,29,T4DSL_PUB,2054,1.482118
LTS,29,T4DSL_PUB,2055,1.5211655
LTS,29,T4ELE_PRI,2026,0.064332
LTS,29,T4ELE_PRI,2027,0.12086042
LTS,29,T4ELE_PRI,2028,0.17130426
LTS,29,T4ELE_PRI,2029,0.21448713
LTS,29,T4ELE_PRI,2030,0.24952831
LTS,29,T4ELE_PRI,2031,0.31265962
LTS,29,T4ELE_PRI,2032,0.37794234
LTS,29,T4ELE_PRI,2033,0.4462388
LTS,29,T4ELE_PRI,2034,0.51594006
LTS,29,T4ELE_PRI,2035,0.58805874
LTS,29,T4ELE_PRI,2036,0.66479627
LTS,29,T4ELE_PRI,2037,0.74421195
LTS,29,T4ELE_PRI,2038,0.8304816
LTS,29,T4ELE_PRI,2039,0.92208804
LTS,29,T4ELE_PRI,2040,1.0104824
LTS,29,T4ELE_PRI,2041,1.1056221
LTS,29,T4ELE_PRI,2042,1.2040155
LTS,29,T4ELE_PRI,2043,1.3053548
LTS,29,T4ELE_PRI,2044,1.4100734
LTS,29,T4ELE_PRI,2045,1.5176998
LTS,29,T4ELE_PRI,2046,1.6325342
LTS,29,T4ELE_PRI,2047,1.7507792
LTS,29,T4ELE_PRI,2048,1.8721983
LTS,29,T4ELE_PRI,2049,1.9976041
LTS,29,T4ELE_PRI,2050,2.1264301
LTS,29,T4ELE_PRI,2051,2.1738854
LTS,29,T4ELE_PRI,2052,2.2228304
LTS,29,T4ELE_PRI,2053,2.2729201
LTS,29,T4ELE_PRI,2054,2.3236244
LTS,29,T4ELE_PRI,2055,2.3760252
LTS,29,T4ELE_PUB,2026,0.0432072
LTS,29,T4ELE_PUB,2027,0.10027593
LTS,29,T4ELE_PUB,2028,0.17298673
LTS,29,T4ELE_PUB,2029,0.2621806
LTS,29,T4ELE_PUB,2030,0.37371737
LTS,29,T4ELE_PUB,2031,0.43422242
LTS,29,T4ELE_PUB,2032,0.49981166
LTS,29,T4ELE_PUB,2033,0.56836388
LTS,29,T4ELE_PUB,2034,0.64184236
LTS,29,T4ELE_PUB,2035,0.71350529
LTS,29,T4ELE_PUB,2036,0.78819074
LTS,29,T4ELE_PUB,2037,0.86589506
LTS,29,T4ELE_PUB,2038,0.93954116
LTS,29,T4ELE_PUB,2039,1.0199382
LTS,29,T4ELE_PUB,2040,1.1024029
LTS,29,T4ELE_PUB,2041,1.1903091
LTS,29,T4ELE_PUB,2042,1.2980947
LTS,29,T4ELE_PUB,2043,1.3725033
LTS,29,T4ELE_PUB,2044,1.4671945
LTS,29,T4ELE_PUB,2045,1.5644107
LTS,29,T4ELE_PUB,2046,1.675284
LTS,29,T4ELE_PUB,2047,1.7797336
LTS,29,T4ELE_PUB,2048,1.8876851
LTS,29,T4ELE_PUB,2049,1.9976978
LTS,29,T4ELE_PUB,2050,2.1112055
LTS,29,T4ELE_PUB,2051,2.1455957
LTS,29,T4ELE_PUB,2052,2.1810382
LTS,29,T4ELE_PUB,2053,2.2169556
LTS,29,T4ELE_PUB,2054,2.2541148
LTS,29,T4ELE_PUB,2055,2.2914424
LTS,29,T4FOI_HEA,2021,0.0144
LTS,29,T4FOI_HEA,2022,0.0156
LTS,29,T4FOI_HEA,2023,0.016303584
LTS,29,T4FOI_HEA,2024,0.01652509
LTS,29,T4FOI_HEA,2025,0.0169
LTS,29,T4FOI_HEA,2026,0.029598559
LTS,29,T4FOI_HEA,2027,0.056549377
LTS,29,T4FOI_HEA,2028,0.07006572
LTS,29,T4FOI_HEA,2029,0.0837588
LTS,29,T4FOI_HEA,2030,0.097742846
LTS,29,T4FOI_HEA,2031,0.11195296
LTS,29,T4FOI_HEA,2032,0.12649833
LTS,29,T4FOI_HEA,2033,0.14126803
LTS,29,T4FOI_HEA,2034,0.15600492
LTS,29,T4FOI_HEA,2035,0.17115019
LTS,29,T4FOI_HEA,2036,0.18696876
LTS,29,T4FOI_HEA,2037,0.2031618
LTS,29,T4FOI_HEA,2038,0.21944059
LTS,29,T4FOI_HEA,2039,0.23587864
LTS,29,T4FOI_HEA,2040,0.25253761
LTS,29,T4FOI_HEA,2041,0.24757624
LTS,29,T4FOI_HEA,2042,0.2424177
LTS,29,T4FOI_HEA,2043,0.23687966
LTS,29,T4FOI_HEA,2044,0.2309469
LTS,29,T4FOI_HEA,2045,0.22481795
LTS,29,T4FOI_HEA,2046,0.21892412
LTS,29,T4FOI_HEA,2047,0.21274272
LTS,29,T4FOI_HEA,2048,0.2062568
LTS,29,T4FOI_HEA,2049,0.19941372
LTS,29,T4FOI_HEA,2050,0.19246887
LTS,29,T4FOI_HEA,2051,0.1939488
LTS,29,T4FOI_HEA,2052,0.19549362
LTS,29,T4FOI_HEA,2053,0.19691072
LTS,29,T4FOI_HEA,2054,0.1983753
LTS,29,T4FOI_HEA,2055,0.19974263
LTS,29,T4GSL_LIG,2021,0.87163296
LTS,29,T4GSL_LIG,2022,0.94326176
LTS,29,T4GSL_LIG,2023,0.98758208
LTS,29,T4GSL_LIG,2024,1.005937
LTS,29,T4GSL_LIG,2025,1.0256349
LTS,29,T4GSL_LIG,2026,1.000512
LTS,29,T4GSL_LIG,2027,0.98600085
LTS,29,T4GSL_LIG,2028,0.98134809
LTS,29,T4GSL_LIG,2029,0.9753048
LTS,29,T4GSL_LIG,2030,0.96915987
LTS,29,T4GSL_LIG,2031,0.9645579
LTS,29,T4GSL_LIG,2032,0.95900427
LTS,29,T4GSL_LIG,2033,0.95292861
LTS,29,T4GSL_LIG,2034,0.94594749
LTS,29,T4GSL_LIG,2035,0.93887397
LTS,29,T4GSL_LIG,2036,0.93481245
LTS,29,T4GSL_LIG,2037,0.92943432
LTS,29,T4GSL_LIG,2038,0.92353878
LTS,29,T4GSL_LIG,2039,0.91713969
LTS,29,T4GSL_LIG,2040,0.90951177
LTS,29,T4GSL_LIG,2041,0.9335421
LTS,29,T4GSL_LIG,2042,0.95739681
LTS,29,T4GSL_LIG,2043,0.98069247
LTS,29,T4GSL_LIG,2044,1.0041174
LTS,29,T4GSL_LIG,2045,1.0269371
LTS,29,T4GSL_LIG,2046,1.0518724
LTS,29,T4GSL_LIG,2047,1.0767754
LTS,29,T4GSL_LIG,2048,1.1009391
LTS,29,T4GSL_LIG,2049,1.1250057
LTS,29,T4GSL_LIG,2050,1.1486102
LTS,29,T4GSL_LIG,2051,1.1580188
LTS,29,T4GSL_LIG,2052,1.1666788
LTS,29,T4GSL_LIG,2053,1.1758285
LTS,29,T4GSL_LIG,2054,1.1838879
LTS,29,T4GSL_LIG,2055,1.1926724
LTS,29,T4GSL_PRI,2021,17.131592
LTS,29,T4GSL_PRI,2022,18.534601
LTS,29,T4GSL_PRI,2023,19.399787
LTS,29,T4GSL_PRI,2024,19.771476
LTS,29,T4GSL_PRI,2025,20.154526
LTS,29,T4GSL_PRI,2026,18.172048
LTS,29,T4GSL_PRI,2027,16.788078
LTS,29,T4GSL_PRI,2028,15.401691
LTS,29,T4GSL_PRI,2029,14.019488
LTS,29,T4GSL_PRI,2030,12.651811
LTS,29,T4GSL_PRI,2031,12.47455
LTS,29,T4GSL_PRI,2032,12.282759
LTS,29,T4GSL_PRI,2033,12.072314
LTS,29,T4GSL_PRI,2034,11.849414
