Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,8,,COMPOST,,2026,,0.0145226,0.0145226,0.0145226,0.0145226,,,0.533707,0.363232,,,0.914926,0.599177,0.914926,,0.406601,,,,-0.848702,-0.555808,,,,,,,,0.5081,,0.871,0.871,,nan,,nan,nan,
LTS,8,,COMPOST,,2027,,0.0294562,0.0294562,0.0294562,0.0294562,,,1.08251,0.682168,,,1.85574,1.12529,1.85574,,0.763617,,,,-1.72142,-1.04384,,,,,,,,0.9811,,1.6819,1.6819,,nan,,nan,nan,
LTS,8,,COMPOST,,2028,,0.0448924,0.0448924,0.0448924,0.0448924,,,1.6498,0.96264,,,2.82822,1.58794,2.82822,,1.07758,,,,-2.62351,-1.47301,,,,,,,,1.4235,,2.4403,2.4403,,nan,,nan,nan,
LTS,8,,COMPOST,,2029,,0.0606143,0.0606143,0.0606143,0.0606143,,,2.22757,1.20349,,,3.8187,1.98524,3.8187,,1.34718,,,,-3.5423,-1.84155,,,,,,,,1.8298,,3.1369,3.1369,,nan,,nan,nan,
LTS,8,,COMPOST,,2030,,0.0767227,0.0767227,0.0767227,0.0767227,,,2.81956,1.41048,,,4.83353,2.32669,4.83353,,1.57889,,,,-4.48367,-2.15828,,,,,,,,2.205,,3.78,3.78,,nan,,nan,nan,
LTS,8,,COMPOST,,2031,,0.0933951,0.0933951,0.0933951,0.0933951,,,3.43227,1.58981,,,5.88389,2.6225,5.88389,,1.77962,,,,-5.45801,-2.43268,,,,,,,,2.5554,,4.3806,4.3806,,nan,,nan,nan,
LTS,8,,COMPOST,,2032,,0.110499,0.110499,0.110499,0.110499,,,4.06085,1.74163,,,6.96145,2.87294,6.96145,,1.94957,,,,-6.45757,-2.66499,,,,,,,,2.8783,,4.9342,4.9342,,nan,,nan,nan,
LTS,8,,COMPOST,,2033,,0.128028,0.128028,0.128028,0.128028,,,4.70502,1.86843,,,8.06575,3.08211,8.06575,,2.09152,,,,-7.48195,-2.85902,,,,,,,,3.1749,,5.4426,5.4426,,nan,,nan,nan,
LTS,8,,COMPOST,,2034,,0.146088,0.146088,0.146088,0.146088,,,5.36873,1.97407,,,9.20354,3.25637,9.20354,,2.20977,,,,-8.53738,-3.02068,,,,,,,,3.4489,,5.9124,5.9124,,nan,,nan,nan,
LTS,8,,COMPOST,,2035,,0.164446,0.164446,0.164446,0.164446,,,6.04339,2.05754,,,10.3601,3.39406,10.3601,,2.30321,,,,-9.61023,-3.1484,,,,,,,,3.696,,6.336,6.336,,nan,,nan,nan,
LTS,8,,COMPOST,,2036,,0.183557,0.183557,0.183557,0.183557,,,6.74573,2.12654,,,11.5641,3.50788,11.5641,,2.38044,,,,-10.7271,-3.25397,,,,,,,,3.9276,,6.733,6.733,,nan,,nan,nan,
LTS,8,,COMPOST,,2037,,0.203136,0.203136,0.203136,0.203136,,,7.46525,2.17904,,,12.7976,3.59448,12.7976,,2.43921,,,,-11.8713,-3.33431,,,,,,,,4.138,,7.0937,7.0937,,nan,,nan,nan,
LTS,8,,COMPOST,,2038,,0.223178,0.223178,0.223178,0.223178,,,8.20177,2.21668,,,14.0602,3.65658,14.0602,,2.48135,,,,-13.0425,-3.39191,,,,,,,,4.3281,,7.4196,7.4196,,nan,,nan,nan,
LTS,8,,COMPOST,,2039,,0.243799,0.243799,0.243799,0.243799,,,8.95961,2.24213,,,15.3593,3.69856,15.3593,,2.50984,,,,-14.2476,-3.43086,,,,,,,,4.5011,,7.7162,7.7162,,nan,,nan,nan,
LTS,8,,COMPOST,,2040,,0.264752,0.264752,0.264752,0.264752,,,9.72965,2.25448,,,16.6794,3.71892,16.6794,,2.52366,,,,-15.4721,-3.44974,,,,,,,,4.6535,,7.9774,7.9774,,nan,,nan,nan,
LTS,8,,COMPOST,,2041,,0.286624,0.286624,0.286624,0.286624,,,10.5334,2.25993,,,18.0573,3.72791,18.0573,,2.52976,,,,-16.7503,-3.45808,,,,,,,,4.7962,,8.222,8.222,,nan,,nan,nan,
LTS,8,,COMPOST,,2042,,0.309032,0.309032,0.309032,0.309032,,,11.3569,2.25612,,,19.469,3.72164,19.469,,2.5255,,,,-18.0599,-3.45226,,,,,,,,4.923,,8.4394,8.4394,,nan,,nan,nan,
LTS,8,,COMPOST,,2043,,0.331929,0.331929,0.331929,0.331929,,,12.1984,2.24378,,,20.9115,3.70127,20.9115,,2.51168,,,,-19.3979,-3.43337,,,,,,,,5.0341,,8.6298,8.6298,,nan,,nan,nan,
LTS,8,,COMPOST,,2044,,0.355333,0.355333,0.355333,0.355333,,,13.0585,2.22406,,,22.386,3.66875,22.386,,2.48961,,,,-20.7657,-3.4032,,,,,,,,5.1304,,8.795,8.795,,nan,,nan,nan,
LTS,8,,COMPOST,,2045,,0.379404,0.379404,0.379404,0.379404,,,13.9431,2.19882,,,23.9025,3.62711,23.9025,,2.46135,,,,-22.1724,-3.36458,,,,,,,,5.2151,,8.9402,8.9402,,nan,,nan,nan,
LTS,8,,COMPOST,,2046,,0.404414,0.404414,0.404414,0.404414,,,14.8622,2.17015,,,25.4781,3.57982,25.4781,,2.42926,,,,-23.6339,-3.32071,,,,,,,,5.2922,,9.0723,9.0723,,nan,,nan,nan,
LTS,8,,COMPOST,,2047,,0.430029,0.430029,0.430029,0.430029,,,15.8036,2.13667,,,27.0918,3.52459,27.0918,,2.39178,,,,-25.1309,-3.26948,,,,,,,,5.3574,,9.184,9.184,,nan,,nan,nan,
LTS,8,,COMPOST,,2048,,0.456183,0.456183,0.456183,0.456183,,,16.7647,2.09872,,,28.7396,3.462,28.7396,,2.34931,,,,-26.6594,-3.21141,,,,,,,,5.4105,,9.2752,9.2752,,nan,,nan,nan,
LTS,8,,COMPOST,,2049,,0.482909,0.482909,0.482909,0.482909,,,17.7469,2.05711,,,30.4233,3.39335,30.4233,,2.30272,,,,-28.2212,-3.14774,,,,,,,,5.4527,,9.3475,9.3475,,nan,,nan,nan,
LTS,8,,COMPOST,,2050,,0.510388,0.510388,0.510388,0.510388,,,18.7567,2.01311,,,32.1544,3.32078,32.1544,,2.25348,,,,-29.827,-3.08042,,,,,,,,5.4864,,9.4053,9.4053,,nan,,nan,nan,
LTS,8,,COMPOST,,2051,,0.538257,0.538257,0.538257,0.538257,,,19.7809,1.96578,,,33.9102,3.24269,33.9102,,2.20049,,,,-31.4557,-3.00798,,,,,,,,5.5084,,9.443,9.443,,nan,,nan,nan,
LTS,8,,COMPOST,,2052,,0.566695,0.566695,0.566695,0.566695,,,20.826,1.91633,,,35.7018,3.16112,35.7018,,2.14513,,,,-33.1176,-2.93232,,,,,,,,5.5211,,9.4648,9.4648,,nan,,nan,nan,
LTS,8,,COMPOST,,2053,,0.595747,0.595747,0.595747,0.595747,,,21.8937,1.86534,,,37.532,3.07702,37.532,,2.08806,,,,-34.8154,-2.8543,,,,,,,,5.5257,,9.4726,9.4726,,nan,,nan,nan,
LTS,8,,COMPOST,,2054,,0.625322,0.625322,0.625322,0.625322,,,22.9806,1.81291,,,39.3953,2.99053,39.3953,,2.02937,,,,-36.5438,-2.77408,,,,,,,,5.5217,,9.4658,9.4658,,nan,,nan,nan,
LTS,8,,COMPOST,,2055,,0.655516,0.655516,0.655516,0.655516,,,24.0902,1.75968,,,41.2975,2.90271,41.2975,,1.96978,,,,-38.3083,-2.69261,,,,,,,,5.5106,,9.4467,9.4467,,nan,,nan,nan,
LTS,8,,LANDFILL,,2026,,0.0222953,0.0222953,0.0222953,0.0222953,,,0.11705,0.0796625,,,1.48186,0.970456,1.48186,,1.05012,,,,,,,,,,,,,0.1114,,1.4108,1.4108,,nan,,nan,nan,
LTS,8,,LANDFILL,,2027,,0.0453252,0.0453252,0.0453252,0.0453252,,,0.237957,0.149953,,,3.01254,1.82675,3.01254,,1.9767,,,,5.87897e-09,3.55067e-09,,,,,,,,0.2157,,2.7304,2.7304,,nan,,nan,nan,
LTS,8,,LANDFILL,,2028,,0.0689682,0.0689682,0.0689682,0.0689682,,,0.362083,0.211272,,,4.58397,2.57373,4.58397,,2.78501,,,,-4.48199e-09,-2.51748e-09,,,,,,,,0.3124,,3.9553,3.9553,,nan,,nan,nan,
LTS,8,,LANDFILL,,2029,,0.0931052,0.0931052,0.0931052,0.0931052,,,0.488802,0.264085,,,6.18824,3.2171,6.18824,,3.48119,,,,-2.01981e-08,-1.04919e-08,,,,,,,,0.4015,,5.0833,5.0833,,nan,,nan,nan,
LTS,8,,LANDFILL,,2030,,0.117836,0.117836,0.117836,0.117836,,,0.618637,0.309473,,,7.83195,3.77002,7.83195,,4.0795,,,,3.40515e-09,1.64437e-09,,,,,,,,0.4838,,6.1249,6.1249,,nan,,nan,nan,
LTS,8,,LANDFILL,,2031,,0.14168,0.14168,0.14168,0.14168,,,0.743821,0.344533,,,9.41678,4.19713,9.41678,,4.54167,,,,-2.0038e-08,-8.94943e-09,,,,,,,,0.5538,,7.0109,7.0109,,nan,,nan,nan,
LTS,8,,LANDFILL,,2032,,0.166138,0.166138,0.166138,0.166138,,,0.872222,0.374081,,,11.0423,4.55709,11.0423,,4.93117,,,,-2.53203e-09,-1.06229e-09,,,,,,,,0.6182,,7.8267,7.8267,,nan,,nan,nan,
LTS,8,,LANDFILL,,2033,,0.191197,0.191197,0.191197,0.191197,,,1.00379,0.398617,,,12.7079,4.85599,12.7079,,5.25461,,,,-8.60018e-09,-3.28873e-09,,,,,,,,0.6773,,8.575,8.575,,nan,,nan,nan,
LTS,8,,LANDFILL,,2034,,0.216849,0.216849,0.216849,0.216849,,,1.13846,0.418609,,,14.4129,5.09953,14.4129,,5.51814,,,,-6.4465e-09,-2.25555e-09,,,,,,,,0.7314,,9.2589,9.2589,,nan,,nan,nan,
LTS,8,,LANDFILL,,2035,,0.243084,0.243084,0.243084,0.243084,,,1.27619,0.434494,,,16.1566,5.29304,16.1566,,5.72753,,,,-2.38797e-08,-7.82893e-09,,,,,,,,0.7805,,9.881,9.881,,nan,,nan,nan,
LTS,8,,LANDFILL,,2036,,0.268646,0.268646,0.268646,0.268646,,,1.41039,0.444615,,,17.8556,5.41634,17.8556,,5.86095,,,,-5.80621e-09,-1.76078e-09,,,,,,,,0.8212,,10.3962,10.3962,,nan,,nan,nan,
LTS,8,,LANDFILL,,2037,,0.294821,0.294821,0.294821,0.294821,,,1.54781,0.451792,,,19.5953,5.50377,19.5953,,5.95556,,,,8.14907e-09,2.28465e-09,,,,,,,,0.8579,,10.8616,10.8616,,nan,,nan,nan,
LTS,8,,LANDFILL,,2038,,0.321482,0.321482,0.321482,0.321482,,,1.68778,0.456155,,,21.3673,5.55692,21.3673,,6.01307,,,,-2.41707e-08,-6.27188e-09,,,,,,,,0.8906,,11.2756,11.2756,,nan,,nan,nan,
LTS,8,,LANDFILL,,2039,,0.348861,0.348861,0.348861,0.348861,,,1.83152,0.458337,,,23.1871,5.5835,23.1871,,6.04184,,,,-2.96859e-09,,,,,,,,,0.9201,,11.6488,11.6488,,nan,,nan,nan,
LTS,8,,LANDFILL,,2040,,0.376835,0.376835,0.376835,0.376835,,,1.97838,0.458415,,,25.0463,5.58445,25.0463,,6.04287,,,,-5.73345e-09,-1.28057e-09,,,,,,,,0.9462,,11.9791,11.9791,,nan,,nan,nan,
LTS,8,,LANDFILL,,2041,,0.404297,0.404297,0.404297,0.404297,,,2.12256,0.455391,,,26.8716,5.54762,26.8716,,6.00301,,,,-2.02272e-09,,,,,,,,,0.9665,,12.2354,12.2354,,nan,,nan,nan,
LTS,8,,LANDFILL,,2042,,0.432415,0.432415,0.432415,0.432415,,,2.27018,0.450984,,,28.7405,5.49393,28.7405,,5.94492,,,,1.19617e-08,2.2992e-09,,,,,,,,0.9841,,12.4585,12.4585,,nan,,nan,nan,
LTS,8,,LANDFILL,,2043,,0.461121,0.461121,0.461121,0.461121,,,2.42088,0.445298,,,30.6484,5.42467,30.6484,,5.86996,,,,-5.99539e-09,-1.07684e-09,,,,,,,,0.9991,,12.648,12.648,,nan,,nan,nan,
LTS,8,,LANDFILL,,2044,,0.490441,0.490441,0.490441,0.490441,,,2.57482,0.43853,,,32.5972,5.34222,32.5972,,5.78075,,,,-1.78989e-09,,,,,,,,,1.0116,,12.8068,12.8068,,nan,,nan,nan,
LTS,8,,LANDFILL,,2045,,0.520414,0.520414,0.520414,0.520414,,,2.73217,0.430862,,,34.5893,5.2488,34.5893,,5.67966,,,,9.28412e-09,1.42609e-09,,,,,,,,1.0219,,12.9374,12.9374,,nan,,nan,nan,
LTS,8,,LANDFILL,,2046,,0.550144,0.550144,0.550144,0.550144,,,2.88825,0.421737,,,36.5653,5.13764,36.5653,,5.55937,,,,2.07801e-08,2.91038e-09,,,,,,,,1.0285,,13.0203,13.0203,,nan,,nan,nan,
LTS,8,,LANDFILL,,2047,,0.580429,0.580429,0.580429,0.580429,,,3.04725,0.411994,,,38.5782,5.01894,38.5782,,5.43094,,,,-1.52068e-08,-1.97906e-09,,,,,,,,1.033,,13.0779,13.0779,,nan,,nan,nan,
LTS,8,,LANDFILL,,2048,,0.611453,0.611453,0.611453,0.611453,,,3.21013,0.401866,,,40.6402,4.89557,40.6402,,5.29743,,,,1.91212e-08,2.2992e-09,,,,,,,,1.036,,13.1159,13.1159,,nan,,nan,nan,
LTS,8,,LANDFILL,,2049,,0.643124,0.643124,0.643124,0.643124,,,3.3764,0.391371,,,42.7452,4.76772,42.7452,,5.15909,,,,-2.64554e-08,-2.96859e-09,,,,,,,,1.0374,,13.1333,13.1333,,nan,,nan,nan,
LTS,8,,LANDFILL,,2050,,0.675492,0.675492,0.675492,0.675492,,,3.54633,0.380619,,,44.8966,4.63674,44.8966,,5.01735,,,,1.59635e-08,1.65892e-09,,,,,,,,1.0373,,13.1324,13.1324,,nan,,nan,nan,
LTS,8,,LANDFILL,,2051,,0.664777,0.664777,0.664777,0.664777,,,3.49008,0.346835,,,44.1844,4.22517,44.1844,,4.57201,,,,8.16362e-09,,,,,,,,,0.9719,,12.304,12.304,,nan,,nan,nan,
LTS,8,,LANDFILL,,2052,,0.653345,0.653345,0.653345,0.653345,,,3.43006,0.315621,,,43.4246,3.84492,43.4246,,4.16054,,,,-1.16415e-09,,,,,,,,,0.9093,,11.5122,11.5122,,nan,,nan,nan,
LTS,8,,LANDFILL,,2053,,0.641539,0.641539,0.641539,0.641539,,,3.36808,0.28696,,,42.6399,3.49578,42.6399,,3.78274,,,,1.6822e-08,1.39698e-09,,,,,,,,0.8501,,10.7618,10.7618,,nan,,nan,nan,
LTS,8,,LANDFILL,,2054,,0.629114,0.629114,0.629114,0.629114,,,3.30285,0.260558,,,41.8141,3.17414,41.8141,,3.4347,,,,6.89761e-09,,,,,,,,,0.7936,,10.047,10.047,,nan,,nan,nan,
LTS,8,,LANDFILL,,2055,,0.616169,0.616169,0.616169,0.616169,,,3.23489,0.236293,,,40.9537,2.87855,40.9537,,3.11484,,,,8.20728e-09,,,,,,,,,0.74,,9.3681,9.3681,,nan,,nan,nan,
LTS,8,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
LTS,8,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
LTS,8,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
