Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,0,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,31.0088,31.7746,,116.087,,,,87.1795,85.0784,,,,,,,,,,38.6811,38.6811,,,,0.0004672460443503323,0.0004672460443503323,
BAU,0,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,29.8526,32.1194,,110.916,,,,87.2182,81.0631,,,,,,,,,,37.2247,37.2247,,,,0.0004547300167058357,0.0004547300167058357,
BAU,0,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,28.7402,32.4686,,105.966,,,,87.2437,77.2255,,,,,,,,,,35.8239,35.8239,,,,0.0004667644225931197,0.0004667644225931197,
BAU,0,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,27.6623,32.8134,,101.189,,,,87.2188,73.5271,,,,,,,,,,34.4672,34.4672,,,,0.00045576929768033857,0.00045576929768033857,
BAU,0,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,26.6254,33.1626,,96.6041,,,,87.1601,69.9787,,,,,,,,,,33.1626,33.1626,,,,0.00044504308379653655,0.00044504308379653655,
BAU,0,,NO_CONTR_OD,,2026,,0.7562,0.7562,0.7562,0.7562,,,,,,,33.4278,25.5604,33.4278,,92.1155,,,,87.0408,66.5552,,,,,,,,,,31.8239,31.8239,,,,0.0004334319572250186,0.0004334319572250186,
BAU,0,,NO_CONTR_OD,,2027,,0.7623,0.7623,0.7623,0.7623,,,,,,,33.6975,24.5396,33.6975,,87.8201,,,,86.8962,63.2805,,,,,,,,,,30.5414,30.5414,,,,0.0004221535697858376,0.0004221535697858376,
BAU,0,,NO_CONTR_OD,,2028,,0.7683,0.7683,0.7683,0.7683,,,,,,,33.9627,23.555,33.9627,,83.6972,,,,86.716,60.1422,,,,,,,,,,29.3048,29.3048,,,,0.0004110878520157272,0.0004110878520157272,
BAU,0,,NO_CONTR_OD,,2029,,0.7744,0.7744,0.7744,0.7744,,,,,,,34.2324,22.6114,34.2324,,79.7617,,,,86.5222,57.1503,,,,,,,,,,28.1202,28.1202,,,,0.0004003404128204126,0.0004003404128204126,
BAU,0,,NO_CONTR_OD,,2030,,0.7804,0.7804,0.7804,0.7804,,,,,,,34.4976,21.7015,34.4976,,75.9827,,,,86.2874,54.2812,,,,,,,,,,26.9783,26.9783,,,,0.00038979890693472096,0.00038979890693472096,
BAU,0,,NO_CONTR_OD,,2031,,0.7848,0.7848,0.7848,0.7848,,,,,,,34.6921,20.7847,34.6921,,72.3266,,,,86.0297,51.5419,,,,,,,,,,25.8287,25.8287,,,,0.0003787406973650435,0.0003787406973650435,
BAU,0,,NO_CONTR_OD,,2032,,0.7893,0.7893,0.7893,0.7893,,,,,,,34.891,19.9084,34.891,,68.8352,,,,85.7479,48.9268,,,,,,,,,,24.7304,24.7304,,,,0.00036803104254780447,0.00036803104254780447,
BAU,0,,NO_CONTR_OD,,2033,,0.7937,0.7937,0.7937,0.7937,,,,,,,35.0855,19.0661,35.0855,,65.4842,,,,85.4188,46.4181,,,,,,,,,,23.675,23.675,,,,0.00035756776122272845,0.00035756776122272845,
BAU,0,,NO_CONTR_OD,,2034,,0.7981,0.7981,0.7981,0.7981,,,,,,,35.28,18.2588,35.28,,62.279,,,,85.0563,44.0201,,,,,,,,,,22.664,22.664,,,,0.0003473912793140968,0.0003473912793140968,
BAU,0,,NO_CONTR_OD,,2035,,0.8025,0.8025,0.8025,0.8025,,,,,,,35.4745,17.4852,35.4745,,59.2148,,,,84.662,41.7295,,,,,,,,,,21.6955,21.6955,,,,0.00033749416505164827,0.00033749416505164827,
BAU,0,,NO_CONTR_OD,,2036,,0.8054,0.8054,0.8054,0.8054,,,,,,,35.6027,16.7128,35.6027,,56.2562,,,,84.2381,39.5434,,,,,,,,,,20.7291,20.7291,,,,0.0003272597322601346,0.0003272597322601346,
BAU,0,,NO_CONTR_OD,,2037,,0.8083,0.8083,0.8083,0.8083,,,,,,,35.7309,15.9743,35.7309,,53.427,,,,83.7735,37.4527,,,,,,,,,,19.8056,19.8056,,,,0.00031733154167129247,0.00031733154167129247,
BAU,0,,NO_CONTR_OD,,2038,,0.8112,0.8112,0.8112,0.8112,,,,,,,35.8591,15.2682,35.8591,,50.7278,,,,83.2812,35.4597,,,,,,,,,,18.9229,18.9229,,,,0.0003077005848439318,0.0003077005848439318,
BAU,0,,NO_CONTR_OD,,2039,,0.814,0.814,0.814,0.814,,,,,,,35.9829,14.5913,35.9829,,48.1482,,,,82.7531,33.5569,,,,,,,,,,18.0772,18.0772,,,,0.00029832163353951246,0.00029832163353951246,
BAU,0,,NO_CONTR_OD,,2040,,0.8169,0.8169,0.8169,0.8169,,,,,,,36.1111,13.946,36.1111,,45.6944,,,,82.2079,31.7484,,,,,,,,,,17.2711,17.2711,,,,0.00028926038152901715,0.00028926038152901715,
BAU,0,,NO_CONTR_OD,,2041,,0.8184,0.8184,0.8184,0.8184,,,,,,,36.1774,13.3063,36.1774,,43.3332,,,,81.6379,30.027,,,,,,,,,,16.4726,16.4726,,,,0.00027999175241827476,0.00027999175241827476,
BAU,0,,NO_CONTR_OD,,2042,,0.8199,0.8199,0.8199,0.8199,,,,,,,36.2437,12.6959,36.2437,,41.0832,,,,81.039,28.3873,,,,,,,,,,15.7109,15.7109,,,,0.00027101920322697057,0.00027101920322697057,
BAU,0,,NO_CONTR_OD,,2043,,0.8214,0.8214,0.8214,0.8214,,,,,,,36.31,12.1134,36.31,,38.9386,,,,80.4084,26.8252,,,,,,,,,,14.9845,14.9845,,,,0.0002623333083727083,0.0002623333083727083,
BAU,0,,NO_CONTR_OD,,2044,,0.8229,0.8229,0.8229,0.8229,,,,,,,36.3763,11.5577,36.3763,,36.8962,,,,79.7499,25.3386,,,,,,,,,,14.2915,14.2915,,,,0.00025392494116972206,0.00025392494116972206,
BAU,0,,NO_CONTR_OD,,2045,,0.8245,0.8245,0.8245,0.8245,,,,,,,36.447,11.0287,36.447,,34.9581,,,,79.0804,23.9294,,,,,,,,,,13.6322,13.6322,,,,0.0002458149399687536,0.0002458149399687536,
BAU,0,,NO_CONTR_OD,,2046,,0.8247,0.8247,0.8247,0.8247,,,,,,,36.4559,10.5061,36.4559,,33.0921,,,,78.373,22.586,,,,,,,,,,12.9813,12.9813,,,,0.00023756035320447136,0.00023756035320447136,
BAU,0,,NO_CONTR_OD,,2047,,0.825,0.825,0.825,0.825,,,,,,,36.4691,10.0094,36.4691,,31.3232,,,,77.6565,21.3138,,,,,,,,,,12.3629,12.3629,,,,0.00022961001871321085,0.00022961001871321085,
BAU,0,,NO_CONTR_OD,,2048,,0.8253,0.8253,0.8253,0.8253,,,,,,,36.4824,9.53625,36.4824,,29.6439,,,,76.9251,20.1077,,,,,,,,,,11.774,11.774,,,,0.0002219263340283124,0.0002219263340283124,
BAU,0,,NO_CONTR_OD,,2049,,0.8256,0.8256,0.8256,0.8256,,,,,,,36.4956,9.08544,36.4956,,28.0487,,,,76.1742,18.9633,,,,,,,,,,11.2131,11.2131,,,,0.00021449916042273683,0.00021449916042273683,
BAU,0,,NO_CONTR_OD,,2050,,0.8259,0.8259,0.8259,0.8259,,,,,,,36.5089,8.65595,36.5089,,26.5356,,,,75.4125,17.8796,,,,,,,,,,10.679,10.679,,,,0.00020732109160767222,0.00020732109160767222,
BAU,0,,NO_CONTR_OD,,2051,,0.8262,0.8262,0.8262,0.8262,,,,,,,36.5222,8.24675,36.5222,,25.1015,,,,74.6441,16.8547,,,,,,,,,,10.1703,10.1703,,,,0.0002003832054004945,0.0002003832054004945,
BAU,0,,NO_CONTR_OD,,2052,,0.8265,0.8265,0.8265,0.8265,,,,,,,36.5354,7.8569,36.5354,,23.7403,,,,73.8594,15.8834,,,,,,,,,,9.6858,9.6858,,,,0.0001936769359442006,0.0001936769359442006,
BAU,0,,NO_CONTR_OD,,2053,,0.8268,0.8268,0.8268,0.8268,,,,,,,36.5487,7.48548,36.5487,,22.4474,,,,73.0532,14.9619,,,,,,,,,,9.2244,9.2244,,,,0.00018719559445063138,0.00018719559445063138,
BAU,0,,NO_CONTR_OD,,2054,,0.8271,0.8271,0.8271,0.8271,,,,,,,36.562,7.13162,36.562,,21.2191,,,,72.2229,14.0875,,,,,,,,,,8.785,8.785,,,,0.00018093112517781642,0.00018093112517781642,
BAU,0,,NO_CONTR_OD,,2055,,0.8274,0.8274,0.8274,0.8274,,,,,,,36.5752,6.79448,36.5752,,20.0533,,,,71.3735,13.2589,,,,,,,,,,8.3665,8.3665,,,,0.00017487579405464063,0.00017487579405464063,
BAU,0,,OPEN_BURN,,2021,,0.3884,0.3884,0.3884,0.3884,,,,,,,,,,,32.5633,,,,33.3674,32.5633,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2022,,0.3926,0.3926,0.3926,0.3926,,,,,,,,,,,31.0253,,,,33.381,31.0253,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2023,,0.3968,0.3968,0.3968,0.3968,,,,,,,,,,,29.5514,,,,33.385,29.5514,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2024,,0.4011,0.4011,0.4011,0.4011,,,,,,,,,,,28.1422,,,,33.3827,28.1422,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2025,,0.4054,0.4054,0.4054,0.4054,,,,,,,,,,,26.7861,,,,33.3628,26.7861,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2026,,0.4086,0.4086,0.4086,0.4086,,,,,,,,,,,25.4731,,,,33.3136,25.4731,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2027,,0.4119,0.4119,0.4119,0.4119,,,,,,,,,,,24.22,,,,33.2586,24.22,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2028,,0.4152,0.4152,0.4152,0.4152,,,,,,,,,,,23.022,,,,33.1943,23.022,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2029,,0.4184,0.4184,0.4184,0.4184,,,,,,,,,,,21.8717,,,,33.1125,21.8717,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2030,,0.4217,0.4217,0.4217,0.4217,,,,,,,,,,,20.7765,,,,33.0272,20.7765,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2031,,0.4241,0.4241,0.4241,0.4241,,,,,,,,,,,19.7291,,,,32.9303,19.7291,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2032,,0.4265,0.4265,0.4265,0.4265,,,,,,,,,,,18.7267,,,,32.82,18.7267,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2033,,0.4288,0.4288,0.4288,0.4288,,,,,,,,,,,17.7633,,,,32.6881,17.7633,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2034,,0.4312,0.4312,0.4312,0.4312,,,,,,,,,,,16.8465,,,,32.5511,16.8465,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2035,,0.4336,0.4336,0.4336,0.4336,,,,,,,,,,,15.9708,,,,32.4019,15.9708,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2036,,0.4352,0.4352,0.4352,0.4352,,,,,,,,,,,15.1352,,,,32.2421,15.1352,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2037,,0.4368,0.4368,0.4368,0.4368,,,,,,,,,,,14.3361,,,,32.0667,14.3361,,,,,,,,,,,,,,,,,
BAU,0,,OPEN_BURN,,2038,,0.4383,0.4383,0.4383,0.4383,,,,,,,,,,,13.5711,,,,31.8734,13.5711,,,,,,,,,,,,,,,,,
