Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,28,,COMPOST,,2026,,0.0140777,0.0140777,0.0140777,0.0140777,,,0.517354,0.352103,,,0.886893,0.580819,0.886893,,0.394143,,,,-0.822699,-0.538778,,,,,,,,0.4925,,0.8443,0.8443,,nan,,nan,nan,
LTS,28,,COMPOST,,2027,,0.0276904,0.0276904,0.0276904,0.0276904,,,1.01762,0.641274,,,1.74449,1.05783,1.74449,,0.71784,,,,-1.61823,-0.981261,,,,,,,,0.9223,,1.5811,1.5811,,nan,,nan,nan,
LTS,28,,COMPOST,,2028,,0.0409415,0.0409415,0.0409415,0.0409415,,,1.5046,0.87792,,,2.57932,1.44819,2.57932,,0.982742,,,,-2.39262,-1.34337,,,,,,,,1.2982,,2.2256,2.2256,,nan,,nan,nan,
LTS,28,,COMPOST,,2029,,0.0536497,0.0536497,0.0536497,0.0536497,,,1.97163,1.06521,,,3.37993,1.75714,3.37993,,1.19239,,,,-3.13529,-1.62995,,,,,,,,1.6196,,2.7764,2.7764,,nan,,nan,nan,
LTS,28,,COMPOST,,2030,,0.0659282,0.0659282,0.0659282,0.0659282,,,2.42286,1.21203,,,4.15348,1.99934,4.15348,,1.35675,,,,-3.85285,-1.85462,,,,,,,,1.8948,,3.2482,3.2482,,nan,,nan,nan,
LTS,28,,COMPOST,,2031,,0.0779422,0.0779422,0.0779422,0.0779422,,,2.86438,1.32676,,,4.91036,2.18859,4.91036,,1.48517,,,,-4.55494,-2.03017,,,,,,,,2.1326,,3.6558,3.6558,,nan,,nan,nan,
LTS,28,,COMPOST,,2032,,0.0895873,0.0895873,0.0895873,0.0895873,,,3.29233,1.41202,,,5.644,2.32924,5.644,,1.58062,,,,-5.23548,-2.16064,,,,,,,,2.3336,,4.0004,4.0004,,nan,,nan,nan,
LTS,28,,COMPOST,,2033,,0.10087,0.10087,0.10087,0.10087,,,3.70696,1.47208,,,6.35479,2.42831,6.35479,,1.64785,,,,-5.89482,-2.25255,,,,,,,,2.5014,,4.2881,4.2881,,nan,,nan,nan,
LTS,28,,COMPOST,,2034,,0.111883,0.111883,0.111883,0.111883,,,4.11169,1.51186,,,7.04861,2.49392,7.04861,,1.69237,,,,-6.53843,-2.31341,,,,,,,,2.6414,,4.528,4.528,,nan,,nan,nan,
LTS,28,,COMPOST,,2035,,0.122456,0.122456,0.122456,0.122456,,,4.50027,1.53217,,,7.71475,2.52742,7.71475,,1.7151,,,,-7.15635,-2.34448,,,,,,,,2.7523,,4.7182,4.7182,,nan,,nan,nan,
LTS,28,,COMPOST,,2036,,0.132938,0.132938,0.132938,0.132938,,,4.88547,1.5401,,,8.37509,2.54051,8.37509,,1.72399,,,,-7.76889,-2.35663,,,,,,,,2.8445,,4.8763,4.8763,,nan,,nan,nan,
LTS,28,,COMPOST,,2037,,0.143116,0.143116,0.143116,0.143116,,,5.25951,1.5352,,,9.0163,2.53242,9.0163,,1.7185,,,,-8.36369,-2.34912,,,,,,,,2.9153,,4.9977,4.9977,,nan,,nan,nan,
LTS,28,,COMPOST,,2038,,0.152993,0.152993,0.152993,0.152993,,,5.62251,1.51959,,,9.63859,2.50667,9.63859,,1.70103,,,,-8.94094,-2.32524,,,,,,,,2.967,,5.0863,5.0863,,nan,,nan,nan,
LTS,28,,COMPOST,,2039,,0.162656,0.162656,0.162656,0.162656,,,5.97759,1.49589,,,10.2473,2.46757,10.2473,,1.67449,,,,-9.50559,-2.28897,,,,,,,,3.003,,5.1481,5.1481,,nan,,nan,nan,
LTS,28,,COMPOST,,2040,,0.171941,0.171941,0.171941,0.171941,,,6.31882,1.46415,,,10.8323,2.41522,10.8323,,1.63896,,,,-10.0482,-2.2404,,,,,,,,3.0221,,5.1808,5.1808,,nan,,nan,nan,
LTS,28,,COMPOST,,2041,,0.181232,0.181232,0.181232,0.181232,,,6.66029,1.42895,,,11.4176,2.35716,11.4176,,1.59957,,,,-10.5912,-2.18655,,,,,,,,3.0326,,5.1988,5.1988,,nan,,nan,nan,
LTS,28,,COMPOST,,2042,,0.190278,0.190278,0.190278,0.190278,,,6.99272,1.38914,,,11.9875,2.29149,11.9875,,1.555,,,,-11.1199,-2.12563,,,,,,,,3.0312,,5.1964,5.1964,,nan,,nan,nan,
LTS,28,,COMPOST,,2043,,0.199051,0.199051,0.199051,0.199051,,,7.31511,1.34555,,,12.5402,2.21957,12.5402,,1.5062,,,,-11.6325,-2.05892,,,,,,,,3.0188,,5.1751,5.1751,,nan,,nan,nan,
LTS,28,,COMPOST,,2044,,0.207566,0.207566,0.207566,0.207566,,,7.62804,1.29917,,,13.0766,2.14308,13.0766,,1.45429,,,,-12.1301,-1.98796,,,,,,,,2.9969,,5.1375,5.1375,,nan,,nan,nan,
LTS,28,,COMPOST,,2045,,0.215917,0.215917,0.215917,0.215917,,,7.93496,1.25134,,,13.6028,2.06417,13.6028,,1.40075,,,,-12.6182,-1.91477,,,,,,,,2.9679,,5.0878,5.0878,,nan,,nan,nan,
LTS,28,,COMPOST,,2046,,0.224251,0.224251,0.224251,0.224251,,,8.24124,1.20337,,,14.1278,1.98504,14.1278,,1.34705,,,,-13.1053,-1.84136,,,,,,,,2.9346,,5.0307,5.0307,,nan,,nan,nan,
LTS,28,,COMPOST,,2047,,0.232373,0.232373,0.232373,0.232373,,,8.5397,1.15458,,,14.6395,1.90457,14.6395,,1.29244,,,,-13.5799,-1.76671,,,,,,,,2.8949,,4.9628,4.9628,,nan,,nan,nan,
LTS,28,,COMPOST,,2048,,0.240246,0.240246,0.240246,0.240246,,,8.82905,1.10528,,,15.1355,1.82324,15.1355,,1.23725,,,,-14.04,-1.69127,,,,,,,,2.8494,,4.8847,4.8847,,nan,,nan,nan,
LTS,28,,COMPOST,,2049,,0.247889,0.247889,0.247889,0.247889,,,9.10994,1.05597,,,15.617,1.74189,15.617,,1.18205,,,,-14.4867,-1.61581,,,,,,,,2.799,,4.7983,4.7983,,nan,,nan,nan,
