Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,59,,COMPOST,,2026,,0.0143875,0.0143875,0.0143875,0.0143875,,,0.528739,0.359851,,,0.90641,0.5936,0.90641,,0.402816,,,,-0.840803,-0.550635,,,,,,,,0.5034,,0.8629,0.8629,,nan,,nan,nan,
LTS,59,,COMPOST,,2027,,0.0289198,0.0289198,0.0289198,0.0289198,,,1.0628,0.669745,,,1.82194,1.10479,1.82194,,0.749711,,,,-1.69007,-1.02483,,,,,,,,0.9633,,1.6513,1.6513,,nan,,nan,nan,
LTS,59,,COMPOST,,2028,,0.0436922,0.0436922,0.0436922,0.0436922,,,1.60569,0.936904,,,2.75261,1.54549,2.75261,,1.04877,,,,-2.55337,-1.43363,,,,,,,,1.3855,,2.3751,2.3751,,nan,,nan,nan,
LTS,59,,COMPOST,,2029,,0.0584986,0.0584986,0.0584986,0.0584986,,,2.14982,1.16148,,,3.68541,1.91595,3.68541,,1.30016,,,,-3.41866,-1.77727,,,,,,,,1.766,,3.0274,3.0274,,nan,,nan,nan,
LTS,59,,COMPOST,,2030,,0.0734435,0.0734435,0.0734435,0.0734435,,,2.69905,1.3502,,,4.62694,2.22725,4.62694,,1.51141,,,,-4.29204,-2.06604,,,,,,,,2.1108,,3.6184,3.6184,,nan,,nan,nan,
LTS,59,,COMPOST,,2031,,0.0887008,0.0887008,0.0887008,0.0887008,,,3.25975,1.5099,,,5.58815,2.49068,5.58815,,1.69018,,,,-5.18368,-2.31041,,,,,,,,2.4269,,4.1604,4.1604,,nan,,nan,nan,
LTS,59,,COMPOST,,2032,,0.104147,0.104147,0.104147,0.104147,,,3.82739,1.6415,,,6.56123,2.70777,6.56123,,1.83749,,,,-6.08633,-2.51178,,,,,,,,2.7128,,4.6505,4.6505,,nan,,nan,nan,
LTS,59,,COMPOST,,2033,,0.119778,0.119778,0.119778,0.119778,,,4.40183,1.74803,,,7.546,2.8835,7.546,,1.95674,,,,-6.99981,-2.67479,,,,,,,,2.9703,,5.0919,5.0919,,nan,,nan,nan,
LTS,59,,COMPOST,,2034,,0.135697,0.135697,0.135697,0.135697,,,4.98687,1.83366,,,8.54892,3.02476,8.54892,,2.0526,,,,-7.93014,-2.80582,,,,,,,,3.2036,,5.4919,5.4919,,nan,,nan,nan,
LTS,59,,COMPOST,,2035,,0.15169,0.15169,0.15169,0.15169,,,5.57462,1.89794,,,9.5565,3.13079,9.5565,,2.12455,,,,-8.86479,-2.90418,,,,,,,,3.4093,,5.8446,5.8446,,nan,,nan,nan,
