Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,8,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,8,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,8,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,8,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,8,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,8,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,142.28,122.428,,,122.428,,,,,,135.5048,,Energy
LTS,8,,DIST_DSL,,2027,,7.43794,7.43794,7.43794,7.43794,,,,153.199,128.269,,,128.269,,,,,,138.956,,Energy
LTS,8,,DIST_DSL,,2028,,7.74729,7.74729,7.74729,7.74729,,,,162.334,132.255,,,132.255,,,,,,140.2302,,Energy
LTS,8,,DIST_DSL,,2029,,8.11404,8.11404,8.11404,8.11404,,,,172.914,137.078,,,137.078,,,,,,142.2568,,Energy
LTS,8,,DIST_DSL,,2030,,8.44365,8.44365,8.44365,8.44365,,,,182.95,141.125,,,141.125,,,,,,143.3461,,Energy
LTS,8,,DIST_DSL,,2031,,8.47453,8.47453,8.47453,8.47453,,,,186.643,140.092,,,140.092,,,,,,139.2759,,Energy
LTS,8,,DIST_DSL,,2032,,8.48538,8.48538,8.48538,8.48538,,,,189.909,138.702,,,138.702,,,,,,134.9648,,Energy
LTS,8,,DIST_DSL,,2033,,8.45185,8.45185,8.45185,8.45185,,,,192.174,136.573,,,136.573,,,,,,130.0709,,Energy
LTS,8,,DIST_DSL,,2034,,8.44563,8.44563,8.44563,8.44563,,,,195.046,134.878,,,134.878,,,,,,125.7284,,Energy
LTS,8,,DIST_DSL,,2035,,8.43942,8.43942,8.43942,8.43942,,,,197.913,133.172,,,133.172,,,,,,121.5014,,Energy
LTS,8,,DIST_DSL,,2036,,8.42797,8.42797,8.42797,8.42797,,,,200.651,131.375,,,131.375,,,,,,117.3165,,Energy
LTS,8,,DIST_DSL,,2037,,8.41325,8.41325,8.41325,8.41325,,,,203.303,129.523,,,129.523,,,,,,113.2067,,Energy
LTS,8,,DIST_DSL,,2038,,8.40811,8.40811,8.40811,8.40811,,,,206.178,127.815,,,127.815,,,,,,109.3406,,Energy
LTS,8,,DIST_DSL,,2039,,8.40584,8.40584,8.40584,8.40584,,,,209.121,126.145,,,126.145,,,,,,105.6203,,Energy
LTS,8,,DIST_DSL,,2040,,8.41873,8.41873,8.41873,8.41873,,,,212.446,124.696,,,124.696,,,,,,102.1902,,Energy
LTS,8,,DIST_DSL,,2041,,8.59485,8.59485,8.59485,8.59485,,,,219.956,125.625,,,125.625,,,,,,100.7644,,Energy
LTS,8,,DIST_DSL,,2042,,8.75541,8.75541,8.75541,8.75541,,,,227.189,126.258,,,126.258,,,,,,99.1218,,Energy
LTS,8,,DIST_DSL,,2043,,8.93568,8.93568,8.93568,8.93568,,,,235.054,127.109,,,127.109,,,,,,97.6698,,Energy
LTS,8,,DIST_DSL,,2044,,9.07243,9.07243,9.07243,9.07243,,,,241.888,127.279,,,127.279,,,,,,95.7233,,Energy
LTS,8,,DIST_DSL,,2045,,9.19578,9.19578,9.19578,9.19578,,,,248.458,127.212,,,127.212,,,,,,93.6412,,Energy
LTS,8,,DIST_DSL,,2046,,9.32892,9.32892,9.32892,9.32892,,,,255.383,127.233,,,127.233,,,,,,91.6678,,Energy
LTS,8,,DIST_DSL,,2047,,9.46299,9.46299,9.46299,9.46299,,,,262.43,127.22,,,127.22,,,,,,89.7117,,Energy
LTS,8,,DIST_DSL,,2048,,9.59956,9.59956,9.59956,9.59956,,,,269.642,127.193,,,127.193,,,,,,87.7877,,Energy
LTS,8,,DIST_DSL,,2049,,9.71764,9.71764,9.71764,9.71764,,,,276.425,126.878,,,126.878,,,,,,85.7105,,Energy
LTS,8,,DIST_DSL,,2050,,9.81546,9.81546,9.81546,9.81546,,,,282.71,126.265,,,126.265,,,,,,83.485,,Energy
