Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
BAU,3,2021,DIST_DSL,,,9.3177728,,,,,,,,,,,,,9.3177728,,,,,9.3177728,,,9.3177728,,,,,,
BAU,3,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
BAU,3,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
BAU,3,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
BAU,3,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
BAU,3,2026,DIST_DSL,,,11.139703,,,,,,,,,,,,,11.139703,,,,,11.139703,,,11.139703,,,,,,
BAU,3,2027,DIST_DSL,,,11.24011,,,,,,,,,,,,,11.24011,,,,,11.24011,,,11.24011,,,,,,
BAU,3,2028,DIST_DSL,,,11.415462,,,,,,,,,,,,,11.415462,,,,,11.415462,,,11.415462,,,,,,
BAU,3,2029,DIST_DSL,,,11.593297,,,,,,,,,,,,,11.593297,,,,,11.593297,,,11.593297,,,,,,
BAU,3,2030,DIST_DSL,,,11.774321,,,,,,,,,,,,,11.774321,,,,,11.774321,,,11.774321,,,,,,
BAU,3,2031,DIST_DSL,,,11.97767,,,,,,,,,,,,,11.97767,,,,,11.97767,,,11.97767,,,,,,
BAU,3,2032,DIST_DSL,,,12.177841,,,,,,,,,,,,,12.177841,,,,,12.177841,,,12.177841,,,,,,
BAU,3,2033,DIST_DSL,,,12.377072,,,,,,,,,,,,,12.377072,,,,,12.377072,,,12.377072,,,,,,
BAU,3,2034,DIST_DSL,,,12.574396,,,,,,,,,,,,,12.574396,,,,,12.574396,,,12.574396,,,,,,
BAU,3,2035,DIST_DSL,,,12.769148,,,,,,,,,,,,,12.769148,,,,,12.769148,,,12.769148,,,,,,
BAU,3,2036,DIST_DSL,,,13.013463,,,,,,,,,,,,,13.013463,,,,,13.013463,,,13.013463,,,,,,
BAU,3,2037,DIST_DSL,,,13.30208,,,,,,,,,,,,,13.30208,,,,,13.30208,,,13.30208,,,,,,
BAU,3,2038,DIST_DSL,,,13.540982,,,,,,,,,,,,,13.540982,,,,,13.540982,,,13.540982,,,,,,
BAU,3,2039,DIST_DSL,,,13.780312,,,,,,,,,,,,,13.780312,,,,,13.780312,,,13.780312,,,,,,
