Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,53,,COMPOST,,2026,,0.0140605,0.0140605,0.0140605,0.0140605,,,0.516722,0.351672,,,0.885809,0.580109,0.885809,,0.393661,,,,-0.821694,-0.53812,,,,,,,,0.4919,,0.8433,0.8433,,nan,,nan,nan,
LTS,53,,COMPOST,,2027,,0.0276221,0.0276221,0.0276221,0.0276221,,,1.01511,0.639693,,,1.74019,1.05522,1.74019,,0.716071,,,,-1.61424,-0.978843,,,,,,,,0.92,,1.5772,1.5772,,nan,,nan,nan,
LTS,53,,COMPOST,,2028,,0.0407888,0.0407888,0.0407888,0.0407888,,,1.49899,0.874646,,,2.5697,1.44279,2.5697,,0.979076,,,,-2.3837,-1.33836,,,,,,,,1.2934,,2.2173,2.2173,,nan,,nan,nan,
LTS,53,,COMPOST,,2029,,0.0533805,0.0533805,0.0533805,0.0533805,,,1.96173,1.05986,,,3.36297,1.74832,3.36297,,1.18641,,,,-3.11956,-1.62178,,,,,,,,1.6115,,2.7625,2.7625,,nan,,nan,nan,
LTS,53,,COMPOST,,2030,,0.065511,0.065511,0.065511,0.065511,,,2.40753,1.20436,,,4.12719,1.98669,4.12719,,1.34816,,,,-3.82846,-1.84289,,,,,,,,1.8828,,3.2276,3.2276,,nan,,nan,nan,
LTS,53,,COMPOST,,2031,,0.0773449,0.0773449,0.0773449,0.0773449,,,2.84243,1.31659,,,4.87273,2.17182,4.87273,,1.47379,,,,-4.52004,-2.01462,,,,,,,,2.1162,,3.6278,3.6278,,nan,,nan,nan,
LTS,53,,COMPOST,,2032,,0.088779,0.088779,0.088779,0.088779,,,3.26263,1.39929,,,5.59308,2.30822,5.59308,,1.56636,,,,-5.18825,-2.14115,,,,,,,,2.3125,,3.9643,3.9643,,nan,,nan,nan,
LTS,53,,COMPOST,,2033,,0.09982,0.09982,0.09982,0.09982,,,3.66838,1.45677,,,6.28866,2.40304,6.28866,,1.6307,,,,-5.83348,-2.22911,,,,,,,,2.4753,,4.2435,4.2435,,nan,,nan,nan,
LTS,53,,COMPOST,,2034,,0.110561,0.110561,0.110561,0.110561,,,4.06311,1.494,,,6.96532,2.46445,6.96532,,1.67237,,,,-6.46117,-2.28607,,,,,,,,2.6102,,4.4745,4.4745,,nan,,nan,nan,
LTS,53,,COMPOST,,2035,,0.120833,0.120833,0.120833,0.120833,,,4.44063,1.51186,,,7.6125,2.49392,7.6125,,1.69237,,,,-7.0615,-2.31341,,,,,,,,2.7158,,4.6556,4.6556,,nan,,nan,nan,
LTS,53,,COMPOST,,2036,,0.130981,0.130981,0.130981,0.130981,,,4.81357,1.51744,,,8.25183,2.50312,8.25183,,1.69862,,,,-7.65456,-2.32194,,,,,,,,2.8026,,4.8045,4.8045,,nan,,nan,nan,
LTS,53,,COMPOST,,2037,,0.140796,0.140796,0.140796,0.140796,,,5.17426,1.51032,,,8.87015,2.49138,8.87015,,1.69064,,,,-8.22812,-2.31105,,,,,,,,2.8681,,4.9167,4.9167,,nan,,nan,nan,
LTS,53,,COMPOST,,2038,,0.150281,0.150281,0.150281,0.150281,,,5.52282,1.49265,,,9.46769,2.46223,9.46769,,1.67087,,,,-8.78241,-2.28401,,,,,,,,2.9144,,4.9961,4.9961,,nan,,nan,nan,
LTS,53,,COMPOST,,2039,,0.159519,0.159519,0.159519,0.159519,,,5.86234,1.46704,,,10.0497,2.41999,10.0497,,1.64221,,,,-9.32231,-2.24483,,,,,,,,2.9451,,5.0488,5.0488,,nan,,nan,nan,
LTS,53,,COMPOST,,2040,,0.168354,0.168354,0.168354,0.168354,,,6.187,1.4336,,,10.6063,2.36483,10.6063,,1.60477,,,,-9.83859,-2.19366,,,,,,,,2.9591,,5.0727,5.0727,,nan,,nan,nan,
LTS,53,,COMPOST,,2041,,0.177159,0.177159,0.177159,0.177159,,,6.51059,1.39684,,,11.161,2.30418,11.161,,1.56361,,,,-10.3532,-2.1374,,,,,,,,2.9645,,5.0819,5.0819,,nan,,nan,nan,
LTS,53,,COMPOST,,2042,,0.185688,0.185688,0.185688,0.185688,,,6.82404,1.35564,,,11.6984,2.23622,11.6984,,1.51749,,,,-10.8516,-2.07436,,,,,,,,2.9581,,5.071,5.071,,nan,,nan,nan,
LTS,53,,COMPOST,,2043,,0.193915,0.193915,0.193915,0.193915,,,7.12638,1.31083,,,12.2166,2.16231,12.2166,,1.46734,,,,-11.3324,-2.0058,,,,,,,,2.9409,,5.0416,5.0416,,nan,,nan,nan,
LTS,53,,COMPOST,,2044,,0.201855,0.201855,0.201855,0.201855,,,7.41816,1.26343,,,12.7168,2.08411,12.7168,,1.41428,,,,-11.7964,-1.93326,,,,,,,,2.9145,,4.9962,4.9962,,nan,,nan,nan,
LTS,53,,COMPOST,,2045,,0.209599,0.209599,0.209599,0.209599,,,7.70275,1.21472,,,13.2047,2.00377,13.2047,,1.35975,,,,-12.2489,-1.85873,,,,,,,,2.8811,,4.9389,4.9389,,nan,,nan,nan,
LTS,53,,COMPOST,,2046,,0.217288,0.217288,0.217288,0.217288,,,7.98534,1.166,,,13.6892,1.92341,13.6892,,1.30522,,,,-12.6983,-1.78419,,,,,,,,2.8434,,4.8745,4.8745,,nan,,nan,nan,
