Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,70,,COMPOST,,2026,,0.0145375,0.0145375,0.0145375,0.0145375,,,0.534254,0.363604,,,0.915864,0.599791,0.915864,,0.407018,,,,-0.849573,-0.556378,,,,,,,,0.5086,,0.8719,0.8719,,nan,,nan,nan,
LTS,70,,COMPOST,,2027,,0.0295153,0.0295153,0.0295153,0.0295153,,,1.08469,0.683536,,,1.85946,1.12754,1.85946,,0.765149,,,,-1.72487,-1.04593,,,,,,,,0.9831,,1.6853,1.6853,,nan,,nan,nan,
LTS,70,,COMPOST,,2028,,0.0450246,0.0450246,0.0450246,0.0450246,,,1.65465,0.965475,,,2.83655,1.59262,2.83655,,1.08075,,,,-2.63124,-1.47735,,,,,,,,1.4277,,2.4475,2.4475,,nan,,nan,nan,
LTS,70,,COMPOST,,2029,,0.0608473,0.0608473,0.0608473,0.0608473,,,2.23614,1.20812,,,3.83338,1.99288,3.83338,,1.35236,,,,-3.55592,-1.84863,,,,,,,,1.8369,,3.1489,3.1489,,nan,,nan,nan,
LTS,70,,COMPOST,,2030,,0.0770839,0.0770839,0.0770839,0.0770839,,,2.83283,1.41712,,,4.85628,2.33764,4.85628,,1.58632,,,,-4.50478,-2.16844,,,,,,,,2.2154,,3.7978,3.7978,,nan,,nan,nan,
LTS,70,,COMPOST,,2031,,0.0939122,0.0939122,0.0939122,0.0939122,,,3.45127,1.59861,,,5.91647,2.63702,5.91647,,1.78948,,,,-5.48823,-2.44615,,,,,,,,2.5695,,4.4049,4.4049,,nan,,nan,nan,
LTS,70,,COMPOST,,2032,,0.111199,0.111199,0.111199,0.111199,,,4.08656,1.75266,,,7.00554,2.89113,7.00554,,1.96192,,,,-6.49847,-2.68187,,,,,,,,2.8965,,4.9655,4.9655,,nan,,nan,nan,
LTS,70,,COMPOST,,2033,,0.128937,0.128937,0.128937,0.128937,,,4.73842,1.88169,,,8.12301,3.10399,8.12301,,2.10636,,,,-7.53506,-2.87932,,,,,,,,3.1974,,5.4812,5.4812,,nan,,nan,nan,
LTS,70,,COMPOST,,2034,,0.147233,0.147233,0.147233,0.147233,,,5.4108,1.98954,,,9.27565,3.28189,9.27565,,2.22709,,,,-8.60427,-3.04434,,,,,,,,3.4759,,5.9587,5.9587,,nan,,nan,nan,
LTS,70,,COMPOST,,2035,,0.165851,0.165851,0.165851,0.165851,,,6.09503,2.07512,,,10.4486,3.42306,10.4486,,2.32289,,,,-9.69234,-3.1753,,,,,,,,3.7276,,6.3901,6.3901,,nan,,nan,nan,
LTS,70,,COMPOST,,2036,,0.185251,0.185251,0.185251,0.185251,,,6.80798,2.14616,,,11.6708,3.54025,11.6708,,2.40241,,,,-10.8261,-3.284,,,,,,,,3.9638,,6.7951,6.7951,,nan,,nan,nan,
LTS,70,,COMPOST,,2037,,0.205145,0.205145,0.205145,0.205145,,,7.53907,2.20058,,,12.9241,3.63002,12.9241,,2.46333,,,,-11.9887,-3.36727,,,,,,,,4.1789,,7.1638,7.1638,,nan,,nan,nan,
LTS,70,,COMPOST,,2038,,0.225526,0.225526,0.225526,0.225526,,,8.28808,2.24001,,,14.2081,3.69506,14.2081,,2.50746,,,,-13.1797,-3.42761,,,,,,,,4.3736,,7.4976,7.4976,,nan,,nan,nan,
LTS,70,,COMPOST,,2039,,0.246514,0.246514,0.246514,0.246514,,,9.0594,2.26711,,,15.5304,3.73976,15.5304,,2.53779,,,,-14.4063,-3.46907,,,,,,,,4.5513,,7.8022,7.8022,,nan,,nan,nan,
LTS,70,,COMPOST,,2040,,0.267858,0.267858,0.267858,0.267858,,,9.84379,2.28092,,,16.8751,3.76255,16.8751,,2.55326,,,,-15.6536,-3.49021,,,,,,,,4.7081,,8.071,8.071,,nan,,nan,nan,
LTS,70,,COMPOST,,2041,,0.290151,0.290151,0.290151,0.290151,,,10.663,2.28773,,,18.2795,3.77378,18.2795,,2.56088,,,,-16.9564,-3.50063,,,,,,,,4.8552,,8.3232,8.3232,,nan,,nan,nan,
LTS,70,,COMPOST,,2042,,0.313006,0.313006,0.313006,0.313006,,,11.503,2.28513,,,19.7194,3.76949,19.7194,,2.55797,,,,-18.2921,-3.49665,,,,,,,,4.9863,,8.548,8.548,,nan,,nan,nan,
LTS,70,,COMPOST,,2043,,0.336375,0.336375,0.336375,0.336375,,,12.3618,2.27384,,,21.1917,3.75086,21.1917,,2.54533,,,,-19.6578,-3.47937,,,,,,,,5.1015,,8.7454,8.7454,,nan,,nan,nan,
LTS,70,,COMPOST,,2044,,0.360278,0.360278,0.360278,0.360278,,,13.2402,2.25501,,,22.6975,3.7198,22.6975,,2.52425,,,,-21.0546,-3.45056,,,,,,,,5.2018,,8.9174,8.9174,,nan,,nan,nan,
LTS,70,,COMPOST,,2045,,0.384875,0.384875,0.384875,0.384875,,,14.1442,2.23053,,,24.2471,3.67941,24.2471,,2.49684,,,,-22.4921,-3.41309,,,,,,,,5.2903,,9.0691,9.0691,,nan,,nan,nan,
LTS,70,,COMPOST,,2046,,0.410443,0.410443,0.410443,0.410443,,,15.0838,2.2025,,,25.8579,3.63318,25.8579,,2.46547,,,,-23.9863,-3.37021,,,,,,,,5.3711,,9.2076,9.2076,,nan,,nan,nan,
LTS,70,,COMPOST,,2047,,0.436643,0.436643,0.436643,0.436643,,,16.0466,2.16953,,,27.5085,3.5788,27.5085,,2.42857,,,,-25.5174,-3.31976,,,,,,,,5.4398,,9.3253,9.3253,,nan,,nan,nan,
LTS,70,,COMPOST,,2048,,0.463409,0.463409,0.463409,0.463409,,,17.0303,2.13197,,,29.1948,3.51684,29.1948,,2.38652,,,,-27.0816,-3.26228,,,,,,,,5.4962,,9.4221,9.4221,,nan,,nan,nan,
LTS,70,,COMPOST,,2049,,0.490773,0.490773,0.490773,0.490773,,,18.0359,2.09061,,,30.9187,3.44861,30.9187,,2.34023,,,,-28.6808,-3.199,,,,,,,,5.5415,,9.4997,9.4997,,nan,,nan,nan,
LTS,70,,COMPOST,,2050,,0.518921,0.518921,0.518921,0.518921,,,19.0703,2.04677,,,32.692,3.3763,32.692,,2.29115,,,,-30.3257,-3.13192,,,,,,,,5.5781,,9.5625,9.5625,,nan,,nan,nan,
LTS,70,,COMPOST,,2051,,0.547482,0.547482,0.547482,0.547482,,,20.12,1.99947,,,34.4914,3.29827,34.4914,,2.2382,,,,-31.9948,-3.05953,,,,,,,,5.6028,,9.6048,9.6048,,nan,,nan,nan,
LTS,70,,COMPOST,,2052,,0.576639,0.576639,0.576639,0.576639,,,21.1915,1.94996,,,36.3282,3.21659,36.3282,,2.18278,,,,-33.6988,-2.98377,,,,,,,,5.618,,9.6309,9.6309,,nan,,nan,nan,
LTS,70,,COMPOST,,2053,,0.606437,0.606437,0.606437,0.606437,,,22.2866,1.89882,,,38.2055,3.13223,38.2055,,2.12553,,,,-35.4402,-2.90552,,,,,,,,5.6249,,9.6426,9.6426,,nan,,nan,nan,
LTS,70,,COMPOST,,2054,,0.636785,0.636785,0.636785,0.636785,,,23.4019,1.84615,,,40.1175,3.04535,40.1175,,2.06657,,,,-37.2137,-2.82493,,,,,,,,5.623,,9.6393,9.6393,,nan,,nan,nan,
LTS,70,,COMPOST,,2055,,0.667778,0.667778,0.667778,0.667778,,,24.5409,1.79259,,,42.07,2.95701,42.07,,2.00663,,,,-39.025,-2.74298,,,,,,,,5.6137,,9.6235,9.6235,,nan,,nan,nan,
LTS,70,,LANDFILL,,2026,,0.0223182,0.0223182,0.0223182,0.0223182,,,0.11717,0.0797442,,,1.48338,0.971451,1.48338,,1.05119,,,,,,,,,,,,,0.1115,,1.4122,1.4122,,nan,,nan,nan,
LTS,70,,LANDFILL,,2027,,0.0454161,0.0454161,0.0454161,0.0454161,,,0.238435,0.150254,,,3.01858,1.83041,3.01858,,1.98066,,,,5.87897e-09,3.55067e-09,,,,,,,,0.2161,,2.7359,2.7359,,nan,,nan,nan,
LTS,70,,LANDFILL,,2028,,0.0691713,0.0691713,0.0691713,0.0691713,,,0.363149,0.211894,,,4.59747,2.58131,4.59747,,2.79321,,,,-4.48199e-09,-2.51748e-09,,,,,,,,0.3133,,3.9669,3.9669,,nan,,nan,nan,
LTS,70,,LANDFILL,,2029,,0.0934632,0.0934632,0.0934632,0.0934632,,,0.490682,0.2651,,,6.21203,3.22947,6.21203,,3.49457,,,,-2.01981e-08,-1.04919e-08,,,,,,,,0.4031,,5.1029,5.1029,,nan,,nan,nan,
LTS,70,,LANDFILL,,2030,,0.11839,0.11839,0.11839,0.11839,,,0.62155,0.31093,,,7.86882,3.78777,7.86882,,4.0987,,,,3.40515e-09,1.64437e-09,,,,,,,,0.4861,,6.1537,6.1537,,nan,,nan,nan,
LTS,70,,LANDFILL,,2031,,0.142465,0.142465,0.142465,0.142465,,,0.74794,0.346441,,,9.46892,4.22037,9.46892,,4.56681,,,,-2.0038e-08,-8.94943e-09,,,,,,,,0.5569,,7.0497,7.0497,,nan,,nan,nan,
LTS,70,,LANDFILL,,2032,,0.16719,0.16719,0.16719,0.16719,,,0.877746,0.37645,,,11.1123,4.58595,11.1123,,4.9624,,,,-2.53203e-09,-1.06229e-09,,,,,,,,0.6221,,7.8763,7.8763,,nan,,nan,nan,
LTS,70,,LANDFILL,,2033,,0.192554,0.192554,0.192554,0.192554,,,1.01091,0.401447,,,12.7981,4.89046,12.7981,,5.29191,,,,-8.60018e-09,-3.28873e-09,,,,,,,,0.6821,,8.6359,8.6359,,nan,,nan,nan,
LTS,70,,LANDFILL,,2034,,0.218548,0.218548,0.218548,0.218548,,,1.14738,0.421889,,,14.5258,5.13949,14.5258,,5.56138,,,,-6.4465e-09,-2.25555e-09,,,,,,,,0.7371,,9.3314,9.3314,,nan,,nan,nan,
LTS,70,,LANDFILL,,2035,,0.245161,0.245161,0.245161,0.245161,,,1.2871,0.438206,,,16.2946,5.33827,16.2946,,5.77647,,,,-2.38797e-08,-7.82893e-09,,,,,,,,0.7872,,9.9654,9.9654,,nan,,nan,nan,
LTS,70,,LANDFILL,,2036,,0.271125,0.271125,0.271125,0.271125,,,1.42341,0.448718,,,18.0204,5.46632,18.0204,,5.91504,,,,-5.80621e-09,-1.76078e-09,,,,,,,,0.8288,,10.4921,10.4921,,nan,,nan,nan,
LTS,70,,LANDFILL,,2037,,0.297736,0.297736,0.297736,0.297736,,,1.56312,0.456259,,,19.789,5.55818,19.789,,6.01444,,,,8.14907e-09,2.28465e-09,,,,,,,,0.8664,,10.969,10.969,,nan,,nan,nan,
LTS,70,,LANDFILL,,2038,,0.324865,0.324865,0.324865,0.324865,,,1.70554,0.460955,,,21.5922,5.61539,21.5922,,6.07635,,,,-2.41707e-08,-6.27188e-09,,,,,,,,0.9,,11.3942,11.3942,,nan,,nan,nan,
LTS,70,,LANDFILL,,2039,,0.352747,0.352747,0.352747,0.352747,,,1.85192,0.463442,,,23.4453,5.64569,23.4453,,6.10913,,,,-2.96859e-09,,,,,,,,,0.9304,,11.7785,11.7785,,nan,,nan,nan,
LTS,70,,LANDFILL,,2040,,0.381255,0.381255,0.381255,0.381255,,,2.00159,0.463793,,,25.3401,5.64996,25.3401,,6.11376,,,,-5.73345e-09,-1.28057e-09,,,,,,,,0.9573,,12.1196,12.1196,,nan,,nan,nan,
LTS,70,,LANDFILL,,2041,,0.409272,0.409272,0.409272,0.409272,,,2.14868,0.460995,,,27.2022,5.61588,27.2022,,6.07687,,,,-2.02272e-09,,,,,,,,,0.9784,,12.3859,12.3859,,nan,,nan,nan,
LTS,70,,LANDFILL,,2042,,0.437976,0.437976,0.437976,0.437976,,,2.29937,0.456784,,,29.1101,5.56458,29.1101,,6.02136,,,,1.19617e-08,2.2992e-09,,,,,,,,0.9967,,12.6187,12.6187,,nan,,nan,nan,
LTS,70,,LANDFILL,,2043,,0.467298,0.467298,0.467298,0.467298,,,2.45331,0.451264,,,31.0589,5.49733,31.0589,,5.9486,,,,-5.99539e-09,-1.07684e-09,,,,,,,,1.0124,,12.8174,12.8174,,nan,,nan,nan,
LTS,70,,LANDFILL,,2044,,0.497266,0.497266,0.497266,0.497266,,,2.61065,0.444633,,,33.0508,5.41656,33.0508,,5.86119,,,,-1.78989e-09,,,,,,,,,1.0257,,12.985,12.985,,nan,,nan,nan,
LTS,70,,LANDFILL,,2045,,0.527918,0.527918,0.527918,0.527918,,,2.77157,0.437074,,,35.0881,5.32448,35.0881,,5.76156,,,,9.28412e-09,1.42609e-09,,,,,,,,1.0366,,13.124,13.124,,nan,,nan,nan,
LTS,70,,LANDFILL,,2046,,0.558345,0.558345,0.558345,0.558345,,,2.93131,0.428024,,,37.1104,5.21423,37.1104,,5.64225,,,,2.07801e-08,2.91038e-09,,,,,,,,1.0438,,13.2144,13.2144,,nan,,nan,nan,
LTS,70,,LANDFILL,,2047,,0.589356,0.589356,0.589356,0.589356,,,3.09412,0.41833,,,39.1716,5.09614,39.1716,,5.51447,,,,-1.52068e-08,-1.97906e-09,,,,,,,,1.0489,,13.2791,13.2791,,nan,,nan,nan,
LTS,70,,LANDFILL,,2048,,0.621139,0.621139,0.621139,0.621139,,,3.26098,0.408231,,,41.284,4.97311,41.284,,5.38134,,,,1.91212e-08,2.2992e-09,,,,,,,,1.0524,,13.3237,13.3237,,nan,,nan,nan,
LTS,70,,LANDFILL,,2049,,0.653597,0.653597,0.653597,0.653597,,,3.43139,0.397745,,,43.4414,4.84536,43.4414,,5.24311,,,,-2.64554e-08,-2.96859e-09,,,,,,,,1.0543,,13.3472,13.3472,,nan,,nan,nan,
LTS,70,,LANDFILL,,2050,,0.686785,0.686785,0.686785,0.686785,,,3.60562,0.386982,,,45.6472,4.71426,45.6472,,5.10124,,,,1.59635e-08,1.65892e-09,,,,,,,,1.0547,,13.352,13.352,,nan,,nan,nan,
LTS,70,,LANDFILL,,2051,,0.67617,0.67617,0.67617,0.67617,,,3.54989,0.352779,,,44.9417,4.29759,44.9417,,4.65037,,,,8.16362e-09,,,,,,,,,0.9885,,12.5149,12.5149,,nan,,nan,nan,
