Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
BAU,45,,DIST_DSL,,2021,,6.06298,6.06298,6.06298,6.06298,,,,,,,114.697,113.141,,113.141,,,,,,,,,,,,,,,139.4149,,,,0.0016866213752132,0.0016866213752132,,,
BAU,45,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
BAU,45,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
BAU,45,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
BAU,45,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
BAU,45,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,,,,140.918,121.255,,121.255,,,,,,,,,,,,,,,134.2076,,,,0.0018271727603491,0.0018271727603491,,,
BAU,45,,DIST_DSL,,2027,,7.21703,7.21703,7.21703,7.21703,,,,,,,144.332,120.846,,120.846,,,,,,,,,,,,,,,130.9134,,,,0.0018081540508811,0.0018081540508811,,,
BAU,45,,DIST_DSL,,2028,,7.28459,7.28459,7.28459,7.28459,,,,,,,146.103,119.031,,119.031,,,,,,,,,,,,,,,126.2093,,,,0.0017684451336637,0.0017684451336637,,,
BAU,45,,DIST_DSL,,2029,,7.43036,7.43036,7.43036,7.43036,,,,,,,149.455,118.48,,118.48,,,,,,,,,,,,,,,122.957,,,,0.0017478435783958,0.0017478435783958,,,
BAU,45,,DIST_DSL,,2030,,7.57822,7.57822,7.57822,7.57822,,,,,,,152.866,117.918,,117.918,,,,,,,,,,,,,,,119.7745,,,,0.0017272797188818,0.0017272797188818,,,
BAU,45,,DIST_DSL,,2031,,7.75174,7.75174,7.75174,7.75174,,,,,,,156.814,117.703,,117.703,,,,,,,,,,,,,,,117.017,,,,0.0017119704440956,0.0017119704440956,,,
BAU,45,,DIST_DSL,,2032,,7.91977,7.91977,7.91977,7.91977,,,,,,,160.669,117.346,,117.346,,,,,,,,,,,,,,,114.1845,,,,0.001694740382675,0.001694740382675,,,
BAU,45,,DIST_DSL,,2033,,8.08754,8.08754,8.08754,8.08754,,,,,,,164.539,116.934,,116.934,,,,,,,,,,,,,,,111.3665,,,,0.001676870785835,0.001676870785835,,,
BAU,45,,DIST_DSL,,2034,,8.25212,8.25212,8.25212,8.25212,,,,,,,168.364,116.427,,116.427,,,,,,,,,,,,,,,108.5289,,,,0.0016578286394873,0.0016578286394873,,,
BAU,45,,DIST_DSL,,2035,,8.41567,8.41567,8.41567,8.41567,,,,,,,172.186,115.861,,115.861,,,,,,,,,,,,,,,105.7073,,,,0.0016381282412766,0.0016381282412766,,,
BAU,45,,DIST_DSL,,2036,,8.63034,8.63034,8.63034,8.63034,,,,,,,177.076,115.939,,115.939,,,,,,,,,,,,,,,103.5327,,,,0.0016276814766805,0.0016276814766805,,,
BAU,45,,DIST_DSL,,2037,,8.88964,8.88964,8.88964,8.88964,,,,,,,182.909,116.531,,116.531,,,,,,,,,,,,,,,101.8506,,,,0.0016244429032357,0.0016244429032357,,,
BAU,45,,DIST_DSL,,2038,,9.09961,9.09961,9.09961,9.09961,,,,,,,187.754,116.393,,116.393,,,,,,,,,,,,,,,99.57,,,,0.0016110841744469,0.0016110841744469,,,
BAU,45,,DIST_DSL,,2039,,9.30682,9.30682,9.30682,9.30682,,,,,,,192.566,116.159,,116.159,,,,,,,,,,,,,,,97.2589,,,,0.0015964977117541,0.0015964977117541,,,
BAU,45,,DIST_DSL,,2040,,9.51173,9.51173,9.51173,9.51173,,,,,,,197.355,115.839,,115.839,,,,,,,,,,,,,,,94.9311,,,,0.0015808711814301,0.0015808711814301,,,
BAU,45,,DIST_DSL,,2041,,9.84071,9.84071,9.84071,9.84071,,,,,,,204.748,116.939,,116.939,,,,,,,,,,,,,,,93.7974,,,,0.0015846292739387,0.0015846292739387,,,
BAU,45,,DIST_DSL,,2042,,10.1653,10.1653,10.1653,10.1653,,,,,,,212.088,117.866,,117.866,,,,,,,,,,,,,,,92.5333,,,,0.0015859290738808,0.0015859290738808,,,
BAU,45,,DIST_DSL,,2043,,10.4907,10.4907,10.4907,10.4907,,,,,,,219.482,118.688,,118.688,,,,,,,,,,,,,,,91.1993,,,,0.0015857190032428,0.0015857190032428,,,
BAU,45,,DIST_DSL,,2044,,10.8124,10.8124,10.8124,10.8124,,,,,,,226.837,119.359,,119.359,,,,,,,,,,,,,,,89.7671,,,,0.0015834373121182,0.0015834373121182,,,
BAU,45,,DIST_DSL,,2045,,11.1343,11.1343,11.1343,11.1343,,,,,,,234.231,119.927,,119.927,,,,,,,,,,,,,,,88.2792,,,,0.0015797596236526,0.0015797596236526,,,
BAU,45,,DIST_DSL,,2046,,11.4965,11.4965,11.4965,11.4965,,,,,,,242.514,120.821,,120.821,,,,,,,,,,,,,,,87.0485,,,,0.0015803129890856,0.0015803129890856,,,
BAU,45,,DIST_DSL,,2047,,11.8649,11.8649,11.8649,11.8649,,,,,,,250.97,121.664,,121.664,,,,,,,,,,,,,,,85.7941,,,,0.0015801116066452,0.0015801116066452,,,
BAU,45,,DIST_DSL,,2048,,12.2331,12.2331,12.2331,12.2331,,,,,,,259.464,122.392,,122.392,,,,,,,,,,,,,,,84.474,,,,0.0015783478363109,0.0015783478363109,,,
BAU,45,,DIST_DSL,,2049,,12.6014,12.6014,12.6014,12.6014,,,,,,,268.003,123.012,,123.012,,,,,,,,,,,,,,,83.0991,,,,0.0015751609019316,0.0015751609019316,,,
BAU,45,,DIST_DSL,,2050,,12.9664,12.9664,12.9664,12.9664,,,,,,,276.513,123.498,,123.498,,,,,,,,,,,,,,,81.6551,,,,0.0015702199092644,0.0015702199092644,,,
BAU,45,,DIST_DSL,,2051,,13.2402,13.2402,13.2402,13.2402,,,,,,,283.115,123.038,,123.038,,,,,,,,,,,,,,,79.6235,,,,0.0015533433516615,0.0015533433516615,,,
BAU,45,,DIST_DSL,,2052,,13.5149,13.5149,13.5149,13.5149,,,,,,,289.769,122.535,,122.535,,,,,,,,,,,,,,,77.6141,,,,0.0015360882351087,0.0015360882351087,,,
BAU,45,,DIST_DSL,,2053,,13.7949,13.7949,13.7949,13.7949,,,,,,,296.568,122.03,,122.03,,,,,,,,,,,,,,,75.6526,,,,0.0015189664689009,0.0015189664689009,,,
BAU,45,,DIST_DSL,,2054,,14.0762,14.0762,14.0762,14.0762,,,,,,,303.427,121.488,,121.488,,,,,,,,,,,,,,,73.7165,,,,0.001501543019889,0.001501543019889,,,
BAU,45,,DIST_DSL,,2055,,14.36,14.36,14.36,14.36,,,,,,,310.373,120.919,,120.919,,,,,,,,,,,,,,,71.8133,,,,0.0014839769249306,0.0014839769249306,,,
BAU,45,,DIST_GSL,,2021,,15.9922,15.9922,15.9922,15.9922,,,,,,,388.35,383.081,,383.081,,,,,,,,,,,,,,,472.0419,,,,0.0057106934886183,0.0057106934886183,,,
BAU,45,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,,,,473.922,454.891,,454.891,,,,,,,,,,,,,,,548.624,,,,0.006709544978339,0.006709544978339,,,
BAU,45,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,,,,433.542,404.916,,404.916,,,,,,,,,,,,,,,477.9801,,,,0.0062325440979859,0.0062325440979859,,,
BAU,45,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,,,,402.721,365.993,,365.993,,,,,,,,,,,,,,,422.8571,,,,0.0055936863394565,0.0055936863394565,,,
BAU,45,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,,,,384.913,340.38,,340.38,,,,,,,,,,,,,,,384.913,,,,0.0051655439716239,0.0051655439716239,,,
BAU,45,,DIST_GSL,,2026,,21.7438,21.7438,21.7438,21.7438,,,,,,,388.292,334.113,,334.113,,,,,,,,,,,,,,,369.8019,,,,0.0050346766592025,0.0050346766592025,,,
BAU,45,,DIST_GSL,,2027,,22.0537,22.0537,22.0537,22.0537,,,,,,,394.3,330.138,,330.138,,,,,,,,,,,,,,,357.6417,,,,0.0049396886502122,0.0049396886502122,,,
BAU,45,,DIST_GSL,,2028,,22.3727,22.3727,22.3727,22.3727,,,,,,,400.482,326.276,,326.276,,,,,,,,,,,,,,,345.9514,,,,0.0048474736591303,0.0048474736591303,,,
BAU,45,,DIST_GSL,,2029,,22.6837,22.6837,22.6837,22.6837,,,,,,,406.538,322.283,,322.283,,,,,,,,,,,,,,,334.4598,,,,0.0047543731067806,0.0047543731067806,,,
BAU,45,,DIST_GSL,,2030,,22.9842,22.9842,22.9842,22.9842,,,,,,,412.417,318.131,,318.131,,,,,,,,,,,,,,,323.1395,,,,0.0046600259038773,0.0046600259038773,,,
BAU,45,,DIST_GSL,,2031,,23.3179,23.3179,23.3179,23.3179,,,,,,,418.905,314.426,,314.426,,,,,,,,,,,,,,,312.5934,,,,0.0045732713844674,0.0045732713844674,,,
BAU,45,,DIST_GSL,,2032,,23.6466,23.6466,23.6466,23.6466,,,,,,,425.32,310.637,,310.637,,,,,,,,,,,,,,,302.267,,,,0.0044862853416612,0.0044862853416612,,,
BAU,45,,DIST_GSL,,2033,,23.9663,23.9663,23.9663,23.9663,,,,,,,431.584,306.716,,306.716,,,,,,,,,,,,,,,292.113,,,,0.0043984137574304,0.0043984137574304,,,
BAU,45,,DIST_GSL,,2034,,24.2827,24.2827,24.2827,24.2827,,,,,,,437.803,302.749,,302.749,,,,,,,,,,,,,,,282.2117,,,,0.0043109117854974,0.0043109117854974,,,
BAU,45,,DIST_GSL,,2035,,24.5894,24.5894,24.5894,24.5894,,,,,,,443.861,298.665,,298.665,,,,,,,,,,,,,,,272.4922,,,,0.0042227663067921,0.0042227663067921,,,
BAU,45,,DIST_GSL,,2036,,25.0037,25.0037,25.0037,25.0037,,,,,,,451.877,295.864,,295.864,,,,,,,,,,,,,,,264.2031,,,,0.0041536505378368,0.0041536505378368,,,
BAU,45,,DIST_GSL,,2037,,25.3618,25.3618,25.3618,25.3618,,,,,,,458.894,292.36,,292.36,,,,,,,,,,,,,,,255.5294,,,,0.0040755080484693,0.0040755080484693,,,
BAU,45,,DIST_GSL,,2038,,25.7582,25.7582,25.7582,25.7582,,,,,,,466.62,289.269,,289.269,,,,,,,,,,,,,,,247.4585,,,,0.0040039844556197,0.0040039844556197,,,
BAU,45,,DIST_GSL,,2039,,26.1479,26.1479,26.1479,26.1479,,,,,,,474.239,286.068,,286.068,,,,,,,,,,,,,,,239.5229,,,,0.0039317505599356,0.0039317505599356,,,
BAU,45,,DIST_GSL,,2040,,26.5292,26.5292,26.5292,26.5292,,,,,,,481.725,282.752,,282.752,,,,,,,,,,,,,,,231.718,,,,0.0038587579229025,0.0038587579229025,,,
BAU,45,,DIST_GSL,,2041,,27.0941,27.0941,27.0941,27.0941,,,,,,,492.564,281.321,,281.321,,,,,,,,,,,,,,,225.6492,,,,0.0038121560830307,0.0038121560830307,,,
BAU,45,,DIST_GSL,,2042,,27.6532,27.6532,27.6532,27.6532,,,,,,,503.325,279.719,,279.719,,,,,,,,,,,,,,,219.599,,,,0.0037637101161361,0.0037637101161361,,,
BAU,45,,DIST_GSL,,2043,,28.2047,28.2047,28.2047,28.2047,,,,,,,513.968,277.935,,277.935,,,,,,,,,,,,,,,213.5643,,,,0.0037133287680024,0.0037133287680024,,,
BAU,45,,DIST_GSL,,2044,,28.7522,28.7522,28.7522,28.7522,,,,,,,524.564,276.019,,276.019,,,,,,,,,,,,,,,207.5878,,,,0.0036617227797669,0.0036617227797669,,,
BAU,45,,DIST_GSL,,2045,,29.2925,29.2925,29.2925,29.2925,,,,,,,535.047,273.947,,273.947,,,,,,,,,,,,,,,201.6536,,,,0.003608598551671,0.003608598551671,,,
BAU,45,,DIST_GSL,,2046,,29.9003,29.9003,29.9003,29.9003,,,,,,,546.793,272.415,,272.415,,,,,,,,,,,,,,,196.2672,,,,0.0035631100894839,0.0035631100894839,,,
BAU,45,,DIST_GSL,,2047,,30.5024,30.5024,30.5024,30.5024,,,,,,,558.459,270.728,,270.728,,,,,,,,,,,,,,,190.9091,,,,0.0035160678476929,0.0035160678476929,,,
BAU,45,,DIST_GSL,,2048,,31.0971,31.0971,31.0971,31.0971,,,,,,,570.015,268.882,,268.882,,,,,,,,,,,,,,,185.5805,,,,0.0034674634705192,0.0034674634705192,,,
BAU,45,,DIST_GSL,,2049,,31.686,31.686,31.686,31.686,,,,,,,581.491,266.902,,266.902,,,,,,,,,,,,,,,180.3017,,,,0.0034176553546979,0.0034176553546979,,,
BAU,45,,DIST_GSL,,2050,,32.2676,32.2676,32.2676,32.2676,,,,,,,592.856,264.784,,264.784,,,,,,,,,,,,,,,175.072,,,,0.0033666203561021,0.0033666203561021,,,
