Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,93,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
BAU,93,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,93,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,93,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,93,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,138.179,122.192,,,122.192,,,,,,138.179,,Energy
BAU,93,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,143.19,123.211,,,123.211,,,,,,136.3714,,Energy
BAU,93,,DIST_DSL,,2027,,7.0829,7.0829,7.0829,7.0829,,,,146.205,122.414,,,122.414,,,,,,132.6122,,Energy
BAU,93,,DIST_DSL,,2028,,7.17085,7.17085,7.17085,7.17085,,,,150.741,122.81,,,122.81,,,,,,130.2157,,Energy
BAU,93,,DIST_DSL,,2029,,7.25353,7.25353,7.25353,7.25353,,,,155.23,123.058,,,123.058,,,,,,127.7081,,Energy
BAU,93,,DIST_DSL,,2030,,7.33812,7.33812,7.33812,7.33812,,,,159.824,123.285,,,123.285,,,,,,125.2263,,Energy
BAU,93,,DIST_DSL,,2031,,7.44393,7.44393,7.44393,7.44393,,,,164.952,123.811,,,123.811,,,,,,123.0897,,Energy
BAU,93,,DIST_DSL,,2032,,7.54545,7.54545,7.54545,7.54545,,,,170.063,124.207,,,124.207,,,,,,120.8606,,Energy
BAU,93,,DIST_DSL,,2033,,7.64606,7.64606,7.64606,7.64606,,,,175.231,124.532,,,124.532,,,,,,118.6032,,Energy
BAU,93,,DIST_DSL,,2034,,7.74079,7.74079,7.74079,7.74079,,,,180.338,124.707,,,124.707,,,,,,116.2475,,Energy
BAU,93,,DIST_DSL,,2035,,7.8314,7.8314,7.8314,7.8314,,,,185.419,124.765,,,124.765,,,,,,113.8312,,Energy
BAU,93,,DIST_DSL,,2036,,7.99126,7.99126,7.99126,7.99126,,,,192.235,125.865,,,125.865,,,,,,112.3958,,Energy
BAU,93,,DIST_DSL,,2037,,8.1548,8.1548,8.1548,8.1548,,,,199.263,126.95,,,126.95,,,,,,110.9571,,Energy
BAU,93,,DIST_DSL,,2038,,8.28501,8.28501,8.28501,8.28501,,,,205.587,127.448,,,127.448,,,,,,109.0272,,Energy
BAU,93,,DIST_DSL,,2039,,8.41345,8.41345,8.41345,8.41345,,,,211.965,127.861,,,127.861,,,,,,107.0567,,Energy
BAU,93,,DIST_DSL,,2040,,8.53567,8.53567,8.53567,8.53567,,,,218.282,128.122,,,128.122,,,,,,104.9974,,Energy
BAU,93,,DIST_DSL,,2041,,8.77284,8.77284,8.77284,8.77284,,,,227.674,130.033,,,130.033,,,,,,104.3001,,Energy
BAU,93,,DIST_DSL,,2042,,9.00193,9.00193,9.00193,9.00193,,,,237.035,131.73,,,131.73,,,,,,103.4176,,Energy
BAU,93,,DIST_DSL,,2043,,9.22831,9.22831,9.22831,9.22831,,,,246.497,133.296,,,133.296,,,,,,102.4246,,Energy
BAU,93,,DIST_DSL,,2044,,9.45041,9.45041,9.45041,9.45041,,,,256.013,134.711,,,134.711,,,,,,101.313,,Energy
BAU,93,,DIST_DSL,,2045,,9.6669,9.6669,9.6669,9.6669,,,,265.545,135.96,,,135.96,,,,,,100.0811,,Energy
BAU,93,,DIST_DSL,,2046,,9.91992,9.91992,9.91992,9.91992,,,,276.258,137.633,,,137.633,,,,,,99.1607,,Energy
BAU,93,,DIST_DSL,,2047,,10.1749,10.1749,10.1749,10.1749,,,,287.219,139.237,,,139.237,,,,,,98.1858,,Energy
BAU,93,,DIST_DSL,,2048,,10.4285,10.4285,10.4285,10.4285,,,,298.331,140.726,,,140.726,,,,,,97.128,,Energy
BAU,93,,DIST_DSL,,2049,,10.6769,10.6769,10.6769,10.6769,,,,309.489,142.054,,,142.054,,,,,,95.9626,,Energy
BAU,93,,DIST_DSL,,2050,,10.9188,10.9188,10.9188,10.9188,,,,320.642,143.206,,,143.206,,,,,,94.6865,,Energy
BAU,93,,DIST_DSL,,2051,,11.147,11.147,11.147,11.147,,,,331.571,144.096,,,144.096,,,,,,93.2513,,Energy
BAU,93,,DIST_DSL,,2052,,11.3759,11.3759,11.3759,11.3759,,,,342.694,144.916,,,144.916,,,,,,91.79,,Energy
BAU,93,,DIST_DSL,,2053,,11.6065,11.6065,11.6065,11.6065,,,,354.043,145.68,,,145.68,,,,,,90.3141,,Energy
BAU,93,,DIST_DSL,,2054,,11.8388,11.8388,11.8388,11.8388,,,,365.62,146.388,,,146.388,,,,,,88.826,,Energy
BAU,93,,DIST_DSL,,2055,,12.0735,12.0735,12.0735,12.0735,,,,377.448,147.051,,,147.051,,,,,,87.333,,Energy
BAU,93,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,388.333,383.064,,,383.064,,,,,,472.0212,,Energy
BAU,93,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,473.922,454.891,,,454.891,,,,,,548.624,,Energy
BAU,93,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,433.542,404.916,,,404.916,,,,,,477.9801,,Energy
BAU,93,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,402.721,365.993,,,365.993,,,,,,422.8571,,Energy
BAU,93,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,384.913,340.38,,,340.38,,,,,,384.913,,Energy
BAU,93,,DIST_GSL,,2026,,21.7438,21.7438,21.7438,21.7438,,,,394.326,339.305,,,339.305,,,,,,375.5486,,Energy
BAU,93,,DIST_GSL,,2027,,22.0957,22.0957,22.0957,22.0957,,,,407.314,341.034,,,341.034,,,,,,369.4458,,Energy
BAU,93,,DIST_GSL,,2028,,22.4571,22.4571,22.4571,22.4571,,,,420.691,342.74,,,342.74,,,,,,363.4087,,Energy
