Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,10,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,10,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,10,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,10,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,10,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,10,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,142.499,122.616,,,122.616,,,,,,135.7133,,Energy
LTS,10,,DIST_DSL,,2027,,7.29185,7.29185,7.29185,7.29185,,,,150.644,126.131,,,126.131,,,,,,136.6385,,Energy
LTS,10,,DIST_DSL,,2028,,7.45663,7.45663,7.45663,7.45663,,,,156.941,127.861,,,127.861,,,,,,135.5715,,Energy
LTS,10,,DIST_DSL,,2029,,7.68084,7.68084,7.68084,7.68084,,,,164.64,130.519,,,130.519,,,,,,135.4497,,Energy
LTS,10,,DIST_DSL,,2030,,7.86841,7.86841,7.86841,7.86841,,,,171.713,132.456,,,132.456,,,,,,134.5416,,Energy
LTS,10,,DIST_DSL,,2031,,7.75481,7.75481,7.75481,7.75481,,,,172.243,129.284,,,129.284,,,,,,128.5304,,Energy
LTS,10,,DIST_DSL,,2032,,7.62247,7.62247,7.62247,7.62247,,,,172.26,125.812,,,125.812,,,,,,122.422,,Energy
