Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,5,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
BAU,5,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,5,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,5,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,5,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,138.179,122.192,,,122.192,,,,,,138.179,,Energy
BAU,5,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,140.082,120.536,,,120.536,,,,,,133.4114,,Energy
BAU,5,,DIST_DSL,,2027,,7.03855,7.03855,7.03855,7.03855,,,,139.097,116.463,,,116.463,,,,,,126.1651,,Energy
BAU,5,,DIST_DSL,,2028,,7.07966,7.07966,7.07966,7.07966,,,,139.48,113.636,,,113.636,,,,,,120.4881,,Energy
BAU,5,,DIST_DSL,,2029,,7.11487,7.11487,7.11487,7.11487,,,,139.743,110.781,,,110.781,,,,,,114.9669,,Energy
BAU,5,,DIST_DSL,,2030,,7.15032,7.15032,7.15032,7.15032,,,,140.005,107.998,,,107.998,,,,,,109.6976,,Energy
BAU,5,,DIST_DSL,,2031,,7.20908,7.20908,7.20908,7.20908,,,,140.719,105.622,,,105.622,,,,,,105.0067,,Energy
BAU,5,,DIST_DSL,,2032,,7.25969,7.25969,7.25969,7.25969,,,,141.267,103.176,,,103.176,,,,,,100.3958,,Energy
BAU,5,,DIST_DSL,,2033,,7.30478,7.30478,7.30478,7.30478,,,,141.702,100.704,,,100.704,,,,,,95.9095,,Energy
BAU,5,,DIST_DSL,,2034,,7.34484,7.34484,7.34484,7.34484,,,,142.033,98.2186,,,98.2186,,,,,,91.5557,,Energy
BAU,5,,DIST_DSL,,2035,,7.38025,7.38025,7.38025,7.38025,,,,142.271,95.7311,,,95.7311,,,,,,87.3421,,Energy
BAU,5,,DIST_DSL,,2036,,7.47376,7.47376,7.47376,7.47376,,,,143.62,94.0344,,,94.0344,,,,,,83.9716,,Energy
BAU,5,,DIST_DSL,,2037,,7.57735,7.57735,7.57735,7.57735,,,,145.152,92.4756,,,92.4756,,,,,,80.8261,,Energy
BAU,5,,DIST_DSL,,2038,,7.64435,7.64435,7.64435,7.64435,,,,145.972,90.4916,,,90.4916,,,,,,77.4121,,Energy
BAU,5,,DIST_DSL,,2039,,7.70568,7.70568,7.70568,7.70568,,,,146.676,88.4772,,,88.4772,,,,,,74.0813,,Energy
BAU,5,,DIST_DSL,,2040,,7.75928,7.75928,7.75928,7.75928,,,,147.225,86.4149,,,86.4149,,,,,,70.8177,,Energy
BAU,5,,DIST_DSL,,2041,,7.92256,7.92256,7.92256,7.92256,,,,149.843,85.581,,,85.581,,,,,,68.6448,,Energy
BAU,5,,DIST_DSL,,2042,,8.07864,8.07864,8.07864,8.07864,,,,152.306,84.6427,,,84.6427,,,,,,66.4506,,Energy
BAU,5,,DIST_DSL,,2043,,8.22879,8.22879,8.22879,8.22879,,,,154.638,83.6224,,,83.6224,,,,,,64.2553,,Energy
BAU,5,,DIST_DSL,,2044,,8.37122,8.37122,8.37122,8.37122,,,,156.807,82.51,,,82.51,,,,,,62.0539,,Energy
BAU,5,,DIST_DSL,,2045,,8.50867,8.50867,8.50867,8.50867,,,,158.866,81.3404,,,81.3404,,,,,,59.8749,,Energy
BAU,5,,DIST_DSL,,2046,,8.67404,8.67404,8.67404,8.67404,,,,161.427,80.4238,,,80.4238,,,,,,57.943,,Energy
BAU,5,,DIST_DSL,,2047,,8.84,8.84,8.84,8.84,,,,163.98,79.4937,,,79.4937,,,,,,56.0565,,Energy
BAU,5,,DIST_DSL,,2048,,8.99931,8.99931,8.99931,8.99931,,,,166.39,78.4879,,,78.4879,,,,,,54.1718,,Energy
BAU,5,,DIST_DSL,,2049,,9.15322,9.15322,9.15322,9.15322,,,,168.681,77.4239,,,77.4239,,,,,,52.3026,,Energy
BAU,5,,DIST_DSL,,2050,,9.29822,9.29822,9.29822,9.29822,,,,170.79,76.2789,,,76.2789,,,,,,50.4348,,Energy
BAU,5,,DIST_DSL,,2051,,9.43638,9.43638,9.43638,9.43638,,,,172.756,75.0772,,,75.0772,,,,,,48.586,,Energy
BAU,5,,DIST_DSL,,2052,,9.57352,9.57352,9.57352,9.57352,,,,174.685,73.8696,,,73.8696,,,,,,46.7891,,Energy
BAU,5,,DIST_DSL,,2053,,9.71151,9.71151,9.71151,9.71151,,,,176.614,72.6724,,,72.6724,,,,,,45.0531,,Energy
BAU,5,,DIST_DSL,,2054,,9.84699,9.84699,9.84699,9.84699,,,,178.482,71.4613,,,71.4613,,,,,,43.3615,,Energy
BAU,5,,DIST_DSL,,2055,,9.98253,9.98253,9.98253,9.98253,,,,180.333,70.2565,,,70.2565,,,,,,41.725,,Energy
BAU,5,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,388.333,383.064,,,383.064,,,,,,472.0212,,Energy
BAU,5,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,473.922,454.891,,,454.891,,,,,,548.624,,Energy
BAU,5,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,433.542,404.916,,,404.916,,,,,,477.9801,,Energy
BAU,5,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,402.721,365.993,,,365.993,,,,,,422.8571,,Energy
BAU,5,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,384.913,340.38,,,340.38,,,,,,384.913,,Energy
BAU,5,,DIST_GSL,,2026,,21.7438,21.7438,21.7438,21.7438,,,,386.072,332.203,,,332.203,,,,,,367.6876,,Energy
BAU,5,,DIST_GSL,,2027,,21.8998,21.8998,21.8998,21.8998,,,,387.076,324.09,,,324.09,,,,,,351.0893,,Energy
BAU,5,,DIST_GSL,,2028,,22.0588,22.0588,22.0588,22.0588,,,,388.109,316.196,,,316.196,,,,,,335.2631,,Energy
BAU,5,,DIST_GSL,,2029,,22.2108,22.2108,22.2108,22.2108,,,,388.994,308.375,,,308.375,,,,,,320.0263,,Energy
BAU,5,,DIST_GSL,,2030,,22.3466,22.3466,22.3466,22.3466,,,,389.571,300.508,,,300.508,,,,,,305.2391,,Energy
BAU,5,,DIST_GSL,,2031,,22.5089,22.5089,22.5089,22.5089,,,,390.585,293.169,,,293.169,,,,,,291.4605,,Energy
BAU,5,,DIST_GSL,,2032,,22.6599,22.6599,22.6599,22.6599,,,,391.379,285.848,,,285.848,,,,,,278.1457,,Energy
BAU,5,,DIST_GSL,,2033,,22.7996,22.7996,22.7996,22.7996,,,,391.956,278.553,,,278.553,,,,,,265.2912,,Energy
BAU,5,,DIST_GSL,,2034,,22.9281,22.9281,22.9281,22.9281,,,,392.318,271.295,,,271.295,,,,,,252.8917,,Energy
BAU,5,,DIST_GSL,,2035,,23.0455,23.0455,23.0455,23.0455,,,,392.47,264.085,,,264.085,,,,,,240.9425,,Energy
BAU,5,,DIST_GSL,,2036,,23.2424,23.2424,23.2424,23.2424,,,,393.949,257.936,,,257.936,,,,,,230.3338,,Energy
BAU,5,,DIST_GSL,,2037,,23.4112,23.4112,23.4112,23.4112,,,,394.924,251.604,,,251.604,,,,,,219.9085,,Energy
BAU,5,,DIST_GSL,,2038,,23.5942,23.5942,23.5942,23.5942,,,,396.11,245.558,,,245.558,,,,,,210.0656,,Energy
BAU,5,,DIST_GSL,,2039,,23.7644,23.7644,23.7644,23.7644,,,,397.051,239.507,,,239.507,,,,,,200.5377,,Energy
BAU,5,,DIST_GSL,,2040,,23.9206,23.9206,23.9206,23.9206,,,,397.733,233.452,,,233.452,,,,,,191.3164,,Energy
BAU,5,,DIST_GSL,,2041,,24.2419,24.2419,24.2419,24.2419,,,,401.121,229.095,,,229.095,,,,,,183.7582,,Energy
BAU,5,,DIST_GSL,,2042,,24.5492,24.5492,24.5492,24.5492,,,,404.226,224.646,,,224.646,,,,,,176.3625,,Energy
BAU,5,,DIST_GSL,,2043,,24.8403,24.8403,24.8403,24.8403,,,,407.018,220.1,,,220.1,,,,,,169.1244,,Energy
BAU,5,,DIST_GSL,,2044,,25.1211,25.1211,25.1211,25.1211,,,,409.594,215.523,,,215.523,,,,,,162.0903,,Energy
BAU,5,,DIST_GSL,,2045,,25.3858,25.3858,25.3858,25.3858,,,,411.865,210.877,,,210.877,,,,,,155.2276,,Energy
BAU,5,,DIST_GSL,,2046,,25.7021,25.7021,25.7021,25.7021,,,,414.925,206.718,,,206.718,,,,,,148.9342,,Energy
BAU,5,,DIST_GSL,,2047,,26.0043,26.0043,26.0043,26.0043,,,,417.707,202.494,,,202.494,,,,,,142.7931,,Energy
BAU,5,,DIST_GSL,,2048,,26.2912,26.2912,26.2912,26.2912,,,,420.2,198.213,,,198.213,,,,,,136.8051,,Energy
BAU,5,,DIST_GSL,,2049,,26.5631,26.5631,26.5631,26.5631,,,,422.403,193.881,,,193.881,,,,,,130.9736,,Energy
BAU,5,,DIST_GSL,,2050,,26.82,26.82,26.82,26.82,,,,424.328,189.515,,,189.515,,,,,,125.3052,,Energy
BAU,5,,DIST_GSL,,2051,,27.1549,27.1549,27.1549,27.1549,,,,427.437,185.758,,,185.758,,,,,,120.2127,,Energy
BAU,5,,DIST_GSL,,2052,,27.4903,27.4903,27.4903,27.4903,,,,430.501,182.047,,,182.047,,,,,,115.309,,Energy
BAU,5,,DIST_GSL,,2053,,27.8252,27.8252,27.8252,27.8252,,,,433.503,178.376,,,178.376,,,,,,110.5839,,Energy
BAU,5,,DIST_GSL,,2054,,28.1576,28.1576,28.1576,28.1576,,,,436.412,174.733,,,174.733,,,,,,106.0247,,Energy
BAU,5,,DIST_GSL,,2055,,28.4919,28.4919,28.4919,28.4919,,,,439.297,171.147,,,171.147,,,,,,101.6434,,Energy
BAU,5,,DIST_NGS,,2021,,24.5082,24.5082,24.5082,24.5082,,,,172.94,170.593,,,170.593,,,,,,210.2097,,Energy
