Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
BAU,96,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
BAU,96,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
BAU,96,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
BAU,96,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
BAU,96,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,,,,138.179,122.192,,122.192,,,,,,,,,,,,,,,138.179,,,,0.0018543663125304,0.0018543663125304,,,
BAU,96,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,,,,142.419,122.548,,122.548,,,,,,,,,,,,,,,135.6371,,,,0.0018466350805607,0.0018466350805607,,,
BAU,96,,DIST_DSL,,2027,,7.31784,7.31784,7.31784,7.31784,,,,,,,149.458,125.138,,125.138,,,,,,,,,,,,,,,135.5628,,,,0.0018723713269995,0.0018723713269995,,,
BAU,96,,DIST_DSL,,2028,,7.64805,7.64805,7.64805,7.64805,,,,,,,158.269,128.944,,128.944,,,,,,,,,,,,,,,136.7187,,,,0.0019157037073541,0.0019157037073541,,,
BAU,96,,DIST_DSL,,2029,,7.97729,7.97729,7.97729,7.97729,,,,,,,167.238,132.578,,132.578,,,,,,,,,,,,,,,137.5871,,,,0.0019558120270198,0.0019558120270198,,,
BAU,96,,DIST_DSL,,2030,,8.31593,8.31593,8.31593,8.31593,,,,,,,176.585,136.214,,136.214,,,,,,,,,,,,,,,138.359,,,,0.0019952881479827,0.0019952881479827,,,
