Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,50,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
BAU,50,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,50,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,50,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,50,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,138.179,122.192,,,122.192,,,,,,138.179,,Energy
BAU,50,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,144.393,124.245,,,124.245,,,,,,137.5171,,Energy
BAU,50,,DIST_DSL,,2027,,7.15778,7.15778,7.15778,7.15778,,,,150.186,125.747,,,125.747,,,,,,136.2231,,Energy
BAU,50,,DIST_DSL,,2028,,7.32099,7.32099,7.32099,7.32099,,,,157.633,128.425,,,128.425,,,,,,136.1693,,Energy
BAU,50,,DIST_DSL,,2029,,7.4811,7.4811,7.4811,7.4811,,,,165.19,130.954,,,130.954,,,,,,135.9022,,Energy
BAU,50,,DIST_DSL,,2030,,7.64466,7.64466,7.64466,7.64466,,,,173.002,133.451,,,133.451,,,,,,135.5516,,Energy
BAU,50,,DIST_DSL,,2031,,7.82867,7.82867,7.82867,7.82867,,,,181.466,136.207,,,136.207,,,,,,135.4127,,Energy
BAU,50,,DIST_DSL,,2032,,8.01215,8.01215,8.01215,8.01215,,,,190.121,138.857,,,138.857,,,,,,135.1154,,Energy
BAU,50,,DIST_DSL,,2033,,8.19465,8.19465,8.19465,8.19465,,,,198.954,141.391,,,141.391,,,,,,134.6599,,Energy
BAU,50,,DIST_DSL,,2034,,8.37332,8.37332,8.37332,8.37332,,,,207.892,143.761,,,143.761,,,,,,134.009,,Energy
BAU,50,,DIST_DSL,,2035,,8.54995,8.54995,8.54995,8.54995,,,,216.975,145.998,,,145.998,,,,,,133.2038,,Energy
BAU,50,,DIST_DSL,,2036,,8.80378,8.80378,8.80378,8.80378,,,,228.253,149.447,,,149.447,,,,,,133.4548,,Energy
BAU,50,,DIST_DSL,,2037,,9.05446,9.05446,9.05446,9.05446,,,,239.727,152.729,,,152.729,,,,,,133.489,,Energy
BAU,50,,DIST_DSL,,2038,,9.28039,9.28039,9.28039,9.28039,,,,250.807,155.481,,,155.481,,,,,,133.0083,,Energy
BAU,50,,DIST_DSL,,2039,,9.50178,9.50178,9.50178,9.50178,,,,262.011,158.049,,,158.049,,,,,,132.3334,,Energy
BAU,50,,DIST_DSL,,2040,,9.72055,9.72055,9.72055,9.72055,,,,273.384,160.464,,,160.464,,,,,,131.5024,,Energy
