Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
BAU,85,2021,DIST_DSL,,,9.3190566,,,,,,,,,,,,,9.3190566,,,,,9.3190566,,,9.3190566,,,,,,
BAU,85,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
BAU,85,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
BAU,85,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
BAU,85,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
BAU,85,2026,DIST_DSL,,,11.139703,,,,,,,,,,,,,11.139703,,,,,11.139703,,,11.139703,,,,,,
BAU,85,2027,DIST_DSL,,,11.365397,,,,,,,,,,,,,11.365397,,,,,11.365397,,,11.365397,,,,,,
BAU,85,2028,DIST_DSL,,,11.66938,,,,,,,,,,,,,11.66938,,,,,11.66938,,,11.66938,,,,,,
BAU,85,2029,DIST_DSL,,,11.982293,,,,,,,,,,,,,11.982293,,,,,11.982293,,,11.982293,,,,,,
BAU,85,2030,DIST_DSL,,,12.299688,,,,,,,,,,,,,12.299688,,,,,12.299688,,,12.299688,,,,,,
BAU,85,2031,DIST_DSL,,,12.645887,,,,,,,,,,,,,12.645887,,,,,12.645887,,,12.645887,,,,,,
BAU,85,2032,DIST_DSL,,,12.994741,,,,,,,,,,,,,12.994741,,,,,12.994741,,,12.994741,,,,,,
BAU,85,2033,DIST_DSL,,,13.346329,,,,,,,,,,,,,13.346329,,,,,13.346329,,,13.346329,,,,,,
BAU,85,2034,DIST_DSL,,,13.70165,,,,,,,,,,,,,13.70165,,,,,13.70165,,,13.70165,,,,,,
BAU,85,2035,DIST_DSL,,,14.058699,,,,,,,,,,,,,14.058699,,,,,14.058699,,,14.058699,,,,,,
BAU,85,2036,DIST_DSL,,,14.474644,,,,,,,,,,,,,14.474644,,,,,14.474644,,,14.474644,,,,,,
BAU,85,2037,DIST_DSL,,,14.943916,,,,,,,,,,,,,14.943916,,,,,14.943916,,,14.943916,,,,,,
BAU,85,2038,DIST_DSL,,,15.367647,,,,,,,,,,,,,15.367647,,,,,15.367647,,,15.367647,,,,,,
BAU,85,2039,DIST_DSL,,,15.796142,,,,,,,,,,,,,15.796142,,,,,15.796142,,,15.796142,,,,,,
BAU,85,2040,DIST_DSL,,,16.227064,,,,,,,,,,,,,16.227064,,,,,16.227064,,,16.227064,,,,,,
BAU,85,2041,DIST_DSL,,,16.831695,,,,,,,,,,,,,16.831695,,,,,16.831695,,,16.831695,,,,,,
BAU,85,2042,DIST_DSL,,,17.447353,,,,,,,,,,,,,17.447353,,,,,17.447353,,,17.447353,,,,,,
BAU,85,2043,DIST_DSL,,,18.079079,,,,,,,,,,,,,18.079079,,,,,18.079079,,,18.079079,,,,,,
BAU,85,2044,DIST_DSL,,,18.721299,,,,,,,,,,,,,18.721299,,,,,18.721299,,,18.721299,,,,,,
BAU,85,2045,DIST_DSL,,,19.379849,,,,,,,,,,,,,19.379849,,,,,19.379849,,,19.379849,,,,,,
BAU,85,2046,DIST_DSL,,,20.100987,,,,,,,,,,,,,20.100987,,,,,20.100987,,,20.100987,,,,,,
BAU,85,2047,DIST_DSL,,,20.846298,,,,,,,,,,,,,20.846298,,,,,20.846298,,,20.846298,,,,,,
BAU,85,2048,DIST_DSL,,,21.609733,,,,,,,,,,,,,21.609733,,,,,21.609733,,,21.609733,,,,,,
BAU,85,2049,DIST_DSL,,,22.39038,,,,,,,,,,,,,22.39038,,,,,22.39038,,,22.39038,,,,,,
BAU,85,2050,DIST_DSL,,,23.185591,,,,,,,,,,,,,23.185591,,,,,23.185591,,,23.185591,,,,,,
BAU,85,2051,DIST_DSL,,,23.924242,,,,,,,,,,,,,23.924242,,,,,23.924242,,,23.924242,,,,,,
BAU,85,2052,DIST_DSL,,,24.684304,,,,,,,,,,,,,24.684304,,,,,24.684304,,,24.684304,,,,,,
BAU,85,2053,DIST_DSL,,,25.468274,,,,,,,,,,,,,25.468274,,,,,25.468274,,,25.468274,,,,,,
BAU,85,2054,DIST_DSL,,,26.273466,,,,,,,,,,,,,26.273466,,,,,26.273466,,,26.273466,,,,,,
BAU,85,2055,DIST_DSL,,,27.104244,,,,,,,,,,,,,27.104244,,,,,27.104244,,,27.104244,,,,,,
BAU,85,2021,DIST_GSL,,,20.872964,,,,,,,,,,,,,20.872964,,,,,20.872964,,,20.872964,,,,,,
BAU,85,2022,DIST_GSL,,,22.576075,,,,,,,,,,,,,22.576075,,,,,22.576075,,,22.576075,,,,,,
BAU,85,2023,DIST_GSL,,,23.629716,,,,,,,,,,,,,23.629716,,,,,23.629716,,,23.629716,,,,,,
BAU,85,2024,DIST_GSL,,,24.082654,,,,,,,,,,,,,24.082654,,,,,24.082654,,,24.082654,,,,,,
BAU,85,2025,DIST_GSL,,,24.54924,,,,,,,,,,,,,24.54924,,,,,24.54924,,,24.54924,,,,,,
