Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,53,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
BAU,53,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,53,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,53,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,53,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,138.179,122.192,,,122.192,,,,,,138.179,,Energy
BAU,53,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,141.991,122.178,,,122.178,,,,,,135.2295,,Energy
BAU,53,,DIST_DSL,,2027,,7.14614,7.14614,7.14614,7.14614,,,,145.083,121.475,,,121.475,,,,,,131.5946,,Energy
BAU,53,,DIST_DSL,,2028,,7.29821,7.29821,7.29821,7.29821,,,,149.699,121.961,,,121.961,,,,,,129.3156,,Energy
BAU,53,,DIST_DSL,,2029,,7.44547,7.44547,7.44547,7.44547,,,,154.279,122.305,,,122.305,,,,,,126.9257,,Energy
BAU,53,,DIST_DSL,,2030,,7.59801,7.59801,7.59801,7.59801,,,,159.032,122.674,,,122.674,,,,,,124.6057,,Energy
BAU,53,,DIST_DSL,,2031,,7.77422,7.77422,7.77422,7.77422,,,,164.348,123.358,,,123.358,,,,,,122.639,,Energy
BAU,53,,DIST_DSL,,2032,,7.94635,7.94635,7.94635,7.94635,,,,169.651,123.907,,,123.907,,,,,,120.5678,,Energy
BAU,53,,DIST_DSL,,2033,,8.11531,8.11531,8.11531,8.11531,,,,174.958,124.338,,,124.338,,,,,,118.4185,,Energy
BAU,53,,DIST_DSL,,2034,,8.28223,8.28223,8.28223,8.28223,,,,180.292,124.675,,,124.675,,,,,,116.2178,,Energy
BAU,53,,DIST_DSL,,2035,,8.44642,8.44642,8.44642,8.44642,,,,185.635,124.91,,,124.91,,,,,,113.9638,,Energy
BAU,53,,DIST_DSL,,2036,,8.67582,8.67582,8.67582,8.67582,,,,192.494,126.034,,,126.034,,,,,,112.5473,,Energy
BAU,53,,DIST_DSL,,2037,,8.92363,8.92363,8.92363,8.92363,,,,199.861,127.331,,,127.331,,,,,,111.2901,,Energy
BAU,53,,DIST_DSL,,2038,,9.13407,9.13407,9.13407,9.13407,,,,206.488,128.007,,,128.007,,,,,,109.505,,Energy
