Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,49,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2026,,0.772068,0.772068,0.772068,0.772068,,,,,,,34.1293,22.351,34.1293,,80.5493,,,,88.8672,58.1984,,,,,,,,,,32.4917,32.4917,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2027,,0.787982,0.787982,0.787982,0.787982,,,,,,,34.8327,21.1219,34.8327,,75.5893,,,,89.8237,54.4674,,,,,,,,,,31.5702,31.5702,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2028,,0.803793,0.803793,0.803793,0.803793,,,,,,,35.5317,19.9497,35.5317,,70.8868,,,,90.7219,50.9371,,,,,,,,,,30.6586,30.6586,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2029,,0.819708,0.819708,0.819708,0.819708,,,,,,,36.2352,18.8377,36.2352,,66.4501,,,,91.5844,47.6123,,,,,,,,,,29.7654,29.7654,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2030,,0.835517,0.835517,0.835517,0.835517,,,,,,,36.934,17.7787,36.934,,62.248,,,,92.3816,44.4692,,,,,,,,,,28.8837,28.8837,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2031,,0.851369,0.851369,0.851369,0.851369,,,,,,,37.6348,16.7741,37.6348,,58.3707,,,,93.327,41.5966,,,,,,,,,,28.0196,28.0196,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2032,,0.867331,0.867331,0.867331,0.867331,,,,,,,38.3404,15.8228,38.3404,,54.7088,,,,94.2251,38.886,,,,,,,,,,27.1753,27.1753,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2033,,0.883184,0.883184,0.883184,0.883184,,,,,,,39.0412,14.9185,39.0412,,51.239,,,,95.0492,36.3205,,,,,,,,,,26.3442,26.3442,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2034,,0.899037,0.899037,0.899037,0.899037,,,,,,,39.7419,14.0614,39.7419,,47.9619,,,,95.8135,33.9005,,,,,,,,,,25.5303,25.5303,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2035,,0.914889,0.914889,0.914889,0.914889,,,,,,,40.4427,13.2494,40.4427,,44.8698,,,,96.5188,31.6204,,,,,,,,,,24.7339,24.7339,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2036,,0.930777,0.930777,0.930777,0.930777,,,,,,,41.145,12.481,41.145,,42.0117,,,,97.3514,29.5307,,,,,,,,,,23.9561,23.9561,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2037,,0.946665,0.946665,0.946665,0.946665,,,,,,,41.8473,11.7537,41.8473,,39.3111,,,,98.1139,27.5574,,,,,,,,,,23.1959,23.1959,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2038,,0.962553,0.962553,0.962553,0.962553,,,,,,,42.5497,11.0657,42.5497,,36.7655,,,,98.8198,25.6997,,,,,,,,,,22.4536,22.4536,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2039,,0.978322,0.978322,0.978322,0.978322,,,,,,,43.2467,10.4139,43.2467,,34.3637,,,,99.4585,23.9498,,,,,,,,,,21.7264,21.7264,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2040,,0.994211,0.994211,0.994211,0.994211,,,,,,,43.9491,9.79911,43.9491,,32.1071,,,,100.051,22.308,,,,,,,,,,21.0198,21.0198,,,,nan,nan,
BAU,49,,NO_CONTR_OD,,2041,,1.01007,1.01007,1.01007,1.01007,,,,,,,44.6502,9.21798,44.6502,,30.0193,,,,100.758,20.8013,,,,,,,,,,20.3305,20.3305,,,,nan,nan,
