Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,52,,DIST_DSL,,2021,,6.06223,6.06223,6.06223,6.06223,,,,114.683,113.127,,,113.127,,,,,,139.3979,,Energy
BAU,52,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,52,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,52,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,52,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,138.179,122.192,,,122.192,,,,,,138.179,,Energy
BAU,52,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,139.431,119.976,,,119.976,,,,,,132.7914,,Energy
BAU,52,,DIST_DSL,,2027,,7.219,7.219,7.219,7.219,,,,141.333,118.335,,,118.335,,,,,,128.1932,,Energy
BAU,52,,DIST_DSL,,2028,,7.44595,7.44595,7.44595,7.44595,,,,144.639,117.839,,,117.839,,,,,,124.9446,,Energy
BAU,52,,DIST_DSL,,2029,,7.67332,7.67332,7.67332,7.67332,,,,147.884,117.235,,,117.235,,,,,,121.6645,,Energy
BAU,52,,DIST_DSL,,2030,,7.90714,7.90714,7.90714,7.90714,,,,151.183,116.62,,,116.62,,,,,,118.4558,,Energy
BAU,52,,DIST_DSL,,2031,,8.1662,8.1662,8.1662,8.1662,,,,154.888,116.258,,,116.258,,,,,,115.5798,,Energy
BAU,52,,DIST_DSL,,2032,,8.4227,8.4227,8.4227,8.4227,,,,158.467,115.738,,,115.738,,,,,,112.6195,,Energy
BAU,52,,DIST_DSL,,2033,,8.68042,8.68042,8.68042,8.68042,,,,161.991,115.123,,,115.123,,,,,,109.6419,,Energy
BAU,52,,DIST_DSL,,2034,,8.93571,8.93571,8.93571,8.93571,,,,165.39,114.37,,,114.37,,,,,,106.6119,,Energy
BAU,52,,DIST_DSL,,2035,,9.19096,9.19096,9.19096,9.19096,,,,168.71,113.522,,,113.522,,,,,,103.5733,,Energy
BAU,52,,DIST_DSL,,2036,,9.50498,9.50498,9.50498,9.50498,,,,173.023,113.286,,,113.286,,,,,,101.163,,Energy
BAU,52,,DIST_DSL,,2037,,9.86548,9.86548,9.86548,9.86548,,,,178.079,113.453,,,113.453,,,,,,99.1611,,Energy
BAU,52,,DIST_DSL,,2038,,10.1774,10.1774,10.1774,10.1774,,,,182.155,112.923,,,112.923,,,,,,96.6007,,Energy
BAU,52,,DIST_DSL,,2039,,10.4886,10.4886,10.4886,10.4886,,,,186.121,112.271,,,112.271,,,,,,94.0038,,Energy
BAU,52,,DIST_DSL,,2040,,10.798,10.798,10.798,10.798,,,,189.965,111.501,,,111.501,,,,,,91.3764,,Energy
BAU,52,,DIST_DSL,,2041,,11.2585,11.2585,11.2585,11.2585,,,,196.347,112.141,,,112.141,,,,,,89.9488,,Energy
BAU,52,,DIST_DSL,,2042,,11.7197,11.7197,11.7197,11.7197,,,,202.6,112.593,,,112.593,,,,,,88.3937,,Energy
BAU,52,,DIST_DSL,,2043,,12.1854,12.1854,12.1854,12.1854,,,,208.789,112.905,,,112.905,,,,,,86.7561,,Energy
BAU,52,,DIST_DSL,,2044,,12.6567,12.6567,12.6567,12.6567,,,,214.932,113.094,,,113.094,,,,,,85.0559,,Energy
BAU,52,,DIST_DSL,,2045,,13.1319,13.1319,13.1319,13.1319,,,,220.996,113.151,,,113.151,,,,,,83.2911,,Energy
BAU,52,,DIST_DSL,,2046,,13.6592,13.6592,13.6592,13.6592,,,,227.784,113.483,,,113.483,,,,,,81.7613,,Energy
BAU,52,,DIST_DSL,,2047,,14.1984,14.1984,14.1984,14.1984,,,,234.606,113.732,,,113.732,,,,,,80.2,,Energy
BAU,52,,DIST_DSL,,2048,,14.7459,14.7459,14.7459,14.7459,,,,241.401,113.871,,,113.871,,,,,,78.5932,,Energy
BAU,52,,DIST_DSL,,2049,,15.3009,15.3009,15.3009,15.3009,,,,248.15,113.9,,,113.9,,,,,,76.9434,,Energy
BAU,52,,DIST_DSL,,2050,,15.8587,15.8587,15.8587,15.8587,,,,254.775,113.789,,,113.789,,,,,,75.2358,,Energy
BAU,52,,DIST_DSL,,2051,,16.3849,16.3849,16.3849,16.3849,,,,260.724,113.307,,,113.307,,,,,,73.3262,,Energy
BAU,52,,DIST_DSL,,2052,,16.9233,16.9233,16.9233,16.9233,,,,266.707,112.783,,,112.783,,,,,,71.437,,Energy
BAU,52,,DIST_DSL,,2053,,17.4758,17.4758,17.4758,17.4758,,,,272.746,112.228,,,112.228,,,,,,69.5758,,Energy
BAU,52,,DIST_DSL,,2054,,18.0378,18.0378,18.0378,18.0378,,,,278.763,111.612,,,111.612,,,,,,67.7244,,Energy
BAU,52,,DIST_DSL,,2055,,18.613,18.613,18.613,18.613,,,,284.809,110.96,,,110.96,,,,,,65.8984,,Energy
BAU,52,,DIST_GSL,,2021,,15.9929,15.9929,15.9929,15.9929,,,,388.369,383.099,,,383.099,,,,,,472.0649,,Energy
BAU,52,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,473.922,454.891,,,454.891,,,,,,548.624,,Energy
BAU,52,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,433.542,404.916,,,404.916,,,,,,477.9801,,Energy
BAU,52,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,402.721,365.993,,,365.993,,,,,,422.8571,,Energy
BAU,52,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,384.913,340.38,,,340.38,,,,,,384.913,,Energy
BAU,52,,DIST_GSL,,2026,,21.7438,21.7438,21.7438,21.7438,,,,384.343,330.715,,,330.715,,,,,,366.041,,Energy
