Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,87,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
BAU,87,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,87,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,87,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,87,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,138.179,122.192,,,122.192,,,,,,138.179,,Energy
BAU,87,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,140.835,121.184,,,121.184,,,,,,134.1286,,Energy
BAU,87,,DIST_DSL,,2027,,7.16113,7.16113,7.16113,7.16113,,,,143.046,119.769,,,119.769,,,,,,129.7469,,Energy
BAU,87,,DIST_DSL,,2028,,7.3283,7.3283,7.3283,7.3283,,,,146.722,119.536,,,119.536,,,,,,126.744,,Energy
BAU,87,,DIST_DSL,,2029,,7.49061,7.49061,7.49061,7.49061,,,,150.316,119.163,,,119.163,,,,,,123.6653,,Energy
BAU,87,,DIST_DSL,,2030,,7.65901,7.65901,7.65901,7.65901,,,,154.048,118.83,,,118.83,,,,,,120.7006,,Energy
BAU,87,,DIST_DSL,,2031,,7.85208,7.85208,7.85208,7.85208,,,,158.292,118.813,,,118.813,,,,,,118.1199,,Energy
BAU,87,,DIST_DSL,,2032,,8.04262,8.04262,8.04262,8.04262,,,,162.503,118.685,,,118.685,,,,,,115.4878,,Energy
BAU,87,,DIST_DSL,,2033,,8.23057,8.23057,8.23057,8.23057,,,,166.679,118.454,,,118.454,,,,,,112.8149,,Energy
BAU,87,,DIST_DSL,,2034,,8.41552,8.41552,8.41552,8.41552,,,,170.811,118.119,,,118.119,,,,,,110.1063,,Energy
BAU,87,,DIST_DSL,,2035,,8.60016,8.60016,8.60016,8.60016,,,,174.955,117.724,,,117.724,,,,,,107.4072,,Energy
BAU,87,,DIST_DSL,,2036,,8.85096,8.85096,8.85096,8.85096,,,,180.464,118.158,,,118.158,,,,,,105.5136,,Energy
BAU,87,,DIST_DSL,,2037,,9.11794,9.11794,9.11794,9.11794,,,,186.326,118.708,,,118.708,,,,,,103.7533,,Energy
BAU,87,,DIST_DSL,,2038,,9.35116,9.35116,9.35116,9.35116,,,,191.522,118.729,,,118.729,,,,,,101.5682,,Energy
BAU,87,,DIST_DSL,,2039,,9.58309,9.58309,9.58309,9.58309,,,,196.713,118.66,,,118.66,,,,,,99.3534,,Energy
BAU,87,,DIST_DSL,,2040,,9.81,9.81,9.81,9.81,,,,201.822,118.461,,,118.461,,,,,,97.0798,,Energy
BAU,87,,DIST_DSL,,2041,,10.1677,10.1677,10.1677,10.1677,,,,209.648,119.738,,,119.738,,,,,,96.0422,,Energy
BAU,87,,DIST_DSL,,2042,,10.5243,10.5243,10.5243,10.5243,,,,217.485,120.865,,,120.865,,,,,,94.888,,Energy
BAU,87,,DIST_DSL,,2043,,10.8823,10.8823,10.8823,10.8823,,,,225.382,121.879,,,121.879,,,,,,93.6509,,Energy
BAU,87,,DIST_DSL,,2044,,11.2379,11.2379,11.2379,11.2379,,,,233.265,122.741,,,122.741,,,,,,92.3109,,Energy
BAU,87,,DIST_DSL,,2045,,11.5955,11.5955,11.5955,11.5955,,,,241.221,123.507,,,123.507,,,,,,90.9137,,Energy
BAU,87,,DIST_DSL,,2046,,11.9959,11.9959,11.9959,11.9959,,,,250.102,124.602,,,124.602,,,,,,89.7722,,Energy
BAU,87,,DIST_DSL,,2047,,12.4031,12.4031,12.4031,12.4031,,,,259.162,125.636,,,125.636,,,,,,88.5945,,Energy
BAU,87,,DIST_DSL,,2048,,12.8137,12.8137,12.8137,12.8137,,,,268.331,126.575,,,126.575,,,,,,87.3609,,Energy
BAU,87,,DIST_DSL,,2049,,13.2247,13.2247,13.2247,13.2247,,,,277.545,127.392,,,127.392,,,,,,86.0578,,Energy
BAU,87,,DIST_DSL,,2050,,13.6335,13.6335,13.6335,13.6335,,,,286.751,128.07,,,128.07,,,,,,84.6784,,Energy
BAU,87,,DIST_DSL,,2051,,13.9695,13.9695,13.9695,13.9695,,,,294.459,127.968,,,127.968,,,,,,82.8139,,Energy
BAU,87,,DIST_DSL,,2052,,14.3104,14.3104,14.3104,14.3104,,,,302.304,127.836,,,127.836,,,,,,80.9716,,Energy
BAU,87,,DIST_DSL,,2053,,14.6564,14.6564,14.6564,14.6564,,,,310.288,127.676,,,127.676,,,,,,79.1525,,Energy
BAU,87,,DIST_DSL,,2054,,15.0081,15.0081,15.0081,15.0081,,,,318.425,127.492,,,127.492,,,,,,77.3602,,Energy
BAU,87,,DIST_DSL,,2055,,15.3633,15.3633,15.3633,15.3633,,,,326.664,127.266,,,127.266,,,,,,75.5827,,Energy
BAU,87,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,388.333,383.064,,,383.064,,,,,,472.0212,,Energy
BAU,87,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,473.922,454.891,,,454.891,,,,,,548.624,,Energy
BAU,87,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,433.542,404.916,,,404.916,,,,,,477.9801,,Energy
BAU,87,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,402.721,365.993,,,365.993,,,,,,422.8571,,Energy
BAU,87,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,384.913,340.38,,,340.38,,,,,,384.913,,Energy
BAU,87,,DIST_GSL,,2026,,21.7438,21.7438,21.7438,21.7438,,,,388.072,333.924,,,333.924,,,,,,369.5924,,Energy
BAU,87,,DIST_GSL,,2027,,22.0645,22.0645,22.0645,22.0645,,,,394.047,329.926,,,329.926,,,,,,357.4122,,Energy
BAU,87,,DIST_GSL,,2028,,22.3938,22.3938,22.3938,22.3938,,,,400.184,326.033,,,326.033,,,,,,345.694,,Energy
BAU,87,,DIST_GSL,,2029,,22.7204,22.7204,22.7204,22.7204,,,,406.277,322.076,,,322.076,,,,,,334.2451,,Energy
BAU,87,,DIST_GSL,,2030,,23.0349,23.0349,23.0349,23.0349,,,,412.164,317.936,,,317.936,,,,,,322.9413,,Energy
BAU,87,,DIST_GSL,,2031,,23.3831,23.3831,23.3831,23.3831,,,,418.661,314.243,,,314.243,,,,,,312.4113,,Energy
BAU,87,,DIST_GSL,,2032,,23.7237,23.7237,23.7237,23.7237,,,,425.029,310.424,,,310.424,,,,,,302.0602,,Energy
BAU,87,,DIST_GSL,,2033,,24.0574,24.0574,24.0574,24.0574,,,,431.282,306.501,,,306.501,,,,,,291.9086,,Energy
BAU,87,,DIST_GSL,,2034,,24.3864,24.3864,24.3864,24.3864,,,,437.457,302.51,,,302.51,,,,,,281.9887,,Energy
BAU,87,,DIST_GSL,,2035,,24.7067,24.7067,24.7067,24.7067,,,,443.486,298.413,,,298.413,,,,,,272.2619,,Energy
BAU,87,,DIST_GSL,,2036,,25.1207,25.1207,25.1207,25.1207,,,,451.201,295.421,,,295.421,,,,,,263.8079,,Energy
BAU,87,,DIST_GSL,,2037,,25.5075,25.5075,25.5075,25.5075,,,,458.439,292.07,,,292.07,,,,,,255.276,,Energy
BAU,87,,DIST_GSL,,2038,,25.9176,25.9176,25.9176,25.9176,,,,466.105,288.95,,,288.95,,,,,,247.1854,,Energy
BAU,87,,DIST_GSL,,2039,,26.3213,26.3213,26.3213,26.3213,,,,473.665,285.722,,,285.722,,,,,,239.233,,Energy
BAU,87,,DIST_GSL,,2040,,26.7166,26.7166,26.7166,26.7166,,,,481.084,282.375,,,282.375,,,,,,231.4096,,Energy
BAU,87,,DIST_GSL,,2041,,27.2997,27.2997,27.2997,27.2997,,,,491.894,280.939,,,280.939,,,,,,225.3423,,Energy
BAU,87,,DIST_GSL,,2042,,27.876,27.876,27.876,27.876,,,,502.595,279.313,,,279.313,,,,,,219.2805,,Energy
BAU,87,,DIST_GSL,,2043,,28.4468,28.4468,28.4468,28.4468,,,,513.212,277.526,,,277.526,,,,,,213.2502,,Energy
BAU,87,,DIST_GSL,,2044,,29.0131,29.0131,29.0131,29.0131,,,,523.756,275.594,,,275.594,,,,,,207.268,,Energy
BAU,87,,DIST_GSL,,2045,,29.5718,29.5718,29.5718,29.5718,,,,534.178,273.502,,,273.502,,,,,,201.3261,,Energy
BAU,87,,DIST_GSL,,2046,,30.2,30.2,30.2,30.2,,,,545.87,271.955,,,271.955,,,,,,195.9359,,Energy
BAU,87,,DIST_GSL,,2047,,30.8226,30.8226,30.8226,30.8226,,,,557.477,270.252,,,270.252,,,,,,190.5734,,Energy
BAU,87,,DIST_GSL,,2048,,31.4383,31.4383,31.4383,31.4383,,,,568.97,268.389,,,268.389,,,,,,185.2403,,Energy
BAU,87,,DIST_GSL,,2049,,32.0485,32.0485,32.0485,32.0485,,,,580.38,266.392,,,266.392,,,,,,179.9572,,Energy
BAU,87,,DIST_GSL,,2050,,32.653,32.653,32.653,32.653,,,,591.699,264.267,,,264.267,,,,,,174.7304,,Energy
BAU,87,,DIST_GSL,,2051,,33.318,33.318,33.318,33.318,,,,604.126,262.545,,,262.545,,,,,,169.9048,,Energy
BAU,87,,DIST_GSL,,2052,,33.9935,33.9935,33.9935,33.9935,,,,616.761,260.812,,,260.812,,,,,,165.1984,,Energy
BAU,87,,DIST_GSL,,2053,,34.6824,34.6824,34.6824,34.6824,,,,629.656,259.088,,,259.088,,,,,,160.6212,,Energy
BAU,87,,DIST_GSL,,2054,,35.3811,35.3811,35.3811,35.3811,,,,642.745,257.345,,,257.345,,,,,,156.1525,,Energy
BAU,87,,DIST_GSL,,2055,,36.0927,36.0927,36.0927,36.0927,,,,656.083,255.605,,,255.605,,,,,,151.8028,,Energy
BAU,87,,DIST_NGS,,2021,,24.5082,24.5082,24.5082,24.5082,,,,172.94,170.593,,,170.593,,,,,,210.2097,,Energy
BAU,87,,DIST_NGS,,2022,,25.4084,25.4084,25.4084,25.4084,,,,179.592,172.38,,,172.38,,,,,,207.9002,,Energy
BAU,87,,DIST_NGS,,2023,,26.5315,26.5315,26.5315,26.5315,,,,185.33,173.093,,,173.093,,,,,,204.3263,,Energy
BAU,87,,DIST_NGS,,2024,,27.1173,27.1173,27.1173,27.1173,,,,191.993,174.483,,,174.483,,,,,,201.5926,,Energy
BAU,87,,DIST_NGS,,2025,,27.9152,27.9152,27.9152,27.9152,,,,195.326,172.727,,,172.727,,,,,,195.326,,Energy
BAU,87,,DIST_NGS,,2026,,26.5623,26.5623,26.5623,26.5623,,,,189.352,162.931,,,162.931,,,,,,180.3352,,Energy
BAU,87,,DIST_NGS,,2027,,27.0444,27.0444,27.0444,27.0444,,,,193.779,162.246,,,162.246,,,,,,175.7633,,Energy
BAU,87,,DIST_NGS,,2028,,26.6611,26.6611,26.6611,26.6611,,,,192.01,156.433,,,156.433,,,,,,165.8655,,Energy
BAU,87,,DIST_NGS,,2029,,26.7106,26.7106,26.7106,26.7106,,,,193.345,153.274,,,153.274,,,,,,159.0654,,Energy
BAU,87,,DIST_NGS,,2030,,24.7579,24.7579,24.7579,24.7579,,,,180.119,138.94,,,138.94,,,,,,141.1279,,Energy
BAU,87,,DIST_NGS,,2031,,23.9643,23.9643,23.9643,23.9643,,,,175.224,131.522,,,131.522,,,,,,130.7548,,Energy
BAU,87,,DIST_NGS,,2032,,23.7015,23.7015,23.7015,23.7015,,,,174.17,127.207,,,127.207,,,,,,123.7794,,Energy
BAU,87,,DIST_NGS,,2033,,23.4388,23.4388,23.4388,23.4388,,,,173.1,123.018,,,123.018,,,,,,117.1609,,Energy
BAU,87,,DIST_NGS,,2034,,23.1764,23.1764,23.1764,23.1764,,,,172.011,118.949,,,118.949,,,,,,110.8798,,Energy
BAU,87,,DIST_NGS,,2035,,20.7911,20.7911,20.7911,20.7911,,,,155.07,104.344,,,104.344,,,,,,95.1995,,Energy
BAU,87,,DIST_NGS,,2036,,19.7281,19.7281,19.7281,19.7281,,,,147.864,96.8133,,,96.8133,,,,,,86.453,,Energy
BAU,87,,DIST_NGS,,2037,,18.6654,18.6654,18.6654,18.6654,,,,140.584,89.5656,,,89.5656,,,,,,78.2824,,Energy
BAU,87,,DIST_NGS,,2038,,17.603,17.603,17.603,17.603,,,,133.228,82.5914,,,82.5914,,,,,,70.6537,,Energy
BAU,87,,DIST_NGS,,2039,,16.5409,16.5409,16.5409,16.5409,,,,125.795,75.8816,,,75.8816,,,,,,63.535,,Energy
BAU,87,,DIST_NGS,,2040,,15.4787,15.4787,15.4787,15.4787,,,,118.285,69.4281,,,69.4281,,,,,,56.8971,,Energy
BAU,87,,DIST_NGS,,2041,,15.6961,15.6961,15.6961,15.6961,,,,120.521,68.8339,,,68.8339,,,,,,55.2121,,Energy
BAU,87,,DIST_NGS,,2042,,15.9137,15.9137,15.9137,15.9137,,,,122.776,68.2319,,,68.2319,,,,,,53.5668,,Energy
BAU,87,,DIST_NGS,,2043,,16.1318,16.1318,16.1318,16.1318,,,,125.051,67.6228,,,67.6228,,,,,,51.9613,,Energy
BAU,87,,DIST_NGS,,2044,,16.3499,16.3499,16.3499,16.3499,,,,127.339,67.0043,,,67.0043,,,,,,50.3924,,Energy
BAU,87,,DIST_NGS,,2045,,16.5681,16.5681,16.5681,16.5681,,,,129.647,66.3799,,,66.3799,,,,,,48.8626,,Energy
BAU,87,,DIST_NGS,,2046,,16.7885,16.7885,16.7885,16.7885,,,,131.986,65.7562,,,65.7562,,,,,,47.3754,,Energy
BAU,87,,DIST_NGS,,2047,,17.0094,17.0094,17.0094,17.0094,,,,134.347,65.1283,,,65.1283,,,,,,45.9265,,Energy
BAU,87,,DIST_NGS,,2048,,17.2304,17.2304,17.2304,17.2304,,,,136.724,64.4939,,,64.4939,,,,,,44.5134,,Energy
BAU,87,,DIST_NGS,,2049,,17.4516,17.4516,17.4516,17.4516,,,,139.119,63.8549,,,63.8549,,,,,,43.1363,,Energy
BAU,87,,DIST_NGS,,2050,,17.673,17.673,17.673,17.673,,,,141.533,63.2119,,,63.2119,,,,,,41.7951,,Energy
BAU,87,,DIST_NGS,,2051,,17.8526,17.8526,17.8526,17.8526,,,,143.624,62.417,,,62.417,,,,,,40.3929,,Energy
BAU,87,,DIST_NGS,,2052,,18.0319,18.0319,18.0319,18.0319,,,,145.729,61.6246,,,61.6246,,,,,,39.0333,,Energy
BAU,87,,DIST_NGS,,2053,,18.2114,18.2114,18.2114,18.2114,,,,147.845,60.8346,,,60.8346,,,,,,37.7143,,Energy
BAU,87,,DIST_NGS,,2054,,18.3908,18.3908,18.3908,18.3908,,,,149.977,60.0484,,,60.0484,,,,,,36.4364,,Energy
BAU,87,,DIST_NGS,,2055,,18.5705,18.5705,18.5705,18.5705,,,,152.124,59.2662,,,59.2662,,,,,,35.1981,,Energy
BAU,87,,DIST_LPG,,2021,,4.4822,4.4822,4.4822,4.4822,,,,97.0204,95.7039,,,95.7039,,,,,,117.9289,,Energy
BAU,87,,DIST_LPG,,2022,,5.4102,5.4102,5.4102,5.4102,,,,117.108,112.405,,,112.405,,,,,,135.5671,,Energy
BAU,87,,DIST_LPG,,2023,,5.529,5.529,5.529,5.529,,,,123.018,114.895,,,114.895,,,,,,135.6273,,Energy
BAU,87,,DIST_LPG,,2024,,5.5567,5.5567,5.5567,5.5567,,,,118.128,107.355,,,107.355,,,,,,124.0344,,Energy
BAU,87,,DIST_LPG,,2025,,5.5845,5.5845,5.5845,5.5845,,,,112.065,99.0992,,,99.0992,,,,,,112.065,,Energy
BAU,87,,DIST_LPG,,2026,,5.612,5.612,5.612,5.612,,,,108.043,92.9674,,,92.9674,,,,,,102.8981,,Energy
BAU,87,,DIST_LPG,,2027,,5.6869,5.6869,5.6869,5.6869,,,,109.716,91.8623,,,91.8623,,,,,,99.5156,,Energy
BAU,87,,DIST_LPG,,2028,,5.7621,5.7621,5.7621,5.7621,,,,111.401,90.7593,,,90.7593,,,,,,96.2324,,Energy
BAU,87,,DIST_LPG,,2029,,5.8377,5.8377,5.8377,5.8377,,,,113.1,89.6601,,,89.6601,,,,,,93.0476,,Energy
BAU,87,,DIST_LPG,,2030,,5.9139,5.9139,5.9139,5.9139,,,,114.817,88.5679,,,88.5679,,,,,,89.9621,,Energy
BAU,87,,DIST_LPG,,2031,,5.9851,5.9851,5.9851,5.9851,,,,116.443,87.4007,,,87.4007,,,,,,86.8916,,Energy
BAU,87,,DIST_LPG,,2032,,6.0567,6.0567,6.0567,6.0567,,,,118.082,86.2424,,,86.2424,,,,,,83.9187,,Energy
BAU,87,,DIST_LPG,,2033,,6.1286,6.1286,6.1286,6.1286,,,,119.733,85.0913,,,85.0913,,,,,,81.04,,Energy
BAU,87,,DIST_LPG,,2034,,6.201,6.201,6.201,6.201,,,,121.399,83.95,,,83.95,,,,,,78.2549,,Energy
BAU,87,,DIST_LPG,,2035,,6.2736,6.2736,6.2736,6.2736,,,,123.076,82.8155,,,82.8155,,,,,,75.558,,Energy
BAU,87,,DIST_LPG,,2036,,6.3449,6.3449,6.3449,6.3449,,,,124.733,81.6683,,,81.6683,,,,,,72.9288,,Energy
BAU,87,,DIST_LPG,,2037,,6.4166,6.4166,6.4166,6.4166,,,,126.404,80.5314,,,80.5314,,,,,,70.3865,,Energy
BAU,87,,DIST_LPG,,2038,,6.4887,6.4887,6.4887,6.4887,,,,128.088,79.4046,,,79.4046,,,,,,67.9278,,Energy
BAU,87,,DIST_LPG,,2039,,6.561,6.561,6.561,6.561,,,,129.782,78.2864,,,78.2864,,,,,,65.5487,,Energy
BAU,87,,DIST_LPG,,2040,,6.6337,6.6337,6.6337,6.6337,,,,131.49,77.1789,,,77.1789,,,,,,63.2489,,Energy
BAU,87,,DIST_LPG,,2041,,6.701,6.701,6.701,6.701,,,,133.096,76.0159,,,76.0159,,,,,,60.9728,,Energy
BAU,87,,DIST_LPG,,2042,,6.7687,6.7687,6.7687,6.7687,,,,134.716,74.8674,,,74.8674,,,,,,58.7761,,Energy
BAU,87,,DIST_LPG,,2043,,6.8367,6.8367,6.8367,6.8367,,,,136.348,73.7318,,,73.7318,,,,,,56.6554,,Energy
BAU,87,,DIST_LPG,,2044,,6.9048,6.9048,6.9048,6.9048,,,,137.986,72.6066,,,72.6066,,,,,,54.6057,,Energy
BAU,87,,DIST_LPG,,2045,,6.9733,6.9733,6.9733,6.9733,,,,139.639,71.4958,,,71.4958,,,,,,52.6285,,Energy
BAU,87,,DIST_LPG,,2046,,7.0342,7.0342,7.0342,7.0342,,,,141.145,70.319,,,70.319,,,,,,50.6629,,Energy
BAU,87,,DIST_LPG,,2047,,7.095,7.095,7.095,7.095,,,,142.653,69.1551,,,69.1551,,,,,,48.7659,,Energy
BAU,87,,DIST_LPG,,2048,,7.1561,7.1561,7.1561,7.1561,,,,144.173,68.0076,,,68.0076,,,,,,46.9386,,Energy
BAU,87,,DIST_LPG,,2049,,7.2173,7.2173,7.2173,7.2173,,,,145.699,66.8754,,,66.8754,,,,,,45.1766,,Energy
BAU,87,,DIST_LPG,,2050,,7.2786,7.2786,7.2786,7.2786,,,,147.233,65.7578,,,65.7578,,,,,,43.4783,,Energy
BAU,87,,DIST_LPG,,2051,,7.2894,7.2894,7.2894,7.2894,,,,147.747,64.209,,,64.209,,,,,,41.5525,,Energy
BAU,87,,DIST_LPG,,2052,,7.3003,7.3003,7.3003,7.3003,,,,148.265,62.6974,,,62.6974,,,,,,39.7125,,Energy
BAU,87,,DIST_LPG,,2053,,7.3112,7.3112,7.3112,7.3112,,,,148.784,61.221,,,61.221,,,,,,37.9539,,Energy
BAU,87,,DIST_LPG,,2054,,7.3221,7.3221,7.3221,7.3221,,,,149.304,59.7791,,,59.7791,,,,,,36.2729,,Energy
BAU,87,,DIST_LPG,,2055,,7.333,7.333,7.333,7.333,,,,149.824,58.3704,,,58.3704,,,,,,34.6659,,Energy
BAU,87,,DIST_KER,,2021,,0.1589,0.1589,0.1589,0.1589,,,,2.64694,2.61102,,,2.61102,,,,,,3.2174,,Energy
BAU,87,,DIST_KER,,2022,,1.2037,1.2037,1.2037,1.2037,,,,20.0511,19.2459,,,19.2459,,,,,,23.2117,,Energy
BAU,87,,DIST_KER,,2023,,0.0843,0.0843,0.0843,0.0843,,,,1.18517,1.10691,,,1.10691,,,,,,1.3066,,Energy
BAU,87,,DIST_KER,,2024,,0.0849,0.0849,0.0849,0.0849,,,,1.1455,1.04103,,,1.04103,,,,,,1.2028,,Energy
BAU,87,,DIST_KER,,2025,,0.0855,0.0855,0.0855,0.0855,,,,1.07462,0.950294,,,0.950294,,,,,,1.0746,,Energy
BAU,87,,DIST_KER,,2026,,0.0861,0.0861,0.0861,0.0861,,,,1.07171,0.922175,,,0.922175,,,,,,1.0207,,Energy
BAU,87,,DIST_KER,,2027,,0.0874,0.0874,0.0874,0.0874,,,,1.08976,0.912434,,,0.912434,,,,,,0.9884,,Energy
BAU,87,,DIST_KER,,2028,,0.0887,0.0887,0.0887,0.0887,,,,1.10786,0.902586,,,0.902586,,,,,,0.957,,Energy
BAU,87,,DIST_KER,,2029,,0.09,0.09,0.09,0.09,,,,1.12602,0.892649,,,0.892649,,,,,,0.9264,,Energy
