Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,97,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,97,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,97,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,97,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,97,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,97,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,138.044,118.783,,,118.783,,,,,,131.4705,,Energy
LTS,97,,DIST_DSL,,2027,,7.47247,7.47247,7.47247,7.47247,,,,144.905,121.325,,,121.325,,,,,,131.4331,,Energy
LTS,97,,DIST_DSL,,2028,,7.81904,7.81904,7.81904,7.81904,,,,149.703,121.965,,,121.965,,,,,,129.3191,,Energy
LTS,97,,DIST_DSL,,2029,,8.22722,8.22722,8.22722,8.22722,,,,155.496,123.269,,,123.269,,,,,,127.9269,,Energy
LTS,97,,DIST_DSL,,2030,,8.60015,8.60015,8.60015,8.60015,,,,160.431,123.753,,,123.753,,,,,,125.7019,,Energy
LTS,97,,DIST_DSL,,2031,,8.67342,8.67342,8.67342,8.67342,,,,159.665,119.843,,,119.843,,,,,,119.1445,,Energy
LTS,97,,DIST_DSL,,2032,,8.72767,8.72767,8.72767,8.72767,,,,158.519,115.776,,,115.776,,,,,,112.6565,,Energy
LTS,97,,DIST_DSL,,2033,,8.73822,8.73822,8.73822,8.73822,,,,156.563,111.265,,,111.265,,,,,,105.968,,Energy
LTS,97,,DIST_DSL,,2034,,8.77612,8.77612,8.77612,8.77612,,,,155.085,107.244,,,107.244,,,,,,99.9692,,Energy
LTS,97,,DIST_DSL,,2035,,8.81824,8.81824,8.81824,8.81824,,,,153.661,103.396,,,103.396,,,,,,94.3345,,Energy
LTS,97,,DIST_DSL,,2036,,8.85484,8.85484,8.85484,8.85484,,,,152.123,99.6014,,,99.6014,,,,,,88.9432,,Energy
LTS,97,,DIST_DSL,,2037,,8.89205,8.89205,8.89205,8.89205,,,,150.576,95.9315,,,95.9315,,,,,,83.8464,,Energy
LTS,97,,DIST_DSL,,2038,,8.93076,8.93076,8.93076,8.93076,,,,149.037,92.3914,,,92.3914,,,,,,79.0375,,Energy
LTS,97,,DIST_DSL,,2039,,9.00757,9.00757,9.00757,9.00757,,,,148.104,89.3388,,,89.3388,,,,,,74.8026,,Energy
LTS,97,,DIST_DSL,,2040,,9.0806,9.0806,9.0806,9.0806,,,,147.074,86.326,,,86.326,,,,,,70.7451,,Energy
LTS,97,,DIST_DSL,,2041,,9.32276,9.32276,9.32276,9.32276,,,,148.705,84.9306,,,84.9306,,,,,,68.1235,,Energy
LTS,97,,DIST_DSL,,2042,,9.52385,9.52385,9.52385,9.52385,,,,149.571,83.123,,,83.123,,,,,,65.2573,,Energy
LTS,97,,DIST_DSL,,2043,,9.77578,9.77578,9.77578,9.77578,,,,151.125,81.7227,,,81.7227,,,,,,62.7956,,Energy
LTS,97,,DIST_DSL,,2044,,9.98621,9.98621,9.98621,9.98621,,,,151.923,79.9401,,,79.9401,,,,,,60.1211,,Energy
