PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2021,,,,,,0.0
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2022,,,,,,0.0
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2023,,,,,,0.0
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2024,,,,,,0.0
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2025,,,,,,0.0
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2026,,,,,,0.1351
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2027,,,,,,0.2563
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2028,,,,,,0.3627
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2029,,,,,,0.4533
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2030,,,,,,0.5268
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2031,,,,,,0.6592
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2032,,,,,,0.7958
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2033,,,,,,0.9367
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2034,,,,,,1.0818
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2035,,,,,,1.2312
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2036,,,,,,1.3901
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2037,,,,,,1.5542
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2038,,,,,,1.7235
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2039,,,,,,1.8979
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2040,,,,,,2.0774
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2041,,,,,,2.2698
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2042,,,,,,2.4683
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2043,,,,,,2.6728
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2044,,,,,,2.8831
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2045,,,,,,3.0995
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2046,,,,,,3.3292
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2047,,,,,,3.5655
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2048,,,,,,3.8083
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2049,,,,,,4.0576
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2050,,,,,,4.3134
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2051,,,,,,4.4044
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2052,,,,,,4.4974
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2053,,,,,,4.5923
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2054,,,,,,4.6892
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTELE,,,,2055,,,,,,4.7882
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTGSL,,,,2021,,,,,,4.9603
TotalTechnologyAnnualActivityLowerLimit,LTS,JAM,TRAUTGSL,,,,2022,,,,,,5.3665
