PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
OperationalLife,LTS,JAM,DIST_DSL,,,,,,,,,,1
OperationalLife,LTS,JAM,DIST_GSL,,,,,,,,,,1
OperationalLife,LTS,JAM,DIST_LPG,,,,,,,,,,1
OperationalLife,LTS,JAM,DIST_FOI,,,,,,,,,,1
OperationalLife,LTS,JAM,DIST_KER,,,,,,,,,,1
OperationalLife,LTS,JAM,IMP_ELE,,,,,,,,,,1
OperationalLife,LTS,JAM,DIST_BIM,,,,,,,,,,1
OperationalLife,LTS,JAM,DIST_BGS,,,,,,,,,,1
OperationalLife,LTS,JAM,ELE_TRANS,,,,,,,,,,60
OperationalLife,LTS,JAM,ELE_DIST,,,,,,,,,,60
OperationalLife,LTS,JAM,HYD_G_PROD,,,,,,,,,,20
OperationalLife,LTS,JAM,HYD_DIST,,,,,,,,,,15
OperationalLife,LTS,JAM,T5DSLOTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T5GSLOTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T5LPGOTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T5ELEOTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T5HYDOTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T5KEROTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T5BIMOTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T5BGSOTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T5FOIOTH,,,,,,,,,,1
OperationalLife,LTS,JAM,T4DSL_PRI,,,,,,,,,,1
OperationalLife,LTS,JAM,T4GSL_PRI,,,,,,,,,,1
OperationalLife,LTS,JAM,T4ELE_PRI,,,,,,,,,,1
OperationalLife,LTS,JAM,T4GSL_PUB,,,,,,,,,,1
OperationalLife,LTS,JAM,T4ELE_PUB,,,,,,,,,,1
OperationalLife,LTS,JAM,T4DSL_PUB,,,,,,,,,,1
OperationalLife,LTS,JAM,T4HYD_PUB,,,,,,,,,,1
OperationalLife,LTS,JAM,T4DSL_HEA,,,,,,,,,,1
OperationalLife,LTS,JAM,T4FOI_HEA,,,,,,,,,,1
OperationalLife,LTS,JAM,T4ELE_HEA,,,,,,,,,,1
OperationalLife,LTS,JAM,T4HYD_HEA,,,,,,,,,,1
OperationalLife,LTS,JAM,T4DSL_LIG,,,,,,,,,,1
OperationalLife,LTS,JAM,T4GSL_LIG,,,,,,,,,,1
OperationalLife,LTS,JAM,T4ELE_LIG,,,,,,,,,,1
OperationalLife,LTS,JAM,T4DSL_MAR,,,,,,,,,,1
OperationalLife,LTS,JAM,T4FOI_MAR,,,,,,,,,,1
OperationalLife,LTS,JAM,T4HYD_MAR,,,,,,,,,,1
OperationalLife,LTS,JAM,T4DSL_MAM,,,,,,,,,,1
OperationalLife,LTS,JAM,T4FOI_MAM,,,,,,,,,,1
