Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,84,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,84,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,84,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,84,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,84,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,84,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,141.929,122.126,,122.126,,,,,,,,,,,,,,,135.1705,,,,0.0018402817416674,0.0018402817416674,,,
LTS,84,,DIST_DSL,,2027,,7.43778,7.43778,7.43778,7.43778,,,,,,,152.454,127.646,,127.646,,,,,,,,,,,,,,,138.2803,,,,0.00190990466217,0.00190990466217,,,
LTS,84,,DIST_DSL,,2028,,7.75086,7.75086,7.75086,7.75086,,,,,,,161.25,131.372,,131.372,,,,,,,,,,,,,,,139.2938,,,,0.0019517863631624,0.0019517863631624,,,
LTS,84,,DIST_DSL,,2029,,8.12361,8.12361,8.12361,8.12361,,,,,,,171.498,135.955,,135.955,,,,,,,,,,,,,,,141.0918,,,,0.002005632259933,0.002005632259933,,,
LTS,84,,DIST_DSL,,2030,,8.46178,8.46178,8.46178,8.46178,,,,,,,181.234,139.801,,139.801,,,,,,,,,,,,,,,142.0016,,,,0.0020478192134816,0.0020478192134816,,,
LTS,84,,DIST_DSL,,2031,,8.49938,8.49938,8.49938,8.49938,,,,,,,184.648,138.595,,138.595,,,,,,,,,,,,,,,137.7872,,,,0.0020158408250862,0.0020158408250862,,,
LTS,84,,DIST_DSL,,2032,,8.52158,8.52158,8.52158,8.52158,,,,,,,187.746,137.122,,137.122,,,,,,,,,,,,,,,133.4276,,,,0.0019803502708715,0.0019803502708715,,,
LTS,84,,DIST_DSL,,2033,,8.49711,8.49711,8.49711,8.49711,,,,,,,189.815,134.897,,134.897,,,,,,,,,,,,,,,128.4743,,,,0.0019344679518111,0.0019344679518111,,,
LTS,84,,DIST_DSL,,2034,,8.48457,8.48457,8.48457,8.48457,,,,,,,192.139,132.868,,132.868,,,,,,,,,,,,,,,123.8545,,,,0.0018919350662817,0.0018919350662817,,,
LTS,84,,DIST_DSL,,2035,,8.49341,8.49341,8.49341,8.49341,,,,,,,194.946,131.175,,131.175,,,,,,,,,,,,,,,119.6799,,,,0.0018546617701937,0.0018546617701937,,,
LTS,84,,DIST_DSL,,2036,,8.49419,8.49419,8.49419,8.49419,,,,,,,197.571,129.358,,129.358,,,,,,,,,,,,,,,115.5157,,,,0.0018160729104274,0.0018160729104274,,,
LTS,84,,DIST_DSL,,2037,,8.49585,8.49585,8.49585,8.49585,,,,,,,200.217,127.558,,127.558,,,,,,,,,,,,,,,111.4883,,,,0.0017781595343896,0.0017781595343896,,,
LTS,84,,DIST_DSL,,2038,,8.49826,8.49826,8.49826,8.49826,,,,,,,202.882,125.772,,125.772,,,,,,,,,,,,,,,107.5927,,,,0.0017408966168294,0.0017408966168294,,,
LTS,84,,DIST_DSL,,2039,,8.50682,8.50682,8.50682,8.50682,,,,,,,205.697,124.08,,124.08,,,,,,,,,,,,,,,103.891,,,,0.0017053640844456,0.0017053640844456,,,
