Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,58,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2026,,0.75715,0.75715,0.75715,0.75715,,,,,,,33.4698,21.9191,33.4698,,78.993,,,,87.1502,57.0739,,,,,,,,,,31.8639,31.8639,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2027,,0.758145,0.758145,0.758145,0.758145,,,,,,,33.5138,20.3221,33.5138,,72.7271,,,,86.4225,52.405,,,,,,,,,,30.3749,30.3749,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2028,,0.75904,0.75904,0.75904,0.75904,,,,,,,33.5534,18.839,33.5534,,66.9401,,,,85.6708,48.1011,,,,,,,,,,28.9516,28.9516,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2029,,0.760034,0.760034,0.760034,0.760034,,,,,,,33.5973,17.4664,33.5973,,61.6126,,,,84.9172,44.1462,,,,,,,,,,27.5985,27.5985,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2030,,0.76093,0.76093,0.76093,0.76093,,,,,,,33.6369,16.1916,33.6369,,56.6911,,,,84.1347,40.4995,,,,,,,,,,26.3052,26.3052,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2031,,0.761867,0.761867,0.761867,0.761867,,,,,,,33.6783,15.0107,33.6783,,52.2344,,,,83.5158,37.2237,,,,,,,,,,25.0739,25.0739,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2032,,0.762901,0.762901,0.762901,0.762901,,,,,,,33.724,13.9177,33.724,,48.1216,,,,82.88,34.204,,,,,,,,,,23.9032,23.9032,,,,nan,nan,
BAU,58,,NO_CONTR_OD,,2033,,0.763837,0.763837,0.763837,0.763837,,,,,,,33.7654,12.9025,33.7654,,44.3149,,,,82.2049,31.4124,,,,,,,,,,22.7842,22.7842,,,,nan,nan,
