Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,8,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,8,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,8,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,8,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,8,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,8,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,142.28,122.428,,122.428,,,,,,,,,,,,,,,135.5048,,,,0.0018448326371473,0.0018448326371473,,,
LTS,8,,DIST_DSL,,2027,,7.43794,7.43794,7.43794,7.43794,,,,,,,153.199,128.269,,128.269,,,,,,,,,,,,,,,138.956,,,,0.0019192373204949,0.0019192373204949,,,
LTS,8,,DIST_DSL,,2028,,7.74729,7.74729,7.74729,7.74729,,,,,,,162.334,132.255,,132.255,,,,,,,,,,,,,,,140.2302,,,,0.0019649064246552,0.0019649064246552,,,
LTS,8,,DIST_DSL,,2029,,8.11404,8.11404,8.11404,8.11404,,,,,,,172.914,137.078,,137.078,,,,,,,,,,,,,,,142.2568,,,,0.0020221909991684,0.0020221909991684,,,
LTS,8,,DIST_DSL,,2030,,8.44365,8.44365,8.44365,8.44365,,,,,,,182.95,141.125,,141.125,,,,,,,,,,,,,,,143.3461,,,,0.0020672074544682,0.0020672074544682,,,
LTS,8,,DIST_DSL,,2031,,8.47453,8.47453,8.47453,8.47453,,,,,,,186.643,140.092,,140.092,,,,,,,,,,,,,,,139.2759,,,,0.0020376190301528,0.0020376190301528,,,
LTS,8,,DIST_DSL,,2032,,8.48538,8.48538,8.48538,8.48538,,,,,,,189.909,138.702,,138.702,,,,,,,,,,,,,,,134.9648,,,,0.0020031637916482,0.0020031637916482,,,
LTS,8,,DIST_DSL,,2033,,8.45185,8.45185,8.45185,8.45185,,,,,,,192.174,136.573,,136.573,,,,,,,,,,,,,,,130.0709,,,,0.0019585072221233,0.0019585072221233,,,
LTS,8,,DIST_DSL,,2034,,8.44563,8.44563,8.44563,8.44563,,,,,,,195.046,134.878,,134.878,,,,,,,,,,,,,,,125.7284,,,,0.0019205571223984,0.0019205571223984,,,
