Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
BAU,40,2021,DIST_DSL,,,9.3252953,,,,,,,,,,,,,9.3252953,,,,,9.3252953,,,9.3252953,,,,,,
BAU,40,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
BAU,40,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
BAU,40,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
BAU,40,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
BAU,40,2026,DIST_DSL,,,11.139703,,,,,,,,,,,,,11.139703,,,,,11.139703,,,11.139703,,,,,,
BAU,40,2027,DIST_DSL,,,11.096188,,,,,,,,,,,,,11.096188,,,,,11.096188,,,11.096188,,,,,,
BAU,40,2028,DIST_DSL,,,11.123484,,,,,,,,,,,,,11.123484,,,,,11.123484,,,11.123484,,,,,,
BAU,40,2029,DIST_DSL,,,11.144277,,,,,,,,,,,,,11.144277,,,,,11.144277,,,11.144277,,,,,,
BAU,40,2030,DIST_DSL,,,11.166967,,,,,,,,,,,,,11.166967,,,,,11.166967,,,11.166967,,,,,,
BAU,40,2031,DIST_DSL,,,11.207127,,,,,,,,,,,,,11.207127,,,,,11.207127,,,11.207127,,,,,,
BAU,40,2032,DIST_DSL,,,11.241304,,,,,,,,,,,,,11.241304,,,,,11.241304,,,11.241304,,,,,,
BAU,40,2033,DIST_DSL,,,11.273821,,,,,,,,,,,,,11.273821,,,,,11.273821,,,11.273821,,,,,,
BAU,40,2034,DIST_DSL,,,11.302044,,,,,,,,,,,,,11.302044,,,,,11.302044,,,11.302044,,,,,,
BAU,40,2035,DIST_DSL,,,11.325572,,,,,,,,,,,,,11.325572,,,,,11.325572,,,11.325572,,,,,,
BAU,40,2036,DIST_DSL,,,11.412503,,,,,,,,,,,,,11.412503,,,,,11.412503,,,11.412503,,,,,,
BAU,40,2037,DIST_DSL,,,11.491672,,,,,,,,,,,,,11.491672,,,,,11.491672,,,11.491672,,,,,,
BAU,40,2038,DIST_DSL,,,11.544132,,,,,,,,,,,,,11.544132,,,,,11.544132,,,11.544132,,,,,,
BAU,40,2039,DIST_DSL,,,11.592779,,,,,,,,,,,,,11.592779,,,,,11.592779,,,11.592779,,,,,,
BAU,40,2040,DIST_DSL,,,11.636143,,,,,,,,,,,,,11.636143,,,,,11.636143,,,11.636143,,,,,,
BAU,40,2041,DIST_DSL,,,11.781682,,,,,,,,,,,,,11.781682,,,,,11.781682,,,11.781682,,,,,,
BAU,40,2042,DIST_DSL,,,11.918786,,,,,,,,,,,,,11.918786,,,,,11.918786,,,11.918786,,,,,,
BAU,40,2043,DIST_DSL,,,12.051652,,,,,,,,,,,,,12.051652,,,,,12.051652,,,12.051652,,,,,,
BAU,40,2044,DIST_DSL,,,12.178509,,,,,,,,,,,,,12.178509,,,,,12.178509,,,12.178509,,,,,,
BAU,40,2045,DIST_DSL,,,12.30033,,,,,,,,,,,,,12.30033,,,,,12.30033,,,12.30033,,,,,,
BAU,40,2046,DIST_DSL,,,12.448403,,,,,,,,,,,,,12.448403,,,,,12.448403,,,12.448403,,,,,,
BAU,40,2047,DIST_DSL,,,12.597201,,,,,,,,,,,,,12.597201,,,,,12.597201,,,12.597201,,,,,,
BAU,40,2048,DIST_DSL,,,12.742708,,,,,,,,,,,,,12.742708,,,,,12.742708,,,12.742708,,,,,,
BAU,40,2049,DIST_DSL,,,12.882127,,,,,,,,,,,,,12.882127,,,,,12.882127,,,12.882127,,,,,,
BAU,40,2050,DIST_DSL,,,13.01401,,,,,,,,,,,,,13.01401,,,,,13.01401,,,13.01401,,,,,,
BAU,40,2051,DIST_DSL,,,13.102005,,,,,,,,,,,,,13.102005,,,,,13.102005,,,13.102005,,,,,,
BAU,40,2052,DIST_DSL,,,13.187963,,,,,,,,,,,,,13.187963,,,,,13.187963,,,13.187963,,,,,,
BAU,40,2053,DIST_DSL,,,13.273336,,,,,,,,,,,,,13.273336,,,,,13.273336,,,13.273336,,,,,,
BAU,40,2054,DIST_DSL,,,13.356373,,,,,,,,,,,,,13.356373,,,,,13.356373,,,13.356373,,,,,,
BAU,40,2055,DIST_DSL,,,13.43836,,,,,,,,,,,,,13.43836,,,,,13.43836,,,13.43836,,,,,,
BAU,40,2021,DIST_GSL,,,20.866539,,,,,,,,,,,,,20.866539,,,,,20.866539,,,20.866539,,,,,,
BAU,40,2022,DIST_GSL,,,22.576075,,,,,,,,,,,,,22.576075,,,,,22.576075,,,22.576075,,,,,,
BAU,40,2023,DIST_GSL,,,23.629716,,,,,,,,,,,,,23.629716,,,,,23.629716,,,23.629716,,,,,,
BAU,40,2024,DIST_GSL,,,24.082654,,,,,,,,,,,,,24.082654,,,,,24.082654,,,24.082654,,,,,,
BAU,40,2025,DIST_GSL,,,24.54924,,,,,,,,,,,,,24.54924,,,,,24.54924,,,24.54924,,,,,,
BAU,40,2026,DIST_GSL,,,24.925077,,,,,,,,,,,,,24.925077,,,,,24.925077,,,24.925077,,,,,,
BAU,40,2027,DIST_GSL,,,25.114397,,,,,,,,,,,,,25.114397,,,,,25.114397,,,25.114397,,,,,,
BAU,40,2028,DIST_GSL,,,25.307804,,,,,,,,,,,,,25.307804,,,,,25.307804,,,25.307804,,,,,,
BAU,40,2029,DIST_GSL,,,25.495032,,,,,,,,,,,,,25.495032,,,,,25.495032,,,25.495032,,,,,,
BAU,40,2030,DIST_GSL,,,25.667615,,,,,,,,,,,,,25.667615,,,,,25.667615,,,25.667615,,,,,,
BAU,40,2031,DIST_GSL,,,25.869596,,,,,,,,,,,,,25.869596,,,,,25.869596,,,25.869596,,,,,,
BAU,40,2032,DIST_GSL,,,26.061763,,,,,,,,,,,,,26.061763,,,,,26.061763,,,26.061763,,,,,,
BAU,40,2033,DIST_GSL,,,26.240191,,,,,,,,,,,,,26.240191,,,,,26.240191,,,26.240191,,,,,,
BAU,40,2034,DIST_GSL,,,26.408519,,,,,,,,,,,,,26.408519,,,,,26.408519,,,26.408519,,,,,,
BAU,40,2035,DIST_GSL,,,26.566038,,,,,,,,,,,,,26.566038,,,,,26.566038,,,26.566038,,,,,,
BAU,40,2036,DIST_GSL,,,26.7952,,,,,,,,,,,,,26.7952,,,,,26.7952,,,26.7952,,,,,,
BAU,40,2037,DIST_GSL,,,27.013594,,,,,,,,,,,,,27.013594,,,,,27.013594,,,27.013594,,,,,,
BAU,40,2038,DIST_GSL,,,27.239688,,,,,,,,,,,,,27.239688,,,,,27.239688,,,27.239688,,,,,,
BAU,40,2039,DIST_GSL,,,27.453005,,,,,,,,,,,,,27.453005,,,,,27.453005,,,27.453005,,,,,,
BAU,40,2040,DIST_GSL,,,27.653543,,,,,,,,,,,,,27.653543,,,,,27.653543,,,27.653543,,,,,,
BAU,40,2041,DIST_GSL,,,28.020157,,,,,,,,,,,,,28.020157,,,,,28.020157,,,28.020157,,,,,,
BAU,40,2042,DIST_GSL,,,28.372938,,,,,,,,,,,,,28.372938,,,,,28.372938,,,28.372938,,,,,,
BAU,40,2043,DIST_GSL,,,28.713486,,,,,,,,,,,,,28.713486,,,,,28.713486,,,28.713486,,,,,,
BAU,40,2044,DIST_GSL,,,29.042603,,,,,,,,,,,,,29.042603,,,,,29.042603,,,29.042603,,,,,,
