Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
BAU,100,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
BAU,100,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
BAU,100,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
BAU,100,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
BAU,100,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,138.179,122.192,,,122.192,,,,,,138.179,,Energy
BAU,100,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,140.588,120.971,,,120.971,,,,,,133.8933,,Energy
BAU,100,,DIST_DSL,,2027,,7.30915,7.30915,7.30915,7.30915,,,,145.491,121.816,,,121.816,,,,,,131.9646,,Energy
BAU,100,,DIST_DSL,,2028,,7.62973,7.62973,7.62973,7.62973,,,,151.956,123.8,,,123.8,,,,,,131.2653,,Energy
BAU,100,,DIST_DSL,,2029,,7.95008,7.95008,7.95008,7.95008,,,,158.424,125.59,,,125.59,,,,,,130.3358,,Energy
BAU,100,,DIST_DSL,,2030,,8.27772,8.27772,8.27772,8.27772,,,,165.043,127.311,,,127.311,,,,,,129.3155,,Energy
BAU,100,,DIST_DSL,,2031,,8.63692,8.63692,8.63692,8.63692,,,,172.3,129.326,,,129.326,,,,,,128.5729,,Energy
BAU,100,,DIST_DSL,,2032,,8.99789,8.99789,8.99789,8.99789,,,,179.599,131.172,,,131.172,,,,,,127.6377,,Energy
BAU,100,,DIST_DSL,,2033,,9.36298,9.36298,9.36298,9.36298,,,,186.989,132.888,,,132.888,,,,,,126.5615,,Energy
BAU,100,,DIST_DSL,,2034,,9.7297,9.7297,9.7297,9.7297,,,,194.42,134.445,,,134.445,,,,,,125.3249,,Energy
BAU,100,,DIST_DSL,,2035,,10.1011,10.1011,10.1011,10.1011,,,,201.952,135.889,,,135.889,,,,,,123.981,,Energy
BAU,100,,DIST_DSL,,2036,,10.5573,10.5573,10.5573,10.5573,,,,211.188,138.274,,,138.274,,,,,,123.4772,,Energy
BAU,100,,DIST_DSL,,2037,,11.0256,11.0256,11.0256,11.0256,,,,220.677,140.593,,,140.593,,,,,,122.8812,,Energy
BAU,100,,DIST_DSL,,2038,,11.4679,11.4679,11.4679,11.4679,,,,229.656,142.369,,,142.369,,,,,,121.7915,,Energy
BAU,100,,DIST_DSL,,2039,,11.9145,11.9145,11.9145,11.9145,,,,238.731,144.006,,,144.006,,,,,,120.5754,,Energy
BAU,100,,DIST_DSL,,2040,,12.364,12.364,12.364,12.364,,,,247.871,145.49,,,145.49,,,,,,119.2302,,Energy
BAU,100,,DIST_DSL,,2041,,12.9794,12.9794,12.9794,12.9794,,,,260.351,148.696,,,148.696,,,,,,119.2698,,Energy
BAU,100,,DIST_DSL,,2042,,13.604,13.604,13.604,13.604,,,,273.029,151.734,,,151.734,,,,,,119.1216,,Energy
BAU,100,,DIST_DSL,,2043,,14.2411,14.2411,14.2411,14.2411,,,,285.971,154.643,,,154.643,,,,,,118.8269,,Energy
BAU,100,,DIST_DSL,,2044,,14.8879,14.8879,14.8879,14.8879,,,,299.124,157.395,,,157.395,,,,,,118.3735,,Energy
BAU,100,,DIST_DSL,,2045,,15.5465,15.5465,15.5465,15.5465,,,,312.527,160.015,,,160.015,,,,,,117.7881,,Energy
BAU,100,,DIST_DSL,,2046,,16.268,16.268,16.268,16.268,,,,327.208,163.017,,,163.017,,,,,,117.4488,,Energy
BAU,100,,DIST_DSL,,2047,,17.0137,17.0137,17.0137,17.0137,,,,342.393,165.984,,,165.984,,,,,,117.047,,Energy
BAU,100,,DIST_DSL,,2048,,17.773,17.773,17.773,17.773,,,,357.871,168.811,,,168.811,,,,,,116.5125,,Energy
BAU,100,,DIST_DSL,,2049,,18.5485,18.5485,18.5485,18.5485,,,,373.688,171.521,,,171.521,,,,,,115.8687,,Energy
BAU,100,,DIST_DSL,,2050,,19.3346,19.3346,19.3346,19.3346,,,,389.737,174.066,,,174.066,,,,,,115.0904,,Energy
BAU,100,,DIST_DSL,,2051,,20.0527,20.0527,20.0527,20.0527,,,,404.432,175.76,,,175.76,,,,,,113.7428,,Energy
BAU,100,,DIST_DSL,,2052,,20.7907,20.7907,20.7907,20.7907,,,,419.544,177.414,,,177.414,,,,,,112.3742,,Energy
BAU,100,,DIST_DSL,,2053,,21.5489,21.5489,21.5489,21.5489,,,,435.082,179.025,,,179.025,,,,,,110.9866,,Energy
BAU,100,,DIST_DSL,,2054,,22.3248,22.3248,22.3248,22.3248,,,,450.99,180.569,,,180.569,,,,,,109.5664,,Energy
