Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,97,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2026,,0.771198,0.771198,0.771198,0.771198,,,,,,,34.0908,22.3258,34.0908,,80.4586,,,,88.7671,58.1328,,,,,,,,,,32.4551,32.4551,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2027,,0.786242,0.786242,0.786242,0.786242,,,,,,,34.7558,21.0753,34.7558,,75.4224,,,,89.6254,54.3472,,,,,,,,,,31.5005,31.5005,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2028,,0.801184,0.801184,0.801184,0.801184,,,,,,,35.4163,19.885,35.4163,,70.6567,,,,90.4274,50.7717,,,,,,,,,,30.559,30.559,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2029,,0.816229,0.816229,0.816229,0.816229,,,,,,,36.0814,18.7578,36.0814,,66.168,,,,91.1957,47.4103,,,,,,,,,,29.6391,29.6391,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2030,,0.831169,0.831169,0.831169,0.831169,,,,,,,36.7418,17.6862,36.7418,,61.924,,,,91.9008,44.2378,,,,,,,,,,28.7334,28.7334,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2031,,0.846151,0.846151,0.846151,0.846151,,,,,,,37.4041,16.6713,37.4041,,58.013,,,,92.755,41.3417,,,,,,,,,,27.8478,27.8478,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2032,,0.861243,0.861243,0.861243,0.861243,,,,,,,38.0712,15.7117,38.0712,,54.3248,,,,93.5637,38.6131,,,,,,,,,,26.9845,26.9845,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2033,,0.876226,0.876226,0.876226,0.876226,,,,,,,38.7336,14.801,38.7336,,50.8353,,,,94.3004,36.0343,,,,,,,,,,26.1367,26.1367,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2034,,0.891209,0.891209,0.891209,0.891209,,,,,,,39.3959,13.939,39.3959,,47.5443,,,,94.9793,33.6053,,,,,,,,,,25.308,25.308,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2035,,0.906192,0.906192,0.906192,0.906192,,,,,,,40.0582,13.1234,40.0582,,44.4432,,,,95.6012,31.3198,,,,,,,,,,24.4988,24.4988,,,,nan,nan,
BAU,97,,NO_CONTR_OD,,2036,,0.92121,0.92121,0.92121,0.92121,,,,,,,40.7221,12.3527,40.7221,,41.5799,,,,96.3508,29.2272,,,,,,,,,,23.7098,23.7098,,,,nan,nan,
