Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,17,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,17,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,17,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,17,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,17,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,17,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,140.874,121.217,,,121.217,,,,,,134.1657,,Energy
LTS,17,,DIST_DSL,,2027,,7.48334,7.48334,7.48334,7.48334,,,,151.14,126.546,,,126.546,,,,,,137.0884,,Energy
LTS,17,,DIST_DSL,,2028,,7.84535,7.84535,7.84535,7.84535,,,,159.681,130.094,,,130.094,,,,,,137.9385,,Energy
LTS,17,,DIST_DSL,,2029,,8.26839,8.26839,8.26839,8.26839,,,,169.588,134.441,,,134.441,,,,,,139.5205,,Energy
LTS,17,,DIST_DSL,,2030,,8.65939,8.65939,8.65939,8.65939,,,,178.965,138.05,,,138.05,,,,,,140.2238,,Energy
LTS,17,,DIST_DSL,,2031,,8.74553,8.74553,8.74553,8.74553,,,,182.116,136.695,,,136.695,,,,,,135.8978,,Energy
LTS,17,,DIST_DSL,,2032,,8.81762,8.81762,8.81762,8.81762,,,,184.999,135.116,,,135.116,,,,,,131.4753,,Energy
LTS,17,,DIST_DSL,,2033,,8.84137,8.84137,8.84137,8.84137,,,,186.883,132.813,,,132.813,,,,,,126.4898,,Energy
LTS,17,,DIST_DSL,,2034,,8.90262,8.90262,8.90262,8.90262,,,,189.573,131.094,,,131.094,,,,,,122.2004,,Energy
LTS,17,,DIST_DSL,,2035,,8.95863,8.95863,8.95863,8.95863,,,,192.171,129.308,,,129.308,,,,,,117.9763,,Energy
LTS,17,,DIST_DSL,,2036,,9.01046,9.01046,9.01046,9.01046,,,,194.694,127.475,,,127.475,,,,,,113.8335,,Energy
LTS,17,,DIST_DSL,,2037,,9.06013,9.06013,9.06013,9.06013,,,,197.188,125.628,,,125.628,,,,,,109.8017,,Energy
LTS,17,,DIST_DSL,,2038,,9.13244,9.13244,9.13244,9.13244,,,,200.193,124.105,,,124.105,,,,,,106.1666,,Energy
LTS,17,,DIST_DSL,,2039,,9.22646,9.22646,9.22646,9.22646,,,,203.701,122.875,,,122.875,,,,,,102.8828,,Energy
LTS,17,,DIST_DSL,,2040,,9.31289,9.31289,9.31289,9.31289,,,,207.068,121.54,,,121.54,,,,,,99.6032,,Energy
LTS,17,,DIST_DSL,,2041,,9.5746,9.5746,9.5746,9.5746,,,,214.388,122.445,,,122.445,,,,,,98.2136,,Energy
LTS,17,,DIST_DSL,,2042,,9.52297,9.52297,9.52297,9.52297,,,,214.725,119.332,,,119.332,,,,,,93.6838,,Energy
LTS,17,,DIST_DSL,,2043,,9.79343,9.79343,9.79343,9.79343,,,,222.358,120.243,,,120.243,,,,,,92.3943,,Energy
