Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,13,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,13,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,13,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,13,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,13,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,13,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,143.382,123.375,,,123.375,,,,,,136.5543,,Energy
LTS,13,,DIST_DSL,,2027,,7.38377,7.38377,7.38377,7.38377,,,,154.397,129.273,,,129.273,,,,,,140.0426,,Energy
LTS,13,,DIST_DSL,,2028,,7.6348,7.6348,7.6348,7.6348,,,,163.566,133.259,,,133.259,,,,,,141.2945,,Energy
LTS,13,,DIST_DSL,,2029,,7.93807,7.93807,7.93807,7.93807,,,,174.139,138.049,,,138.049,,,,,,143.2646,,Energy
LTS,13,,DIST_DSL,,2030,,8.19862,8.19862,8.19862,8.19862,,,,184.065,141.984,,,141.984,,,,,,144.2197,,Energy
LTS,13,,DIST_DSL,,2031,,8.16417,8.16417,8.16417,8.16417,,,,187.483,140.723,,,140.723,,,,,,139.9027,,Energy
LTS,13,,DIST_DSL,,2032,,8.11084,8.11084,8.11084,8.11084,,,,190.423,139.077,,,139.077,,,,,,135.3301,,Energy
LTS,13,,DIST_DSL,,2033,,8.01165,8.01165,8.01165,8.01165,,,,192.208,136.597,,,136.597,,,,,,130.0939,,Energy
LTS,13,,DIST_DSL,,2034,,7.93243,7.93243,7.93243,7.93243,,,,194.38,134.418,,,134.418,,,,,,125.2991,,Energy
LTS,13,,DIST_DSL,,2035,,7.8582,7.8582,7.8582,7.8582,,,,196.597,132.286,,,132.286,,,,,,120.6935,,Energy
LTS,13,,DIST_DSL,,2036,,7.77636,7.77636,7.77636,7.77636,,,,198.541,129.994,,,129.994,,,,,,116.0828,,Energy
LTS,13,,DIST_DSL,,2037,,7.69178,7.69178,7.69178,7.69178,,,,200.332,127.631,,,127.631,,,,,,111.5524,,Energy
LTS,13,,DIST_DSL,,2038,,7.602,7.602,7.602,7.602,,,,201.896,125.16,,,125.16,,,,,,107.0698,,Energy
LTS,13,,DIST_DSL,,2039,,7.54569,7.54569,7.54569,7.54569,,,,204.275,123.222,,,123.222,,,,,,103.1728,,Energy
LTS,13,,DIST_DSL,,2040,,7.483,7.483,7.483,7.483,,,,206.42,121.16,,,121.16,,,,,,99.2915,,Energy
LTS,13,,DIST_DSL,,2041,,7.57187,7.57187,7.57187,7.57187,,,,212.76,121.515,,,121.515,,,,,,97.4678,,Energy
LTS,13,,DIST_DSL,,2042,,7.61652,7.61652,7.61652,7.61652,,,,217.925,121.11,,,121.11,,,,,,95.08,,Energy
LTS,13,,DIST_DSL,,2043,,7.69812,7.69812,7.69812,7.69812,,,,224.212,121.246,,,121.246,,,,,,93.1647,,Energy
LTS,13,,DIST_DSL,,2044,,7.73828,7.73828,7.73828,7.73828,,,,229.355,120.684,,,120.684,,,,,,90.7636,,Energy
LTS,13,,DIST_DSL,,2045,,7.76269,7.76269,7.76269,7.76269,,,,234.064,119.842,,,119.842,,,,,,88.2163,,Energy
LTS,13,,DIST_DSL,,2046,,7.79231,7.79231,7.79231,7.79231,,,,238.959,119.05,,,119.05,,,,,,85.7725,,Energy
LTS,13,,DIST_DSL,,2047,,7.81654,7.81654,7.81654,7.81654,,,,243.715,118.147,,,118.147,,,,,,83.3139,,Energy
LTS,13,,DIST_DSL,,2048,,7.84102,7.84102,7.84102,7.84102,,,,248.505,117.222,,,117.222,,,,,,80.9061,,Energy
