Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Submodel
LTS,1,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,114.71,113.154,,,113.154,,,,,,139.4307,,Energy
LTS,1,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,142.986,137.245,,,137.245,,,,,,165.5242,,Energy
LTS,1,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,135.5,126.554,,,126.554,,,,,,149.3888,,Energy
LTS,1,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,132.795,120.684,,,120.684,,,,,,139.4348,,Energy
LTS,1,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,136.627,120.82,,,120.82,,,,,,136.627,,Energy
LTS,1,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,137.692,118.48,,,118.48,,,,,,131.1352,,Energy
LTS,1,,DIST_DSL,,2027,,7.42893,7.42893,7.42893,7.42893,,,,143.317,119.996,,,119.996,,,,,,129.9927,,Energy
LTS,1,,DIST_DSL,,2028,,7.73298,7.73298,7.73298,7.73298,,,,146.894,119.676,,,119.676,,,,,,126.8926,,Energy
LTS,1,,DIST_DSL,,2029,,8.09844,8.09844,8.09844,8.09844,,,,151.441,120.055,,,120.055,,,,,,124.5909,,Energy
LTS,1,,DIST_DSL,,2030,,8.42787,8.42787,8.42787,8.42787,,,,155.107,119.647,,,119.647,,,,,,121.5304,,Energy
LTS,1,,DIST_DSL,,2031,,8.45679,8.45679,8.45679,8.45679,,,,153.137,114.943,,,114.943,,,,,,114.2732,,Energy
LTS,1,,DIST_DSL,,2032,,8.46775,8.46775,8.46775,8.46775,,,,150.831,110.161,,,110.161,,,,,,107.1928,,Energy
LTS,1,,DIST_DSL,,2033,,8.43343,8.43343,8.43343,8.43343,,,,147.724,104.984,,,104.984,,,,,,99.9854,,Energy
LTS,1,,DIST_DSL,,2034,,8.42014,8.42014,8.42014,8.42014,,,,145.001,100.271,,,100.271,,,,,,93.4689,,Energy
LTS,1,,DIST_DSL,,2035,,8.41594,8.41594,8.41594,8.41594,,,,142.438,95.8438,,,95.8438,,,,,,87.4446,,Energy
LTS,1,,DIST_DSL,,2036,,8.40626,8.40626,8.40626,8.40626,,,,139.787,91.5246,,,91.5246,,,,,,81.7306,,Energy
LTS,1,,DIST_DSL,,2037,,8.3946,8.3946,8.3946,8.3946,,,,137.11,87.3521,,,87.3521,,,,,,76.348,,Energy
LTS,1,,DIST_DSL,,2038,,8.38301,8.38301,8.38301,8.38301,,,,134.44,83.3427,,,83.3427,,,,,,71.2964,,Energy
LTS,1,,DIST_DSL,,2039,,8.40324,8.40324,8.40324,8.40324,,,,132.279,79.7926,,,79.7926,,,,,,66.8099,,Energy
LTS,1,,DIST_DSL,,2040,,8.42939,8.42939,8.42939,8.42939,,,,130.196,76.4195,,,76.4195,,,,,,62.6265,,Energy
LTS,1,,DIST_DSL,,2041,,8.61714,8.61714,8.61714,8.61714,,,,130.546,74.5597,,,74.5597,,,,,,59.8046,,Energy
LTS,1,,DIST_DSL,,2042,,8.76103,8.76103,8.76103,8.76103,,,,130.135,72.3213,,,72.3213,,,,,,56.7775,,Energy
LTS,1,,DIST_DSL,,2043,,8.95561,8.95561,8.95561,8.95561,,,,130.375,70.5019,,,70.5019,,,,,,54.1735,,Energy
LTS,1,,DIST_DSL,,2044,,9.10914,9.10914,9.10914,9.10914,,,,129.915,68.3594,,,68.3594,,,,,,51.4118,,Energy
LTS,1,,DIST_DSL,,2045,,9.25039,9.25039,9.25039,9.25039,,,,129.193,66.1474,,,66.1474,,,,,,48.6915,,Energy
LTS,1,,DIST_DSL,,2046,,9.40385,9.40385,9.40385,9.40385,,,,128.553,64.046,,,64.046,,,,,,46.1431,,Energy
LTS,1,,DIST_DSL,,2047,,9.56059,9.56059,9.56059,9.56059,,,,127.868,61.9875,,,61.9875,,,,,,43.7117,,Energy
LTS,1,,DIST_DSL,,2048,,9.72488,9.72488,9.72488,9.72488,,,,127.188,59.9958,,,59.9958,,,,,,41.4088,,Energy
LTS,1,,DIST_DSL,,2049,,9.87385,9.87385,9.87385,9.87385,,,,126.214,57.9319,,,57.9319,,,,,,39.1349,,Energy
LTS,1,,DIST_DSL,,2050,,10.0024,10.0024,10.0024,10.0024,,,,124.898,55.7827,,,55.7827,,,,,,36.8827,,Energy
LTS,1,,DIST_DSL,,2051,,9.96298,9.96298,9.96298,9.96298,,,,121.459,52.7843,,,52.7843,,,,,,34.1592,,Energy
LTS,1,,DIST_DSL,,2052,,9.86729,9.86729,9.86729,9.86729,,,,117.373,49.634,,,49.634,,,,,,31.4382,,Energy
LTS,1,,DIST_DSL,,2053,,9.7925,9.7925,9.7925,9.7925,,,,113.586,46.7379,,,46.7379,,,,,,28.9751,,Energy
LTS,1,,DIST_DSL,,2054,,9.77781,9.77781,9.77781,9.77781,,,,110.523,44.2515,,,44.2515,,,,,,26.8512,,Energy
LTS,1,,DIST_DSL,,2055,,10.0109,10.0109,10.0109,10.0109,,,,110.196,42.9316,,,42.9316,,,,,,25.4969,,Energy
LTS,1,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,388.333,383.064,,,383.064,,,,,,472.0212,,Energy
LTS,1,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,473.922,454.891,,,454.891,,,,,,548.624,,Energy
LTS,1,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,433.542,404.916,,,404.916,,,,,,477.9801,,Energy
LTS,1,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,402.721,365.993,,,365.993,,,,,,422.8571,,Energy
LTS,1,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,384.913,340.38,,,340.38,,,,,,384.913,,Energy
