Strategy,Future.ID,Year,Technology,Fuel,Emission,AccumulatedNewCapacity,AnnualEmissions,AnnualFixedOperatingCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,AnnualVariableOperatingCost,CapitalInvestment,Demand,DiscountedCapitalInvestment,DiscountedOperatingCost,DiscountedSalvageValue,DiscountedTechnologyEmissionsPenalty,NewCapacity,OperatingCost,ProductionByTechnology,RateOfProductionByTechnologyByMode,SalvageValue,TotalCapacityAnnual,TotalDiscountedCost,TotalDiscountedCostByTechnology,TotalTechnologyAnnualActivity,UseByTechnology,Externalities2025,Capex2025,Opex2025,FixedOpex2025,VarOpex2025
LTS,33,2021,DIST_DSL,,,9.3252953,,,,,,,,,,,,,9.3252953,,,,,9.3252953,,,9.3252953,,,,,,
LTS,33,2022,DIST_DSL,,,10.088475,,,,,,,,,,,,,10.088475,,,,,10.088475,,,10.088475,,,,,,
LTS,33,2023,DIST_DSL,,,10.558755,,,,,,,,,,,,,10.558755,,,,,10.558755,,,10.558755,,,,,,
LTS,33,2024,DIST_DSL,,,10.76274,,,,,,,,,,,,,10.76274,,,,,10.76274,,,10.76274,,,,,,
LTS,33,2025,DIST_DSL,,,10.970848,,,,,,,,,,,,,10.970848,,,,,10.970848,,,10.970848,,,,,,
LTS,33,2026,DIST_DSL,,,11.116983,,,,,,,,,,,,,11.116983,,,,,11.116983,,,11.116983,,,,,,
LTS,33,2027,DIST_DSL,,,11.395091,,,,,,,,,,,,,11.395091,,,,,11.395091,,,11.395091,,,,,,
LTS,33,2028,DIST_DSL,,,11.736772,,,,,,,,,,,,,11.736772,,,,,11.736772,,,11.736772,,,,,,
LTS,33,2029,DIST_DSL,,,12.061326,,,,,,,,,,,,,12.061326,,,,,12.061326,,,12.061326,,,,,,
LTS,33,2030,DIST_DSL,,,12.353163,,,,,,,,,,,,,12.353163,,,,,12.353163,,,12.353163,,,,,,
LTS,33,2031,DIST_DSL,,,12.34221,,,,,,,,,,,,,12.34221,,,,,12.34221,,,12.34221,,,,,,
LTS,33,2032,DIST_DSL,,,12.313466,,,,,,,,,,,,,12.313466,,,,,12.313466,,,12.313466,,,,,,
LTS,33,2033,DIST_DSL,,,12.239499,,,,,,,,,,,,,12.239499,,,,,12.239499,,,12.239499,,,,,,
LTS,33,2034,DIST_DSL,,,12.198378,,,,,,,,,,,,,12.198378,,,,,12.198378,,,12.198378,,,,,,
LTS,33,2035,DIST_DSL,,,12.156609,,,,,,,,,,,,,12.156609,,,,,12.156609,,,12.156609,,,,,,
LTS,33,2036,DIST_DSL,,,12.103794,,,,,,,,,,,,,12.103794,,,,,12.103794,,,12.103794,,,,,,
LTS,33,2037,DIST_DSL,,,12.050296,,,,,,,,,,,,,12.050296,,,,,12.050296,,,12.050296,,,,,,
LTS,33,2038,DIST_DSL,,,12.009507,,,,,,,,,,,,,12.009507,,,,,12.009507,,,12.009507,,,,,,
LTS,33,2039,DIST_DSL,,,11.999753,,,,,,,,,,,,,11.999753,,,,,11.999753,,,11.999753,,,,,,
LTS,33,2040,DIST_DSL,,,11.986409,,,,,,,,,,,,,11.986409,,,,,11.986409,,,11.986409,,,,,,
LTS,33,2041,DIST_DSL,,,12.105276,,,,,,,,,,,,,12.105276,,,,,12.105276,,,12.105276,,,,,,
LTS,33,2042,DIST_DSL,,,12.177064,,,,,,,,,,,,,12.177064,,,,,12.177064,,,12.177064,,,,,,
LTS,33,2043,DIST_DSL,,,12.303253,,,,,,,,,,,,,12.303253,,,,,12.303253,,,12.303253,,,,,,
