Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
LTS,12,,COMPOST,,2026,,0.0143024,0.0143024,0.0143024,0.0143024,,,0.525611,0.357722,,,0.901048,0.590089,0.901048,,0.400434,,,,-0.83583,-0.547378,,,,,,,,0.5004,,0.8578,0.8578,,nan,,nan,nan,
LTS,12,,COMPOST,,2027,,0.028582,0.028582,0.028582,0.028582,,,1.05039,0.661924,,,1.80067,1.09189,1.80067,,0.740956,,,,-1.67033,-1.01286,,,,,,,,0.952,,1.632,1.632,,nan,,nan,nan,
LTS,12,,COMPOST,,2028,,0.0429366,0.0429366,0.0429366,0.0429366,,,1.57792,0.9207,,,2.705,1.51876,2.705,,1.03063,,,,-2.50921,-1.40883,,,,,,,,1.3615,,2.334,2.334,,nan,,nan,nan,
LTS,12,,COMPOST,,2029,,0.0571665,0.0571665,0.0571665,0.0571665,,,2.10087,1.13503,,,3.60149,1.87232,3.60149,,1.27056,,,,-3.34081,-1.7368,,,,,,,,1.7258,,2.9584,2.9584,,nan,,nan,nan,
LTS,12,,COMPOST,,2030,,0.071379,0.071379,0.071379,0.071379,,,2.62318,1.31224,,,4.49688,2.16464,4.49688,,1.46892,,,,-4.17139,-2.00796,,,,,,,,2.0514,,3.5167,3.5167,,nan,,nan,nan,
LTS,12,,COMPOST,,2031,,0.0857453,0.0857453,0.0857453,0.0857453,,,3.15114,1.45959,,,5.40195,2.40769,5.40195,,1.63386,,,,-5.01095,-2.23342,,,,,,,,2.3461,,4.0218,4.0218,,nan,,nan,nan,
LTS,12,,COMPOST,,2032,,0.100147,0.100147,0.100147,0.100147,,,3.6804,1.57846,,,6.30926,2.60379,6.30926,,1.76693,,,,-5.85259,-2.41532,,,,,,,,2.6086,,4.4719,4.4719,,nan,,nan,nan,
LTS,12,,COMPOST,,2033,,0.114583,0.114583,0.114583,0.114583,,,4.21094,1.67222,,,7.21876,2.75845,7.21876,,1.87188,,,,-6.69626,-2.55879,,,,,,,,2.8415,,4.8711,4.8711,,nan,,nan,nan,
LTS,12,,COMPOST,,2034,,0.129155,0.129155,0.129155,0.129155,,,4.74645,1.74526,,,8.13677,2.87893,8.13677,,1.95364,,,,-7.54782,-2.67055,,,,,,,,3.0491,,5.2271,5.2271,,nan,,nan,nan,
LTS,12,,COMPOST,,2035,,0.143659,0.143659,0.143659,0.143659,,,5.27949,1.79746,,,9.05055,2.96504,9.05055,,2.01207,,,,-8.39546,-2.75043,,,,,,,,3.2288,,5.5351,5.5351,,nan,,nan,nan,
LTS,12,,COMPOST,,2036,,0.158499,0.158499,0.158499,0.158499,,,5.82483,1.83623,,,9.98542,3.02899,9.98542,,2.05547,,,,-9.26267,-2.80975,,,,,,,,3.3914,,5.8139,5.8139,,nan,,nan,nan,
LTS,12,,COMPOST,,2037,,0.173424,0.173424,0.173424,0.173424,,,6.37332,1.86031,,,10.9257,3.06872,10.9257,,2.08243,,,,-10.1349,-2.8466,,,,,,,,3.5327,,6.0561,6.0561,,nan,,nan,nan,
LTS,12,,COMPOST,,2038,,0.188434,0.188434,0.188434,0.188434,,,6.92494,1.8716,,,11.8713,3.08733,11.8713,,2.09506,,,,-11.0121,-2.86387,,,,,,,,3.6543,,6.2645,6.2645,,nan,,nan,nan,
LTS,12,,COMPOST,,2039,,0.20363,0.20363,0.20363,0.20363,,,7.48339,1.87271,,,12.8287,3.08917,12.8287,,2.09631,,,,-11.9001,-2.86558,,,,,,,,3.7595,,6.4449,6.4449,,nan,,nan,nan,
LTS,12,,COMPOST,,2040,,0.218807,0.218807,0.218807,0.218807,,,8.04116,1.86323,,,13.7848,3.07354,13.7848,,2.0857,,,,-12.7871,-2.85107,,,,,,,,3.8459,,6.5929,6.5929,,nan,,nan,nan,
LTS,12,,COMPOST,,2041,,0.234451,0.234451,0.234451,0.234451,,,8.61607,1.84856,,,14.7704,3.04934,14.7704,,2.06928,,,,-13.7013,-2.82862,,,,,,,,3.9231,,6.7254,6.7254,,nan,,nan,nan,
LTS,12,,COMPOST,,2042,,0.250244,0.250244,0.250244,0.250244,,,9.19648,1.82693,,,15.7654,3.01366,15.7654,,2.04506,,,,-14.6243,-2.79553,,,,,,,,3.9865,,6.834,6.834,,nan,,nan,nan,
LTS,12,,COMPOST,,2043,,0.266149,0.266149,0.266149,0.266149,,,9.78097,1.79912,,,16.7674,2.96777,16.7674,,2.01393,,,,-15.5537,-2.75296,,,,,,,,4.0364,,6.9196,6.9196,,nan,,nan,nan,
LTS,12,,COMPOST,,2044,,0.282182,0.282182,0.282182,0.282182,,,10.3702,1.7662,,,17.7775,2.91348,17.7775,,1.97708,,,,-16.4907,-2.7026,,,,,,,,4.0742,,6.9844,6.9844,,nan,,nan,nan,
LTS,12,,COMPOST,,2045,,0.298472,0.298472,0.298472,0.298472,,,10.9688,1.72978,,,18.8037,2.85339,18.8037,,1.93631,,,,-17.4427,-2.64686,,,,,,,,4.1027,,7.0331,7.0331,,nan,,nan,nan,
LTS,12,,COMPOST,,2046,,0.315226,0.315226,0.315226,0.315226,,,11.5846,1.69155,,,19.8593,2.79034,19.8593,,1.89352,,,,-18.4218,-2.58837,,,,,,,,4.1251,,7.0716,7.0716,,nan,,nan,nan,
LTS,12,,COMPOST,,2047,,0.332181,0.332181,0.332181,0.332181,,,12.2077,1.6505,,,20.9274,2.72261,20.9274,,1.84756,,,,-19.4127,-2.52555,,,,,,,,4.1384,,7.0943,7.0943,,nan,,nan,nan,
LTS,12,,COMPOST,,2048,,0.349286,0.349286,0.349286,0.349286,,,12.8363,1.60693,,,22.005,2.65075,22.005,,1.79879,,,,-20.4123,-2.45888,,,,,,,,4.1427,,7.1017,7.1017,,nan,,nan,nan,
LTS,12,,COMPOST,,2049,,0.366565,0.366565,0.366565,0.366565,,,13.4713,1.5615,,,23.0936,2.57581,23.0936,,1.74794,,,,-21.4221,-2.38937,,,,,,,,4.139,,7.0954,7.0954,,nan,,nan,nan,
LTS,12,,COMPOST,,2050,,0.384156,0.384156,0.384156,0.384156,,,14.1177,1.51522,,,24.2018,2.49947,24.2018,,1.69613,,,,-22.4501,-2.31855,,,,,,,,4.1295,,7.0791,7.0791,,nan,,nan,nan,
LTS,12,,COMPOST,,2051,,0.401785,0.401785,0.401785,0.401785,,,14.7656,1.46736,,,25.3124,2.42052,25.3124,,1.64256,,,,-23.4803,-2.24532,,,,,,,,4.1118,,7.0487,7.0487,,nan,,nan,nan,
LTS,12,,COMPOST,,2052,,0.419587,0.419587,0.419587,0.419587,,,15.4198,1.41887,,,26.434,2.34053,26.434,,1.58828,,,,-24.5207,-2.17112,,,,,,,,4.0879,,7.0079,7.0079,,nan,,nan,nan,
LTS,12,,COMPOST,,2053,,0.437597,0.437597,0.437597,0.437597,,,16.0817,1.37016,,,27.5686,2.26018,27.5686,,1.53375,,,,-25.5732,-2.09659,,,,,,,,4.0588,,6.958,6.958,,nan,,nan,nan,
LTS,12,,COMPOST,,2054,,0.455748,0.455748,0.455748,0.455748,,,16.7487,1.32129,,,28.7121,2.17956,28.7121,,1.47905,,,,-26.6339,-2.0218,,,,,,,,4.0243,,6.8989,6.8989,,nan,,nan,nan,
LTS,12,,COMPOST,,2055,,0.474108,0.474108,0.474108,0.474108,,,17.4235,1.2727,,,29.8688,2.09941,29.8688,,1.42466,,,,-27.7069,-1.94746,,,,,,,,3.9856,,6.8324,6.8324,,nan,,nan,nan,
LTS,12,,LANDFILL,,2026,,0.0219571,0.0219571,0.0219571,0.0219571,,,0.115275,0.0784542,,,1.45938,0.955736,1.45938,,1.03419,,,,,,,,,,,,,0.1097,,1.3894,1.3894,,nan,,nan,nan,
LTS,12,,LANDFILL,,2027,,0.0439801,0.0439801,0.0439801,0.0439801,,,0.230896,0.145503,,,2.92314,1.77254,2.92314,,1.91804,,,,5.87897e-09,3.55067e-09,,,,,,,,0.2093,,2.6494,2.6494,,nan,,nan,nan,
LTS,12,,LANDFILL,,2028,,0.0659634,0.0659634,0.0659634,0.0659634,,,0.346308,0.202067,,,4.38426,2.4616,4.38426,,2.66367,,,,-4.48199e-09,-2.51748e-09,,,,,,,,0.2988,,3.783,3.783,,nan,,nan,nan,
LTS,12,,LANDFILL,,2029,,0.0878094,0.0878094,0.0878094,0.0878094,,,0.460999,0.249064,,,5.83625,3.03412,5.83625,,3.28318,,,,-2.01981e-08,-1.04919e-08,,,,,,,,0.3787,,4.7942,4.7942,,nan,,nan,nan,
