PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2021,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2022,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2023,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2024,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2025,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2026,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2027,,,,,,0.0127
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2028,,,,,,0.007
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2029,,,,,,0.011
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2030,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2031,,,,,,0.002
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2032,,,,,,0.001
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2033,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2034,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2035,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2036,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2037,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2038,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2039,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2040,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2041,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2042,,,,,,0.0
TotalAnnualMinCapacityInvestment,BAU,JAM,PPHROR,,,,2043,,,,,,0.0
