Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,85,,NO_CONTR_OD,,2021,,0.7188,0.7188,0.7188,0.7188,,,,,,,31.7746,30.5751,31.7746,,114.464,,,,87.1795,83.8885,,,,,,,,,,38.6811,38.6811,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2022,,0.7266,0.7266,0.7266,0.7266,,,,,,,32.1194,28.6175,32.1194,,106.326,,,,87.2182,77.709,,,,,,,,,,37.2247,37.2247,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2023,,0.7345,0.7345,0.7345,0.7345,,,,,,,32.4686,26.7857,32.4686,,98.7596,,,,87.2437,71.9738,,,,,,,,,,35.8239,35.8239,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2024,,0.7423,0.7423,0.7423,0.7423,,,,,,,32.8134,25.065,32.8134,,91.6884,,,,87.2188,66.6234,,,,,,,,,,34.4672,34.4672,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2025,,0.7502,0.7502,0.7502,0.7502,,,,,,,33.1626,23.4553,33.1626,,85.1021,,,,87.1601,61.6468,,,,,,,,,,33.1626,33.1626,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2026,,0.762662,0.762662,0.762662,0.762662,,,,,,,33.7135,22.0787,33.7135,,79.5681,,,,87.7846,57.4894,,,,,,,,,,32.0959,32.0959,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2027,,0.76917,0.76917,0.76917,0.76917,,,,,,,34.0011,20.6176,34.0011,,73.7847,,,,87.6792,53.167,,,,,,,,,,30.8165,30.8165,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2028,,0.775576,0.775576,0.775576,0.775576,,,,,,,34.2843,19.2494,34.2843,,68.3984,,,,87.5372,49.149,,,,,,,,,,29.5822,29.5822,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2029,,0.782083,0.782083,0.782083,0.782083,,,,,,,34.572,17.9731,34.572,,63.4,,,,87.3807,45.4269,,,,,,,,,,28.3992,28.3992,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2030,,0.78849,0.78849,0.78849,0.78849,,,,,,,34.8552,16.7781,34.8552,,58.7444,,,,87.1819,41.9663,,,,,,,,,,27.258,27.258,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2031,,0.794938,0.794938,0.794938,0.794938,,,,,,,35.1402,15.6623,35.1402,,54.5017,,,,87.141,38.8394,,,,,,,,,,26.1623,26.1623,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2032,,0.801487,0.801487,0.801487,0.801487,,,,,,,35.4297,14.6216,35.4297,,50.5556,,,,87.0719,35.934,,,,,,,,,,25.1122,25.1122,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2033,,0.807935,0.807935,0.807935,0.807935,,,,,,,35.7148,13.6474,35.7148,,46.8733,,,,86.9508,33.2259,,,,,,,,,,24.0996,24.0996,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2034,,0.814383,0.814383,0.814383,0.814383,,,,,,,35.9998,12.7374,35.9998,,43.4458,,,,86.7917,30.7084,,,,,,,,,,23.1264,23.1264,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2035,,0.820831,0.820831,0.820831,0.820831,,,,,,,36.2848,11.8872,36.2848,,40.2568,,,,86.5959,28.3696,,,,,,,,,,22.191,22.191,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2036,,0.827311,0.827311,0.827311,0.827311,,,,,,,36.5713,11.0936,36.5713,,37.3417,,,,86.5298,26.2481,,,,,,,,,,21.2931,21.2931,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2037,,0.833791,0.833791,0.833791,0.833791,,,,,,,36.8577,10.3523,36.8577,,34.6239,,,,86.4154,24.2716,,,,,,,,,,20.4302,20.4302,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2038,,0.840271,0.840271,0.840271,0.840271,,,,,,,37.1442,9.65995,37.1442,,32.0948,,,,86.2658,22.4348,,,,,,,,,,19.6011,19.6011,,,,nan,nan,
BAU,85,,NO_CONTR_OD,,2039,,0.846647,0.846647,0.846647,0.846647,,,,,,,37.426,9.01227,37.426,,29.7386,,,,86.072,20.7263,,,,,,,,,,18.8021,18.8021,,,,nan,nan,
